range,percentage,min,max,fund_slug
"$0 - $1,000,000",0.0,0,1000000.0,geometry
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,geometry
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,geometry
"$10,000,000 - $20,000,000",18.75,10000000,20000000.0,geometry
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,geometry
"$50,000,000+",6.25,50000000,,geometry
"$0 - $1,000,000",0.0,0,1000000.0,abstract-ventures
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,abstract-ventures
"$3,000,000 - $10,000,000",41.67,3000000,10000000.0,abstract-ventures
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,abstract-ventures
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,abstract-ventures
"$50,000,000+",0.0,50000000,,abstract-ventures
"$0 - $1,000,000",0.0,0,1000000.0,scytale-ventures
"$1,000,000 - $3,000,000",30.77,1000000,3000000.0,scytale-ventures
"$3,000,000 - $10,000,000",30.77,3000000,10000000.0,scytale-ventures
"$10,000,000 - $20,000,000",23.08,10000000,20000000.0,scytale-ventures
"$20,000,000 - $50,000,000",15.38,20000000,50000000.0,scytale-ventures
"$50,000,000+",0.0,50000000,,scytale-ventures
"$0 - $1,000,000",0.0,0,1000000.0,blockbase
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,blockbase
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,blockbase
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,blockbase
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,blockbase
"$50,000,000+",0.0,50000000,,blockbase
"$0 - $1,000,000",0.0,0,1000000.0,decima
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,decima
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,decima
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,decima
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,decima
"$50,000,000+",0.0,50000000,,decima
"$0 - $1,000,000",66.67,0,1000000.0,alfadao
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,alfadao
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,alfadao
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,alfadao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,alfadao
"$50,000,000+",0.0,50000000,,alfadao
"$0 - $1,000,000",0.0,0,1000000.0,2punkscapital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,2punkscapital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,2punkscapital
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,2punkscapital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,2punkscapital
"$50,000,000+",0.0,50000000,,2punkscapital
"$0 - $1,000,000",0.0,0,1000000.0,arkn-ventures
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,arkn-ventures
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,arkn-ventures
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,arkn-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,arkn-ventures
"$50,000,000+",0.0,50000000,,arkn-ventures
"$0 - $1,000,000",0.0,0,1000000.0,black-alpha
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,black-alpha
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,black-alpha
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,black-alpha
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,black-alpha
"$50,000,000+",0.0,50000000,,black-alpha
"$0 - $1,000,000",25.0,0,1000000.0,marsdao
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,marsdao
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,marsdao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,marsdao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,marsdao
"$50,000,000+",0.0,50000000,,marsdao
"$0 - $1,000,000",0.0,0,1000000.0,permit-ventures
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,permit-ventures
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,permit-ventures
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,permit-ventures
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,permit-ventures
"$50,000,000+",0.0,50000000,,permit-ventures
"$0 - $1,000,000",0.0,0,1000000.0,perridon-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,perridon-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,perridon-ventures
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,perridon-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,perridon-ventures
"$50,000,000+",0.0,50000000,,perridon-ventures
"$0 - $1,000,000",0.0,0,1000000.0,techmeetstrader
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,techmeetstrader
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,techmeetstrader
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,techmeetstrader
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,techmeetstrader
"$50,000,000+",0.0,50000000,,techmeetstrader
"$0 - $1,000,000",0.0,0,1000000.0,xvc-tech
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,xvc-tech
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,xvc-tech
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,xvc-tech
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,xvc-tech
"$50,000,000+",0.0,50000000,,xvc-tech
"$0 - $1,000,000",0.0,0,1000000.0,sigil-fund
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sigil-fund
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,sigil-fund
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,sigil-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sigil-fund
"$50,000,000+",0.0,50000000,,sigil-fund
"$0 - $1,000,000",0.0,0,1000000.0,avocado-dao-fund
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,avocado-dao-fund
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,avocado-dao-fund
"$10,000,000 - $20,000,000",30.0,10000000,20000000.0,avocado-dao-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,avocado-dao-fund
"$50,000,000+",0.0,50000000,,avocado-dao-fund
"$0 - $1,000,000",0.0,0,1000000.0,semantic-ventures
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,semantic-ventures
"$3,000,000 - $10,000,000",45.0,3000000,10000000.0,semantic-ventures
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,semantic-ventures
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,semantic-ventures
"$50,000,000+",0.0,50000000,,semantic-ventures
"$0 - $1,000,000",0.0,0,1000000.0,ready-player-dao
"$1,000,000 - $3,000,000",7.14,1000000,3000000.0,ready-player-dao
"$3,000,000 - $10,000,000",71.43,3000000,10000000.0,ready-player-dao
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,ready-player-dao
"$20,000,000 - $50,000,000",7.14,20000000,50000000.0,ready-player-dao
"$50,000,000+",0.0,50000000,,ready-player-dao
"$0 - $1,000,000",0.0,0,1000000.0,ancient8
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,ancient8
"$3,000,000 - $10,000,000",81.82,3000000,10000000.0,ancient8
"$10,000,000 - $20,000,000",18.18,10000000,20000000.0,ancient8
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ancient8
"$50,000,000+",0.0,50000000,,ancient8
"$0 - $1,000,000",0.0,0,1000000.0,great-south-gate
"$1,000,000 - $3,000,000",12.5,1000000,3000000.0,great-south-gate
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,great-south-gate
"$10,000,000 - $20,000,000",12.5,10000000,20000000.0,great-south-gate
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,great-south-gate
"$50,000,000+",0.0,50000000,,great-south-gate
"$0 - $1,000,000",0.0,0,1000000.0,ocular-vc
"$1,000,000 - $3,000,000",42.86,1000000,3000000.0,ocular-vc
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,ocular-vc
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,ocular-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ocular-vc
"$50,000,000+",0.0,50000000,,ocular-vc
"$0 - $1,000,000",0.0,0,1000000.0,duneventures
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,duneventures
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,duneventures
"$10,000,000 - $20,000,000",28.57,10000000,20000000.0,duneventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,duneventures
"$50,000,000+",14.29,50000000,,duneventures
"$0 - $1,000,000",0.0,0,1000000.0,razerfund
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,razerfund
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,razerfund
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,razerfund
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,razerfund
"$50,000,000+",0.0,50000000,,razerfund
"$0 - $1,000,000",0.0,0,1000000.0,skycatcher
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,skycatcher
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,skycatcher
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,skycatcher
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,skycatcher
"$50,000,000+",0.0,50000000,,skycatcher
"$0 - $1,000,000",0.0,0,1000000.0,kgen
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,kgen
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,kgen
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,kgen
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kgen
"$50,000,000+",0.0,50000000,,kgen
"$0 - $1,000,000",0.0,0,1000000.0,rollman-management
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,rollman-management
"$3,000,000 - $10,000,000",11.11,3000000,10000000.0,rollman-management
"$10,000,000 - $20,000,000",66.67,10000000,20000000.0,rollman-management
"$20,000,000 - $50,000,000",22.22,20000000,50000000.0,rollman-management
"$50,000,000+",0.0,50000000,,rollman-management
"$0 - $1,000,000",0.0,0,1000000.0,north-island-ventures
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,north-island-ventures
"$3,000,000 - $10,000,000",55.0,3000000,10000000.0,north-island-ventures
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,north-island-ventures
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,north-island-ventures
"$50,000,000+",0.0,50000000,,north-island-ventures
"$0 - $1,000,000",0.0,0,1000000.0,l2-iterative-ventures
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,l2-iterative-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,l2-iterative-ventures
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,l2-iterative-ventures
"$20,000,000 - $50,000,000",8.33,20000000,50000000.0,l2-iterative-ventures
"$50,000,000+",0.0,50000000,,l2-iterative-ventures
"$0 - $1,000,000",0.0,0,1000000.0,wischoff-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,wischoff-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,wischoff-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,wischoff-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,wischoff-ventures
"$50,000,000+",0.0,50000000,,wischoff-ventures
"$0 - $1,000,000",0.0,0,1000000.0,alven
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,alven
"$3,000,000 - $10,000,000",36.36,3000000,10000000.0,alven
"$10,000,000 - $20,000,000",36.36,10000000,20000000.0,alven
"$20,000,000 - $50,000,000",18.18,20000000,50000000.0,alven
"$50,000,000+",9.09,50000000,,alven
"$0 - $1,000,000",0.0,0,1000000.0,relayer-capital
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,relayer-capital
"$3,000,000 - $10,000,000",83.33,3000000,10000000.0,relayer-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,relayer-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,relayer-capital
"$50,000,000+",0.0,50000000,,relayer-capital
"$0 - $1,000,000",25.0,0,1000000.0,dlab
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,dlab
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,dlab
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dlab
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dlab
"$50,000,000+",0.0,50000000,,dlab
"$0 - $1,000,000",0.0,0,1000000.0,enigma
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,enigma
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,enigma
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,enigma
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,enigma
"$50,000,000+",0.0,50000000,,enigma
"$0 - $1,000,000",0.0,0,1000000.0,eigenvalue-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,eigenvalue-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,eigenvalue-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,eigenvalue-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,eigenvalue-ventures
"$50,000,000+",0.0,50000000,,eigenvalue-ventures
"$0 - $1,000,000",0.0,0,1000000.0,equilibrium-ventures
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,equilibrium-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,equilibrium-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,equilibrium-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,equilibrium-ventures
"$50,000,000+",0.0,50000000,,equilibrium-ventures
"$0 - $1,000,000",16.67,0,1000000.0,cointelegraph
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,cointelegraph
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,cointelegraph
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,cointelegraph
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cointelegraph
"$50,000,000+",0.0,50000000,,cointelegraph
"$0 - $1,000,000",28.57,0,1000000.0,kahuna-ventures
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,kahuna-ventures
"$3,000,000 - $10,000,000",57.14,3000000,10000000.0,kahuna-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kahuna-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kahuna-ventures
"$50,000,000+",0.0,50000000,,kahuna-ventures
"$0 - $1,000,000",0.0,0,1000000.0,london-real-ventures
"$1,000,000 - $3,000,000",37.5,1000000,3000000.0,london-real-ventures
"$3,000,000 - $10,000,000",62.5,3000000,10000000.0,london-real-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,london-real-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,london-real-ventures
"$50,000,000+",0.0,50000000,,london-real-ventures
"$0 - $1,000,000",0.0,0,1000000.0,citizen-capital
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,citizen-capital
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,citizen-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,citizen-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,citizen-capital
"$50,000,000+",0.0,50000000,,citizen-capital
"$0 - $1,000,000",0.0,0,1000000.0,cryptonite-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cryptonite-capital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,cryptonite-capital
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,cryptonite-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cryptonite-capital
"$50,000,000+",0.0,50000000,,cryptonite-capital
"$0 - $1,000,000",0.0,0,1000000.0,flashbots
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,flashbots
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,flashbots
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,flashbots
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,flashbots
"$50,000,000+",0.0,50000000,,flashbots
"$0 - $1,000,000",0.0,0,1000000.0,sol-global
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,sol-global
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,sol-global
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sol-global
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sol-global
"$50,000,000+",0.0,50000000,,sol-global
"$0 - $1,000,000",0.0,0,1000000.0,l1-digital
"$1,000,000 - $3,000,000",6.25,1000000,3000000.0,l1-digital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,l1-digital
"$10,000,000 - $20,000,000",12.5,10000000,20000000.0,l1-digital
"$20,000,000 - $50,000,000",6.25,20000000,50000000.0,l1-digital
"$50,000,000+",25.0,50000000,,l1-digital
"$0 - $1,000,000",0.0,0,1000000.0,goplus-security
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,goplus-security
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,goplus-security
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,goplus-security
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,goplus-security
"$50,000,000+",0.0,50000000,,goplus-security
"$0 - $1,000,000",0.0,0,1000000.0,core-ventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,core-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,core-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,core-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,core-ventures
"$50,000,000+",0.0,50000000,,core-ventures
"$0 - $1,000,000",0.0,0,1000000.0,multiversx
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,multiversx
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,multiversx
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,multiversx
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,multiversx
"$50,000,000+",0.0,50000000,,multiversx
"$0 - $1,000,000",0.0,0,1000000.0,astrarizon-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,astrarizon-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,astrarizon-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,astrarizon-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,astrarizon-ventures
"$50,000,000+",0.0,50000000,,astrarizon-ventures
"$0 - $1,000,000",5.0,0,1000000.0,gains-associates
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,gains-associates
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,gains-associates
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,gains-associates
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gains-associates
"$50,000,000+",0.0,50000000,,gains-associates
"$0 - $1,000,000",25.0,0,1000000.0,nx-gen
"$1,000,000 - $3,000,000",45.0,1000000,3000000.0,nx-gen
"$3,000,000 - $10,000,000",30.0,3000000,10000000.0,nx-gen
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,nx-gen
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nx-gen
"$50,000,000+",0.0,50000000,,nx-gen
"$0 - $1,000,000",16.67,0,1000000.0,unreal-capital
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,unreal-capital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,unreal-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,unreal-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,unreal-capital
"$50,000,000+",0.0,50000000,,unreal-capital
"$0 - $1,000,000",18.75,0,1000000.0,founderheads
"$1,000,000 - $3,000,000",37.5,1000000,3000000.0,founderheads
"$3,000,000 - $10,000,000",43.75,3000000,10000000.0,founderheads
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,founderheads
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,founderheads
"$50,000,000+",0.0,50000000,,founderheads
"$0 - $1,000,000",23.53,0,1000000.0,zephyrus-capital
"$1,000,000 - $3,000,000",41.18,1000000,3000000.0,zephyrus-capital
"$3,000,000 - $10,000,000",35.29,3000000,10000000.0,zephyrus-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,zephyrus-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,zephyrus-capital
"$50,000,000+",0.0,50000000,,zephyrus-capital
"$0 - $1,000,000",0.0,0,1000000.0,spicy-capital
"$1,000,000 - $3,000,000",80.0,1000000,3000000.0,spicy-capital
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,spicy-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,spicy-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,spicy-capital
"$50,000,000+",0.0,50000000,,spicy-capital
"$0 - $1,000,000",0.0,0,1000000.0,app-works
"$1,000,000 - $3,000,000",26.67,1000000,3000000.0,app-works
"$3,000,000 - $10,000,000",53.33,3000000,10000000.0,app-works
"$10,000,000 - $20,000,000",13.33,10000000,20000000.0,app-works
"$20,000,000 - $50,000,000",6.67,20000000,50000000.0,app-works
"$50,000,000+",0.0,50000000,,app-works
"$0 - $1,000,000",0.0,0,1000000.0,1nvst
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,1nvst
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,1nvst
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,1nvst
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,1nvst
"$50,000,000+",0.0,50000000,,1nvst
"$0 - $1,000,000",0.0,0,1000000.0,capital6-eagle
"$1,000,000 - $3,000,000",42.86,1000000,3000000.0,capital6-eagle
"$3,000,000 - $10,000,000",28.57,3000000,10000000.0,capital6-eagle
"$10,000,000 - $20,000,000",28.57,10000000,20000000.0,capital6-eagle
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,capital6-eagle
"$50,000,000+",0.0,50000000,,capital6-eagle
"$0 - $1,000,000",0.0,0,1000000.0,absoluta-digital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,absoluta-digital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,absoluta-digital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,absoluta-digital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,absoluta-digital
"$50,000,000+",0.0,50000000,,absoluta-digital
"$0 - $1,000,000",0.0,0,1000000.0,whale-ground
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,whale-ground
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,whale-ground
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,whale-ground
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,whale-ground
"$50,000,000+",0.0,50000000,,whale-ground
"$0 - $1,000,000",0.0,0,1000000.0,green-arrow-ventures
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,green-arrow-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,green-arrow-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,green-arrow-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,green-arrow-ventures
"$50,000,000+",0.0,50000000,,green-arrow-ventures
"$0 - $1,000,000",33.33,0,1000000.0,metazero-capital
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,metazero-capital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,metazero-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,metazero-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,metazero-capital
"$50,000,000+",0.0,50000000,,metazero-capital
"$0 - $1,000,000",0.0,0,1000000.0,flow-ecosystem-fund
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,flow-ecosystem-fund
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,flow-ecosystem-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,flow-ecosystem-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,flow-ecosystem-fund
"$50,000,000+",0.0,50000000,,flow-ecosystem-fund
"$0 - $1,000,000",0.0,0,1000000.0,wli-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,wli-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,wli-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,wli-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,wli-capital
"$50,000,000+",0.0,50000000,,wli-capital
"$0 - $1,000,000",0.0,0,1000000.0,avenir-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,avenir-group
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,avenir-group
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,avenir-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,avenir-group
"$50,000,000+",0.0,50000000,,avenir-group
"$0 - $1,000,000",0.0,0,1000000.0,follow-theseed
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,follow-theseed
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,follow-theseed
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,follow-theseed
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,follow-theseed
"$50,000,000+",0.0,50000000,,follow-theseed
"$0 - $1,000,000",0.0,0,1000000.0,egodeathcapital
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,egodeathcapital
"$3,000,000 - $10,000,000",57.14,3000000,10000000.0,egodeathcapital
"$10,000,000 - $20,000,000",28.57,10000000,20000000.0,egodeathcapital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,egodeathcapital
"$50,000,000+",0.0,50000000,,egodeathcapital
"$0 - $1,000,000",0.0,0,1000000.0,timechain
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,timechain
"$3,000,000 - $10,000,000",57.14,3000000,10000000.0,timechain
"$10,000,000 - $20,000,000",28.57,10000000,20000000.0,timechain
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,timechain
"$50,000,000+",0.0,50000000,,timechain
"$0 - $1,000,000",0.0,0,1000000.0,entree-cap
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,entree-cap
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,entree-cap
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,entree-cap
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,entree-cap
"$50,000,000+",0.0,50000000,,entree-cap
"$0 - $1,000,000",66.67,0,1000000.0,kelsier
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kelsier
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,kelsier
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kelsier
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kelsier
"$50,000,000+",0.0,50000000,,kelsier
"$0 - $1,000,000",0.0,0,1000000.0,rise-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,rise-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,rise-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,rise-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rise-capital
"$50,000,000+",0.0,50000000,,rise-capital
