range,percentage,min,max,fund_slug
"$10,000,000 - $20,000,000",6.25,10000000,20000000.0,catchervc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,catchervc
"$50,000,000+",0.0,50000000,,catchervc
"$0 - $1,000,000",13.33,0,1000000.0,ac-capital
"$1,000,000 - $3,000,000",46.67,1000000,3000000.0,ac-capital
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,ac-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ac-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ac-capital
"$50,000,000+",0.0,50000000,,ac-capital
"$0 - $1,000,000",0.0,0,1000000.0,longling-capital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,longling-capital
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,longling-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,longling-capital
"$20,000,000 - $50,000,000",7.14,20000000,50000000.0,longling-capital
"$50,000,000+",0.0,50000000,,longling-capital
"$0 - $1,000,000",0.0,0,1000000.0,vertex-ventures
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,vertex-ventures
"$3,000,000 - $10,000,000",57.14,3000000,10000000.0,vertex-ventures
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,vertex-ventures
"$20,000,000 - $50,000,000",14.29,20000000,50000000.0,vertex-ventures
"$50,000,000+",0.0,50000000,,vertex-ventures
"$0 - $1,000,000",0.0,0,1000000.0,pacific-century-group
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,pacific-century-group
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,pacific-century-group
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pacific-century-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pacific-century-group
"$50,000,000+",33.33,50000000,,pacific-century-group
"$0 - $1,000,000",0.0,0,1000000.0,ankaa
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,ankaa
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,ankaa
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ankaa
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ankaa
"$50,000,000+",0.0,50000000,,ankaa
"$0 - $1,000,000",0.0,0,1000000.0,uphold
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,uphold
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,uphold
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,uphold
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,uphold
"$50,000,000+",50.0,50000000,,uphold
"$0 - $1,000,000",0.0,0,1000000.0,kbw-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kbw-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,kbw-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kbw-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kbw-ventures
"$50,000,000+",0.0,50000000,,kbw-ventures
"$0 - $1,000,000",0.0,0,1000000.0,sentor-investments
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sentor-investments
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,sentor-investments
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sentor-investments
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sentor-investments
"$50,000,000+",0.0,50000000,,sentor-investments
"$0 - $1,000,000",0.0,0,1000000.0,daxos-capital
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,daxos-capital
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,daxos-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,daxos-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,daxos-capital
"$50,000,000+",0.0,50000000,,daxos-capital
"$0 - $1,000,000",0.0,0,1000000.0,oasis-labs
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,oasis-labs
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,oasis-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,oasis-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,oasis-labs
"$50,000,000+",0.0,50000000,,oasis-labs
"$0 - $1,000,000",0.0,0,1000000.0,blocklike
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,blocklike
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,blocklike
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,blocklike
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,blocklike
"$50,000,000+",0.0,50000000,,blocklike
"$0 - $1,000,000",0.0,0,1000000.0,chainfir-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,chainfir-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,chainfir-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,chainfir-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,chainfir-capital
"$50,000,000+",0.0,50000000,,chainfir-capital
"$0 - $1,000,000",0.0,0,1000000.0,echo3
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,echo3
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,echo3
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,echo3
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,echo3
"$50,000,000+",0.0,50000000,,echo3
"$0 - $1,000,000",0.0,0,1000000.0,greenwood-global-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,greenwood-global-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,greenwood-global-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,greenwood-global-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,greenwood-global-capital
"$50,000,000+",0.0,50000000,,greenwood-global-capital
"$0 - $1,000,000",0.0,0,1000000.0,hermeneutic-investments
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,hermeneutic-investments
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,hermeneutic-investments
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hermeneutic-investments
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hermeneutic-investments
"$50,000,000+",0.0,50000000,,hermeneutic-investments
"$0 - $1,000,000",0.0,0,1000000.0,hoskinson-family-office
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,hoskinson-family-office
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hoskinson-family-office
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hoskinson-family-office
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hoskinson-family-office
"$50,000,000+",0.0,50000000,,hoskinson-family-office
"$0 - $1,000,000",0.0,0,1000000.0,starbase
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,starbase
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,starbase
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,starbase
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,starbase
"$50,000,000+",0.0,50000000,,starbase
"$0 - $1,000,000",0.0,0,1000000.0,seed-club-ventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,seed-club-ventures
"$3,000,000 - $10,000,000",45.0,3000000,10000000.0,seed-club-ventures
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,seed-club-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,seed-club-ventures
"$50,000,000+",0.0,50000000,,seed-club-ventures
"$0 - $1,000,000",5.26,0,1000000.0,portal-ventures
"$1,000,000 - $3,000,000",47.37,1000000,3000000.0,portal-ventures
"$3,000,000 - $10,000,000",47.37,3000000,10000000.0,portal-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,portal-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,portal-ventures
"$50,000,000+",0.0,50000000,,portal-ventures
"$0 - $1,000,000",11.11,0,1000000.0,danish-chaudhry
"$1,000,000 - $3,000,000",55.56,1000000,3000000.0,danish-chaudhry
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,danish-chaudhry
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,danish-chaudhry
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,danish-chaudhry
"$50,000,000+",0.0,50000000,,danish-chaudhry
"$0 - $1,000,000",0.0,0,1000000.0,sui-foundation
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,sui-foundation
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,sui-foundation
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sui-foundation
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sui-foundation
"$50,000,000+",0.0,50000000,,sui-foundation
"$0 - $1,000,000",0.0,0,1000000.0,mozaik-capital
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,mozaik-capital
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,mozaik-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mozaik-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mozaik-capital
"$50,000,000+",0.0,50000000,,mozaik-capital
"$0 - $1,000,000",0.0,0,1000000.0,monoceros
"$1,000,000 - $3,000,000",37.5,1000000,3000000.0,monoceros
"$3,000,000 - $10,000,000",37.5,3000000,10000000.0,monoceros
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,monoceros
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,monoceros
"$50,000,000+",0.0,50000000,,monoceros
"$0 - $1,000,000",0.0,0,1000000.0,defisquared
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,defisquared
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,defisquared
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,defisquared
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,defisquared
"$50,000,000+",0.0,50000000,,defisquared
"$0 - $1,000,000",0.0,0,1000000.0,trousdale-ventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,trousdale-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,trousdale-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,trousdale-ventures
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,trousdale-ventures
"$50,000,000+",0.0,50000000,,trousdale-ventures
"$0 - $1,000,000",5.0,0,1000000.0,contango-digital-assets
"$1,000,000 - $3,000,000",55.0,1000000,3000000.0,contango-digital-assets
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,contango-digital-assets
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,contango-digital-assets
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,contango-digital-assets
"$50,000,000+",0.0,50000000,,contango-digital-assets
"$0 - $1,000,000",0.0,0,1000000.0,dext-force
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,dext-force
"$3,000,000 - $10,000,000",83.33,3000000,10000000.0,dext-force
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dext-force
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dext-force
"$50,000,000+",0.0,50000000,,dext-force
"$0 - $1,000,000",25.0,0,1000000.0,yoloio
"$1,000,000 - $3,000,000",8.33,1000000,3000000.0,yoloio
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,yoloio
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,yoloio
"$20,000,000 - $50,000,000",8.33,20000000,50000000.0,yoloio
"$50,000,000+",8.33,50000000,,yoloio
"$0 - $1,000,000",0.0,0,1000000.0,lightshift-capital
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,lightshift-capital
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,lightshift-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,lightshift-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,lightshift-capital
"$50,000,000+",0.0,50000000,,lightshift-capital
"$0 - $1,000,000",0.0,0,1000000.0,p2p-validator
"$1,000,000 - $3,000,000",12.5,1000000,3000000.0,p2p-validator
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,p2p-validator
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,p2p-validator
"$20,000,000 - $50,000,000",12.5,20000000,50000000.0,p2p-validator
"$50,000,000+",0.0,50000000,,p2p-validator
"$0 - $1,000,000",0.0,0,1000000.0,altaIr-capital
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,altaIr-capital
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,altaIr-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,altaIr-capital
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,altaIr-capital
"$50,000,000+",20.0,50000000,,altaIr-capital
"$0 - $1,000,000",0.0,0,1000000.0,oyster-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,oyster-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,oyster-ventures
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,oyster-ventures
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,oyster-ventures
"$50,000,000+",0.0,50000000,,oyster-ventures
"$0 - $1,000,000",0.0,0,1000000.0,hike-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,hike-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hike-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hike-ventures
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,hike-ventures
"$50,000,000+",33.33,50000000,,hike-ventures
"$0 - $1,000,000",0.0,0,1000000.0,evolution-venture
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,evolution-venture
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,evolution-venture
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,evolution-venture
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,evolution-venture
"$50,000,000+",100.0,50000000,,evolution-venture
"$0 - $1,000,000",0.0,0,1000000.0,opportuna
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,opportuna
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,opportuna
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,opportuna
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,opportuna
"$50,000,000+",100.0,50000000,,opportuna
"$0 - $1,000,000",0.0,0,1000000.0,quantumlight
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,quantumlight
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,quantumlight
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,quantumlight
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,quantumlight
"$50,000,000+",100.0,50000000,,quantumlight
"$0 - $1,000,000",0.0,0,1000000.0,keisuke-honda-xksk
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,keisuke-honda-xksk
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,keisuke-honda-xksk
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,keisuke-honda-xksk
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,keisuke-honda-xksk
"$50,000,000+",0.0,50000000,,keisuke-honda-xksk
"$0 - $1,000,000",0.0,0,1000000.0,metalpha
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,metalpha
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,metalpha
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,metalpha
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,metalpha
"$50,000,000+",0.0,50000000,,metalpha
"$0 - $1,000,000",0.0,0,1000000.0,d11-labs
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,d11-labs
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,d11-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,d11-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,d11-labs
"$50,000,000+",0.0,50000000,,d11-labs
"$0 - $1,000,000",5.0,0,1000000.0,cadenza-ventures
"$1,000,000 - $3,000,000",15.0,1000000,3000000.0,cadenza-ventures
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,cadenza-ventures
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,cadenza-ventures
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,cadenza-ventures
"$50,000,000+",10.0,50000000,,cadenza-ventures
"$0 - $1,000,000",15.0,0,1000000.0,side-door-ventures
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,side-door-ventures
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,side-door-ventures
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,side-door-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,side-door-ventures
"$50,000,000+",0.0,50000000,,side-door-ventures
"$0 - $1,000,000",0.0,0,1000000.0,bloccelerate
"$1,000,000 - $3,000,000",5.0,1000000,3000000.0,bloccelerate
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,bloccelerate
"$10,000,000 - $20,000,000",45.0,10000000,20000000.0,bloccelerate
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bloccelerate
"$50,000,000+",0.0,50000000,,bloccelerate
"$0 - $1,000,000",0.0,0,1000000.0,blockwall
"$1,000,000 - $3,000,000",17.65,1000000,3000000.0,blockwall
"$3,000,000 - $10,000,000",64.71,3000000,10000000.0,blockwall
"$10,000,000 - $20,000,000",11.76,10000000,20000000.0,blockwall
"$20,000,000 - $50,000,000",5.88,20000000,50000000.0,blockwall
"$50,000,000+",0.0,50000000,,blockwall
"$0 - $1,000,000",0.0,0,1000000.0,gs-futures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,gs-futures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,gs-futures
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,gs-futures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gs-futures
"$50,000,000+",16.67,50000000,,gs-futures
"$0 - $1,000,000",0.0,0,1000000.0,ap-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,ap-capital
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,ap-capital
"$10,000,000 - $20,000,000",40.0,10000000,20000000.0,ap-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ap-capital
"$50,000,000+",0.0,50000000,,ap-capital
"$0 - $1,000,000",0.0,0,1000000.0,scb-limited
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,scb-limited
"$3,000,000 - $10,000,000",57.14,3000000,10000000.0,scb-limited
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,scb-limited
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,scb-limited
"$50,000,000+",14.29,50000000,,scb-limited
"$0 - $1,000,000",0.0,0,1000000.0,mentat-group
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,mentat-group
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,mentat-group
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mentat-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mentat-group
"$50,000,000+",0.0,50000000,,mentat-group
"$0 - $1,000,000",0.0,0,1000000.0,bolts-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bolts-capital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,bolts-capital
"$10,000,000 - $20,000,000",66.67,10000000,20000000.0,bolts-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bolts-capital
"$50,000,000+",0.0,50000000,,bolts-capital
"$0 - $1,000,000",0.0,0,1000000.0,crucible-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,crucible-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,crucible-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,crucible-capital
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,crucible-capital
"$50,000,000+",0.0,50000000,,crucible-capital
"$0 - $1,000,000",0.0,0,1000000.0,frictionless
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,frictionless
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,frictionless
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,frictionless
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,frictionless
"$50,000,000+",0.0,50000000,,frictionless
"$0 - $1,000,000",0.0,0,1000000.0,metamatic
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,metamatic
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,metamatic
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,metamatic
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,metamatic
"$50,000,000+",0.0,50000000,,metamatic
"$0 - $1,000,000",15.0,0,1000000.0,draper-associates
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,draper-associates
"$3,000,000 - $10,000,000",55.0,3000000,10000000.0,draper-associates
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,draper-associates
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,draper-associates
"$50,000,000+",0.0,50000000,,draper-associates
"$0 - $1,000,000",0.0,0,1000000.0,doublejump-tokyo
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,doublejump-tokyo
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,doublejump-tokyo
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,doublejump-tokyo
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,doublejump-tokyo
"$50,000,000+",0.0,50000000,,doublejump-tokyo
"$0 - $1,000,000",0.0,0,1000000.0,alphasigmacap
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,alphasigmacap
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,alphasigmacap
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,alphasigmacap
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,alphasigmacap
"$50,000,000+",0.0,50000000,,alphasigmacap
"$0 - $1,000,000",0.0,0,1000000.0,pg
"$1,000,000 - $3,000,000",80.0,1000000,3000000.0,pg
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,pg
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pg
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pg
"$50,000,000+",0.0,50000000,,pg
"$0 - $1,000,000",50.0,0,1000000.0,necto-labs
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,necto-labs
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,necto-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,necto-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,necto-labs
"$50,000,000+",0.0,50000000,,necto-labs
"$0 - $1,000,000",0.0,0,1000000.0,q42
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,q42
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,q42
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,q42
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,q42
"$50,000,000+",0.0,50000000,,q42
"$0 - $1,000,000",5.0,0,1000000.0,web3port
"$1,000,000 - $3,000,000",45.0,1000000,3000000.0,web3port
"$3,000,000 - $10,000,000",30.0,3000000,10000000.0,web3port
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,web3port
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,web3port
"$50,000,000+",0.0,50000000,,web3port
"$0 - $1,000,000",7.69,0,1000000.0,taisu-ventures
"$1,000,000 - $3,000,000",23.08,1000000,3000000.0,taisu-ventures
"$3,000,000 - $10,000,000",53.85,3000000,10000000.0,taisu-ventures
"$10,000,000 - $20,000,000",7.69,10000000,20000000.0,taisu-ventures
"$20,000,000 - $50,000,000",7.69,20000000,50000000.0,taisu-ventures
"$50,000,000+",0.0,50000000,,taisu-ventures
"$0 - $1,000,000",0.0,0,1000000.0,eurazeo
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,eurazeo
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,eurazeo
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,eurazeo
"$20,000,000 - $50,000,000",42.86,20000000,50000000.0,eurazeo
"$50,000,000+",42.86,50000000,,eurazeo
"$0 - $1,000,000",0.0,0,1000000.0,isai
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,isai
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,isai
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,isai
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,isai
"$50,000,000+",16.67,50000000,,isai
"$0 - $1,000,000",50.0,0,1000000.0,mn-capital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,mn-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mn-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mn-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mn-capital
"$50,000,000+",0.0,50000000,,mn-capital
"$0 - $1,000,000",100.0,0,1000000.0,giesen-family-office
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,giesen-family-office
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,giesen-family-office
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,giesen-family-office
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,giesen-family-office
"$50,000,000+",0.0,50000000,,giesen-family-office
"$0 - $1,000,000",0.0,0,1000000.0,evo-fund
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,evo-fund
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,evo-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,evo-fund
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,evo-fund
"$50,000,000+",50.0,50000000,,evo-fund
"$0 - $1,000,000",100.0,0,1000000.0,prosper-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,prosper-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,prosper-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,prosper-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,prosper-ventures
"$50,000,000+",0.0,50000000,,prosper-ventures
"$0 - $1,000,000",5.0,0,1000000.0,stakecapital
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,stakecapital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,stakecapital
"$10,000,000 - $20,000,000",30.0,10000000,20000000.0,stakecapital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,stakecapital
"$50,000,000+",5.0,50000000,,stakecapital
"$0 - $1,000,000",0.0,0,1000000.0,tykhebv
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,tykhebv
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,tykhebv
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tykhebv
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tykhebv
"$50,000,000+",6.67,50000000,,tykhebv
"$0 - $1,000,000",0.0,0,1000000.0,coinswitch
"$1,000,000 - $3,000,000",30.0,1000000,3000000.0,coinswitch
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,coinswitch
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,coinswitch
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,coinswitch
"$50,000,000+",0.0,50000000,,coinswitch
"$0 - $1,000,000",0.0,0,1000000.0,k5-global
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,k5-global
"$3,000,000 - $10,000,000",11.11,3000000,10000000.0,k5-global
"$10,000,000 - $20,000,000",55.56,10000000,20000000.0,k5-global
