date,company,amount,stage,category,formatted_amount,timeline,fund_slug
"Apr 03, 2025","{'name': 'Ultra', 'key': 'ultra', 'logo': 'https://img.cryptorank.io/coins/60x60.ultra1598516271380.png'}",12000000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$12,000,000","Apr 03, 2025 • Undisclosed",noia-capital
"Sep 30, 2024","{'name': 'RD Technologies', 'key': 'rd-technologies', 'logo': 'https://img.cryptorank.io/coins/60x60.rd_technologies1727691826638.png'}",7800000.0,Pre-Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$7,800,000","Sep 30, 2024 • Pre-Series A",hivemind-capital-partners
"Aug 27, 2024","{'name': 'Space and Time', 'key': 'space-and-time', 'logo': 'https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png'}",20000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$20,000,000","Aug 27, 2024 • Series A",hivemind-capital-partners
"Aug 08, 2024","{'name': 'Moonveil', 'key': 'moonveil', 'logo': 'https://img.cryptorank.io/coins/60x60.moonveil1698392191878.png'}",3600000.0,Pre-Series A,"{'name': 'GameFi', 'slug': 'gamefi'}","$3,600,000","Aug 08, 2024 • Pre-Series A",hivemind-capital-partners
"Apr 21, 2025","{'name': 'Upexi', 'key': 'upexi', 'logo': 'https://img.cryptorank.io/coins/60x60.upexi1745240740412.png'}",100000000.0,Post-Ipo,"{'name': 'CeFi', 'slug': 'ce-fi'}","$100,000,000","Apr 21, 2025 • Post-Ipo",hivemind-capital-partners
"Apr 01, 2025","{'name': 'Bloctopus', 'key': 'bloctopus', 'logo': 'https://img.cryptorank.io/coins/60x60.bloctopus1743665028613.png'}",1000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$1,000,000","Apr 01, 2025 • Seed",hivemind-capital-partners
"Apr 01, 2025","{'name': 'Bloctopus', 'key': 'bloctopus', 'logo': 'https://img.cryptorank.io/coins/60x60.bloctopus1743665028613.png'}",1000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$1,000,000","Apr 01, 2025 • Seed",iron-key-capital
"Mar 31, 2025","{'name': 'Momentum', 'key': 'momentum-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.momentum_finance1740402746988.png'}",5000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Mar 31, 2025 • Seed",selinicapital
"Apr 24, 2025","{'name': 'Theo', 'key': 'theonetwork', 'logo': 'https://img.cryptorank.io/coins/60x60.theo1725620357997.png'}",20000000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$20,000,000","Apr 24, 2025 • Undisclosed",selinicapital
"Apr 16, 2025","{'name': 'Glider', 'key': 'glider', 'logo': 'https://img.cryptorank.io/coins/60x60.glider1744806007452.png'}",4000000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$4,000,000","Apr 16, 2025 • Strategic",selinicapital
"Apr 07, 2025","{'name': 'CAP', 'key': 'cap', 'logo': 'https://img.cryptorank.io/coins/60x60.cap1744033864273.png'}",8000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$8,000,000","Apr 07, 2025 • Seed",selinicapital
"Apr 04, 2025","{'name': 'Codex', 'key': 'codex-pbc', 'logo': 'https://img.cryptorank.io/coins/60x60.codex1743776516296.png'}",15800000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$15,800,000","Apr 04, 2025 • Seed",selinicapital
"Mar 31, 2025","{'name': 'Mahojin', 'key': 'mahojin', 'logo': 'https://img.cryptorank.io/coins/60x60.mahojin1743490425348.png'}",5000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Mar 31, 2025 • Seed",wagmi-ventures
"Mar 31, 2025","{'name': 'Momentum', 'key': 'momentum-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.momentum_finance1740402746988.png'}",5000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Mar 31, 2025 • Seed",wagmi-ventures
"Mar 25, 2025","{'name': 'Coresky', 'key': 'coresky', 'logo': 'https://img.cryptorank.io/coins/60x60.coresky1742918331696.png'}",15000000.0,Series A,"{'name': 'DeFi', 'slug': 'defi'}","$15,000,000","Mar 25, 2025 • Series A",wagmi-ventures
"Mar 18, 2025","{'name': 'Level (Peregrine Exploration)', 'key': 'peregrine-exploration', 'logo': 'https://img.cryptorank.io/coins/60x60.level_peregrine_exploration1724935475624.png'}",2600000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$2,600,000","Mar 18, 2025 • Strategic",wagmi-ventures
"Mar 14, 2025","{'name': 'MemeCore', 'key': 'memecore', 'logo': 'https://img.cryptorank.io/coins/60x60.meme_core1741962894332.png'}",0.0,Strategic,"{'name': 'Chain', 'slug': 'chain'}",$0,"Mar 14, 2025 • Strategic",wagmi-ventures
"Nov 11, 2024","{'name': 'Akave', 'key': 'akave-chain', 'logo': 'https://img.cryptorank.io/coins/60x60.akave1731340789461.png'}",3450000.0,Pre Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,450,000","Nov 11, 2024 • Pre Seed",bockchain-builders-fund
"Mar 31, 2025","{'name': 'Cambrian Network', 'key': 'cambrian-network', 'logo': 'https://img.cryptorank.io/coins/60x60.cambrian_network1743492857985.png'}",5900000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$5,900,000","Mar 31, 2025 • Seed",bockchain-builders-fund
"Jan 28, 2025","{'name': 'pod', 'key': 'pod-network', 'logo': 'https://img.cryptorank.io/coins/60x60.pod1738074368360.png'}",10000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$10,000,000","Jan 28, 2025 • Seed",bockchain-builders-fund
"Feb 21, 2025","{'name': 'Primus Labs (prev. PADO)', 'key': 'pado-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.primus_labs_prev_pado1740127612636.png'}",6500000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$6,500,000","Feb 21, 2025 • Seed",bockchain-builders-fund
"Dec 10, 2024","{'name': 'Hyperbolic Labs', 'key': 'hyperbolic-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.hyperbolic_labs1722349185592.png'}",12000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$12,000,000","Dec 10, 2024 • Series A",bockchain-builders-fund
"Sep 25, 2024","{'name': 'ZAR', 'key': 'zar', 'logo': 'https://img.cryptorank.io/coins/60x60.zar1727792860394.png'}",0.0,Undisclosed,"{'name': 'CeFi', 'slug': 'ce-fi'}",$0,"Sep 25, 2024 • Undisclosed",monke-ventures
"Sep 18, 2024","{'name': 'CUDIS', 'key': 'cudis', 'logo': 'https://img.cryptorank.io/coins/60x60.cudis1726668879375.png'}",5000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Sep 18, 2024 • Seed",monke-ventures
"Oct 24, 2024","{'name': 'Moonwalk Fitness', 'key': 'moonwalk-fitness', 'logo': 'https://img.cryptorank.io/coins/60x60.moonwalk_fitness1729787327946.png'}",3400000.0,Seed,"{'name': 'Social', 'slug': 'social'}","$3,400,000","Oct 24, 2024 • Seed",monke-ventures
"Mar 31, 2025","{'name': 'Momentum', 'key': 'momentum-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.momentum_finance1740402746988.png'}",5000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Mar 31, 2025 • Seed",monke-ventures
"Jan 23, 2025","{'name': 'Ranger', 'key': 'ranger', 'logo': 'https://img.cryptorank.io/coins/60x60.ranger1737705171460.png'}",1900000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$1,900,000","Jan 23, 2025 • Undisclosed",monke-ventures
"Sep 13, 2023","{'name': 'Movement', 'key': 'movement-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.movement1733750235084.png'}",3400000.0,Pre Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,400,000","Sep 13, 2023 • Pre Seed",varys-capital
"Nov 15, 2023","{'name': 'Nirvana Labs', 'key': 'nirvana-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.nirvana_labs1700141750379.png'}",1200000.0,Pre Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$1,200,000","Nov 15, 2023 • Pre Seed",varys-capital
"Nov 14, 2023","{'name': 'SteakHut Finance', 'key': 'steakhut-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.steak_hut_finance1700158596134.png'}",0.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Nov 14, 2023 • Seed",varys-capital
"Mar 31, 2025","{'name': 'Momentum', 'key': 'momentum-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.momentum_finance1740402746988.png'}",5000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Mar 31, 2025 • Seed",varys-capital
"Jul 10, 2024","{'name': 'Tread.fi', 'key': 'tread-fi', 'logo': 'https://img.cryptorank.io/coins/60x60.tread_fi1720684839162.png'}",3500000.0,Pre Seed,"{'name': 'CeFi', 'slug': 'ce-fi'}","$3,500,000","Jul 10, 2024 • Pre Seed",varys-capital
"May 24, 2024","{'name': 'The9', 'key': 'the-9-gamefi', 'logo': 'https://img.cryptorank.io/coins/60x60.the_91743418544372.png'}",3500000.0,Strategic,"{'name': 'GameFi', 'slug': 'gamefi'}","$3,500,000","May 24, 2024 • Strategic",finewill-capital
"Mar 31, 2025","{'name': 'The9', 'key': 'the-9-gamefi', 'logo': 'https://img.cryptorank.io/coins/60x60.the_91743418544372.png'}",8000000.0,Strategic,"{'name': 'GameFi', 'slug': 'gamefi'}","$8,000,000","Mar 31, 2025 • Strategic",finewill-capital
"Mar 12, 2024","{'name': 'Oneness', 'key': 'oneness', 'logo': 'https://img.cryptorank.io/coins/60x60.oneness1710259419129.png'}",4000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$4,000,000","Mar 12, 2024 • Seed",finewill-capital
"Jun 17, 2022","{'name': 'Crema Finance', 'key': 'crema-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.crema_finance1667317599742.png'}",5400000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$5,400,000","Jun 17, 2022 • Undisclosed",finewill-capital
"Sep 14, 2022","{'name': 'Ownera', 'key': 'ownera', 'logo': 'https://img.cryptorank.io/coins/60x60.ownera1663168515563.png'}",20000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$20,000,000","Sep 14, 2022 • Series A",archax
"Mar 31, 2025","{'name': 'Globacap', 'key': 'globacap', 'logo': 'https://img.cryptorank.io/coins/60x60.globacap1675087856646.png'}",0.0,M&A,"{'name': 'CeFi', 'slug': 'ce-fi'}",$0,"Mar 31, 2025 • M&A",archax
"Mar 27, 2025","{'name': 'De Charge', 'key': 'de-charge', 'logo': 'https://img.cryptorank.io/coins/60x60.de_charge1743086377063.png'}",2500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,500,000","Mar 27, 2025 • Seed",echo
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",echo
"Mar 19, 2025","{'name': 'Hibachi', 'key': 'hibachi', 'logo': 'https://img.cryptorank.io/coins/60x60.hibachi1742455367494.png'}",5000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$5,000,000","Mar 19, 2025 • Seed",echo
"Mar 18, 2025","{'name': 'Opinion Labs', 'key': 'opinion-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.opinion_labs1724423647426.png'}",5000000.0,Seed,"{'name': 'Social', 'slug': 'social'}","$5,000,000","Mar 18, 2025 • Seed",echo
"Feb 26, 2025","{'name': 'Shaga', 'key': 'shaga', 'logo': 'https://img.cryptorank.io/coins/60x60.shaga1719300877915.png'}",4000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$4,000,000","Feb 26, 2025 • Seed",echo
"Nov 28, 2024","{'name': 'U2U Network (Unicorn Ultra)', 'key': 'unicorn-ultra', 'logo': 'https://img.cryptorank.io/coins/60x60.u_2_u_network_unicorn_ultra1732813549773.png'}",13800000.0,Undisclosed,"{'name': 'Chain', 'slug': 'chain'}","$13,800,000","Nov 28, 2024 • Undisclosed",v3v-ventures
"Nov 26, 2024","{'name': 'BRKT', 'key': 'brkt', 'logo': 'https://img.cryptorank.io/coins/60x60.brkt1723455785176.png'}",1750000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$1,750,000","Nov 26, 2024 • Seed",v3v-ventures
"Nov 05, 2024","{'name': 'Clash of Coins', 'key': 'clash-of-coins', 'logo': 'https://img.cryptorank.io/coins/60x60.clash_of_coins1732272759668.png'}",0.0,Pre Seed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Nov 05, 2024 • Pre Seed",v3v-ventures
"Mar 27, 2025","{'name': 'Amnis Finance', 'key': 'amnis-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.amnis_finance1742822566465.png'}",0.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Mar 27, 2025 • Undisclosed",v3v-ventures
"Dec 27, 2024","{'name': 'QUEX', 'key': 'quex-tech', 'logo': 'https://img.cryptorank.io/coins/60x60.quex1736410506950.png'}",500000.0,Pre Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$500,000","Dec 27, 2024 • Pre Seed",v3v-ventures
"Mar 27, 2025","{'name': 'Warlock', 'key': 'warlock', 'logo': 'https://img.cryptorank.io/coins/60x60.warlock1743089014575.png'}",8000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$8,000,000","Mar 27, 2025 • Seed",ambush-capital
"Jan 16, 2025","{'name': '1Money', 'key': 'one-money', 'logo': 'https://img.cryptorank.io/coins/60x60.1_money1736953434554.png'}",20000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$20,000,000","Jan 16, 2025 • Seed",ambush-capital
"Feb 11, 2025","{'name': 'Whetstone', 'key': 'whetstone', 'logo': 'https://img.cryptorank.io/coins/60x60.whetstone1739350031746.png'}",1300000.0,Pre Seed,"{'name': 'DeFi', 'slug': 'defi'}","$1,300,000","Feb 11, 2025 • Pre Seed",ambush-capital
"Dec 10, 2024","{'name': 'Hyperbolic Labs', 'key': 'hyperbolic-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.hyperbolic_labs1722349185592.png'}",12000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$12,000,000","Dec 10, 2024 • Series A",ambush-capital
"Dec 06, 2024","{'name': 'Suilend', 'key': 'suilend', 'logo': 'https://img.cryptorank.io/coins/60x60.suilend1723042343792.png'}",4000000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$4,000,000","Dec 06, 2024 • Undisclosed",ambush-capital
"Sep 27, 2024","{'name': 'MeshMap', 'key': 'meshmap', 'logo': 'https://img.cryptorank.io/coins/60x60.mesh_map1727430538155.png'}",4000000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$4,000,000","Sep 27, 2024 • Undisclosed",colosseum
"Sep 13, 2024","{'name': 'Ore', 'key': 'ore', 'logo': 'https://img.cryptorank.io/coins/60x60.ore1712329036211.png'}",3000000.0,Seed,"{'name': 'Currency', 'slug': 'currency'}","$3,000,000","Sep 13, 2024 • Seed",colosseum
"Mar 27, 2025","{'name': 'De Charge', 'key': 'de-charge', 'logo': 'https://img.cryptorank.io/coins/60x60.de_charge1743086377063.png'}",2500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,500,000","Mar 27, 2025 • Seed",colosseum
"Mar 11, 2025","{'name': 'Rakurai', 'key': 'rakurai', 'logo': 'https://img.cryptorank.io/coins/60x60.rakurai1741709115818.png'}",3000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,000,000","Mar 11, 2025 • Seed",colosseum
"Mar 03, 2025","{'name': 'Dev.fun', 'key': 'dev-fun', 'logo': 'https://img.cryptorank.io/coins/60x60.dev_fun1736937003454.png'}",0.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Mar 03, 2025 • Undisclosed",colosseum
"Mar 27, 2025","{'name': 'De Charge', 'key': 'de-charge', 'logo': 'https://img.cryptorank.io/coins/60x60.de_charge1743086377063.png'}",2500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,500,000","Mar 27, 2025 • Seed",levitate-labs
"Aug 07, 2024","{'name': 'LYNC', 'key': 'lync', 'logo': 'https://img.cryptorank.io/coins/60x60.lync1723106266431.png'}",1500000.0,Pre Seed,"{'name': 'Chain', 'slug': 'chain'}","$1,500,000","Aug 07, 2024 • Pre Seed",levitate-labs
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",cogitent-venture
"Jan 09, 2025","{'name': 'Novastro Chain', 'key': 'novastro-chain', 'logo': 'https://img.cryptorank.io/coins/60x60.novastro_chain1722355404340.png'}",1200000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$1,200,000","Jan 09, 2025 • Seed",cogitent-venture
"Feb 18, 2025","{'name': None, 'key': None, 'logo': None}",0.0,,"{'name': None, 'slug': None}",$0,"Feb 18, 2025 • ",cogitent-venture
"Dec 18, 2024","{'name': 'Fraction AI', 'key': 'fraction-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.fraction_ai1734594023233.png'}",6000000.0,Pre Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$6,000,000","Dec 18, 2024 • Pre Seed",cogitent-venture
"Dec 13, 2024","{'name': 'Ping Network', 'key': 'ping-network', 'logo': 'https://img.cryptorank.io/coins/60x60.ping_network1734623044704.png'}",0.0,Pre Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}",$0,"Dec 13, 2024 • Pre Seed",cogitent-venture
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",manifold
"Mar 18, 2025","{'name': 'Opinion Labs', 'key': 'opinion-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.opinion_labs1724423647426.png'}",5000000.0,Seed,"{'name': 'Social', 'slug': 'social'}","$5,000,000","Mar 18, 2025 • Seed",manifold
"Mar 13, 2025","{'name': 'Aura', 'key': 'aura-fun', 'logo': 'https://img.cryptorank.io/coins/60x60.aura1741885221045.png'}",5500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,500,000","Mar 13, 2025 • Seed",manifold
"Feb 18, 2025","{'name': 'Cygnus Finance', 'key': 'cygnus-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.cygnus_finance1723550705830.png'}",20000000.0,Pre Seed,"{'name': 'Chain', 'slug': 'chain'}","$20,000,000","Feb 18, 2025 • Pre Seed",manifold
"Apr 24, 2025","{'name': 'Theo', 'key': 'theonetwork', 'logo': 'https://img.cryptorank.io/coins/60x60.theo1725620357997.png'}",20000000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$20,000,000","Apr 24, 2025 • Undisclosed",manifold
"Oct 17, 2024","{'name': 'Surge', 'key': 'surge', 'logo': 'https://img.cryptorank.io/coins/60x60.surge1729242432087.png'}",1800000.0,Pre Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$1,800,000","Oct 17, 2024 • Pre Seed",autonomy-capital
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",autonomy-capital
"Aug 14, 2024","{'name': 'Rivalz Network', 'key': 'rivalz-network', 'logo': 'https://img.cryptorank.io/coins/60x60.rivalz_network1741689943813.png'}",9000000.0,Undisclosed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$9,000,000","Aug 14, 2024 • Undisclosed",autonomy-capital
"Aug 05, 2024","{'name': 'elmnts', 'key': 'elmnts', 'logo': 'https://img.cryptorank.io/coins/60x60.elmnts1722939755631.png'}",2000000.0,Pre Seed,"{'name': 'DeFi', 'slug': 'defi'}","$2,000,000","Aug 05, 2024 • Pre Seed",autonomy-capital
"Apr 17, 2024","{'name': 'Zeko', 'key': 'zeko', 'logo': 'https://img.cryptorank.io/coins/60x60.zeko1713435348733.png'}",3000000.0,Pre Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,000,000","Apr 17, 2024 • Pre Seed",autonomy-capital
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",next-web-capital
"Jun 26, 2023","{'name': 'PWN', 'key': 'pwn', 'logo': 'https://img.cryptorank.io/coins/60x60.pwn1687960890147.png'}",2000000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$2,000,000","Jun 26, 2023 • Undisclosed",next-web-capital
"Feb 03, 2025","{'name': 'GOAT Gaming', 'key': 'goat-gaming', 'logo': 'https://img.cryptorank.io/coins/60x60.goat_gaming1726586923782.png'}",11000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$11,000,000","Feb 03, 2025 • Seed",next-web-capital
"Dec 18, 2024","{'name': 'Fraction AI', 'key': 'fraction-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.fraction_ai1734594023233.png'}",6000000.0,Pre Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$6,000,000","Dec 18, 2024 • Pre Seed",next-web-capital
"Apr 25, 2025","{'name': None, 'key': None, 'logo': None}",1250000.0,,"{'name': None, 'slug': None}","$1,250,000","Apr 25, 2025 • ",next-web-capital
"Oct 29, 2024","{'name': 'KRNL', 'key': 'krnl', 'logo': 'https://img.cryptorank.io/coins/60x60.krnl1730272270097.png'}",1700000.0,Pre Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,700,000","Oct 29, 2024 • Pre Seed",stix
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",stix
"Jul 02, 2024","{'name': 'OpenLedger', 'key': 'openledger', 'logo': 'https://img.cryptorank.io/coins/60x60.open_ledger1719940924233.png'}",8000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$8,000,000","Jul 02, 2024 • Seed",stix
"Dec 13, 2024","{'name': 'Spectral', 'key': 'spectral-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.spectral1714983728728.png'}",0.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Dec 13, 2024 • Undisclosed",stix
"Apr 16, 2025","{'name': 'Neutrl', 'key': 'neutrl', 'logo': 'https://img.cryptorank.io/coins/60x60.neutrl1744819100490.png'}",5000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$5,000,000","Apr 16, 2025 • Seed",stix
"Nov 14, 2024","{'name': 'Heurist', 'key': 'heurist', 'logo': 'https://img.cryptorank.io/coins/60x60.heurist1731656866096.png'}",2000000.0,Pre Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,000,000","Nov 14, 2024 • Pre Seed",blue7
"May 07, 2024","{'name': 'Electron', 'key': 'electron', 'logo': 'https://img.cryptorank.io/coins/60x60.electron1715164940836.png'}",1000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$1,000,000","May 07, 2024 • Seed",blue7
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",blue7
"Feb 06, 2024","{'name': 'LightLink', 'key': 'lightlink', 'logo': 'https://img.cryptorank.io/coins/60x60.light_link1712560991742.png'}",4500000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$4,500,000","Feb 06, 2024 • Seed",blue7
"Mar 26, 2025","{'name': None, 'key': None, 'logo': None}",0.0,,"{'name': None, 'slug': None}",$0,"Mar 26, 2025 • ",tandem
"Jan 22, 2025","{'name': 'Camelot', 'key': 'camelot-token', 'logo': 'https://img.cryptorank.io/coins/60x60.camelot1730995975353.png'}",0.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Jan 22, 2025 • Strategic",tandem
"Dec 20, 2024","{'name': 'DuckChain', 'key': 'duck-chain', 'logo': 'https://img.cryptorank.io/coins/60x60.duck_chain1730984683577.png'}",5000000.0,Undisclosed,"{'name': 'Chain', 'slug': 'chain'}","$5,000,000","Dec 20, 2024 • Undisclosed",tandem
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",luganodes
"Jun 19, 2024","{'name': 'Router Protocol (OLD)', 'key': 'router-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.router protocol1611066166975.png'}",0.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Jun 19, 2024 • Strategic",luganodes
"Jul 07, 2023","{'name': 'Shardeum', 'key': 'shardeum', 'logo': 'https://img.cryptorank.io/coins/60x60.shardeum1665056595732.png'}",5400000.0,Strategic,"{'name': 'Chain', 'slug': 'chain'}","$5,400,000","Jul 07, 2023 • Strategic",luganodes
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",mythos-venture-partners
"Jan 17, 2025","{'name': 'EVAA Protocol', 'key': 'evaa-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.evaa_protocol1718436359552.png'}",2500000.0,Private Token Sale,"{'name': 'DeFi', 'slug': 'defi'}","$2,500,000","Jan 17, 2025 • Private Token Sale",mythos-venture-partners
"Dec 27, 2024","{'name': 'Nodepay', 'key': 'nodepay', 'logo': 'https://img.cryptorank.io/coins/60x60.nodepay1717086233704.png'}",7000000.0,Undisclosed,"{'name': 'Chain', 'slug': 'chain'}","$7,000,000","Dec 27, 2024 • Undisclosed",mythos-venture-partners
"Mar 26, 2025","{'name': 'Capx AI', 'key': 'capx-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.capx_ai1736847478115.png'}",3140000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,140,000","Mar 26, 2025 • Seed",blockarm-capital
