date,company,amount,stage,category,formatted_amount,timeline,fund_slug
"Dec 04, 2024","{'name': 'Fiamma', 'key': 'fiamma', 'logo': 'https://img.cryptorank.io/coins/60x60.fiamma1725967588056.png'}",4000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$4,000,000","Dec 04, 2024 • Seed",l2-iterative-ventures
"Dec 03, 2024","{'name': 'GAIB', 'key': 'gaib', 'logo': 'https://img.cryptorank.io/coins/60x60.gaib1733247025379.png'}",5000000.0,Pre Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$5,000,000","Dec 03, 2024 • Pre Seed",l2-iterative-ventures
"Jan 30, 2025","{'name': 'Cedar Money', 'key': 'cedar-money', 'logo': 'https://img.cryptorank.io/coins/60x60.cedar_money1738253291085.png'}",9900000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$9,900,000","Jan 30, 2025 • Seed",wischoff-ventures
"Sep 21, 2022","{'name': 'Immortal Game', 'key': 'immortal-game', 'logo': 'https://img.cryptorank.io/coins/60x60.immortal_game1663764852197.png'}",15500000.0,Series A,"{'name': 'GameFi', 'slug': 'gamefi'}","$15,500,000","Sep 21, 2022 • Series A",alven
"Nov 28, 2022","{'name': 'Kiln', 'key': 'kiln', 'logo': 'https://img.cryptorank.io/coins/60x60.kiln1669651001619.png'}",17000000.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$17,000,000","Nov 28, 2022 • Series A",alven
"Jun 28, 2022","{'name': 'Kaiko', 'key': 'kaiko', 'logo': 'https://img.cryptorank.io/coins/60x60.kaiko1667485549519.png'}",53000000.0,Series B,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$53,000,000","Jun 28, 2022 • Series B",alven
"Jul 12, 2022","{'name': 'Morpho', 'key': 'morpho', 'logo': 'https://img.cryptorank.io/coins/60x60.morpho1727089532467.png'}",18000000.0,Extended Seed,"{'name': 'DeFi', 'slug': 'defi'}","$18,000,000","Jul 12, 2022 • Extended Seed",alven
"Jan 29, 2025","{'name': 'Cryptio', 'key': 'cryptio', 'logo': 'https://img.cryptorank.io/coins/60x60.cryptio1666179986012.png'}",15000000.0,Extended Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$15,000,000","Jan 29, 2025 • Extended Series A",alven
"Oct 30, 2024","{'name': 'MagmaDAO', 'key': 'magmadao', 'logo': 'https://img.cryptorank.io/coins/60x60.magma_dao1719330441044.png'}",3900000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,900,000","Oct 30, 2024 • Seed",relayer-capital
"Oct 23, 2024","{'name': 'Fluid Protocol', 'key': 'fluid-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.fluid_protocol1719232075831.png'}",3900000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,900,000","Oct 23, 2024 • Seed",relayer-capital
"Oct 01, 2024","{'name': 'GTE', 'key': 'gte', 'logo': 'https://img.cryptorank.io/coins/60x60.gte1737044153334.png'}",6942000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$6,942,000","Oct 01, 2024 • Seed",relayer-capital
"Jan 29, 2025","{'name': 'Mevvy', 'key': 'mevvy', 'logo': 'https://img.cryptorank.io/coins/60x60.mevvy1738222133318.png'}",2800000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,800,000","Jan 29, 2025 • Seed",relayer-capital
"Dec 10, 2024","{'name': 'Neptune Protocol', 'key': 'neptune-protocol-eclipse', 'logo': 'https://img.cryptorank.io/coins/60x60.neptune_protocol1733580016883.png'}",3900000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,900,000","Dec 10, 2024 • Seed",relayer-capital
"Oct 17, 2022","{'name': 'Light Protocol', 'key': 'light-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.light_protocol1666104717230.png'}",4200000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$4,200,000","Oct 17, 2022 • Seed",dlab
"May 22, 2024","{'name': 'WeatherXM', 'key': 'weatherxm', 'logo': 'https://img.cryptorank.io/coins/60x60.weather_xm1667569795515.png'}",7700000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$7,700,000","May 22, 2024 • Series A",dlab
"Jul 14, 2022","{'name': 'Contango', 'key': 'contango', 'logo': 'https://img.cryptorank.io/coins/60x60.contango1664792464449.png'}",4000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$4,000,000","Jul 14, 2022 • Seed",dlab
"Jan 29, 2025","{'name': 'Based', 'key': 'based-social', 'logo': 'https://img.cryptorank.io/coins/60x60.based1738162743610.png'}",420000.0,Pre Seed,"{'name': 'DeFi', 'slug': 'defi'}","$420,000","Jan 29, 2025 • Pre Seed",dlab
"Dec 06, 2019","{'name': 'Crayonic', 'key': 'crayonic', 'logo': 'https://img.cryptorank.io/coins/60x60.crayonic1675074571804.png'}",0.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Dec 06, 2019 • Undisclosed",dlab
"Jun 10, 2024","{'name': 'Honeypot Finance', 'key': 'honeypot-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.honeypot_finance1708596053218.png'}",1300000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$1,300,000","Jun 10, 2024 • Strategic",enigma
"Jan 29, 2025","{'name': 'Mevvy', 'key': 'mevvy', 'logo': 'https://img.cryptorank.io/coins/60x60.mevvy1738222133318.png'}",2800000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,800,000","Jan 29, 2025 • Seed",enigma
"Jan 29, 2025","{'name': 'Ledger AI', 'key': 'ledger-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.ledger_ai1727085359395.png'}",0.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Jan 29, 2025 • Undisclosed",eigenvalue-ventures
"Jan 29, 2025","{'name': 'Mevvy', 'key': 'mevvy', 'logo': 'https://img.cryptorank.io/coins/60x60.mevvy1738222133318.png'}",2800000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,800,000","Jan 29, 2025 • Seed",equilibrium-ventures
"Oct 27, 2023","{'name': 'REVOX', 'key': 'revox', 'logo': 'https://img.cryptorank.io/coins/60x60.revox1734446240238.png'}",500000.0,Incubation,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$500,000","Oct 27, 2023 • Incubation",cointelegraph
"Nov 28, 2024","{'name': 'U2U Network (Unicorn Ultra)', 'key': 'unicorn-ultra', 'logo': 'https://img.cryptorank.io/coins/60x60.u_2_u_network_unicorn_ultra1732813549773.png'}",13800000.0,Undisclosed,"{'name': 'Chain', 'slug': 'chain'}","$13,800,000","Nov 28, 2024 • Undisclosed",cointelegraph
"Jan 28, 2025","{'name': 'Bluwhale', 'key': 'bluwhale', 'logo': 'https://img.cryptorank.io/coins/60x60.bluwhale1710165013342.png'}",10000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jan 28, 2025 • Series A",cointelegraph
"Feb 15, 2024","{'name': 'Metropolis', 'key': 'metropolis', 'logo': 'https://img.cryptorank.io/coins/60x60.metropolis1740734436967.png'}",1200000.0,Undisclosed,"{'name': 'Social', 'slug': 'social'}","$1,200,000","Feb 15, 2024 • Undisclosed",cointelegraph
"Apr 17, 2024","{'name': 'Plena Finance', 'key': 'plena-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.plena_finance1701345097445.png'}",5000000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Apr 17, 2024 • Undisclosed",cointelegraph
"Oct 17, 2024","{'name': 'Drop Protocol', 'key': 'drop-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.drop_protocol1729183322642.png'}",4000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$4,000,000","Oct 17, 2024 • Seed",kahuna-ventures
"May 09, 2024","{'name': 'Euclid Protocol', 'key': 'euclid-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.euclid_protocol1715608551517.png'}",600000.0,Pre Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$600,000","May 09, 2024 • Pre Seed",kahuna-ventures
"Jan 28, 2025","{'name': 'Bluwhale', 'key': 'bluwhale', 'logo': 'https://img.cryptorank.io/coins/60x60.bluwhale1710165013342.png'}",10000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jan 28, 2025 • Series A",kahuna-ventures
"Apr 23, 2024","{'name': 'Wild Forest', 'key': 'wild-forest', 'logo': 'https://img.cryptorank.io/coins/60x60.wild_forest1714034336636.png'}",500000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$500,000","Apr 23, 2024 • Seed",kahuna-ventures
"Apr 15, 2024","{'name': 'YieldNest', 'key': 'yieldnest', 'logo': 'https://img.cryptorank.io/coins/60x60.yield_nest1713866601055.png'}",5200000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$5,200,000","Apr 15, 2024 • Undisclosed",kahuna-ventures
"Nov 28, 2024","{'name': 'Moongate', 'key': 'moongate', 'logo': 'https://img.cryptorank.io/coins/60x60.moongate1712057015155.png'}",2500000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,500,000","Nov 28, 2024 • Undisclosed",london-real-ventures
"Jan 28, 2025","{'name': 'Bluwhale', 'key': 'bluwhale', 'logo': 'https://img.cryptorank.io/coins/60x60.bluwhale1710165013342.png'}",10000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jan 28, 2025 • Series A",london-real-ventures
"Jan 24, 2025","{'name': 'Inception', 'key': 'inception', 'logo': 'https://img.cryptorank.io/coins/60x60.inception1723624703364.png'}",3500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 24, 2025 • Seed",london-real-ventures
"Dec 27, 2024","{'name': 'Nodepay', 'key': 'nodepay', 'logo': 'https://img.cryptorank.io/coins/60x60.nodepay1717086233704.png'}",7000000.0,Undisclosed,"{'name': 'Chain', 'slug': 'chain'}","$7,000,000","Dec 27, 2024 • Undisclosed",london-real-ventures
"Dec 02, 2024","{'name': 'BLIFE Protocol', 'key': 'blife-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.blife_protocol1733158028346.png'}",7000000.0,Undisclosed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$7,000,000","Dec 02, 2024 • Undisclosed",london-real-ventures
"Mar 27, 2024","{'name': 'BloodLoop', 'key': 'bloodloop', 'logo': 'https://img.cryptorank.io/coins/60x60.blood_loop1663771684342.png'}",4000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$4,000,000","Mar 27, 2024 • Seed",citizen-capital
"Mar 12, 2024","{'name': 'MetalCore', 'key': 'metal-core', 'logo': 'https://img.cryptorank.io/coins/60x60.metal_core1666363144030.png'}",5000000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$5,000,000","Mar 12, 2024 • Undisclosed",citizen-capital
"Jan 28, 2025","{'name': 'Bluwhale', 'key': 'bluwhale', 'logo': 'https://img.cryptorank.io/coins/60x60.bluwhale1710165013342.png'}",10000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jan 28, 2025 • Series A",citizen-capital
"Dec 02, 2024","{'name': 'BLIFE Protocol', 'key': 'blife-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.blife_protocol1733158028346.png'}",7000000.0,Undisclosed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$7,000,000","Dec 02, 2024 • Undisclosed",citizen-capital
"Apr 04, 2024","{'name': 'Planet Mojo', 'key': 'planet-mojo', 'logo': 'https://img.cryptorank.io/coins/60x60.planet_mojo1712745272850.png'}",5500000.0,Strategic,"{'name': 'GameFi', 'slug': 'gamefi'}","$5,500,000","Apr 04, 2024 • Strategic",citizen-capital
"Mar 20, 2024","{'name': 'Asterix Labs', 'key': 'asterix-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.asterix_labs1707994705031.png'}",0.0,Strategic,"{'name': 'Meme', 'slug': 'meme'}",$0,"Mar 20, 2024 • Strategic",cryptonite-capital
"Jul 23, 2024","{'name': 'Bitlayer', 'key': 'bitlayer', 'logo': 'https://img.cryptorank.io/coins/60x60.bitlayer1708427921502.png'}",11000000.0,Series A,"{'name': 'Chain', 'slug': 'chain'}","$11,000,000","Jul 23, 2024 • Series A",cryptonite-capital
"Jan 28, 2025","{'name': 'Bluwhale', 'key': 'bluwhale', 'logo': 'https://img.cryptorank.io/coins/60x60.bluwhale1710165013342.png'}",10000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jan 28, 2025 • Series A",cryptonite-capital
"Jan 28, 2025","{'name': 'pod', 'key': 'pod-network', 'logo': 'https://img.cryptorank.io/coins/60x60.pod1738074368360.png'}",10000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$10,000,000","Jan 28, 2025 • Seed",flashbots
"Jan 28, 2025","{'name': 'MCQ Markets', 'key': 'mcq-markets', 'logo': 'https://img.cryptorank.io/coins/60x60.mcq_markets1738138986491.png'}",1164000.0,Strategic,"{'name': 'CeFi', 'slug': 'ce-fi'}","$1,164,000","Jan 28, 2025 • Strategic",sol-global
"Oct 17, 2024","{'name': 'Sparkball', 'key': 'sparkball', 'logo': 'https://img.cryptorank.io/coins/60x60.sparkball1729783370086.png'}",2000000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$2,000,000","Oct 17, 2024 • Undisclosed",l1-digital
"May 28, 2024","{'name': 'NodeOps', 'key': 'nodeops', 'logo': 'https://img.cryptorank.io/coins/60x60.node_ops1716898232322.png'}",5000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$5,000,000","May 28, 2024 • Seed",l1-digital
"Jun 10, 2024","{'name': 'Squads', 'key': 'squads', 'logo': 'https://img.cryptorank.io/coins/60x60.squads1718030715594.png'}",10000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jun 10, 2024 • Series A",l1-digital
"Jan 27, 2025","{'name': 'Fableborne', 'key': 'fableborne', 'logo': 'https://img.cryptorank.io/coins/60x60.fableborne1721813226628.png'}",12400000.0,Strategic,"{'name': 'GameFi', 'slug': 'gamefi'}","$12,400,000","Jan 27, 2025 • Strategic",l1-digital
"Aug 01, 2024","{'name': 'Morpho', 'key': 'morpho', 'logo': 'https://img.cryptorank.io/coins/60x60.morpho1727089532467.png'}",50000000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$50,000,000","Aug 01, 2024 • Strategic",l1-digital
"May 31, 2024","{'name': 'Mint Blockchain', 'key': 'mint', 'logo': 'https://img.cryptorank.io/coins/60x60.mint1713523208214.png'}",5000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$5,000,000","May 31, 2024 • Seed",goplus-security
"Jun 12, 2024","{'name': 'codatta', 'key': 'codatta', 'logo': 'https://img.cryptorank.io/coins/60x60.codatta1718188576161.png'}",2500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,500,000","Jun 12, 2024 • Seed",goplus-security
"Jan 27, 2025","{'name': 'Pell Network', 'key': 'pell-network', 'logo': 'https://img.cryptorank.io/coins/60x60.pell_network1721723270112.png'}",3500000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 27, 2025 • Strategic",goplus-security
"Jan 23, 2024","{'name': 'Alpha Network', 'key': 'kekkai', 'logo': 'https://img.cryptorank.io/coins/60x60.alpha_network1734073241872.png'}",1500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,500,000","Jan 23, 2024 • Seed",goplus-security
"Aug 07, 2024","{'name': 'DeAgentAI', 'key': 'deagentai', 'logo': 'https://img.cryptorank.io/coins/60x60.de_agent_ai1723041310607.png'}",6000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$6,000,000","Aug 07, 2024 • Seed",goplus-security
"Jan 27, 2025","{'name': 'Pell Network', 'key': 'pell-network', 'logo': 'https://img.cryptorank.io/coins/60x60.pell_network1721723270112.png'}",3500000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 27, 2025 • Strategic",core-ventures
"Jan 20, 2025","{'name': 'Hamilton', 'key': 'hamilton', 'logo': 'https://img.cryptorank.io/coins/60x60.hamilton1737443831686.png'}",1700000.0,Pre Seed,"{'name': 'DeFi', 'slug': 'defi'}","$1,700,000","Jan 20, 2025 • Pre Seed",core-ventures
"Jan 27, 2025","{'name': 'Pell Network', 'key': 'pell-network', 'logo': 'https://img.cryptorank.io/coins/60x60.pell_network1721723270112.png'}",3500000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 27, 2025 • Strategic",multiversx
"Jan 08, 2024","{'name': 'Ta-da', 'key': 'ta-da', 'logo': 'https://img.cryptorank.io/coins/60x60.ta_da1721833957834.png'}",3500000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$3,500,000","Jan 08, 2024 • Undisclosed",multiversx
"Jan 27, 2025","{'name': 'Pell Network', 'key': 'pell-network', 'logo': 'https://img.cryptorank.io/coins/60x60.pell_network1721723270112.png'}",3500000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 27, 2025 • Strategic",astrarizon-ventures
"Jun 14, 2024","{'name': 'STAGE', 'key': 'stage', 'logo': 'https://img.cryptorank.io/coins/60x60.stage1715608048347.png'}",2400000.0,Undisclosed,"{'name': 'Social', 'slug': 'social'}","$2,400,000","Jun 14, 2024 • Undisclosed",gains-associates
"Jun 14, 2024","{'name': 'PrivateAI', 'key': 'private-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.private_ai1712665409387.png'}",0.0,Strategic,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Jun 14, 2024 • Strategic",gains-associates
"Jan 24, 2025","{'name': 'Inception', 'key': 'inception', 'logo': 'https://img.cryptorank.io/coins/60x60.inception1723624703364.png'}",3500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 24, 2025 • Seed",gains-associates
"Jan 16, 2025","{'name': 'Mind AI', 'key': 'mind-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.mind_ai1736162900374.png'}",1200000.0,Strategic,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,200,000","Jan 16, 2025 • Strategic",gains-associates
"Jan 13, 2025","{'name': 'SAPIENS AI', 'key': 'sapiens', 'logo': 'https://img.cryptorank.io/coins/60x60.sapiens1721828446791.png'}",0.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Jan 13, 2025 • Undisclosed",gains-associates
"Nov 20, 2024","{'name': 'Gabby World', 'key': 'gabby-world', 'logo': 'https://img.cryptorank.io/coins/60x60.gabby_world1732108419925.png'}",2000000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$2,000,000","Nov 20, 2024 • Undisclosed",nx-gen
"Nov 07, 2024","{'name': 'Pond', 'key': 'pond', 'logo': 'https://img.cryptorank.io/coins/60x60.pond1731050443632.png'}",7500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$7,500,000","Nov 07, 2024 • Seed",nx-gen
"Jan 24, 2025","{'name': 'Hybrid', 'key': 'hybrid-l-1', 'logo': 'https://img.cryptorank.io/coins/60x60.hybrid1714576663567.png'}",0.0,Seed,"{'name': 'Chain', 'slug': 'chain'}",$0,"Jan 24, 2025 • Seed",nx-gen
"Jan 09, 2025","{'name': 'Ooga Booga', 'key': 'ooga-booga', 'logo': 'https://img.cryptorank.io/coins/60x60.ooga_booga1743751572805.png'}",1500000.0,Strategic,"{'name': 'DeFi', 'slug': 'defi'}","$1,500,000","Jan 09, 2025 • Strategic",nx-gen
"Dec 10, 2024","{'name': 'Neptune Protocol', 'key': 'neptune-protocol-eclipse', 'logo': 'https://img.cryptorank.io/coins/60x60.neptune_protocol1733580016883.png'}",3900000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,900,000","Dec 10, 2024 • Seed",nx-gen
"Nov 01, 2024","{'name': 'GPT Wars', 'key': 'gpt-wars', 'logo': 'https://img.cryptorank.io/coins/60x60.gpt_wars1728979332339.png'}",980000.0,Private Token Sale,"{'name': 'GameFi', 'slug': 'gamefi'}","$980,000","Nov 01, 2024 • Private Token Sale",unreal-capital
"Jan 24, 2025","{'name': 'Inception', 'key': 'inception', 'logo': 'https://img.cryptorank.io/coins/60x60.inception1723624703364.png'}",3500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 24, 2025 • Seed",unreal-capital
"Jan 16, 2025","{'name': 'Mind AI', 'key': 'mind-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.mind_ai1736162900374.png'}",1200000.0,Strategic,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,200,000","Jan 16, 2025 • Strategic",unreal-capital
"Jan 13, 2025","{'name': 'SAPIENS AI', 'key': 'sapiens', 'logo': 'https://img.cryptorank.io/coins/60x60.sapiens1721828446791.png'}",0.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Jan 13, 2025 • Undisclosed",unreal-capital
"Jan 06, 2025","{'name': 'GPT Wars', 'key': 'gpt-wars', 'logo': 'https://img.cryptorank.io/coins/60x60.gpt_wars1728979332339.png'}",0.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Jan 06, 2025 • Undisclosed",unreal-capital
"Sep 10, 2024","{'name': 'Cork Protocol', 'key': 'cork-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.cork_protocol1725958364471.png'}",0.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Sep 10, 2024 • Undisclosed",founderheads
"Nov 13, 2024","{'name': 'Shieldeum', 'key': 'shieldeum', 'logo': 'https://img.cryptorank.io/coins/60x60.shieldeum1720692039103.png'}",1300000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$1,300,000","Nov 13, 2024 • Seed",founderheads
"Jan 24, 2025","{'name': 'Hybrid', 'key': 'hybrid-l-1', 'logo': 'https://img.cryptorank.io/coins/60x60.hybrid1714576663567.png'}",0.0,Seed,"{'name': 'Chain', 'slug': 'chain'}",$0,"Jan 24, 2025 • Seed",founderheads
"Jan 09, 2025","{'name': 'Novastro Chain', 'key': 'novastro-chain', 'logo': 'https://img.cryptorank.io/coins/60x60.novastro_chain1722355404340.png'}",1200000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$1,200,000","Jan 09, 2025 • Seed",founderheads
"Dec 04, 2024","{'name': 'Fiamma', 'key': 'fiamma', 'logo': 'https://img.cryptorank.io/coins/60x60.fiamma1725967588056.png'}",4000000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$4,000,000","Dec 04, 2024 • Seed",founderheads
"Oct 28, 2024","{'name': 'BitSmiley', 'key': 'bitsmiley', 'logo': 'https://img.cryptorank.io/coins/60x60.bit_smiley1702561649393.png'}",10000000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$10,000,000","Oct 28, 2024 • Undisclosed",zephyrus-capital
"Nov 14, 2024","{'name': 'Heurist', 'key': 'heurist', 'logo': 'https://img.cryptorank.io/coins/60x60.heurist1731656866096.png'}",2000000.0,Pre Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,000,000","Nov 14, 2024 • Pre Seed",zephyrus-capital
"Jan 24, 2025","{'name': 'Inception', 'key': 'inception', 'logo': 'https://img.cryptorank.io/coins/60x60.inception1723624703364.png'}",3500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 24, 2025 • Seed",zephyrus-capital
"Jan 16, 2025","{'name': 'Mind AI', 'key': 'mind-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.mind_ai1736162900374.png'}",1200000.0,Strategic,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,200,000","Jan 16, 2025 • Strategic",zephyrus-capital
"Dec 10, 2024","{'name': 'Neptune Protocol', 'key': 'neptune-protocol-eclipse', 'logo': 'https://img.cryptorank.io/coins/60x60.neptune_protocol1733580016883.png'}",3900000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,900,000","Dec 10, 2024 • Seed",zephyrus-capital
"Jun 21, 2024","{'name': 'Decent.land', 'key': 'decent-land', 'logo': 'https://img.cryptorank.io/coins/60x60.decent_land1719215042210.png'}",3000000.0,Undisclosed,"{'name': 'Social', 'slug': 'social'}","$3,000,000","Jun 21, 2024 • Undisclosed",spicy-capital
"Jan 24, 2025","{'name': 'Inception', 'key': 'inception', 'logo': 'https://img.cryptorank.io/coins/60x60.inception1723624703364.png'}",3500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","Jan 24, 2025 • Seed",spicy-capital
"Dec 02, 2024","{'name': 'OpenPad', 'key': 'openpad', 'logo': 'https://img.cryptorank.io/coins/60x60.open_pad1723720597521.png'}",2000000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$2,000,000","Dec 02, 2024 • Undisclosed",spicy-capital
"Apr 25, 2024","{'name': 'TARS AI', 'key': 'tars-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.tars_protocol1718614769864.png'}",0.0,Private Token Sale,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}",$0,"Apr 25, 2024 • Private Token Sale",spicy-capital
"Apr 14, 2024","{'name': 'OpenPad', 'key': 'openpad', 'logo': 'https://img.cryptorank.io/coins/60x60.open_pad1723720597521.png'}",1100000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,100,000","Apr 14, 2024 • Undisclosed",spicy-capital
"Sep 11, 2024","{'name': 'GasHawk', 'key': 'gashawk', 'logo': 'https://img.cryptorank.io/coins/60x60.gas_hawk1726143814246.png'}",1600000.0,Pre Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,600,000","Sep 11, 2024 • Pre Seed",app-works
"Oct 22, 2024","{'name': 'Karpatkey', 'key': 'karpatkey', 'logo': 'https://img.cryptorank.io/coins/60x60.karpatkey1729599668701.png'}",7000000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$7,000,000","Oct 22, 2024 • Undisclosed",app-works
"Jun 03, 2024","{'name': 'HELIX (Hypersonic Laboratories)', 'key': 'hypersonic-laboratories', 'logo': 'https://img.cryptorank.io/coins/60x60.hypersonic_laboratories1717495897743.png'}",7000000.0,Series A,"{'name': 'GameFi', 'slug': 'gamefi'}","$7,000,000","Jun 03, 2024 • Series A",app-works
"Jan 24, 2025","{'name': 'SignalPlus', 'key': 'signal-plus', 'logo': 'https://img.cryptorank.io/coins/60x60.signal_plus1679456819755.png'}",11000000.0,Series B,"{'name': 'CeFi', 'slug': 'ce-fi'}","$11,000,000","Jan 24, 2025 • Series B",app-works
