name,code,normal,lead,categories,fund_slug
Switzerland,CH,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",avaloq
Austria,AT,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",avaloq
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",avaloq
Singapore,SG,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",kns-group
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",kns-group
Singapore,SG,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",choco-up
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",heat-capital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",heat-capital
Ukraine,UA,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",okex
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",coinf
Indonesia,ID,2,1,"[{'name': 'CeFi', 'count': 3, 'percent': 100.0}]",go-ventures
Germany,DE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",cardstarter
India,IN,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",psquare-capital
Israel,IL,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",psquare-capital
Poland,PL,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",psquare-capital
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",psquare-capital
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",ar-ventures
France,FR,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",surge
India,IN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",surge
Indonesia,ID,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",tokenomik
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",tokenomik
United States,US,4,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 50.0}, {'name': 'DeFi', 'count': 2, 'percent': 50.0}]",centrality
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",coind
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",bbtv-holdings
United Kingdom,GB,2,1,"[{'name': 'CeFi', 'count': 3, 'percent': 100.0}]",development-bank-of-wales
Norway,NO,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",trustdao-capital
San Marino,SM,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",trustdao-capital
UAE,AE,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",trustdao-capital
United States,US,7,0,"[{'name': 'DeFi', 'count': 5, 'percent': 71.43}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 14.29}, {'name': 'NFT', 'count': 1, 'percent': 14.29}]",blocksync-ventures
Singapore,SG,4,0,"[{'name': 'DeFi', 'count': 3, 'percent': 75.0}, {'name': 'NFT', 'count': 1, 'percent': 25.0}]",blocksync-ventures
India,IN,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",blocksync-ventures
United Kingdom,GB,3,0,"[{'name': 'DeFi', 'count': 2, 'percent': 66.67}, {'name': 'GameFi', 'count': 1, 'percent': 33.33}]",blocksync-ventures
South Korea,KR,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}]",blocksync-ventures
Hong Kong,HK,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",blocksync-ventures
Israel,IL,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",blocksync-ventures
Australia,AU,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",blocksync-ventures
Lithuania,LT,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",blocksync-ventures
Malta,MT,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",blocksync-ventures
Norway,NO,1,0,[],blocksync-ventures
France,FR,1,0,[],blocksync-ventures
Slovakia,SK,1,0,[],blocksync-ventures
Estonia,EE,1,0,[],blocksync-ventures
China,CN,1,0,[],blocksync-ventures
United States,US,1,3,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 25.0}, {'name': 'Chain', 'count': 1, 'percent': 25.0}]",national-science-foundation
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",nem-ventures
Chile,CL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",nem-ventures
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",bitnomial
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockware-solutions
United States,US,2,1,"[{'name': 'CeFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",stone-ridge-asset-management
United States,US,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",stronghold-resource-partners
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",bbsfinance
San Marino,SM,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",bbsfinance
UAE,AE,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",bbsfinance
South Korea,KR,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",orion-protocol
Malta,MT,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",orion-protocol
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",orion-protocol
Belize,BZ,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",fosun-international
China,CN,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",fosun-international
Germany,DE,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",fosun-international
China,CN,5,0,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 100.0}]",shenzhen-capital
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 33.33}]",dealean-capital
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",dealean-capital
Taiwan,TW,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",dealean-capital
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",dealean-capital
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",bancor
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'Chain', 'count': 1, 'percent': 50.0}]",canaan-partners
Germany,DE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",tcv
United Kingdom,GB,0,1,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",tcv
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",shasta-ventures
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",ape-capital
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",ape-capital
Brazil,BR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",canary
United States,US,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",altered-ventures
Israel,IL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",austin-rief-ventures
United States,US,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",divergent-ventures
United States,US,2,2,"[{'name': 'Blockchain Service', 'count': 4, 'percent': 100.0}]",mastercard
Brazil,BR,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",mastercard
Colombia,CO,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",mastercard
United States,US,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",alliance-bernstein
United States,US,2,1,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",tenaya-capital
Hong Kong,HK,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",quest-capital
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",quest-capital
Ukraine,UA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",quest-capital
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",millennium-management
Hong Kong,HK,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",amplifi
Latvia,LV,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",amplifi
Ukraine,UA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",amplifi
UAE,AE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",amplifi
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",amplifi
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",capital-factory
France,FR,1,2,"[{'name': 'GameFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",e-ventures
United States,US,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",bridge-bank
Czech Republic,CZ,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",google-launchpad-accelerator
Ukraine,UA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",google-launchpad-accelerator
United States,US,3,1,"[{'name': 'Others', 'count': 3, 'percent': 75.0}, {'name': 'Blockchain Service', 'count': 1, 'percent': 25.0}]",iconiq-capital
United States,US,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",fantail-ventures
United States,US,1,1,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",victory-park-capital
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",singapore-exchange
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",singapore-exchange
Singapore,SG,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",tokai-tokyo-financial-holdings
United States,US,2,0,"[{'name': 'Social', 'count': 2, 'percent': 100.0}]",riverpark
Costa Rica,CR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",matic-foundation
Germany,DE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",n26
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",n26
Hong Kong,HK,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",axion-global-asset-management
Germany,DE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",consorsbank
Singapore,SG,2,0,"[{'name': 'Social', 'count': 2, 'percent': 100.0}]",deepcore
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",seikatsu-ventures
United Kingdom,GB,2,0,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",ascension
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Chain', 'count': 1, 'percent': 50.0}]",2020-ventures
India,IN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",2020-ventures
India,IN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",bidesk
United States,US,4,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 75.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}]",inblockchain
Ireland,IE,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",inblockchain
Ireland,IE,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",first-star-ventures
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",first-star-ventures
Costa Rica,CR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",decentraland-foundation
New Zealand,NZ,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",amatil-x-ventures
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",01ex
United States,US,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",01ex
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",2f-capital
Netherlands,NL,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",ifinex
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",celo-foundation
Philippines,PH,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",100x-group
Vietnam,VN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",100x-group
United States,US,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",nice-capital
United Kingdom,GB,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",tsg-consumer-partners
United States,US,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",tsg-consumer-partners
South Africa,ZA,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",bittrex-global
Seychelles,SC,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",canada-nuchain-foundation
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",jerusalem-venture-partners
Switzerland,CH,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",sicpa
Germany,DE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",brandenburg-kapital
United States,US,3,0,"[{'name': 'CeFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",dg-lab-fund
Canada,CA,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",dg-lab-fund
Taiwan,TW,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",sbi-financial-services
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",sbi-financial-services
United Kingdom,GB,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",chrysalis-investments
United Kingdom,GB,2,1,"[{'name': 'CeFi', 'count': 3, 'percent': 100.0}]",jtc
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",vitruvian-partners
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",166-2nd
Canada,CA,0,1,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",axa-venture-partners
Israel,IL,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",axa-venture-partners
United States,US,0,3,"[{'name': 'CeFi', 'count': 3, 'percent': 100.0}]",golden-sand-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",moneta-vc
United States,US,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",pegasus-tech
United Kingdom,GB,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",merian-global-investors
Germany,DE,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",nbk-ventures
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",nbk-ventures
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",nbk-ventures
Singapore,SG,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",kiatnakin-phatra-financial-group
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",omidyar-technology-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",album-vc
India,IN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",hdfc-bank
United Kingdom,GB,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",oxford-capital
United States,US,0,2,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",mosaik-partners
Japan,JP,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",recruit-holdings
UAE,AE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",recruit-holdings
United States,US,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",recruit-holdings
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",blockchain-finance-fund
Singapore,SG,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",brand-capital
United States,US,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",brand-capital
Canada,CA,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",creative-destruction-lab
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",creative-destruction-lab
South Africa,ZA,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",newtown-partners
Hong Kong,HK,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",thunder-core
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",thunder-core
Israel,IL,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",anr-group
United Kingdom,GB,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",capability-and-innovation-fund
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Chain', 'count': 1, 'percent': 50.0}]",aspect-ventures
Hong Kong,HK,0,1,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",atari
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",tokensoft
Japan,JP,2,0,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",d4v
Japan,JP,2,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'CeFi', 'count': 1, 'percent': 33.33}]",venture-labo-investment
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",shuttle-fund
Switzerland,CH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",aslanoba-capital
United Kingdom,GB,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",merian-ventures
United States,US,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",base10-partners
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",cls
United Kingdom,GB,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",the-venture-center
United States,US,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",the-venture-center
Finland,FI,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",business-finland
United States,US,0,2,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",dcu-fintech-innovation-center
South Korea,KR,3,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",bokwang-investment
South Korea,KR,3,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",capstone-partners
United States,US,2,0,"[{'name': 'NFT', 'count': 2, 'percent': 100.0}]",crestvalue
China,CN,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",china-capital-financial-service-chamber-of-commerce
Cayman Islands,KY,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",camp-one
United States,US,1,0,"[{'name': 'Currency', 'count': 1, 'percent': 100.0}]",camp-one
Canada,CA,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",bank-of-montreal
United Kingdom,GB,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",calibrate-management
China,CN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",albatross-venture
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",recruit-strategic
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",83north
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",angel-academe
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",backstage-capital
China,CN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",allwinner-technology
Netherlands,NL,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",credit-china-fintech-holdings
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",9f-group
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",baofu
India,IN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",ah-ventures
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",bantam-group
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",project-11
India,IN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",bharti-enterprises
Thailand,TH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",ascend-money
South Korea,KR,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",bluepoint-partners
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",bw-capital-partners
Netherlands,NL,3,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",georgian-co-investment-fund
Netherlands,NL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",binary-financial
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",binary-financial
Germany,DE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",freelands-ventures
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",freelands-ventures
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",comerica-incorporated
Sweden,SE,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",gp-bullhound
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",new-york-stock-exchange
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",buchanan-capital-management
Gibraltar,GI,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",fortress-investment-group
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",fortress-investment-group
China,CN,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",block-corp
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",bridgescale-partners
United States,US,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",oak-investment
Singapore,SG,11,1,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 41.67}, {'name': 'Blockchain Infrastructure', 'count': 3, 'percent': 25.0}, {'name': 'DeFi', 'count': 2, 'percent': 16.67}, {'name': 'NFT', 'count': 2, 'percent': 16.67}]",hash-global
China,CN,4,1,"[{'name': 'Blockchain Service', 'count': 4, 'percent': 80.0}, {'name': 'Others', 'count': 1, 'percent': 20.0}]",hash-global
Japan,JP,2,1,"[{'name': 'Social', 'count': 2, 'percent': 66.67}, {'name': 'NFT', 'count': 1, 'percent': 33.33}]",hash-global
Hong Kong,HK,3,0,"[{'name': 'CeFi', 'count': 2, 'percent': 66.67}, {'name': 'Social', 'count': 1, 'percent': 33.33}]",hash-global
United States,US,2,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'Social', 'count': 1, 'percent': 33.33}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 33.33}]",hash-global
Canada,CA,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 50.0}]",hash-global
United Kingdom,GB,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",hash-global
Nigeria,NG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",hash-global
Australia,AU,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",hash-global
South Africa,ZA,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",hash-global
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",oak-grove-ventures
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",oak-grove-ventures
Canada,CA,0,1,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",promontory-technologies
France,FR,6,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 33.33}, {'name': 'GameFi', 'count': 1, 'percent': 16.67}, {'name': 'Social', 'count': 1, 'percent': 16.67}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 16.67}, {'name': 'NFT', 'count': 1, 'percent': 16.67}]",noia-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",noia-capital
United States,US,0,5,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 40.0}, {'name': 'GameFi', 'count': 2, 'percent': 40.0}, {'name': 'Social', 'count': 1, 'percent': 20.0}]",hivemind-capital-partners
Austria,AT,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",hivemind-capital-partners
Hong Kong,HK,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",hivemind-capital-partners
United Kingdom,GB,0,1,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",hivemind-capital-partners
United States,US,8,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 22.22}, {'name': 'DeFi', 'count': 2, 'percent': 22.22}, {'name': 'CeFi', 'count': 2, 'percent': 22.22}, {'name': 'GameFi', 'count': 1, 'percent': 11.11}, {'name': 'NFT', 'count': 1, 'percent': 11.11}, {'name': 'Chain', 'count': 1, 'percent': 11.11}]",selinicapital
Bulgaria,BG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",selinicapital
Cayman Islands,KY,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",selinicapital
Australia,AU,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",selinicapital
