date,company,amount,stage,category,formatted_amount,timeline,fund_slug
"Aug 22, 2024","{'name': 'Fanton Fantasy Football', 'key': 'fanton-fantasy-football', 'logo': 'https://img.cryptorank.io/coins/60x60.fanton_fantasy_football1700232806472.png'}",1000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$1,000,000","Aug 22, 2024 • Seed",sign-vc
"Aug 22, 2024","{'name': 'Arch Lending', 'key': 'arch-lending', 'logo': 'https://img.cryptorank.io/coins/60x60.arch1724842973277.png'}",5000000.0,Seed,"{'name': 'CeFi', 'slug': 'ce-fi'}","$5,000,000","Aug 22, 2024 • Seed",untamed-ventures
"Mar 01, 2024","{'name': 'Karma3 Labs', 'key': 'karma-3-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.karma_3_labs1709307231260.png'}",4500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$4,500,000","Mar 01, 2024 • Seed",compa-capital
"Feb 15, 2024","{'name': 'Lava Network', 'key': 'lava-network', 'logo': 'https://img.cryptorank.io/coins/60x60.lava_network1708010150022.png'}",15000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$15,000,000","Feb 15, 2024 • Seed",compa-capital
"Aug 21, 2024","{'name': 'BSX Protocol', 'key': 'bsx', 'logo': 'https://img.cryptorank.io/coins/60x60.bsx_protocol1739967300701.png'}",4000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$4,000,000","Aug 21, 2024 • Seed",compa-capital
"Aug 21, 2024","{'name': 'Starfish Technologies', 'key': 'starfish-technologies', 'logo': 'https://img.cryptorank.io/coins/60x60.starfish_technologies1724341031955.png'}",0.0,M&A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Aug 21, 2024 • M&A",humans-ai
"Nov 20, 2021","{'name': 'Age of Tanks', 'key': 'age-of-tanks', 'logo': 'https://img.cryptorank.io/coins/60x60.age of tanks1637663732130.png'}",0.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Nov 20, 2021 • Undisclosed",atesis-capital
"Mar 30, 2022","{'name': 'AG', 'key': 'ag-token', 'logo': 'https://img.cryptorank.io/coins/60x60.ag1710947432737.png'}",0.0,Pre Seed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Mar 30, 2022 • Pre Seed",atesis-capital
"Feb 12, 2022","{'name': 'Gamium', 'key': 'gamium', 'logo': 'https://img.cryptorank.io/coins/60x60.gamium1712668747518.png'}",2250000.0,Private Token Sale,"{'name': 'Social', 'slug': 'social'}","$2,250,000","Feb 12, 2022 • Private Token Sale",atesis-capital
"Dec 09, 2021","{'name': 'UpOnly', 'key': 'up-only', 'logo': 'https://img.cryptorank.io/coins/60x60.uponly1638352007992.png'}",0.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Dec 09, 2021 • Seed",atesis-capital
"Aug 20, 2024","{'name': 'Nexus Interactive', 'key': 'nexus-interactive', 'logo': 'https://img.cryptorank.io/coins/60x60.nexus_interactive1737546554605.png'}",2000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$2,000,000","Aug 20, 2024 • Seed",atesis-capital
"Sep 26, 2023","{'name': 'Fhenix', 'key': 'fhenix', 'logo': 'https://img.cryptorank.io/coins/60x60.fhenix1695737384486.png'}",7000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$7,000,000","Sep 26, 2023 • Seed",nodecapital
"Jan 31, 2024","{'name': 'Squid', 'key': 'squidrouter', 'logo': 'https://img.cryptorank.io/coins/60x60.squid1675241862798.png'}",4000000.0,Strategic,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$4,000,000","Jan 31, 2024 • Strategic",nodecapital
"Feb 28, 2024","{'name': 'ether.fi', 'key': 'ether-fi', 'logo': 'https://img.cryptorank.io/coins/60x60.ether_fi1725627135987.png'}",27000000.0,Series A,"{'name': 'DeFi', 'slug': 'defi'}","$27,000,000","Feb 28, 2024 • Series A",nodecapital
"Feb 15, 2024","{'name': 'Lava Network', 'key': 'lava-network', 'logo': 'https://img.cryptorank.io/coins/60x60.lava_network1708010150022.png'}",15000000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$15,000,000","Feb 15, 2024 • Seed",nodecapital
"Aug 20, 2024","{'name': 'GenLayer', 'key': 'genlayer', 'logo': 'https://img.cryptorank.io/coins/60x60.gen_layer1724167004333.png'}",7500000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$7,500,000","Aug 20, 2024 • Seed",nodecapital
"Mar 30, 2022","{'name': 'AG', 'key': 'ag-token', 'logo': 'https://img.cryptorank.io/coins/60x60.ag1710947432737.png'}",0.0,Pre Seed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Mar 30, 2022 • Pre Seed",enzacresearch
"Mar 14, 2022","{'name': 'Angelic', 'key': 'angelic', 'logo': 'https://img.cryptorank.io/coins/60x60.angelic1650377310007.png'}",10000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$10,000,000","Mar 14, 2022 • Seed",enzacresearch
"Mar 08, 2022","{'name': 'Apeiron', 'key': 'apeiron', 'logo': 'https://img.cryptorank.io/coins/60x60.apeiron1652197519430.png'}",880000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$880,000","Mar 08, 2022 • Undisclosed",enzacresearch
"Aug 20, 2024","{'name': 'Nexus Interactive', 'key': 'nexus-interactive', 'logo': 'https://img.cryptorank.io/coins/60x60.nexus_interactive1737546554605.png'}",2000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$2,000,000","Aug 20, 2024 • Seed",enzacresearch
"Apr 15, 2022","{'name': 'Real Player DAO', 'key': 'realplayerdao', 'logo': 'https://img.cryptorank.io/coins/60x60.real_player_dao1666966324773.png'}",0.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Apr 15, 2022 • Seed",enzacresearch
"Nov 03, 2021","{'name': 'SecondLive', 'key': 'second-live', 'logo': 'https://img.cryptorank.io/coins/60x60.secondlive1650123889069.png'}",0.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}",$0,"Nov 03, 2021 • Seed",bullet-labs
"Jul 28, 2022","{'name': 'Space and Time', 'key': 'space-and-time', 'logo': 'https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png'}",10000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jul 28, 2022 • Seed",bullet-labs
"Aug 20, 2024","{'name': 'corn', 'key': 'use-corn', 'logo': 'https://img.cryptorank.io/coins/60x60.corn1724165546737.png'}",6700000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$6,700,000","Aug 20, 2024 • Seed",bullet-labs
"Jul 02, 2024","{'name': 'Lombard', 'key': 'lombard', 'logo': 'https://img.cryptorank.io/coins/60x60.lombard1719931536300.png'}",16000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$16,000,000","Jul 02, 2024 • Seed",babylon
"Aug 20, 2024","{'name': 'corn', 'key': 'use-corn', 'logo': 'https://img.cryptorank.io/coins/60x60.corn1724165546737.png'}",6700000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$6,700,000","Aug 20, 2024 • Seed",babylon
"Aug 20, 2024","{'name': 'Chain Debrief', 'key': 'chain-debrief', 'logo': 'https://img.cryptorank.io/coins/60x60.chain_debrief1724146739817.png'}",0.0,M&A,"{'name': 'Social', 'slug': 'social'}",$0,"Aug 20, 2024 • M&A",pexx
"Aug 20, 2024","{'name': 'GenLayer', 'key': 'genlayer', 'logo': 'https://img.cryptorank.io/coins/60x60.gen_layer1724167004333.png'}",7500000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$7,500,000","Aug 20, 2024 • Seed",zk-ventures
"Aug 19, 2024","{'name': 'BiFinance', 'key': 'bifinance', 'logo': 'https://img.cryptorank.io/coins/60x60.bi_finance1724076531671.png'}",10000000.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$10,000,000","Aug 19, 2024 • Series A",eternal-asia-group
"Aug 19, 2024","{'name': 'BiFinance', 'key': 'bifinance', 'logo': 'https://img.cryptorank.io/coins/60x60.bi_finance1724076531671.png'}",10000000.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$10,000,000","Aug 19, 2024 • Series A",sdm-education
"Aug 19, 2024","{'name': 'BiFinance', 'key': 'bifinance', 'logo': 'https://img.cryptorank.io/coins/60x60.bi_finance1724076531671.png'}",10000000.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$10,000,000","Aug 19, 2024 • Series A",sunfund-fortuna-global-opportunities
"Aug 19, 2024","{'name': 'BiFinance', 'key': 'bifinance', 'logo': 'https://img.cryptorank.io/coins/60x60.bi_finance1724076531671.png'}",10000000.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$10,000,000","Aug 19, 2024 • Series A",TigerBCDAO
"May 09, 2024","{'name': 'Glacis', 'key': 'glacis', 'logo': 'https://img.cryptorank.io/coins/60x60.glacis1715345194770.png'}",2100000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$2,100,000","May 09, 2024 • Seed",edessa-capital
"May 07, 2024","{'name': 'Botanix Labs', 'key': 'botanix-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.botanix_labs1708357328799.png'}",8500000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$8,500,000","May 07, 2024 • Seed",edessa-capital
"Mar 31, 2025","{'name': 'Ambient', 'key': 'ambient', 'logo': 'https://img.cryptorank.io/coins/60x60.ambient1743501929032.png'}",7300000.0,Seed,"{'name': 'Chain', 'slug': 'chain'}","$7,300,000","Mar 31, 2025 • Seed",edessa-capital
"Aug 17, 2024","{'name': 'Holonym', 'key': 'holonym', 'logo': 'https://img.cryptorank.io/coins/60x60.holonym1724057170872.png'}",5500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,500,000","Aug 17, 2024 • Seed",edessa-capital
"Apr 18, 2024","{'name': 'Skynet Trading', 'key': 'skynet-trading', 'logo': 'https://img.cryptorank.io/coins/60x60.skynet_trading1713541327429.png'}",0.0,Strategic,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}",$0,"Apr 18, 2024 • Strategic",edessa-capital
"May 23, 2023","{'name': 'Lab.bio', 'key': 'labdao', 'logo': 'https://img.cryptorank.io/coins/60x60.lab_dao1684852006369.png'}",3600000.0,Undisclosed,"{'name': 'Social', 'slug': 'social'}","$3,600,000","May 23, 2023 • Undisclosed",beaker-dao
"Jan 30, 2023","{'name': 'VitaDAO', 'key': 'vita-dao', 'logo': 'https://img.cryptorank.io/coins/60x60.vita_dao1731935274609.png'}",4100000.0,Private Token Sale,"{'name': 'Social', 'slug': 'social'}","$4,100,000","Jan 30, 2023 • Private Token Sale",beaker-dao
"Aug 17, 2024","{'name': 'Holonym', 'key': 'holonym', 'logo': 'https://img.cryptorank.io/coins/60x60.holonym1724057170872.png'}",5500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,500,000","Aug 17, 2024 • Seed",beaker-dao
"Feb 17, 2020","{'name': 'TransData Chain', 'key': 'transdata-chain', 'logo': 'https://img.cryptorank.io/coins/60x60.trans_data_chain1676524319377.png'}",0.0,Strategic,"{'name': 'Social', 'slug': 'social'}",$0,"Feb 17, 2020 • Strategic",fusion-fund
"Aug 17, 2024","{'name': 'Holonym', 'key': 'holonym', 'logo': 'https://img.cryptorank.io/coins/60x60.holonym1724057170872.png'}",5500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,500,000","Aug 17, 2024 • Seed",fusion-fund
"May 13, 2022","{'name': 'Unfettered Ecosystem', 'key': 'theunfettered', 'logo': 'https://img.cryptorank.io/coins/60x60.the_unfettered_ecosystem1726664124944.png'}",2500000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$2,500,000","May 13, 2022 • Undisclosed",fomocraft-ventures
"Feb 13, 2023","{'name': 'Empires Not Vampires', 'key': 'empires-not-vampires', 'logo': 'https://img.cryptorank.io/coins/60x60.empires_not_vampires1676364834103.png'}",1000000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$1,000,000","Feb 13, 2023 • Undisclosed",fomocraft-ventures
"Feb 05, 2024","{'name': 'Lends', 'key': 'lends', 'logo': 'https://img.cryptorank.io/coins/60x60.lends1706876731118.png'}",0.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}",$0,"Feb 05, 2024 • Undisclosed",fomocraft-ventures
"Aug 16, 2024","{'name': 'KIP Protocol', 'key': 'kip-protocol', 'logo': 'https://img.cryptorank.io/coins/60x60.kip_protocol1734012175127.png'}",5000000.0,Private Token Sale,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$5,000,000","Aug 16, 2024 • Private Token Sale",fomocraft-ventures
"Apr 15, 2024","{'name': 'Paradise Tycoon', 'key': 'paradise-tycoon', 'logo': 'https://img.cryptorank.io/coins/60x60.paradise_tycoon1711640292963.png'}",2000000.0,Seed,"{'name': 'GameFi', 'slug': 'gamefi'}","$2,000,000","Apr 15, 2024 • Seed",fomocraft-ventures
"Nov 28, 2023","{'name': 'MYX Finance', 'key': 'myx-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.myx_finance1701176371968.png'}",5000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$5,000,000","Nov 28, 2023 • Seed",redpoint-china-ventures
"Jun 05, 2024","{'name': 'GoPlus', 'key': 'go-plus', 'logo': 'https://img.cryptorank.io/coins/60x60.go_plus1737021923102.png'}",10000000.0,Undisclosed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$10,000,000","Jun 05, 2024 • Undisclosed",redpoint-china-ventures
"Jan 16, 2024","{'name': '0xScope', 'key': '0-xscope', 'logo': 'https://img.cryptorank.io/coins/60x60.0_x_scope1695896176278.png'}",5000000.0,Pre-Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$5,000,000","Jan 16, 2024 • Pre-Series A",redpoint-china-ventures
"Jan 11, 2024","{'name': 'Orbiter Finance', 'key': 'orbiter-finance', 'logo': 'https://img.cryptorank.io/coins/60x60.orbiter_finance1669900982535.png'}",0.0,Series A,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}",$0,"Jan 11, 2024 • Series A",redpoint-china-ventures
"Aug 16, 2024","{'name': 'WSPN', 'key': 'wspn', 'logo': 'https://img.cryptorank.io/coins/60x60.wspn1723805588512.png'}",30000000.0,Seed,"{'name': 'CeFi', 'slug': 'ce-fi'}","$30,000,000","Aug 16, 2024 • Seed",redpoint-china-ventures
"Mar 26, 2024","{'name': 'MyPrize', 'key': 'myprize', 'logo': 'https://img.cryptorank.io/coins/60x60.my_prize1711468501145.png'}",13000000.0,Undisclosed,"{'name': 'GameFi', 'slug': 'gamefi'}","$13,000,000","Mar 26, 2024 • Undisclosed",jstcapital
"Mar 17, 2022","{'name': 'InvestaX', 'key': 'investa-x', 'logo': 'https://img.cryptorank.io/coins/60x60.investa_x1667317298272.png'}",0.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}",$0,"Mar 17, 2022 • Series A",jstcapital
"Jun 17, 2021","{'name': 'Switchboard', 'key': 'switchboard', 'logo': 'https://img.cryptorank.io/coins/60x60.switchboard1716902578620.png'}",3500000.0,Seed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$3,500,000","Jun 17, 2021 • Seed",jstcapital
"Aug 16, 2024","{'name': 'Gummi', 'key': 'gummi', 'logo': 'https://img.cryptorank.io/coins/60x60.gummi1720192565739.png'}",2000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$2,000,000","Aug 16, 2024 • Seed",jstcapital
"Apr 26, 2022","{'name': 'Vertex Protocol', 'key': 'vertexprotocol', 'logo': 'https://img.cryptorank.io/coins/60x60.vertex_protocol1666355035279.png'}",8500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$8,500,000","Apr 26, 2022 • Seed",jstcapital
"Sep 13, 2023","{'name': 'Movement', 'key': 'movement-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.movement1733750235084.png'}",3400000.0,Pre Seed,"{'name': 'Chain', 'slug': 'chain'}","$3,400,000","Sep 13, 2023 • Pre Seed",elixir-capital
"May 13, 2024","{'name': 'Zest Protocol', 'key': 'zestprotocol', 'logo': 'https://img.cryptorank.io/coins/60x60.zest_protocol1715605755596.png'}",3500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$3,500,000","May 13, 2024 • Seed",elixir-capital
"Jun 04, 2024","{'name': 'Avail', 'key': 'avail', 'logo': 'https://img.cryptorank.io/coins/60x60.avail1705339638888.png'}",43000000.0,Series A,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$43,000,000","Jun 04, 2024 • Series A",elixir-capital
"Aug 16, 2024","{'name': 'CrunchDAO', 'key': 'crunchdao', 'logo': 'https://img.cryptorank.io/coins/60x60.crunch_dao1723822693069.png'}",3500000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$3,500,000","Aug 16, 2024 • Seed",elixir-capital
"Oct 27, 2022","{'name': 'ForeVR Games', 'key': 'forevr-games', 'logo': 'https://img.cryptorank.io/coins/60x60.fore_vr_games1666947911305.png'}",10000000.0,Series A,"{'name': 'GameFi', 'slug': 'gamefi'}","$10,000,000","Oct 27, 2022 • Series A",bessemer-venture-partners
"Nov 14, 2022","{'name': 'Lentra', 'key': 'lentra', 'logo': 'https://img.cryptorank.io/coins/60x60.lentra1668692357835.png'}",60000000.0,Series B,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$60,000,000","Nov 14, 2022 • Series B",bessemer-venture-partners
"Feb 21, 2023","{'name': 'Chaos Labs', 'key': 'chaos-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.chaos_labs1723732076161.png'}",20000000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$20,000,000","Feb 21, 2023 • Seed",bessemer-venture-partners
"Feb 02, 2023","{'name': 'BlockJoy', 'key': 'blockjoy', 'logo': 'https://img.cryptorank.io/coins/60x60.block_joy1675406258160.png'}",11000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$11,000,000","Feb 02, 2023 • Series A",bessemer-venture-partners
"Aug 15, 2024","{'name': 'Chaos Labs', 'key': 'chaos-labs', 'logo': 'https://img.cryptorank.io/coins/60x60.chaos_labs1723732076161.png'}",55000000.0,Series A,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$55,000,000","Aug 15, 2024 • Series A",bessemer-venture-partners
"Mar 20, 2024","{'name': 'Ooga Booga', 'key': 'ooga-booga', 'logo': 'https://img.cryptorank.io/coins/60x60.ooga_booga1743751572805.png'}",1000000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$1,000,000","Mar 20, 2024 • Seed",rana-capital
"Jan 26, 2024","{'name': 'imgnAI', 'key': 'image-generation-ai', 'logo': 'https://img.cryptorank.io/coins/60x60.image_generation_ai1699357369220.png'}",1600000.0,Seed,"{'name': 'Blockchain Service', 'slug': 'blockchain-service'}","$1,600,000","Jan 26, 2024 • Seed",rana-capital
"Aug 15, 2024","{'name': 'Goldilocks', 'key': 'goldilocks', 'logo': 'https://img.cryptorank.io/coins/60x60.goldilocks1723739476900.png'}",1500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$1,500,000","Aug 15, 2024 • Seed",rana-capital
"Aug 14, 2024","{'name': 'Rivalz Network', 'key': 'rivalz-network', 'logo': 'https://img.cryptorank.io/coins/60x60.rivalz_network1741689943813.png'}",9000000.0,Undisclosed,"{'name': 'Blockchain Infrastructure', 'slug': 'blockchain-infrastructure'}","$9,000,000","Aug 14, 2024 • Undisclosed",rana-capital
"Apr 15, 2024","{'name': 'YieldNest', 'key': 'yieldnest', 'logo': 'https://img.cryptorank.io/coins/60x60.yield_nest1713866601055.png'}",5200000.0,Undisclosed,"{'name': 'DeFi', 'slug': 'defi'}","$5,200,000","Apr 15, 2024 • Undisclosed",rana-capital
"Jan 17, 2023","{'name': 'Parfin (Rayls)', 'key': 'parfin', 'logo': 'https://img.cryptorank.io/coins/60x60.parfin1673973732613.png'}",15000000.0,Seed,"{'name': 'CeFi', 'slug': 'ce-fi'}","$15,000,000","Jan 17, 2023 • Seed",l4-venture-builder
"Aug 15, 2024","{'name': 'Parfin (Rayls)', 'key': 'parfin', 'logo': 'https://img.cryptorank.io/coins/60x60.parfin1673973732613.png'}",10000000.0,Series A,"{'name': 'CeFi', 'slug': 'ce-fi'}","$10,000,000","Aug 15, 2024 • Series A",l4-venture-builder
"Aug 15, 2024","{'name': 'Goldilocks', 'key': 'goldilocks', 'logo': 'https://img.cryptorank.io/coins/60x60.goldilocks1723739476900.png'}",1500000.0,Seed,"{'name': 'DeFi', 'slug': 'defi'}","$1,500,000","Aug 15, 2024 • Seed",iberia-capital
