name,code,normal,lead,categories,fund_slug
Spain,ES,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",everstake-capital
UAE,AE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",everstake-capital
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",everstake-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 50.0}]",panga-ventures
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",panga-ventures
Portugal,PT,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",mixmarvel-dao-venture
Singapore,SG,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",mixmarvel-dao-venture
Argentina,AR,4,0,"[{'name': 'DeFi', 'count': 2, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}, {'name': 'CeFi', 'count': 1, 'percent': 25.0}]",newtopia-vc
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",devfolio
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",devfolio
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}]",truebridge-capital
United States,US,5,2,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 71.43}, {'name': 'Social', 'count': 1, 'percent': 14.29}, {'name': 'CeFi', 'count': 1, 'percent': 14.29}]",decasonic
United Kingdom,GB,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}]",decasonic
South Korea,KR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",fzf-ventures
South Korea,KR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",dubai-labs
Vietnam,VN,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",halvings-capital
Canada,CA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",halvings-capital
Panama,PA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",halvings-capital
Spain,ES,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",halvings-capital
Sweden,SE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",halvings-capital
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",halvings-capital
Estonia,EE,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",legion-ventures
Israel,IL,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",legion-ventures
Kenya,KE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",legion-ventures
Romania,RO,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",legion-ventures
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",legion-ventures
UAE,AE,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",legion-ventures
United Kingdom,GB,3,0,"[{'name': 'GameFi', 'count': 1, 'percent': 33.33}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",aussie-capital
Singapore,SG,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 50.0}]",aussie-capital
France,FR,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",aussie-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",unicorn-factory-ventures
Singapore,SG,4,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 25.0}, {'name': 'DeFi', 'count': 1, 'percent': 25.0}]",smrti-lab
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'GameFi', 'count': 1, 'percent': 33.33}, {'name': 'Social', 'count': 1, 'percent': 33.33}]",smrti-lab
China,CN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",smrti-lab
Switzerland,CH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",smrti-lab
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blocklabs
United States,US,6,0,"[{'name': 'Blockchain Service', 'count': 4, 'percent': 66.67}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 16.67}, {'name': 'Chain', 'count': 1, 'percent': 16.67}]",amplifypartners
Israel,IL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",amplifypartners
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",amplifypartners
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",chainview-capital
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",iceberg-capital
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",find-satoshi-lab
Thailand,TH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",tnb-aura
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",mercatu-center
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'Others', 'count': 1, 'percent': 33.33}]",luxor-technologies
Singapore,SG,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",quonacapital
Brazil,BR,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",quonacapital
India,IN,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",quonacapital
Singapore,SG,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",zventures
Brazil,BR,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",class-5-global
Singapore,SG,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",standard-chartered
United Kingdom,GB,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",standard-chartered
United States,US,1,0,"[{'name': 'Currency', 'count': 1, 'percent': 100.0}]",standard-chartered
India,IN,2,0,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",hiro-capital
Luxembourg,LU,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",hiro-capital
Singapore,SG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",rocinante-research
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",rocinante-research
United States,US,4,0,"[{'name': 'Chain', 'count': 2, 'percent': 50.0}, {'name': 'Blockchain Service', 'count': 1, 'percent': 25.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}]",galileo
Spain,ES,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",galileo
United Kingdom,GB,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",galileo
United States,US,2,1,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",gmjp
Australia,AU,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",gmjp
Japan,JP,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",gmjp
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",gmjp
Singapore,SG,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",blockrock-capital
India,IN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockrock-capital
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockrock-capital
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",blockrock-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 50.0}]",litentry
Cyprus,CY,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",litentry
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",miracleplus
Singapore,SG,3,3,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 50.0}, {'name': 'NFT', 'count': 2, 'percent': 33.33}, {'name': 'CeFi', 'count': 1, 'percent': 16.67}]",qimingvp
