name,code,normal,lead,categories,fund_slug
United States,US,3,3,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 33.33}, {'name': 'GameFi', 'count': 2, 'percent': 33.33}, {'name': 'Chain', 'count': 2, 'percent': 33.33}]",qimingvp
Hong Kong,HK,1,1,"[{'name': 'DeFi', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",qimingvp
Australia,AU,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",qimingvp
Vietnam,VN,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",qimingvp
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'Social', 'count': 1, 'percent': 33.33}]",sneaky-ventures
United Kingdom,GB,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",sneaky-ventures
Norway,NO,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",sneaky-ventures
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",lavender-capital
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",lavender-capital
Hong Kong,HK,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",fomo-ventures
France,FR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",punk-dao
Puerto Rico,PR,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",punk-dao
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",punk-dao
Israel,IL,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",pitango
Singapore,SG,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",pitango
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",pitango
Poland,PL,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",alphemy-capital
United States,US,0,1,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",alphemy-capital
British Virgin Islands,VG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",alphemy-capital
Indonesia,ID,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",genopets
Singapore,SG,0,1,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",bitkeep
Portugal,PT,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",hercules-dao
United States,US,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",gmo-internet
Japan,JP,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",gmo-internet
United States,US,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",exness
United States,US,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",pepperstone
United States,US,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",think-markets
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",pascal-capital
Singapore,SG,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",bison-fund
United States,US,2,0,"[{'name': 'DeFi', 'count': 1, 'percent': 50.0}, {'name': 'Chain', 'count': 1, 'percent': 50.0}]",bison-fund
Germany,DE,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",bison-fund
Kenya,KE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",bison-fund
United Kingdom,GB,3,0,"[{'name': 'GameFi', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}, {'name': 'NFT', 'count': 1, 'percent': 33.33}]",digital-renaissance
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",digital-renaissance
China,CN,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",digital-renaissance
New Zealand,NZ,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",digital-renaissance
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",digital-renaissance
UAE,AE,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",digital-renaissance
Germany,DE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",digital-renaissance
France,FR,0,1,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",digital-renaissance
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",tsing-tech-ventures
Switzerland,CH,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",tsing-tech-ventures
Singapore,SG,4,1,"[{'name': 'DeFi', 'count': 3, 'percent': 60.0}, {'name': 'GameFi', 'count': 1, 'percent': 20.0}, {'name': 'Chain', 'count': 1, 'percent': 20.0}]",defi-capital
United States,US,4,0,"[{'name': 'DeFi', 'count': 4, 'percent': 100.0}]",defi-capital
Indonesia,ID,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",defi-capital
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",defi-capital
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",defi-capital
British Virgin Islands,VG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",defi-capital
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",raven
India,IN,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",synapse-ventures
Indonesia,ID,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",synapse-ventures
Singapore,SG,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",synapse-ventures
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",synapse-ventures
United States,US,2,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",jrr-capital
Canada,CA,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 50.0}]",jrr-capital
Bulgaria,BG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",jrr-capital
Israel,IL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",jrr-capital
Vietnam,VN,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",jrr-capital
Hong Kong,HK,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",jrr-capital
China,CN,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",jrr-capital
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",7updao
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",7updao
Lithuania,LT,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",zen-capital
China,CN,2,0,"[{'name': 'NFT', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",super-chain-capital
Hong Kong,HK,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",super-chain-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",super-chain-capital
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",super-chain-capital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",super-chain-capital
France,FR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",spirit-dao
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",spirit-dao
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",spirit-dao
Hong Kong,HK,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",doo-group
Israel,IL,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",finsec-innovation-lab
China,CN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",brilliance-ventures
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",brilliance-ventures
Hong Kong,HK,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",brilliance-ventures
India,IN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",brilliance-ventures
Poland,PL,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",brilliance-ventures
United Kingdom,GB,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",brilliance-ventures
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",brilliance-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",alpha-praetorian-capital
France,FR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",v3ntures
Hong Kong,HK,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",v3ntures
United States,US,5,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 40.0}, {'name': 'DeFi', 'count': 1, 'percent': 20.0}, {'name': 'NFT', 'count': 1, 'percent': 20.0}, {'name': 'CeFi', 'count': 1, 'percent': 20.0}]",avalanchevc
Singapore,SG,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",avalanchevc
Canada,CA,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",avalanchevc
Gibraltar,GI,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",avalanchevc
Nicaragua,NI,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",avalanchevc
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",avalanchevc
Vietnam,VN,3,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'GameFi', 'count': 1, 'percent': 33.33}, {'name': 'Chain', 'count': 1, 'percent': 33.33}]",redline-labs
Estonia,EE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",redline-labs
Hong Kong,HK,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",redline-labs
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",redline-labs
United States,US,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",redline-labs
Japan,JP,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",bella-protocol
Singapore,SG,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",bella-protocol
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",bella-protocol
India,IN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",aztlan-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",undefined-labs
United Kingdom,GB,2,1,"[{'name': 'Social', 'count': 2, 'percent': 66.67}, {'name': 'Chain', 'count': 1, 'percent': 33.33}]",LocalGlobe
United States,US,2,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}, {'name': 'Others', 'count': 1, 'percent': 33.33}]",LocalGlobe
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",triple-gem-capital
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",poolside
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",undefined-capital
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",intella-x
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",wtic
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'Chain', 'count': 1, 'percent': 50.0}]",banter-capital
Vietnam,VN,2,0,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",banter-capital
Israel,IL,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",banter-capital
Lithuania,LT,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",banter-capital
Poland,PL,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",banter-capital
Estonia,EE,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",banter-capital
Switzerland,CH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",banter-capital
United Kingdom,GB,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",banter-capital
Serbia,RS,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",banter-capital
India,IN,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",banter-capital
South Korea,KR,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",whitelist-ventures
Thailand,TH,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",whitelist-ventures
British Virgin Islands,VG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",whitelist-ventures
Switzerland,CH,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",smart-token-labs
Austria,AT,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",ledgercapital
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",ledgercapital
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",ledgercapital
China,CN,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",metrics-ventures
United States,US,4,0,"[{'name': 'DeFi', 'count': 2, 'percent': 50.0}, {'name': 'Blockchain Service', 'count': 1, 'percent': 25.0}, {'name': 'CeFi', 'count': 1, 'percent': 25.0}]",cipholio-ventures
Singapore,SG,3,0,"[{'name': 'DeFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",cipholio-ventures
Hong Kong,HK,2,0,"[{'name': 'Social', 'count': 2, 'percent': 100.0}]",cipholio-ventures
Australia,AU,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",cipholio-ventures
Taiwan,TW,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",cipholio-ventures
UAE,AE,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",cipholio-ventures
India,IN,3,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 25.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}, {'name': 'DeFi', 'count': 1, 'percent': 25.0}, {'name': 'NFT', 'count': 1, 'percent': 25.0}]",alphawaveglobal
Singapore,SG,2,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'Social', 'count': 1, 'percent': 33.33}, {'name': 'NFT', 'count': 1, 'percent': 33.33}]",alphawaveglobal
Cayman Islands,KY,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",alphawaveglobal
Hong Kong,HK,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",alphawaveglobal
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",alphawaveglobal
Liechtenstein,LI,1,1,"[{'name': 'Social', 'count': 2, 'percent': 100.0}]",atlantic-labs
Germany,DE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",atlantic-labs
Switzerland,CH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",atlantic-labs
United States,US,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",talos
United States,US,2,2,"[{'name': 'Blockchain Infrastructure', 'count': 2, 'percent': 50.0}, {'name': 'Blockchain Service', 'count': 1, 'percent': 25.0}, {'name': 'GameFi', 'count': 1, 'percent': 25.0}]",cherubicventures
Singapore,SG,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",cherubicventures
Hong Kong,HK,1,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",cherubicventures
Taiwan,TW,1,1,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",cherubicventures
Japan,JP,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",cherubicventures
UAE,AE,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",cherubicventures
United States,US,2,0,"[{'name': 'Social', 'count': 2, 'percent': 100.0}]",m31-capital
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",m31-capital
United States,US,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",blocktech-ventures
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",infstones
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",ottersec
United States,US,3,0,"[{'name': 'Chain', 'count': 2, 'percent': 66.67}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",strangelove-ventures
United States,US,0,2,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",ejf-capital
Portugal,PT,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",eaglestone-group
Portugal,PT,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",reorganiza
Portugal,PT,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",republica
United States,US,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",forbole
Greece,GR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",metaplanet
Singapore,SG,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",monad-labs
France,FR,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",seven-capital
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",pentos-ventures
UAE,AE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",typhon-v
United Kingdom,GB,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",typhon-v
San Marino,SM,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",azimutgroup
Italy,IT,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",azimutgroup
Singapore,SG,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",azimutgroup
Switzerland,CH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",azimutgroup
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",azimutgroup
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",azimutgroup
Singapore,SG,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Others', 'count': 1, 'percent': 50.0}]",kryptos
Indonesia,ID,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",kryptos
Spain,ES,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",kryptos
Vietnam,VN,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",kryptos
United Kingdom,GB,4,0,"[{'name': 'DeFi', 'count': 2, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 25.0}, {'name': 'Social', 'count': 1, 'percent': 25.0}]",batuhandasgin
France,FR,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",batuhandasgin
India,IN,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",batuhandasgin
Romania,RO,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",batuhandasgin
Australia,AU,4,2,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 50.0}, {'name': 'Chain', 'count': 2, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 16.67}]",air-tree-ventures
United States,US,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",air-tree-ventures
New Zealand,NZ,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",air-tree-ventures
France,FR,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",frst
United States,US,4,1,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 60.0}, {'name': 'Social', 'count': 1, 'percent': 20.0}, {'name': 'NFT', 'count': 1, 'percent': 20.0}]",ince-capital
Cayman Islands,KY,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",ince-capital
France,FR,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",ince-capital
Singapore,SG,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",ince-capital
United Kingdom,GB,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",ince-capital
India,IN,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",gossamer-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 50.0}]",gossamer-capital
Hong Kong,HK,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",gossamer-capital
South Korea,KR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",creditcoin
China,CN,2,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",nothingresearch
Japan,JP,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",nothingresearch
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",nothingresearch
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",nothingresearch
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",nothingresearch
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",nothingresearch
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",swc-global
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",swc-global
South Korea,KR,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",alpha-capital
Sweden,SE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",alpha-capital
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",alpha-capital
Hong Kong,HK,1,1,"[{'name': 'DeFi', 'count': 1, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 50.0}]",hailstone-ventures
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",hailstone-ventures
Bulgaria,BG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",hailstone-ventures
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",hailstone-ventures
Singapore,SG,0,2,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",krustuniverse
Japan,JP,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",krustuniverse
South Korea,KR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",krustuniverse
Germany,DE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",room40-ventuers
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",room40-ventuers
Hong Kong,HK,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",conflux-network
Hong Kong,HK,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",bitcoinlab
Sweden,SE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",moonstarter
Switzerland,CH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",zora
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",zora
France,FR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",ambient-network
Spain,ES,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",disrupt-com
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",e1-ventures
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",fortified-ventures
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",layer-labs
Switzerland,CH,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",even-labs
United States,US,7,1,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 62.5}, {'name': 'DeFi', 'count': 2, 'percent': 25.0}, {'name': 'GameFi', 'count': 1, 'percent': 12.5}]",resolute-ventures
United States,US,2,0,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",andromeda-capital
Singapore,SG,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",andromeda-capital
Canada,CA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",cointelligence-fund
Israel,IL,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",cointelligence-fund
Poland,PL,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",cointelligence-fund
Singapore,SG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",cointelligence-fund
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",hamilton-lane
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",hamilton-lane
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",narwhal-ventures
United States,US,5,0,"[{'name': 'Blockchain Service', 'count': 4, 'percent': 80.0}, {'name': 'DeFi', 'count': 1, 'percent': 20.0}]",alphagrep
Singapore,SG,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",alphagrep
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",alphagrep
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",blue-bay-capital
Switzerland,CH,1,1,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",mindset-ventures
United States,US,8,5,"[{'name': 'GameFi', 'count': 6, 'percent': 46.15}, {'name': 'NFT', 'count': 3, 'percent': 23.08}, {'name': 'Social', 'count': 2, 'percent': 15.38}, {'name': 'DeFi', 'count': 2, 'percent': 15.38}]",courtside-ventures
Belgium,BE,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",courtside-ventures
India,IN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",courtside-ventures
United States,US,3,1,"[{'name': 'GameFi', 'count': 2, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 25.0}, {'name': 'Chain', 'count': 1, 'percent': 25.0}]",hartmann-capital
