range,percentage,min,max,fund_slug
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,moon-boots-capital
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,moon-boots-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,moon-boots-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,moon-boots-capital
"$50,000,000+",0.0,50000000,,moon-boots-capital
"$0 - $1,000,000",0.0,0,1000000.0,script-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,script-capital
"$3,000,000 - $10,000,000",83.33,3000000,10000000.0,script-capital
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,script-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,script-capital
"$50,000,000+",0.0,50000000,,script-capital
"$0 - $1,000,000",0.0,0,1000000.0,brinks
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,brinks
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,brinks
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,brinks
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,brinks
"$50,000,000+",0.0,50000000,,brinks
"$0 - $1,000,000",0.0,0,1000000.0,champion-hill-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,champion-hill-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,champion-hill-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,champion-hill-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,champion-hill-ventures
"$50,000,000+",0.0,50000000,,champion-hill-ventures
"$0 - $1,000,000",50.0,0,1000000.0,trade-coin-vietnam
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,trade-coin-vietnam
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,trade-coin-vietnam
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,trade-coin-vietnam
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,trade-coin-vietnam
"$50,000,000+",0.0,50000000,,trade-coin-vietnam
"$0 - $1,000,000",0.0,0,1000000.0,labyrinth-dao
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,labyrinth-dao
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,labyrinth-dao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,labyrinth-dao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,labyrinth-dao
"$50,000,000+",0.0,50000000,,labyrinth-dao
"$0 - $1,000,000",0.0,0,1000000.0,octu-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,octu-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,octu-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,octu-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,octu-ventures
"$50,000,000+",0.0,50000000,,octu-ventures
"$0 - $1,000,000",0.0,0,1000000.0,prodigy-investment
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,prodigy-investment
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,prodigy-investment
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,prodigy-investment
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,prodigy-investment
"$50,000,000+",0.0,50000000,,prodigy-investment
"$0 - $1,000,000",0.0,0,1000000.0,basis-set
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,basis-set
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,basis-set
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,basis-set
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,basis-set
"$50,000,000+",0.0,50000000,,basis-set
"$0 - $1,000,000",0.0,0,1000000.0,dgventures
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,dgventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,dgventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dgventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dgventures
"$50,000,000+",0.0,50000000,,dgventures
"$0 - $1,000,000",0.0,0,1000000.0,bitcoincash
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,bitcoincash
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bitcoincash
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bitcoincash
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bitcoincash
"$50,000,000+",0.0,50000000,,bitcoincash
"$0 - $1,000,000",0.0,0,1000000.0,sancus-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,sancus-ventures
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,sancus-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sancus-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sancus-ventures
"$50,000,000+",0.0,50000000,,sancus-ventures
"$0 - $1,000,000",0.0,0,1000000.0,graph-paper-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,graph-paper-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,graph-paper-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,graph-paper-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,graph-paper-capital
"$50,000,000+",0.0,50000000,,graph-paper-capital
"$0 - $1,000,000",0.0,0,1000000.0,walden-catalyst
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,walden-catalyst
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,walden-catalyst
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,walden-catalyst
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,walden-catalyst
"$50,000,000+",0.0,50000000,,walden-catalyst
"$0 - $1,000,000",0.0,0,1000000.0,four-moons
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,four-moons
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,four-moons
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,four-moons
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,four-moons
"$50,000,000+",0.0,50000000,,four-moons
"$0 - $1,000,000",0.0,0,1000000.0,marketvector
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,marketvector
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,marketvector
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,marketvector
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,marketvector
"$50,000,000+",0.0,50000000,,marketvector
"$0 - $1,000,000",0.0,0,1000000.0,wt-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,wt-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,wt-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,wt-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,wt-capital
"$50,000,000+",0.0,50000000,,wt-capital
"$0 - $1,000,000",20.0,0,1000000.0,chain-ridge-capital
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,chain-ridge-capital
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,chain-ridge-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,chain-ridge-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,chain-ridge-capital
"$50,000,000+",0.0,50000000,,chain-ridge-capital
"$0 - $1,000,000",0.0,0,1000000.0,diaspora-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,diaspora-ventures
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,diaspora-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,diaspora-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,diaspora-ventures
"$50,000,000+",0.0,50000000,,diaspora-ventures
"$0 - $1,000,000",0.0,0,1000000.0,time-research
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,time-research
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,time-research
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,time-research
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,time-research
"$50,000,000+",0.0,50000000,,time-research
"$0 - $1,000,000",0.0,0,1000000.0,pulsar-global
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,pulsar-global
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,pulsar-global
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pulsar-global
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pulsar-global
"$50,000,000+",0.0,50000000,,pulsar-global
"$0 - $1,000,000",0.0,0,1000000.0,bscn-gaming
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,bscn-gaming
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bscn-gaming
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bscn-gaming
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bscn-gaming
"$50,000,000+",0.0,50000000,,bscn-gaming
"$0 - $1,000,000",0.0,0,1000000.0,cartography-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cartography-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,cartography-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cartography-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cartography-capital
"$50,000,000+",0.0,50000000,,cartography-capital
"$0 - $1,000,000",0.0,0,1000000.0,gravity-x-capital
"$1,000,000 - $3,000,000",36.36,1000000,3000000.0,gravity-x-capital
"$3,000,000 - $10,000,000",63.64,3000000,10000000.0,gravity-x-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,gravity-x-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gravity-x-capital
"$50,000,000+",0.0,50000000,,gravity-x-capital
"$0 - $1,000,000",0.0,0,1000000.0,navi-protocol
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,navi-protocol
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,navi-protocol
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,navi-protocol
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,navi-protocol
"$50,000,000+",0.0,50000000,,navi-protocol
"$0 - $1,000,000",0.0,0,1000000.0,general-motors-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,general-motors-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,general-motors-ventures
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,general-motors-ventures
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,general-motors-ventures
"$50,000,000+",0.0,50000000,,general-motors-ventures
"$0 - $1,000,000",0.0,0,1000000.0,main-quad-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,main-quad-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,main-quad-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,main-quad-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,main-quad-capital
"$50,000,000+",0.0,50000000,,main-quad-capital
"$0 - $1,000,000",100.0,0,1000000.0,kakao-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kakao-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,kakao-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kakao-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kakao-ventures
"$50,000,000+",0.0,50000000,,kakao-ventures
"$0 - $1,000,000",0.0,0,1000000.0,CoinShares
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,CoinShares
"$3,000,000 - $10,000,000",70.0,3000000,10000000.0,CoinShares
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,CoinShares
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,CoinShares
"$50,000,000+",5.0,50000000,,CoinShares
"$0 - $1,000,000",12.5,0,1000000.0,cryptomeria-capital
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,cryptomeria-capital
"$3,000,000 - $10,000,000",37.5,3000000,10000000.0,cryptomeria-capital
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,cryptomeria-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cryptomeria-capital
"$50,000,000+",0.0,50000000,,cryptomeria-capital
"$0 - $1,000,000",0.0,0,1000000.0,widus-partners
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,widus-partners
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,widus-partners
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,widus-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,widus-partners
"$50,000,000+",0.0,50000000,,widus-partners
"$0 - $1,000,000",0.0,0,1000000.0,jambo
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,jambo
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,jambo
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,jambo
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,jambo
"$50,000,000+",0.0,50000000,,jambo
"$0 - $1,000,000",0.0,0,1000000.0,meta-impact-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,meta-impact-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,meta-impact-capital
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,meta-impact-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,meta-impact-capital
"$50,000,000+",0.0,50000000,,meta-impact-capital
"$0 - $1,000,000",0.0,0,1000000.0,td-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,td-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,td-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,td-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,td-capital
"$50,000,000+",0.0,50000000,,td-capital
"$0 - $1,000,000",0.0,0,1000000.0,dokia-capital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,dokia-capital
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,dokia-capital
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,dokia-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dokia-capital
"$50,000,000+",0.0,50000000,,dokia-capital
"$0 - $1,000,000",0.0,0,1000000.0,lda-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,lda-capital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,lda-capital
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,lda-capital
"$20,000,000 - $50,000,000",41.67,20000000,50000000.0,lda-capital
"$50,000,000+",8.33,50000000,,lda-capital
"$0 - $1,000,000",0.0,0,1000000.0,octava
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,octava
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,octava
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,octava
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,octava
"$50,000,000+",28.57,50000000,,octava
"$0 - $1,000,000",0.0,0,1000000.0,basement-dao
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,basement-dao
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,basement-dao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,basement-dao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,basement-dao
"$50,000,000+",0.0,50000000,,basement-dao
"$0 - $1,000,000",33.33,0,1000000.0,eos-network-foundation
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,eos-network-foundation
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,eos-network-foundation
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,eos-network-foundation
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,eos-network-foundation
"$50,000,000+",0.0,50000000,,eos-network-foundation
"$0 - $1,000,000",0.0,0,1000000.0,barn-investimentos
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,barn-investimentos
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,barn-investimentos
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,barn-investimentos
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,barn-investimentos
"$50,000,000+",0.0,50000000,,barn-investimentos
"$0 - $1,000,000",0.0,0,1000000.0,bunge
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bunge
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bunge
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,bunge
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bunge
"$50,000,000+",0.0,50000000,,bunge
"$0 - $1,000,000",0.0,0,1000000.0,xperiment-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,xperiment-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,xperiment-ventures
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,xperiment-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,xperiment-ventures
"$50,000,000+",0.0,50000000,,xperiment-ventures
"$0 - $1,000,000",0.0,0,1000000.0,iverse-vision
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,iverse-vision
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,iverse-vision
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,iverse-vision
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,iverse-vision
"$50,000,000+",0.0,50000000,,iverse-vision
"$0 - $1,000,000",0.0,0,1000000.0,funplus
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,funplus
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,funplus
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,funplus
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,funplus
"$50,000,000+",0.0,50000000,,funplus
"$0 - $1,000,000",0.0,0,1000000.0,moore-strategic-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,moore-strategic-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,moore-strategic-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,moore-strategic-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,moore-strategic-ventures
"$50,000,000+",50.0,50000000,,moore-strategic-ventures
"$0 - $1,000,000",0.0,0,1000000.0,optimista-capital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,optimista-capital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,optimista-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,optimista-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,optimista-capital
"$50,000,000+",0.0,50000000,,optimista-capital
"$0 - $1,000,000",0.0,0,1000000.0,launch-code-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,launch-code-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,launch-code-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,launch-code-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,launch-code-capital
"$50,000,000+",0.0,50000000,,launch-code-capital
"$0 - $1,000,000",0.0,0,1000000.0,noir-io
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,noir-io
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,noir-io
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,noir-io
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,noir-io
"$50,000,000+",0.0,50000000,,noir-io
"$0 - $1,000,000",0.0,0,1000000.0,venture-stars
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,venture-stars
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,venture-stars
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,venture-stars
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,venture-stars
"$50,000,000+",0.0,50000000,,venture-stars
"$0 - $1,000,000",0.0,0,1000000.0,evernewcapital
"$1,000,000 - $3,000,000",26.67,1000000,3000000.0,evernewcapital
"$3,000,000 - $10,000,000",53.33,3000000,10000000.0,evernewcapital
"$10,000,000 - $20,000,000",13.33,10000000,20000000.0,evernewcapital
"$20,000,000 - $50,000,000",6.67,20000000,50000000.0,evernewcapital
"$50,000,000+",0.0,50000000,,evernewcapital
"$0 - $1,000,000",7.69,0,1000000.0,sosvvc
"$1,000,000 - $3,000,000",30.77,1000000,3000000.0,sosvvc
"$3,000,000 - $10,000,000",46.15,3000000,10000000.0,sosvvc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sosvvc
"$20,000,000 - $50,000,000",15.38,20000000,50000000.0,sosvvc
"$50,000,000+",0.0,50000000,,sosvvc
"$0 - $1,000,000",0.0,0,1000000.0,global-ventures
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,global-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,global-ventures
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,global-ventures
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,global-ventures
"$50,000,000+",0.0,50000000,,global-ventures
"$0 - $1,000,000",0.0,0,1000000.0,cryptomind
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cryptomind
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,cryptomind
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cryptomind
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cryptomind
"$50,000,000+",0.0,50000000,,cryptomind
"$0 - $1,000,000",100.0,0,1000000.0,yields-and-more
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,yields-and-more
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,yields-and-more
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,yields-and-more
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,yields-and-more
"$50,000,000+",0.0,50000000,,yields-and-more
"$0 - $1,000,000",100.0,0,1000000.0,miix-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,miix-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,miix-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,miix-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,miix-capital
"$50,000,000+",0.0,50000000,,miix-capital
"$0 - $1,000,000",0.0,0,1000000.0,scc-investments
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,scc-investments
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,scc-investments
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,scc-investments
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,scc-investments
"$50,000,000+",0.0,50000000,,scc-investments
"$0 - $1,000,000",0.0,0,1000000.0,w3coins
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,w3coins
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,w3coins
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,w3coins
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,w3coins
"$50,000,000+",0.0,50000000,,w3coins
"$0 - $1,000,000",0.0,0,1000000.0,everdime
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,everdime
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,everdime
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,everdime
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,everdime
"$50,000,000+",0.0,50000000,,everdime
"$0 - $1,000,000",0.0,0,1000000.0,vespertine-capital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,vespertine-capital
"$3,000,000 - $10,000,000",37.5,3000000,10000000.0,vespertine-capital
"$10,000,000 - $20,000,000",12.5,10000000,20000000.0,vespertine-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,vespertine-capital
"$50,000,000+",0.0,50000000,,vespertine-capital
"$0 - $1,000,000",0.0,0,1000000.0,winkrypto
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,winkrypto
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,winkrypto
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,winkrypto
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,winkrypto
"$50,000,000+",0.0,50000000,,winkrypto
"$0 - $1,000,000",0.0,0,1000000.0,oneblock
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,oneblock
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,oneblock
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,oneblock
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,oneblock
"$50,000,000+",0.0,50000000,,oneblock
"$0 - $1,000,000",0.0,0,1000000.0,zanshin-capital-management
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,zanshin-capital-management
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,zanshin-capital-management
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,zanshin-capital-management
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,zanshin-capital-management
"$50,000,000+",0.0,50000000,,zanshin-capital-management
"$0 - $1,000,000",0.0,0,1000000.0,phoenix-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,phoenix-group
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,phoenix-group
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,phoenix-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,phoenix-group
"$50,000,000+",0.0,50000000,,phoenix-group
"$0 - $1,000,000",0.0,0,1000000.0,bluesky-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bluesky-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bluesky-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bluesky-capital
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,bluesky-capital
"$50,000,000+",50.0,50000000,,bluesky-capital
"$0 - $1,000,000",0.0,0,1000000.0,method-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,method-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,method-capital
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,method-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,method-capital
"$50,000,000+",0.0,50000000,,method-capital
"$0 - $1,000,000",0.0,0,1000000.0,viola-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,viola-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,viola-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,viola-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,viola-ventures
"$50,000,000+",0.0,50000000,,viola-ventures
"$0 - $1,000,000",0.0,0,1000000.0,hillstone
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,hillstone
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hillstone
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hillstone
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hillstone
"$50,000,000+",0.0,50000000,,hillstone
"$0 - $1,000,000",0.0,0,1000000.0,crt-labs
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,crt-labs
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,crt-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,crt-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,crt-labs
"$50,000,000+",0.0,50000000,,crt-labs
"$0 - $1,000,000",0.0,0,1000000.0,beacon-accelerator
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,beacon-accelerator
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,beacon-accelerator
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,beacon-accelerator
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,beacon-accelerator
