id,slug,name,logo,tier,type,location,stats,investment_types,categories,tags,crowdsales,countries,raise_ranges,fund_slug
218,free-company,Free Company,https://img.cryptorank.io/funds/150x150.free_company1658833174664.png,3.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]","[{'tag': 'Treasury Management', 'count': 1, 'percent': 50}, {'tag': 'Social Network', 'count': 1, 'percent': 50}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 3000000, 'raiseFrom': 1000000}]",perpetual-value-partners
226,global-coin-research,Global Coin Research,https://img.cryptorank.io/funds/150x150.global_coin_research1658929744400.png,3.0,Corporation,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]",[],[],[],[],perpetual-value-partners
240,polygon-ventures,P2 Ventures (Polygon Ventures),https://img.cryptorank.io/funds/150x150.p_2_ventures_polygon_ventures1715707296830.png,2.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]",[],[],[],[],perpetual-value-partners
248,alumni-ventures-group,Alumni Ventures Group,https://img.cryptorank.io/funds/150x150.alumni_ventures_group1659448785882.png,3.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'CeFi', 'count': 1}]","[{'tag': 'Lending', 'count': 1, 'percent': 100}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]",,"[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
271,volt-capital,Volt Capital,https://img.cryptorank.io/funds/150x150.volt_capital1661968589302.png,3.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]",[],[],[],[],perpetual-value-partners
431,cooper-turley,Cooper Turley,https://img.cryptorank.io/funds/150x150.cooper_turley1731491771375.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]",[],[],[],[],perpetual-value-partners
437,castle-island-ventures,Castle Island Ventures,https://img.cryptorank.io/funds/150x150.castle_island_ventures1663234111566.png,3.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'CeFi', 'count': 1}]","[{'tag': 'Lending', 'count': 1, 'percent': 100}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]",,"[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
481,initialized-capital,Initialized Capital,https://img.cryptorank.io/funds/150x150.initialized_capital1663248563538.png,3.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
663,jill-gunter,Jill Gunter,https://img.cryptorank.io/funds/150x150.jill_gunter1663745615961.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]","[{'tag': 'Treasury Management', 'count': 1, 'percent': 50}, {'tag': 'Social Network', 'count': 1, 'percent': 50}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 3000000, 'raiseFrom': 1000000}]",perpetual-value-partners
705,brevan-howard-digital,Brevan Howard Digital,https://img.cryptorank.io/funds/150x150.brevan_howard_digital1663775539623.png,3.0,Venture,United Kingdom,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]",[],[],[],[],perpetual-value-partners
902,round-13-digital-asset-fund,Round 13 Digital Asset Fund,https://img.cryptorank.io/funds/150x150.round_13_digital_asset_fund1664193676936.png,4.0,Venture,Canada,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1012,jaynti-kanani,Jaynti Kanani,https://img.cryptorank.io/funds/150x150.jaynti_kanani1684920976904.png,,Angel Investor,India,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]",[],[],[],[],perpetual-value-partners
1036,sebastien-borget,Sebastien Borget,https://img.cryptorank.io/funds/150x150.sebastien_borget1684920351192.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]",[],[],[],[],perpetual-value-partners
1076,joyce-yang,Joyce Yang,https://img.cryptorank.io/funds/150x150.joyce_yang1664369205690.png,,Angel Investor,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]","[{'tag': 'Treasury Management', 'count': 1, 'percent': 50}, {'tag': 'Social Network', 'count': 1, 'percent': 50}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 3000000, 'raiseFrom': 1000000}]",perpetual-value-partners
1237,evernewcapital,Evernew Capital,https://img.cryptorank.io/funds/150x150.evernew_capital1664547182561.png,4.0,Venture,Taiwan,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
1437,defi-alliance,DeFi Alliance,https://img.cryptorank.io/funds/150x150.de_fi_alliance1664878268334.png,4.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]",[],[],[],[],perpetual-value-partners
1499,ubisoft-entertainment-sa,Ubisoft Entertainment SA,https://img.cryptorank.io/funds/150x150.ubisoft_entertainment_sa1664890185817.png,2.0,Corporation,France,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1500,take-two-interactive-software,Take-Two Interactive Software,https://img.cryptorank.io/funds/150x150.take_two_interactive_software1664890374626.png,2.0,Corporation,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1532,xsolla,Xsolla,https://img.cryptorank.io/funds/150x150.xsolla1664957674245.png,4.0,Corporation,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1533,quantstamp,Quantstamp,https://img.cryptorank.io/funds/150x150.quantstamp1664957889883.png,2.0,Corporation,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]",[],[],[],[],perpetual-value-partners
1534,everyrealm,Everyrealm,https://img.cryptorank.io/funds/150x150.everyrealm1740641983616.png,,Corporation,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1535,the-xchange-company,The Xchange Company,https://img.cryptorank.io/funds/150x150.the_xchange_company1664958753429.png,,Corporation,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1536,translink-capital,Translink Capital,https://img.cryptorank.io/funds/150x150.translink_capital1664958873055.png,4.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1537,j17-capital,J17 Capital,https://img.cryptorank.io/funds/150x150.j_17_capital1664959006413.png,4.0,Venture,Canada,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1538,sentiment-capital,Sentiment Capital,https://img.cryptorank.io/funds/150x150.sentiment_capital1664959091644.png,,Venture,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1540,unicorn-partners,Unicorn Partners,https://img.cryptorank.io/funds/150x150.unicorn_partners1664959606524.png,,,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1541,tobias-lutke,Tobias Lutke,https://img.cryptorank.io/funds/150x150.tobias_lutke1664959659230.png,,Angel Investor,Canada,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1544,aleks-larsen,Aleksander Larsen,https://img.cryptorank.io/funds/150x150.aleksander_larsen1689936877891.png,,Angel Investor,Norway,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1545,alex-adelman,Alex Adelman,https://img.cryptorank.io/funds/150x150.alex_adelman1664960039892.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1547,michael-arnold,Michael Arnold,https://img.cryptorank.io/funds/150x150.michael_arnold1664960138564.png,,Angel Investor,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1548,anthony-sassano,Anthony Sassano,https://img.cryptorank.io/funds/150x150.anthony_sassano1688626607770.png,,Angel Investor,Australia,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SERIES A', 'count': 1}]","[{'category': 'GameFi', 'count': 1}]","[{'tag': 'NFT elements', 'count': 1, 'percent': 100}]","[{'type': 'SERIES A', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'Canada'}]","[{'count': 1, 'percent': 100, 'raiseTo': 50000000, 'raiseFrom': 20000000}]",perpetual-value-partners
1725,iamdonho,Don Ho,https://img.cryptorank.io/funds/150x150.don_ho1665072502283.png,,Angel Investor,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'Social', 'count': 1}]","[{'tag': 'Treasury Management', 'count': 1, 'percent': 50}, {'tag': 'Social Network', 'count': 1, 'percent': 50}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 3000000, 'raiseFrom': 1000000}]",perpetual-value-partners
1904,xbtohumla,Humla Ventures,https://img.cryptorank.io/funds/150x150.humla_ventures1724844883774.png,3.0,Venture,France,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'SEED', 'count': 1}]","[{'category': 'CeFi', 'count': 1}]","[{'tag': 'Lending', 'count': 1, 'percent': 100}]","[{'type': 'SEED', 'count': 1, 'percent': 100}]",,"[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2288,moon-holdings,Moon Holdings,https://img.cryptorank.io/funds/150x150.moon_holdings1666002430502.png,4.0,Venture,British Virgin Islands,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2435,kickstart-fund,Kickstart Fund,https://img.cryptorank.io/funds/150x150.kickstart_fund1666000070926.png,3.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2437,operate-vc,Operate VC,https://img.cryptorank.io/funds/150x150.operate_vc1666000433284.png,4.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2439,himanshu-sahay,Himanshu Sahay,https://img.cryptorank.io/funds/150x150.himanshu_sahay1666000566390.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2441,sterling-vc,Sterling VC,https://img.cryptorank.io/funds/150x150.sterling_vc1666000650616.png,4.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2443,bbq-capital,BBQ Capital,https://img.cryptorank.io/funds/150x150.bbq_capital1666001109152.png,4.0,Venture,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2444,mike-del-balso,Mike del Balso,https://img.cryptorank.io/funds/150x150.mike_del_balso1666001328176.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2445,chris-chang,Chris Chang,https://img.cryptorank.io/funds/150x150.chris_chang1666001386586.png,,Angel Investor,,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2447,aleph-one,Aleph One,https://img.cryptorank.io/funds/150x150.aleph_one1666001627250.png,4.0,Corporation,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}, {'tag': 'Data Service', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
2448,gautam-shah,Gautam Shah,https://img.cryptorank.io/funds/150x150.gautam_shah1666001687158.png,,Angel Investor,United States,"{'co_investments': 1, 'lead_investments': 0}","[{'type': 'PRE SEED', 'count': 1}]","[{'category': 'DeFi', 'count': 1}]","[{'tag': 'Data Service', 'count': 1, 'percent': 33.33}, {'tag': 'Decentralized Application (dApp)', 'count': 1, 'percent': 33.33}, {'tag': 'Portfolio Management', 'count': 1, 'percent': 33.33}]","[{'type': 'PRE SEED', 'count': 1, 'percent': 100}]","[{'count': 1, 'country': 'United States'}]","[{'count': 1, 'percent': 100, 'raiseTo': 10000000, 'raiseFrom': 3000000}]",perpetual-value-partners
