range,percentage,min,max,fund_slug
"$50,000,000+",35.0,50000000,,goldman-sachs
"$0 - $1,000,000",0.0,0,1000000.0,greenoaks-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,greenoaks-capital
"$3,000,000 - $10,000,000",16.67,3000000,10000000.0,greenoaks-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,greenoaks-capital
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,greenoaks-capital
"$50,000,000+",66.67,50000000,,greenoaks-capital
"$0 - $1,000,000",0.0,0,1000000.0,susquehanna-international-group
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,susquehanna-international-group
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,susquehanna-international-group
"$10,000,000 - $20,000,000",15.0,10000000,20000000.0,susquehanna-international-group
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,susquehanna-international-group
"$50,000,000+",5.0,50000000,,susquehanna-international-group
"$0 - $1,000,000",11.11,0,1000000.0,icetea-labs
"$1,000,000 - $3,000,000",72.22,1000000,3000000.0,icetea-labs
"$3,000,000 - $10,000,000",16.67,3000000,10000000.0,icetea-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,icetea-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,icetea-labs
"$50,000,000+",0.0,50000000,,icetea-labs
"$0 - $1,000,000",0.0,0,1000000.0,goldentree-asset-management
"$1,000,000 - $3,000,000",5.0,1000000,3000000.0,goldentree-asset-management
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,goldentree-asset-management
"$10,000,000 - $20,000,000",30.0,10000000,20000000.0,goldentree-asset-management
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,goldentree-asset-management
"$50,000,000+",15.0,50000000,,goldentree-asset-management
"$0 - $1,000,000",0.0,0,1000000.0,epic-games
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,epic-games
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,epic-games
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,epic-games
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,epic-games
"$50,000,000+",0.0,50000000,,epic-games
"$0 - $1,000,000",0.0,0,1000000.0,seven-seven-six
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,seven-seven-six
"$3,000,000 - $10,000,000",30.0,3000000,10000000.0,seven-seven-six
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,seven-seven-six
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,seven-seven-six
"$50,000,000+",40.0,50000000,,seven-seven-six
"$0 - $1,000,000",5.0,0,1000000.0,dapper-labs
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,dapper-labs
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,dapper-labs
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,dapper-labs
"$20,000,000 - $50,000,000",15.0,20000000,50000000.0,dapper-labs
"$50,000,000+",5.0,50000000,,dapper-labs
"$0 - $1,000,000",0.0,0,1000000.0,greylock-partners
"$1,000,000 - $3,000,000",5.56,1000000,3000000.0,greylock-partners
"$3,000,000 - $10,000,000",16.67,3000000,10000000.0,greylock-partners
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,greylock-partners
"$20,000,000 - $50,000,000",27.78,20000000,50000000.0,greylock-partners
"$50,000,000+",16.67,50000000,,greylock-partners
"$0 - $1,000,000",0.0,0,1000000.0,s-p-global
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,s-p-global
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,s-p-global
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,s-p-global
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,s-p-global
"$50,000,000+",50.0,50000000,,s-p-global
"$0 - $1,000,000",0.0,0,1000000.0,ericsson-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,ericsson-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,ericsson-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ericsson-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ericsson-ventures
"$50,000,000+",0.0,50000000,,ericsson-ventures
"$0 - $1,000,000",0.0,0,1000000.0,horizons-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,horizons-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,horizons-ventures
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,horizons-ventures
"$20,000,000 - $50,000,000",42.86,20000000,50000000.0,horizons-ventures
"$50,000,000+",42.86,50000000,,horizons-ventures
"$0 - $1,000,000",0.0,0,1000000.0,overstock
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,overstock
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,overstock
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,overstock
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,overstock
"$50,000,000+",0.0,50000000,,overstock
"$0 - $1,000,000",0.0,0,1000000.0,samsung
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,samsung
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,samsung
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,samsung
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,samsung
"$50,000,000+",25.0,50000000,,samsung
"$0 - $1,000,000",0.0,0,1000000.0,kabbage
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kabbage
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,kabbage
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,kabbage
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kabbage
"$50,000,000+",0.0,50000000,,kabbage
"$0 - $1,000,000",0.0,0,1000000.0,nuri
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,nuri
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,nuri
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,nuri
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,nuri
"$50,000,000+",0.0,50000000,,nuri
"$0 - $1,000,000",0.0,0,1000000.0,ubisoft-entertainment-sa
"$1,000,000 - $3,000,000",28.57,1000000,3000000.0,ubisoft-entertainment-sa
"$3,000,000 - $10,000,000",28.57,3000000,10000000.0,ubisoft-entertainment-sa
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,ubisoft-entertainment-sa
"$20,000,000 - $50,000,000",14.29,20000000,50000000.0,ubisoft-entertainment-sa
"$50,000,000+",14.29,50000000,,ubisoft-entertainment-sa
"$0 - $1,000,000",0.0,0,1000000.0,take-two-interactive-software
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,take-two-interactive-software
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,take-two-interactive-software
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,take-two-interactive-software
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,take-two-interactive-software
"$50,000,000+",0.0,50000000,,take-two-interactive-software
"$0 - $1,000,000",0.0,0,1000000.0,marshall-wace
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,marshall-wace
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,marshall-wace
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,marshall-wace
"$20,000,000 - $50,000,000",14.29,20000000,50000000.0,marshall-wace
"$50,000,000+",85.71,50000000,,marshall-wace
"$0 - $1,000,000",0.0,0,1000000.0,mckinsey
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,mckinsey
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mckinsey
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mckinsey
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mckinsey
"$50,000,000+",0.0,50000000,,mckinsey
"$0 - $1,000,000",0.0,0,1000000.0,bitstamp
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bitstamp
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,bitstamp
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bitstamp
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bitstamp
"$50,000,000+",50.0,50000000,,bitstamp
"$0 - $1,000,000",0.0,0,1000000.0,nba
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,nba
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,nba
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,nba
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nba
"$50,000,000+",0.0,50000000,,nba
"$0 - $1,000,000",0.0,0,1000000.0,osaka-gas
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,osaka-gas
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,osaka-gas
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,osaka-gas
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,osaka-gas
"$50,000,000+",0.0,50000000,,osaka-gas
"$0 - $1,000,000",0.0,0,1000000.0,lightspeed-china-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,lightspeed-china-partners
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,lightspeed-china-partners
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,lightspeed-china-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,lightspeed-china-partners
"$50,000,000+",33.33,50000000,,lightspeed-china-partners
"$0 - $1,000,000",0.0,0,1000000.0,divergence-ventures
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,divergence-ventures
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,divergence-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,divergence-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,divergence-ventures
"$50,000,000+",0.0,50000000,,divergence-ventures
"$0 - $1,000,000",0.0,0,1000000.0,htc
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,htc
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,htc
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,htc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,htc
"$50,000,000+",0.0,50000000,,htc
"$0 - $1,000,000",0.0,0,1000000.0,bandai-namco-entertainment
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,bandai-namco-entertainment
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bandai-namco-entertainment
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,bandai-namco-entertainment
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bandai-namco-entertainment
"$50,000,000+",0.0,50000000,,bandai-namco-entertainment
"$0 - $1,000,000",0.0,0,1000000.0,kohlberg-kravis
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kohlberg-kravis
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,kohlberg-kravis
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kohlberg-kravis
"$20,000,000 - $50,000,000",11.11,20000000,50000000.0,kohlberg-kravis
"$50,000,000+",88.89,50000000,,kohlberg-kravis
"$0 - $1,000,000",0.0,0,1000000.0,revolutions-rise
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,revolutions-rise
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,revolutions-rise
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,revolutions-rise
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,revolutions-rise
"$50,000,000+",33.33,50000000,,revolutions-rise
"$0 - $1,000,000",0.0,0,1000000.0,future-art
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,future-art
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,future-art
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,future-art
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,future-art
"$50,000,000+",0.0,50000000,,future-art
"$0 - $1,000,000",0.0,0,1000000.0,infinity-force
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,infinity-force
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,infinity-force
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,infinity-force
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,infinity-force
"$50,000,000+",0.0,50000000,,infinity-force
"$0 - $1,000,000",0.0,0,1000000.0,rtp-global
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,rtp-global
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,rtp-global
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,rtp-global
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rtp-global
"$50,000,000+",0.0,50000000,,rtp-global
"$0 - $1,000,000",0.0,0,1000000.0,twitter
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,twitter
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,twitter
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,twitter
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,twitter
"$50,000,000+",0.0,50000000,,twitter
"$0 - $1,000,000",0.0,0,1000000.0,institutional-venture-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,institutional-venture-partners
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,institutional-venture-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,institutional-venture-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,institutional-venture-partners
"$50,000,000+",100.0,50000000,,institutional-venture-partners
"$0 - $1,000,000",0.0,0,1000000.0,canaccord-genuity
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,canaccord-genuity
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,canaccord-genuity
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,canaccord-genuity
"$20,000,000 - $50,000,000",66.67,20000000,50000000.0,canaccord-genuity
"$50,000,000+",0.0,50000000,,canaccord-genuity
"$0 - $1,000,000",0.0,0,1000000.0,stifel
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,stifel
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,stifel
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,stifel
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,stifel
"$50,000,000+",50.0,50000000,,stifel
"$0 - $1,000,000",0.0,0,1000000.0,binance-us
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,binance-us
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,binance-us
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,binance-us
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,binance-us
"$50,000,000+",50.0,50000000,,binance-us
"$0 - $1,000,000",0.0,0,1000000.0,morgan-stanley
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,morgan-stanley
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,morgan-stanley
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,morgan-stanley
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,morgan-stanley
"$50,000,000+",50.0,50000000,,morgan-stanley
"$0 - $1,000,000",0.0,0,1000000.0,silicon-valley-bank
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,silicon-valley-bank
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,silicon-valley-bank
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,silicon-valley-bank
"$20,000,000 - $50,000,000",83.33,20000000,50000000.0,silicon-valley-bank
"$50,000,000+",16.67,50000000,,silicon-valley-bank
"$0 - $1,000,000",0.0,0,1000000.0,fifth-era
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,fifth-era
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,fifth-era
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,fifth-era
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,fifth-era
"$50,000,000+",0.0,50000000,,fifth-era
"$0 - $1,000,000",0.0,0,1000000.0,meta
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,meta
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,meta
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,meta
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,meta
"$50,000,000+",0.0,50000000,,meta
"$0 - $1,000,000",0.0,0,1000000.0,saigon-trade-coin
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,saigon-trade-coin
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,saigon-trade-coin
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,saigon-trade-coin
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,saigon-trade-coin
"$50,000,000+",0.0,50000000,,saigon-trade-coin
"$0 - $1,000,000",0.0,0,1000000.0,sequoia-heritage
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sequoia-heritage
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,sequoia-heritage
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sequoia-heritage
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sequoia-heritage
"$50,000,000+",100.0,50000000,,sequoia-heritage
"$0 - $1,000,000",0.0,0,1000000.0,polaroid
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,polaroid
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,polaroid
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,polaroid
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,polaroid
"$50,000,000+",0.0,50000000,,polaroid
"$0 - $1,000,000",0.0,0,1000000.0,google-for-startups
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,google-for-startups
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,google-for-startups
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,google-for-startups
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,google-for-startups
"$50,000,000+",0.0,50000000,,google-for-startups
"$0 - $1,000,000",0.0,0,1000000.0,hacken
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,hacken
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hacken
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hacken
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hacken
"$50,000,000+",0.0,50000000,,hacken
"$0 - $1,000,000",0.0,0,1000000.0,seedinvest
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,seedinvest
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,seedinvest
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,seedinvest
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,seedinvest
"$50,000,000+",0.0,50000000,,seedinvest
"$0 - $1,000,000",0.0,0,1000000.0,japan-finance
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,japan-finance
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,japan-finance
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,japan-finance
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,japan-finance
"$50,000,000+",0.0,50000000,,japan-finance
"$0 - $1,000,000",0.0,0,1000000.0,amd
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,amd
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,amd
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,amd
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,amd
"$50,000,000+",0.0,50000000,,amd
"$0 - $1,000,000",50.0,0,1000000.0,invest-nebraska
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,invest-nebraska
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,invest-nebraska
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,invest-nebraska
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,invest-nebraska
"$50,000,000+",0.0,50000000,,invest-nebraska
"$0 - $1,000,000",0.0,0,1000000.0,samsung-venture-investment
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,samsung-venture-investment
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,samsung-venture-investment
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,samsung-venture-investment
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,samsung-venture-investment
"$50,000,000+",0.0,50000000,,samsung-venture-investment
"$0 - $1,000,000",0.0,0,1000000.0,idinvest-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,idinvest-partners
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,idinvest-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,idinvest-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,idinvest-partners
"$50,000,000+",0.0,50000000,,idinvest-partners
"$0 - $1,000,000",16.67,0,1000000.0,infinity-labs
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,infinity-labs
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,infinity-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,infinity-labs
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,infinity-labs
"$50,000,000+",0.0,50000000,,infinity-labs
"$0 - $1,000,000",7.14,0,1000000.0,castrum-capital
"$1,000,000 - $3,000,000",42.86,1000000,3000000.0,castrum-capital
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,castrum-capital
"$10,000,000 - $20,000,000",7.14,10000000,20000000.0,castrum-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,castrum-capital
"$50,000,000+",0.0,50000000,,castrum-capital
"$0 - $1,000,000",10.0,0,1000000.0,foresight-ventures
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,foresight-ventures
"$3,000,000 - $10,000,000",45.0,3000000,10000000.0,foresight-ventures
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,foresight-ventures
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,foresight-ventures
"$50,000,000+",0.0,50000000,,foresight-ventures
"$0 - $1,000,000",0.0,0,1000000.0,aptos
"$1,000,000 - $3,000,000",15.0,1000000,3000000.0,aptos
"$3,000,000 - $10,000,000",65.0,3000000,10000000.0,aptos
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aptos
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,aptos
"$50,000,000+",0.0,50000000,,aptos
"$0 - $1,000,000",0.0,0,1000000.0,jupiter
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,jupiter
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,jupiter
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,jupiter
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,jupiter
"$50,000,000+",0.0,50000000,,jupiter
"$0 - $1,000,000",33.33,0,1000000.0,morph
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,morph
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,morph
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,morph
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,morph
"$50,000,000+",0.0,50000000,,morph
"$0 - $1,000,000",5.0,0,1000000.0,brevan-howard-digital
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,brevan-howard-digital
"$3,000,000 - $10,000,000",30.0,3000000,10000000.0,brevan-howard-digital
"$10,000,000 - $20,000,000",40.0,10000000,20000000.0,brevan-howard-digital
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,brevan-howard-digital
"$50,000,000+",10.0,50000000,,brevan-howard-digital
"$0 - $1,000,000",30.0,0,1000000.0,tech-stars
"$1,000,000 - $3,000,000",30.0,1000000,3000000.0,tech-stars
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,tech-stars
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,tech-stars
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tech-stars
"$50,000,000+",0.0,50000000,,tech-stars
"$0 - $1,000,000",0.0,0,1000000.0,dewhales
"$1,000,000 - $3,000,000",30.0,1000000,3000000.0,dewhales
"$3,000,000 - $10,000,000",65.0,3000000,10000000.0,dewhales
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,dewhales
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dewhales
"$50,000,000+",0.0,50000000,,dewhales
"$0 - $1,000,000",0.0,0,1000000.0,maelstrom
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,maelstrom
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,maelstrom
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,maelstrom
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,maelstrom
"$50,000,000+",5.0,50000000,,maelstrom
"$0 - $1,000,000",0.0,0,1000000.0,lemniscap
"$1,000,000 - $3,000,000",35.0,1000000,3000000.0,lemniscap
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,lemniscap
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,lemniscap
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,lemniscap
"$50,000,000+",0.0,50000000,,lemniscap
"$0 - $1,000,000",5.0,0,1000000.0,daedalus
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,daedalus
"$3,000,000 - $10,000,000",55.0,3000000,10000000.0,daedalus
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,daedalus
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,daedalus
"$50,000,000+",0.0,50000000,,daedalus
"$0 - $1,000,000",10.0,0,1000000.0,near-foundation
"$1,000,000 - $3,000,000",15.0,1000000,3000000.0,near-foundation
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,near-foundation
"$10,000,000 - $20,000,000",15.0,10000000,20000000.0,near-foundation
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,near-foundation
"$50,000,000+",0.0,50000000,,near-foundation
"$0 - $1,000,000",0.0,0,1000000.0,trgc
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,trgc
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,trgc
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,trgc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,trgc
"$50,000,000+",5.0,50000000,,trgc
"$0 - $1,000,000",0.0,0,1000000.0,symbolic-capital
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,symbolic-capital
"$3,000,000 - $10,000,000",65.0,3000000,10000000.0,symbolic-capital
"$10,000,000 - $20,000,000",15.0,10000000,20000000.0,symbolic-capital
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,symbolic-capital
"$50,000,000+",5.0,50000000,,symbolic-capital
"$0 - $1,000,000",0.0,0,1000000.0,reciprocal-ventures
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,reciprocal-ventures
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,reciprocal-ventures
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,reciprocal-ventures
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,reciprocal-ventures
"$50,000,000+",0.0,50000000,,reciprocal-ventures
"$0 - $1,000,000",5.26,0,1000000.0,escape-velocity
"$1,000,000 - $3,000,000",26.32,1000000,3000000.0,escape-velocity
"$3,000,000 - $10,000,000",47.37,3000000,10000000.0,escape-velocity
"$10,000,000 - $20,000,000",10.53,10000000,20000000.0,escape-velocity
"$20,000,000 - $50,000,000",10.53,20000000,50000000.0,escape-velocity
"$50,000,000+",0.0,50000000,,escape-velocity
"$0 - $1,000,000",0.0,0,1000000.0,circle-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,circle-ventures
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,circle-ventures
"$10,000,000 - $20,000,000",40.0,10000000,20000000.0,circle-ventures
