range,percentage,min,max,fund_slug
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,sbi-investment
"$50,000,000+",20.0,50000000,,sbi-investment
"$0 - $1,000,000",0.0,0,1000000.0,m12
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,m12
"$3,000,000 - $10,000,000",14.29,3000000,10000000.0,m12
"$10,000,000 - $20,000,000",28.57,10000000,20000000.0,m12
"$20,000,000 - $50,000,000",28.57,20000000,50000000.0,m12
"$50,000,000+",28.57,50000000,,m12
"$0 - $1,000,000",0.0,0,1000000.0,fjord-foundry
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,fjord-foundry
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,fjord-foundry
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,fjord-foundry
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,fjord-foundry
"$50,000,000+",0.0,50000000,,fjord-foundry
"$0 - $1,000,000",0.0,0,1000000.0,xbtohumla
"$1,000,000 - $3,000,000",23.08,1000000,3000000.0,xbtohumla
"$3,000,000 - $10,000,000",69.23,3000000,10000000.0,xbtohumla
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,xbtohumla
"$20,000,000 - $50,000,000",7.69,20000000,50000000.0,xbtohumla
"$50,000,000+",0.0,50000000,,xbtohumla
"$0 - $1,000,000",100.0,0,1000000.0,notcoin
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,notcoin
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,notcoin
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,notcoin
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,notcoin
"$50,000,000+",0.0,50000000,,notcoin
"$0 - $1,000,000",0.0,0,1000000.0,gemini
"$1,000,000 - $3,000,000",5.0,1000000,3000000.0,gemini
"$3,000,000 - $10,000,000",55.0,3000000,10000000.0,gemini
"$10,000,000 - $20,000,000",15.0,10000000,20000000.0,gemini
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,gemini
"$50,000,000+",5.0,50000000,,gemini
"$0 - $1,000,000",0.0,0,1000000.0,bitfarms
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bitfarms
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bitfarms
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bitfarms
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bitfarms
"$50,000,000+",100.0,50000000,,bitfarms
"$0 - $1,000,000",0.0,0,1000000.0,rr2-capital
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,rr2-capital
"$3,000,000 - $10,000,000",10.0,3000000,10000000.0,rr2-capital
"$10,000,000 - $20,000,000",30.0,10000000,20000000.0,rr2-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rr2-capital
"$50,000,000+",0.0,50000000,,rr2-capital
"$0 - $1,000,000",5.26,0,1000000.0,good-games-guild
"$1,000,000 - $3,000,000",42.11,1000000,3000000.0,good-games-guild
"$3,000,000 - $10,000,000",47.37,3000000,10000000.0,good-games-guild
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,good-games-guild
"$20,000,000 - $50,000,000",5.26,20000000,50000000.0,good-games-guild
"$50,000,000+",0.0,50000000,,good-games-guild
"$0 - $1,000,000",0.0,0,1000000.0,matter-labs
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,matter-labs
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,matter-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,matter-labs
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,matter-labs
"$50,000,000+",0.0,50000000,,matter-labs
"$0 - $1,000,000",0.0,0,1000000.0,yunqi-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,yunqi-partners
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,yunqi-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,yunqi-partners
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,yunqi-partners
"$50,000,000+",0.0,50000000,,yunqi-partners
"$0 - $1,000,000",0.0,0,1000000.0,memeland
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,memeland
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,memeland
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,memeland
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,memeland
"$50,000,000+",0.0,50000000,,memeland
"$0 - $1,000,000",0.0,0,1000000.0,zksync
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,zksync
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,zksync
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,zksync
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,zksync
"$50,000,000+",0.0,50000000,,zksync
"$0 - $1,000,000",12.5,0,1000000.0,summer-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,summer-capital
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,summer-capital
"$10,000,000 - $20,000,000",12.5,10000000,20000000.0,summer-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,summer-capital
"$50,000,000+",50.0,50000000,,summer-capital
"$0 - $1,000,000",0.0,0,1000000.0,tess-ventures
"$1,000,000 - $3,000,000",35.0,1000000,3000000.0,tess-ventures
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,tess-ventures
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,tess-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tess-ventures
"$50,000,000+",5.0,50000000,,tess-ventures
"$0 - $1,000,000",11.11,0,1000000.0,incuba-alpha
"$1,000,000 - $3,000,000",27.78,1000000,3000000.0,incuba-alpha
"$3,000,000 - $10,000,000",55.56,3000000,10000000.0,incuba-alpha
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,incuba-alpha
"$20,000,000 - $50,000,000",5.56,20000000,50000000.0,incuba-alpha
"$50,000,000+",0.0,50000000,,incuba-alpha
"$0 - $1,000,000",5.0,0,1000000.0,kernel-ventures
"$1,000,000 - $3,000,000",45.0,1000000,3000000.0,kernel-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,kernel-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kernel-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kernel-ventures
"$50,000,000+",0.0,50000000,,kernel-ventures
"$0 - $1,000,000",0.0,0,1000000.0,longhashX
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,longhashX
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,longhashX
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,longhashX
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,longhashX
"$50,000,000+",0.0,50000000,,longhashX
"$0 - $1,000,000",0.0,0,1000000.0,one-block-capital
"$1,000,000 - $3,000,000",43.75,1000000,3000000.0,one-block-capital
"$3,000,000 - $10,000,000",31.25,3000000,10000000.0,one-block-capital
"$10,000,000 - $20,000,000",18.75,10000000,20000000.0,one-block-capital
"$20,000,000 - $50,000,000",6.25,20000000,50000000.0,one-block-capital
"$50,000,000+",0.0,50000000,,one-block-capital
"$0 - $1,000,000",5.0,0,1000000.0,fundamental-labs
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,fundamental-labs
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,fundamental-labs
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,fundamental-labs
"$20,000,000 - $50,000,000",15.0,20000000,50000000.0,fundamental-labs
"$50,000,000+",0.0,50000000,,fundamental-labs
"$0 - $1,000,000",5.26,0,1000000.0,stratos-technologies
"$1,000,000 - $3,000,000",26.32,1000000,3000000.0,stratos-technologies
"$3,000,000 - $10,000,000",47.37,3000000,10000000.0,stratos-technologies
"$10,000,000 - $20,000,000",5.26,10000000,20000000.0,stratos-technologies
"$20,000,000 - $50,000,000",10.53,20000000,50000000.0,stratos-technologies
"$50,000,000+",5.26,50000000,,stratos-technologies
"$0 - $1,000,000",18.18,0,1000000.0,bitrise-capital
"$1,000,000 - $3,000,000",27.27,1000000,3000000.0,bitrise-capital
"$3,000,000 - $10,000,000",45.45,3000000,10000000.0,bitrise-capital
"$10,000,000 - $20,000,000",9.09,10000000,20000000.0,bitrise-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bitrise-capital
"$50,000,000+",0.0,50000000,,bitrise-capital
"$0 - $1,000,000",14.29,0,1000000.0,tkx-capital
"$1,000,000 - $3,000,000",42.86,1000000,3000000.0,tkx-capital
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,tkx-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tkx-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tkx-capital
"$50,000,000+",0.0,50000000,,tkx-capital
"$0 - $1,000,000",0.0,0,1000000.0,riot-blockchain
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,riot-blockchain
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,riot-blockchain
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,riot-blockchain
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,riot-blockchain
"$50,000,000+",100.0,50000000,,riot-blockchain
"$0 - $1,000,000",11.11,0,1000000.0,jets-capital
"$1,000,000 - $3,000,000",22.22,1000000,3000000.0,jets-capital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,jets-capital
"$10,000,000 - $20,000,000",22.22,10000000,20000000.0,jets-capital
"$20,000,000 - $50,000,000",11.11,20000000,50000000.0,jets-capital
"$50,000,000+",0.0,50000000,,jets-capital
"$0 - $1,000,000",7.14,0,1000000.0,br-capital
"$1,000,000 - $3,000,000",28.57,1000000,3000000.0,br-capital
"$3,000,000 - $10,000,000",57.14,3000000,10000000.0,br-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,br-capital
"$20,000,000 - $50,000,000",7.14,20000000,50000000.0,br-capital
"$50,000,000+",0.0,50000000,,br-capital
"$0 - $1,000,000",18.18,0,1000000.0,iotex
"$1,000,000 - $3,000,000",36.36,1000000,3000000.0,iotex
"$3,000,000 - $10,000,000",45.45,3000000,10000000.0,iotex
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,iotex
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,iotex
"$50,000,000+",0.0,50000000,,iotex
"$0 - $1,000,000",0.0,0,1000000.0,makers-fund
"$1,000,000 - $3,000,000",5.0,1000000,3000000.0,makers-fund
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,makers-fund
"$10,000,000 - $20,000,000",15.0,10000000,20000000.0,makers-fund
"$20,000,000 - $50,000,000",35.0,20000000,50000000.0,makers-fund
"$50,000,000+",5.0,50000000,,makers-fund
"$0 - $1,000,000",28.57,0,1000000.0,fairum-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,fairum-ventures
"$3,000,000 - $10,000,000",71.43,3000000,10000000.0,fairum-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,fairum-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,fairum-ventures
"$50,000,000+",0.0,50000000,,fairum-ventures
"$0 - $1,000,000",5.0,0,1000000.0,kleiner-perkins
"$1,000,000 - $3,000,000",10.0,1000000,3000000.0,kleiner-perkins
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,kleiner-perkins
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,kleiner-perkins
"$20,000,000 - $50,000,000",30.0,20000000,50000000.0,kleiner-perkins
"$50,000,000+",10.0,50000000,,kleiner-perkins
"$0 - $1,000,000",0.0,0,1000000.0,tencent
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tencent
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,tencent
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,tencent
"$20,000,000 - $50,000,000",15.0,20000000,50000000.0,tencent
"$50,000,000+",50.0,50000000,,tencent
"$0 - $1,000,000",0.0,0,1000000.0,concave
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,concave
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,concave
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,concave
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,concave
"$50,000,000+",0.0,50000000,,concave
"$0 - $1,000,000",5.0,0,1000000.0,axia8-ventures
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,axia8-ventures
"$3,000,000 - $10,000,000",45.0,3000000,10000000.0,axia8-ventures
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,axia8-ventures
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,axia8-ventures
"$50,000,000+",0.0,50000000,,axia8-ventures
"$0 - $1,000,000",0.0,0,1000000.0,matrixport
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,matrixport
"$3,000,000 - $10,000,000",55.0,3000000,10000000.0,matrixport
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,matrixport
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,matrixport
"$50,000,000+",10.0,50000000,,matrixport
"$0 - $1,000,000",0.0,0,1000000.0,draper-goren-blockchain
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,draper-goren-blockchain
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,draper-goren-blockchain
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,draper-goren-blockchain
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,draper-goren-blockchain
"$50,000,000+",0.0,50000000,,draper-goren-blockchain
"$0 - $1,000,000",5.0,0,1000000.0,rarestone-capital
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,rarestone-capital
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,rarestone-capital
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,rarestone-capital
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,rarestone-capital
"$50,000,000+",0.0,50000000,,rarestone-capital
"$0 - $1,000,000",0.0,0,1000000.0,valor-capital-group
"$1,000,000 - $3,000,000",5.0,1000000,3000000.0,valor-capital-group
"$3,000,000 - $10,000,000",35.0,3000000,10000000.0,valor-capital-group
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,valor-capital-group
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,valor-capital-group
"$50,000,000+",30.0,50000000,,valor-capital-group
"$0 - $1,000,000",0.0,0,1000000.0,squareenix
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,squareenix
"$3,000,000 - $10,000,000",16.67,3000000,10000000.0,squareenix
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,squareenix
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,squareenix
"$50,000,000+",0.0,50000000,,squareenix
"$0 - $1,000,000",0.0,0,1000000.0,chainlink
"$1,000,000 - $3,000,000",45.45,1000000,3000000.0,chainlink
"$3,000,000 - $10,000,000",36.36,3000000,10000000.0,chainlink
"$10,000,000 - $20,000,000",9.09,10000000,20000000.0,chainlink
"$20,000,000 - $50,000,000",9.09,20000000,50000000.0,chainlink
"$50,000,000+",0.0,50000000,,chainlink
"$0 - $1,000,000",0.0,0,1000000.0,op-crypto
"$1,000,000 - $3,000,000",35.0,1000000,3000000.0,op-crypto
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,op-crypto
"$10,000,000 - $20,000,000",15.0,10000000,20000000.0,op-crypto
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,op-crypto
"$50,000,000+",0.0,50000000,,op-crypto
"$0 - $1,000,000",0.0,0,1000000.0,defi-technologies
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,defi-technologies
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,defi-technologies
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,defi-technologies
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,defi-technologies
"$50,000,000+",0.0,50000000,,defi-technologies
"$0 - $1,000,000",10.0,0,1000000.0,exnetwork-capital
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,exnetwork-capital
"$3,000,000 - $10,000,000",65.0,3000000,10000000.0,exnetwork-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,exnetwork-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,exnetwork-capital
"$50,000,000+",0.0,50000000,,exnetwork-capital
"$0 - $1,000,000",0.0,0,1000000.0,sky9-capital
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,sky9-capital
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,sky9-capital
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,sky9-capital
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,sky9-capital
"$50,000,000+",5.0,50000000,,sky9-capital
"$0 - $1,000,000",0.0,0,1000000.0,the-boston-consulting-group
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,the-boston-consulting-group
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,the-boston-consulting-group
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,the-boston-consulting-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,the-boston-consulting-group
"$50,000,000+",66.67,50000000,,the-boston-consulting-group
"$0 - $1,000,000",0.0,0,1000000.0,foresightx
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,foresightx
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,foresightx
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,foresightx
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,foresightx
"$50,000,000+",0.0,50000000,,foresightx
"$0 - $1,000,000",0.0,0,1000000.0,cleanspark
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cleanspark
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,cleanspark
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cleanspark
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cleanspark
"$50,000,000+",0.0,50000000,,cleanspark
"$0 - $1,000,000",0.0,0,1000000.0,ticker-capital
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,ticker-capital
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,ticker-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ticker-capital
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,ticker-capital
"$50,000,000+",0.0,50000000,,ticker-capital
"$0 - $1,000,000",12.5,0,1000000.0,hashed-emergent
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,hashed-emergent
"$3,000,000 - $10,000,000",37.5,3000000,10000000.0,hashed-emergent
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hashed-emergent
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hashed-emergent
"$50,000,000+",0.0,50000000,,hashed-emergent
"$0 - $1,000,000",0.0,0,1000000.0,eigenlayer
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,eigenlayer
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,eigenlayer
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,eigenlayer
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,eigenlayer
"$50,000,000+",0.0,50000000,,eigenlayer
"$0 - $1,000,000",0.0,0,1000000.0,linea
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,linea
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,linea
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,linea
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,linea
"$50,000,000+",0.0,50000000,,linea
"$0 - $1,000,000",0.0,0,1000000.0,polkastarter
"$1,000,000 - $3,000,000",18.18,1000000,3000000.0,polkastarter
"$3,000,000 - $10,000,000",63.64,3000000,10000000.0,polkastarter
"$10,000,000 - $20,000,000",9.09,10000000,20000000.0,polkastarter
"$20,000,000 - $50,000,000",9.09,20000000,50000000.0,polkastarter
"$50,000,000+",0.0,50000000,,polkastarter
"$0 - $1,000,000",5.0,0,1000000.0,kr1
"$1,000,000 - $3,000,000",45.0,1000000,3000000.0,kr1
"$3,000,000 - $10,000,000",30.0,3000000,10000000.0,kr1
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,kr1
"$20,000,000 - $50,000,000",15.0,20000000,50000000.0,kr1
"$50,000,000+",0.0,50000000,,kr1
"$0 - $1,000,000",10.0,0,1000000.0,arweave
"$1,000,000 - $3,000,000",35.0,1000000,3000000.0,arweave
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,arweave
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,arweave
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,arweave
"$50,000,000+",0.0,50000000,,arweave
"$0 - $1,000,000",0.0,0,1000000.0,kb-investment
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kb-investment
"$3,000,000 - $10,000,000",28.57,3000000,10000000.0,kb-investment
"$10,000,000 - $20,000,000",28.57,10000000,20000000.0,kb-investment
"$20,000,000 - $50,000,000",28.57,20000000,50000000.0,kb-investment
"$50,000,000+",14.29,50000000,,kb-investment
"$0 - $1,000,000",0.0,0,1000000.0,node-kapital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,node-kapital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,node-kapital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,node-kapital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,node-kapital
"$50,000,000+",0.0,50000000,,node-kapital
"$0 - $1,000,000",6.67,0,1000000.0,imtoken-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,imtoken-ventures
"$3,000,000 - $10,000,000",13.33,3000000,10000000.0,imtoken-ventures
"$10,000,000 - $20,000,000",13.33,10000000,20000000.0,imtoken-ventures
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,imtoken-ventures
"$50,000,000+",13.33,50000000,,imtoken-ventures
"$0 - $1,000,000",0.0,0,1000000.0,backedvc
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,backedvc
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,backedvc
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,backedvc
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,backedvc
"$50,000,000+",20.0,50000000,,backedvc
"$0 - $1,000,000",50.0,0,1000000.0,4ward
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,4ward
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,4ward
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,4ward
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,4ward
"$50,000,000+",0.0,50000000,,4ward
"$0 - $1,000,000",0.0,0,1000000.0,braza-bank
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,braza-bank
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,braza-bank
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,braza-bank
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,braza-bank
"$50,000,000+",0.0,50000000,,braza-bank
"$0 - $1,000,000",5.0,0,1000000.0,bixin-ventures
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,bixin-ventures
"$3,000,000 - $10,000,000",45.0,3000000,10000000.0,bixin-ventures
"$10,000,000 - $20,000,000",5.0,10000000,20000000.0,bixin-ventures
"$20,000,000 - $50,000,000",15.0,20000000,50000000.0,bixin-ventures
"$50,000,000+",10.0,50000000,,bixin-ventures
"$0 - $1,000,000",0.0,0,1000000.0,layerzero-network
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,layerzero-network
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,layerzero-network
"$10,000,000 - $20,000,000",66.67,10000000,20000000.0,layerzero-network
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,layerzero-network
"$50,000,000+",0.0,50000000,,layerzero-network
"$0 - $1,000,000",0.0,0,1000000.0,awesome-people-ventures
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,awesome-people-ventures
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,awesome-people-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,awesome-people-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,awesome-people-ventures
"$50,000,000+",0.0,50000000,,awesome-people-ventures
"$0 - $1,000,000",0.0,0,1000000.0,frax
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,frax
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,frax
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,frax
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,frax
"$50,000,000+",0.0,50000000,,frax
"$0 - $1,000,000",0.0,0,1000000.0,finlink
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,finlink
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,finlink
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,finlink
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,finlink
"$50,000,000+",0.0,50000000,,finlink
"$0 - $1,000,000",0.0,0,1000000.0,bit-digital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bit-digital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bit-digital
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,bit-digital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bit-digital
"$50,000,000+",0.0,50000000,,bit-digital
"$0 - $1,000,000",0.0,0,1000000.0,aave
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,aave
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,aave
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,aave
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aave
"$50,000,000+",0.0,50000000,,aave
"$0 - $1,000,000",0.0,0,1000000.0,ryan-selkis
"$1,000,000 - $3,000,000",15.0,1000000,3000000.0,ryan-selkis
"$3,000,000 - $10,000,000",55.0,3000000,10000000.0,ryan-selkis
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,ryan-selkis
"$20,000,000 - $50,000,000",10.0,20000000,50000000.0,ryan-selkis
"$50,000,000+",0.0,50000000,,ryan-selkis
"$0 - $1,000,000",10.0,0,1000000.0,consensys-mesh
"$1,000,000 - $3,000,000",15.0,1000000,3000000.0,consensys-mesh
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,consensys-mesh
"$10,000,000 - $20,000,000",30.0,10000000,20000000.0,consensys-mesh
"$20,000,000 - $50,000,000",5.0,20000000,50000000.0,consensys-mesh
"$50,000,000+",0.0,50000000,,consensys-mesh
"$0 - $1,000,000",0.0,0,1000000.0,lukka
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,lukka
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,lukka
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,lukka
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,lukka
"$50,000,000+",0.0,50000000,,lukka
"$0 - $1,000,000",0.0,0,1000000.0,black-edge-capital
"$1,000,000 - $3,000,000",75.0,1000000,3000000.0,black-edge-capital
"$3,000,000 - $10,000,000",15.0,3000000,10000000.0,black-edge-capital
"$10,000,000 - $20,000,000",10.0,10000000,20000000.0,black-edge-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,black-edge-capital
"$50,000,000+",0.0,50000000,,black-edge-capital
"$0 - $1,000,000",0.0,0,1000000.0,fuel-network
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,fuel-network
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,fuel-network
