fundingRoundsTotal,roundsGrowth,totalInvestments,volumeGrowth,investmentFocus_id,investmentFocus_name,investmentFocus_description,averageRoundSize,investmentStage
140,-15.15,4183105500,19.79,224,Artificial Intelligence (AI),Projects using AI-technology at the core of their product,"$3,000,000 - $10,000,000",SEED
