coinKey,coinName,follower_id,follower_name,follower_username,follower_image,follower_twitterScore,follower_followersCount,relatedEntity_fund,relatedEntity_coin
fanzee,Fanzee,649,MEXC,MEXC_Official,https://pbs.twimg.com/profile_images/1919664587772944384/yLx45XhG_normal.jpg,6314.0,1928461,,mxtoken
fanzee,Fanzee,1901,TON 💎,ton_blockchain,https://pbs.twimg.com/profile_images/1833486393823096832/N39rUf-e_normal.png,7126.0,2494764,,ton-domains
fanzee,Fanzee,12935,DWF Labs,DWFLabs,https://pbs.twimg.com/profile_images/1578704446577840129/AYRr3eB7_normal.jpg,6258.0,125597,,
fanzee,Fanzee,18914,poopie,poopie,https://pbs.twimg.com/profile_images/1920538417370116096/HNsmrcGJ_normal.jpg,6169.0,89238,,
fanzee,Fanzee,98798,Gate.io,Gate_io,https://pbs.twimg.com/profile_images/1921835716830720000/C33E7-tT_normal.jpg,5983.0,2340793,,
socket,Socket,547,cryptomaestro.hl,CryptoMaestro,https://pbs.twimg.com/profile_images/1755505059184689152/6f9NZMXm_normal.jpg,7968.0,48462,cryptomaestro,
socket,Socket,618,Jane Lippencott,janehk,https://pbs.twimg.com/profile_images/1887551662052753408/McooH4lF_normal.jpg,8775.0,27340,,
socket,Socket,773,Marc Weinstein,WarcMeinstein,https://pbs.twimg.com/profile_images/1816166866840109056/CzxyDwMA_normal.jpg,8083.0,16731,,
socket,Socket,6117,Scott Sunarto,smsunarto,https://pbs.twimg.com/profile_images/1917761738776453120/7patsWPs_normal.jpg,8350.0,24197,scott-sunarto,
socket,Socket,83800,Grug 🪨,grugcapital,https://pbs.twimg.com/profile_images/1882067711091720193/1rg5HEKi_normal.jpg,9874.0,23965,,
coinfeeds,Coinfeeds,596,loomdart - Holy War Arc,loomdart,https://pbs.twimg.com/profile_images/1890221706104508416/f_NKIFhr_normal.jpg,20440.0,321534,,
coinfeeds,Coinfeeds,599,DEGEN NEWS,DegenerateNews,https://pbs.twimg.com/profile_images/1551586710873550848/8_M8f6ds_normal.jpg,12335.0,384992,,
coinfeeds,Coinfeeds,680,Ivan on Tech 🍳Cooking @ Moralis,IvanOnTech,https://pbs.twimg.com/profile_images/1654548524472696834/GR4VOP4Y_normal.png,7752.0,489864,ivan-on-tech,
coinfeeds,Coinfeeds,697,Laura Shin,laurashin,https://pbs.twimg.com/profile_images/1539462748173746176/hxR80FYT_normal.png,16824.0,267468,,
coinfeeds,Coinfeeds,10059,threadguy,notthreadguy,https://pbs.twimg.com/profile_images/1920651894982066176/ssOaEU8k_normal.jpg,17331.0,317518,threadguy,
aqua,AQUA,138,fwiz.eth,Fwiz,https://pbs.twimg.com/profile_images/1893805128010047488/_41ZOD7e_normal.jpg,11720.0,412518,ryan-wyatt,
aqua,AQUA,534,Polygon,0xPolygon,https://pbs.twimg.com/profile_images/1881552782148206592/uL2NdckM_normal.jpg,15774.0,2064888,polygon-labs,
aqua,AQUA,701,Zeneca.xyz 🔮,Zeneca,https://pbs.twimg.com/profile_images/1869696037709041664/KV7BpbYk_normal.jpg,14947.0,394945,,
aqua,AQUA,702,medved,mattmedved,https://pbs.twimg.com/profile_images/1773552885713846272/ouyHPCta_normal.jpg,9399.0,157885,,
aqua,AQUA,1998,OhhShiny,ohhshiny,https://twitterscore.s3.amazonaws.com/media/profiles/1318987223232999424.jpg,481.0,140067,,
trustlessmedia,Trustless Media,990,Crypto Stream,CryptoStreamHub,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,3204.0,73242,,
trustlessmedia,Trustless Media,1911,Ouroboros Capital,OuroborosCap8,https://pbs.twimg.com/profile_images/1718092743032131584/O4ravm5L_normal.jpg,7220.0,28852,ouroboros-capital,
trustlessmedia,Trustless Media,14953,Pappageorge,NpappaG,https://pbs.twimg.com/profile_images/1472996126940966917/pAr9niz4_normal.jpg,2835.0,5423,,
trustlessmedia,Trustless Media,24344,blocmates.,blocmatesdotcom,https://pbs.twimg.com/profile_images/1841422073203208192/VHovXDGD_normal.jpg,8774.0,81739,,
trustlessmedia,Trustless Media,40980,zac.eth 🧙🏻‍♂️♦️,zacxbt,https://pbs.twimg.com/profile_images/1760942755545800704/wFBpdSgp_normal.jpg,6574.0,37842,,
naorisprotocol,Naoris Protocol,330,CryptoCondom,crypto_condom,https://pbs.twimg.com/profile_images/1778597310559035392/ZWgoO4e3_normal.jpg,8006.0,115583,cryptocondom,
naorisprotocol,Naoris Protocol,594,"smolting (wassie, verse)",inversebrah,https://pbs.twimg.com/profile_images/1812298915661623296/P0Yj0Xgq_normal.jpg,21840.0,357962,,
naorisprotocol,Naoris Protocol,960,CrediBULL Crypto,CredibleCrypto,https://pbs.twimg.com/profile_images/1663200685905661952/44N9jK32_normal.jpg,5960.0,466765,,
naorisprotocol,Naoris Protocol,1089,CryptoAmsterdam,damskotrades,https://pbs.twimg.com/profile_images/1764380143374458880/GvGfnRL__normal.jpg,4836.0,130811,,
naorisprotocol,Naoris Protocol,2342,"Grills (¤,¤) 🦇🔊🐻⛓️",CryptoGrills,https://pbs.twimg.com/profile_images/1452980956084715530/JtwfLH0B_normal.jpg,3661.0,35610,,
solvo-finance,Solvo Finance,1971,Paris Blockchain Week,ParisBlockWeek,https://twitterscore.s3.amazonaws.com/media/profiles/1056130963552505858.png,105.0,27944,,
solvo-finance,Solvo Finance,2238,Index Ventures,IndexVentures,https://pbs.twimg.com/profile_images/1256258830469681153/dU1X9XH1_normal.jpg,1593.0,108914,index-ventures,
solvo-finance,Solvo Finance,5921,Etienne,etiennexyz,https://twitterscore.s3.amazonaws.com/media/profiles/433193181.jpg,156.0,4908,,
solvo-finance,Solvo Finance,9331,IntoTheBlock,intotheblock,https://pbs.twimg.com/profile_images/1919739077454172160/N2v2DpE3_normal.jpg,0.0,62,,
aikon,AIKON,522,Jihoz.ron 🍚,Jihoz_Axie,https://pbs.twimg.com/profile_images/1884000813388894208/3UKZt6CV_normal.jpg,11769.0,524688,jeff-zirlin,
aikon,AIKON,547,cryptomaestro.hl,CryptoMaestro,https://pbs.twimg.com/profile_images/1755505059184689152/6f9NZMXm_normal.jpg,7968.0,48462,cryptomaestro,
aikon,AIKON,680,Ivan on Tech 🍳Cooking @ Moralis,IvanOnTech,https://pbs.twimg.com/profile_images/1654548524472696834/GR4VOP4Y_normal.png,7752.0,489864,ivan-on-tech,
aikon,AIKON,773,Marc Weinstein,WarcMeinstein,https://pbs.twimg.com/profile_images/1816166866840109056/CzxyDwMA_normal.jpg,8083.0,16731,,
aikon,AIKON,3381,Ripple,Ripple,https://pbs.twimg.com/profile_images/1890459435207913472/MyH2IKhR_normal.jpg,5643.0,3132015,,ripple-usd
damm-finance,dAMM Finance,488,DeFi Dad ⟠ defidad.eth,DeFi_Dad,https://pbs.twimg.com/profile_images/1613764698775633921/72tL5YzB_normal.jpg,14737.0,168002,defi-dad,
damm-finance,dAMM Finance,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
damm-finance,dAMM Finance,887,nani🤍,naniXBT,https://pbs.twimg.com/profile_images/1909078344009723904/jmA4AyB__normal.jpg,12403.0,63526,nanixbt,
damm-finance,dAMM Finance,4235,Murad 💹🧲,MustStopMurad,https://pbs.twimg.com/profile_images/1687753484018307072/7-qv-T9c_normal.jpg,19483.0,712024,,
damm-finance,dAMM Finance,14292,Smokey The Bera 🐻⛓,SmokeyTheBera,https://pbs.twimg.com/profile_images/1838579532539760640/gtUopAGU_normal.jpg,12852.0,126909,smokey,
kimafinance,Kima Network,513,KuCoin,kucoincom,https://pbs.twimg.com/profile_images/1873983306859241479/-jmj71fb_normal.jpg,9238.0,3568970,,kucoin-shares
kimafinance,Kima Network,524,fomosaurus 🦖,fomosaurus,https://pbs.twimg.com/profile_images/1480242622916669449/JL9iL_cJ_normal.jpg,8826.0,58291,fomosaurus,
kimafinance,Kima Network,547,cryptomaestro.hl,CryptoMaestro,https://pbs.twimg.com/profile_images/1755505059184689152/6f9NZMXm_normal.jpg,7968.0,48462,cryptomaestro,
kimafinance,Kima Network,680,Ivan on Tech 🍳Cooking @ Moralis,IvanOnTech,https://pbs.twimg.com/profile_images/1654548524472696834/GR4VOP4Y_normal.png,7752.0,489864,ivan-on-tech,
kimafinance,Kima Network,703,PancakeSwap,PancakeSwap,https://pbs.twimg.com/profile_images/1916803074364248064/KA8Jic9w_normal.jpg,7512.0,2121438,,
capsid,Capsid,471,"hamzah (hyper, calm)",_khanhamzah,https://pbs.twimg.com/profile_images/1880761817254801409/w0M2OqUN_normal.jpg,7372.0,16192,hamzah-khan,
capsid,Capsid,743,Minion,0xminion,https://pbs.twimg.com/profile_images/1745175242543382528/YQwa4A1l_normal.jpg,8051.0,27557,,
capsid,Capsid,7616,Ping,DegenPing,https://pbs.twimg.com/profile_images/1894585633135292417/Pf6mj3gU_normal.jpg,8010.0,23666,,
capsid,Capsid,58878,Wassie 🧢 (Lena),wassiecapital,https://pbs.twimg.com/profile_images/1889949806078152704/7DmAmEPV_normal.jpg,5234.0,11598,,
capsid,Capsid,81999,SillyPunts,SillyPunts,https://pbs.twimg.com/profile_images/1785721588392079361/200lE4t9_normal.jpg,2992.0,7423,,
mightyactionheroes,Mighty Action Heroes,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
mightyactionheroes,Mighty Action Heroes,568,Vance Spencer,pythianism,https://pbs.twimg.com/profile_images/1879594071167275008/jZW5hWMS_normal.jpg,16522.0,117230,,
mightyactionheroes,Mighty Action Heroes,635,Size Chad,SizeChad,https://pbs.twimg.com/profile_images/1596888700285239296/fmrcu9JT_normal.jpg,12406.0,92785,size-chad,
mightyactionheroes,Mighty Action Heroes,1016,Small Cap Scientist 👨‍🔬🧪🥼,SmallCapScience,https://pbs.twimg.com/profile_images/1556492962951045120/I1b7rAnk_normal.jpg,10805.0,108170,small-cap-scientist,
mightyactionheroes,Mighty Action Heroes,1290,Santiago R Santos,santiagoroel,https://pbs.twimg.com/profile_images/1492672526656446467/uH5PD24j_normal.jpg,16776.0,126632,santiago-santos,
debox,DeBox,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
debox,DeBox,3554,joseph.eth,josephdelong,https://pbs.twimg.com/profile_images/1913006645774311424/M491JXvq_normal.jpg,11383.0,78901,joseph-delong,
debox,DeBox,6004,Levi 💎⚡️,0xCaptainLevi,https://pbs.twimg.com/profile_images/1670456392971591681/NKZOtGRm_normal.jpg,4787.0,28579,,
debox,DeBox,11480,maverick,maverick23NFT,https://pbs.twimg.com/profile_images/1899590769813422080/pi8wMHo-_normal.png,3771.0,33119,,
debox,DeBox,47986,Christian (Building @0xinfini),Christianeth,https://pbs.twimg.com/profile_images/1894561803939844098/ujnP_69d_normal.jpg,6596.0,53483,,
une-meta,UneMeta,568,Vance Spencer,pythianism,https://pbs.twimg.com/profile_images/1879594071167275008/jZW5hWMS_normal.jpg,16522.0,117230,,
une-meta,UneMeta,887,nani🤍,naniXBT,https://pbs.twimg.com/profile_images/1909078344009723904/jmA4AyB__normal.jpg,12403.0,63526,nanixbt,
une-meta,UneMeta,1182,ryze🫡,0xRyze,https://pbs.twimg.com/profile_images/1876498814380679168/53maxu21_normal.jpg,6348.0,60370,,
une-meta,UneMeta,3259,Leap,leap_xyz,https://pbs.twimg.com/profile_images/1785017878795915264/N-uCtPDD_normal.jpg,7207.0,85203,,
une-meta,UneMeta,14292,Smokey The Bera 🐻⛓,SmokeyTheBera,https://pbs.twimg.com/profile_images/1838579532539760640/gtUopAGU_normal.jpg,12852.0,126909,smokey,
aftermath-island,Aftermath Island,511,Axie Infinity,AxieInfinity,https://pbs.twimg.com/profile_images/1897503081476055040/oU0Cxrks_normal.jpg,8477.0,923038,,small-love-potion
aftermath-island,Aftermath Island,522,Jihoz.ron 🍚,Jihoz_Axie,https://pbs.twimg.com/profile_images/1884000813388894208/3UKZt6CV_normal.jpg,11769.0,524688,jeff-zirlin,
aftermath-island,Aftermath Island,547,cryptomaestro.hl,CryptoMaestro,https://pbs.twimg.com/profile_images/1755505059184689152/6f9NZMXm_normal.jpg,7968.0,48462,cryptomaestro,
aftermath-island,Aftermath Island,2545,Dylan K,MightyDylanK,https://pbs.twimg.com/profile_images/1904592020007489536/AG870Qta_normal.jpg,2820.0,36757,,
aftermath-island,Aftermath Island,52454,Srini,srinigoes,https://pbs.twimg.com/profile_images/1889046813086212096/B7Ln08Kd_normal.jpg,2352.0,20162,,
orbit-markets,OrBit Markets,743,Minion,0xminion,https://pbs.twimg.com/profile_images/1745175242543382528/YQwa4A1l_normal.jpg,8051.0,27557,,
orbit-markets,OrBit Markets,2115,Hsaka,HsakaTrades,https://pbs.twimg.com/profile_images/1690929913270792192/6n-PzBnB_normal.jpg,22356.0,597819,,
orbit-markets,OrBit Markets,9355,Seraphim,MacroMate8,https://pbs.twimg.com/profile_images/1860238199018389504/Vae1BoUu_normal.jpg,9376.0,56352,seraphim,
orbit-markets,OrBit Markets,32781,alon,a1lon9,https://pbs.twimg.com/profile_images/1875434258426187776/XUJTdd67_normal.jpg,13995.0,170891,,alon
orbit-markets,OrBit Markets,35229,huss 🌊 🟦,Husslin_,https://pbs.twimg.com/profile_images/1521210392466313218/H916OUdg_normal.jpg,10141.0,76412,,
toplprotocol,Topl,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
toplprotocol,Topl,698,Vinny Lingham,VinnyLingham,https://pbs.twimg.com/profile_images/1891269273018056705/7_d4jhKA_normal.jpg,8457.0,230109,,
toplprotocol,Topl,921,Kevin Kelly,Kevin_Kelly_II,https://pbs.twimg.com/profile_images/1525134878123212800/ewliP0Ga_normal.jpg,4803.0,18119,,
toplprotocol,Topl,22596,Helium🎈,helium,https://pbs.twimg.com/profile_images/1920868640997441537/M0nCsR17_normal.jpg,4972.0,223660,,helium-hnt
toplprotocol,Topl,98743,Green Pill 🟢🥶🌽🌾,takegreenpill,https://pbs.twimg.com/profile_images/1573110496420560899/Irb5F4g-_normal.jpg,1392.0,69771,,
toplprotocol,Topl,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
toplprotocol,Topl,698,Vinny Lingham,VinnyLingham,https://pbs.twimg.com/profile_images/1891269273018056705/7_d4jhKA_normal.jpg,8457.0,230109,,
toplprotocol,Topl,921,Kevin Kelly,Kevin_Kelly_II,https://pbs.twimg.com/profile_images/1525134878123212800/ewliP0Ga_normal.jpg,4803.0,18119,,
toplprotocol,Topl,22596,Helium🎈,helium,https://pbs.twimg.com/profile_images/1920868640997441537/M0nCsR17_normal.jpg,4972.0,223660,,helium-hnt
toplprotocol,Topl,98743,Green Pill 🟢🥶🌽🌾,takegreenpill,https://pbs.twimg.com/profile_images/1573110496420560899/Irb5F4g-_normal.jpg,1392.0,69771,,
sweat-economy,Sweat Economy,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
sweat-economy,Sweat Economy,522,Jihoz.ron 🍚,Jihoz_Axie,https://pbs.twimg.com/profile_images/1884000813388894208/3UKZt6CV_normal.jpg,11769.0,524688,jeff-zirlin,
sweat-economy,Sweat Economy,879,SpiderCrypto 🧑‍🍳🧲,SpiderCrypto0x,https://pbs.twimg.com/profile_images/1881407589935628288/4L1lU0KQ_normal.jpg,11946.0,110770,,
sweat-economy,Sweat Economy,887,nani🤍,naniXBT,https://pbs.twimg.com/profile_images/1909078344009723904/jmA4AyB__normal.jpg,12403.0,63526,nanixbt,
sweat-economy,Sweat Economy,66171,Lookonchain,lookonchain,https://pbs.twimg.com/profile_images/1551771778472497152/ocyqhsbm_normal.jpg,12503.0,589684,,
space-and-time,Space and Time,568,Vance Spencer,pythianism,https://pbs.twimg.com/profile_images/1879594071167275008/jZW5hWMS_normal.jpg,16522.0,117230,,
space-and-time,Space and Time,592,gmoney.9dcc.e τh,gmoneyNFT,https://pbs.twimg.com/profile_images/1626216945698881541/kF6xM_Cb_normal.jpg,16138.0,315914,gmoney,
space-and-time,Space and Time,697,Laura Shin,laurashin,https://pbs.twimg.com/profile_images/1539462748173746176/hxR80FYT_normal.png,16824.0,267468,,
space-and-time,Space and Time,889,Luca Netz 🐧✳️,LucaNetz,https://pbs.twimg.com/profile_images/1849498278255071232/drdvg74U_normal.jpg,17025.0,213669,luca-netz,
space-and-time,Space and Time,47702,soby is on xai 🎮⛓️,soby0x,https://pbs.twimg.com/profile_images/1838945059800330240/kQ1hb7VU_normal.jpg,13407.0,83486,,
dscvrone,DSCVR,506,toly 🇺🇸,aeyakovenko,https://pbs.twimg.com/profile_images/1906899997880430592/E3nf0cY-_normal.jpg,22622.0,575790,anatoly-yakovenko,
dscvrone,DSCVR,510,Matthew Graham,mattyryze,https://pbs.twimg.com/profile_images/1919737359005863936/aiiZ1nKP_normal.jpg,12593.0,82008,,
dscvrone,DSCVR,595,Ansem 🐂🀄️,blknoiz06,https://pbs.twimg.com/profile_images/1909437863592132608/R14kQm8j_normal.jpg,22604.0,724539,ansem,
dscvrone,DSCVR,831,raj 🖤,rajgokal,https://pbs.twimg.com/profile_images/1890118156099764224/PTNoKGBz_normal.jpg,16139.0,319548,raj-gokal,
dscvrone,DSCVR,2020,Frank,frankdegods,https://pbs.twimg.com/profile_images/1875856094003712000/uPMXWOrl_normal.jpg,14981.0,419109,frank-degods,
minteo,Minteo,98816,"Vikcyter 2 (🪬,🪬)🧙🏻‍♂️| huwa",Vikcyter_2,https://pbs.twimg.com/profile_images/1650737869433221121/_yFbgu7A_normal.jpg,207.0,2396,,
aptos,Aptos,504,Chris Burniske,cburniske,https://pbs.twimg.com/profile_images/1494841994572562433/I-j4N9Z7_normal.jpg,19583.0,325238,,
aptos,Aptos,506,toly 🇺🇸,aeyakovenko,https://pbs.twimg.com/profile_images/1906899997880430592/E3nf0cY-_normal.jpg,22622.0,575790,anatoly-yakovenko,
aptos,Aptos,526,Andrew Kang,Rewkang,https://pbs.twimg.com/profile_images/1786874758421983232/L06COzZ-_normal.jpg,22873.0,379942,andrew-kang,
aptos,Aptos,596,loomdart - Holy War Arc,loomdart,https://pbs.twimg.com/profile_images/1890221706104508416/f_NKIFhr_normal.jpg,20440.0,321534,,
aptos,Aptos,2370,db,tier10k,https://pbs.twimg.com/profile_images/1416723334683893767/HvpCjb43_normal.jpg,20048.0,461325,,
coinzix,Coinzix,553,SWFT Blockchain,SwftCoin,https://pbs.twimg.com/profile_images/1770414170028355584/8QScLHuK_normal.jpg,780.0,85268,,
coinzix,Coinzix,816,Onur 🍌🦍,0xc06,https://pbs.twimg.com/profile_images/1897027626398609408/ieKwmiGc_normal.jpg,1812.0,115437,,
coinzix,Coinzix,1045,Poolz Finance | We’re Hiring!,Poolz__,https://pbs.twimg.com/profile_images/1830984486609195009/9QYYiA6g_normal.png,1402.0,318338,,poolz
coinzix,Coinzix,63199,magnolia,0xmagnolia,https://pbs.twimg.com/profile_images/1876258001830711296/jC9nm_K5_normal.png,994.0,58128,,
coinzix,Coinzix,98772,HenryVu,Henry_VuQuangDu,https://pbs.twimg.com/profile_images/1595793334597222400/_QcVz4QN_normal.jpg,1298.0,23133,,
glass,Glass,505,Stani.eth,StaniKulechov,https://pbs.twimg.com/profile_images/1880993699661852672/RzdhDkv2_normal.jpg,19548.0,265529,stani-kulechov,
glass,Glass,518,Darren Lau,Darrenlautf,https://pbs.twimg.com/profile_images/1862881065989558272/cUyKy8iH_normal.jpg,18790.0,158177,,
glass,Glass,560,sassal.eth/acc 🦇🔊,sassal0x,https://pbs.twimg.com/profile_images/1880792442510999552/-HQI53Fc_normal.jpg,15961.0,278254,anthony-sassano,
glass,Glass,1387,DCF GOD,dcfgod,https://pbs.twimg.com/profile_images/1856079545780125696/JQkZlaHt_normal.jpg,15894.0,97448,dcf-god,
glass,Glass,2018,DeeZe ⛳🏌️‍♂️,DeeZe,https://pbs.twimg.com/profile_images/1902173684149747712/zpm6QNQ6_normal.jpg,16598.0,274714,,
risc-zero,RISC Zero,506,toly 🇺🇸,aeyakovenko,https://pbs.twimg.com/profile_images/1906899997880430592/E3nf0cY-_normal.jpg,22622.0,575790,anatoly-yakovenko,
risc-zero,RISC Zero,509,Kyle Samani,KyleSamani,https://pbs.twimg.com/profile_images/1858578125870809088/sfUhlDBd_normal.jpg,17534.0,173792,,
risc-zero,RISC Zero,568,Vance Spencer,pythianism,https://pbs.twimg.com/profile_images/1879594071167275008/jZW5hWMS_normal.jpg,16522.0,117230,,
risc-zero,RISC Zero,610,foobar/,0xfoobar,https://pbs.twimg.com/profile_images/1745824328594214912/-P4ZBCue_normal.jpg,17822.0,172594,,
risc-zero,RISC Zero,1291,banteg,bantg,https://pbs.twimg.com/profile_images/1406018339835678720/fLQOnMbp_normal.jpg,16826.0,200188,banteg,
stfx,STFX,596,loomdart - Holy War Arc,loomdart,https://pbs.twimg.com/profile_images/1890221706104508416/f_NKIFhr_normal.jpg,20440.0,321534,,
stfx,STFX,610,foobar/,0xfoobar,https://pbs.twimg.com/profile_images/1745824328594214912/-P4ZBCue_normal.jpg,17822.0,172594,,
stfx,STFX,1111,Zhu Su,zhusu,https://pbs.twimg.com/profile_images/1642482315602395138/7g4NNyuA_normal.jpg,21399.0,629118,,
stfx,STFX,1123,CL,CL207,https://pbs.twimg.com/profile_images/1868745836777312256/XsNk1YlU_normal.jpg,21841.0,244763,,
stfx,STFX,4235,Murad 💹🧲,MustStopMurad,https://pbs.twimg.com/profile_images/1687753484018307072/7-qv-T9c_normal.jpg,19483.0,712024,,
cybera,Cybera,4436,David Frankel,dafrankel,https://pbs.twimg.com/profile_images/860168164180582400/YaUdWeve_normal.jpg,1266.0,36800,,
cybera,Cybera,12095,Founder Collective – Seed Stage Venture Capital,fcollective,https://pbs.twimg.com/profile_images/746019042406834176/x73Wsjmk_normal.jpg,896.0,30599,founder-collective,
cardinalso,Cardinal,36844,0xleonidas,0xleonidas__,https://pbs.twimg.com/profile_images/1708075119531167744/WA4w3USw_normal.jpg,2096.0,6284,,
cardinalso,Cardinal,50218,Mike,yekiM_o,https://pbs.twimg.com/profile_images/1890441198591934464/xu_knn2I_normal.jpg,1244.0,2747,,
cardinalso,Cardinal,61883,Theo,0xdetweiler,https://pbs.twimg.com/profile_images/1708216801866235904/Lw2aGrwo_normal.jpg,3928.0,12490,,
cardinalso,Cardinal,99579,Ghosty,ghostynfter,https://pbs.twimg.com/profile_images/1685747881523773440/iLg1HJzg_normal.jpg,435.0,5602,,
cardinalso,Cardinal,100779,sku,onchainsku,https://pbs.twimg.com/profile_images/1823088381598797825/hABsjrVX_normal.jpg,600.0,3039,,
stadium-live,Stadium Live,37,mikedemarais.eth (on fartcaster),mikedemarais,https://pbs.twimg.com/profile_images/1882122375795224576/fgkp8Wqv_normal.jpg,11215.0,56692,,
stadium-live,Stadium Live,7971,6MV,6thManVentures,https://pbs.twimg.com/profile_images/1554996414387716096/v5Oll1ey_normal.jpg,,13207,6th-man-ventures,
stadium-live,Stadium Live,8483,evan 🌷,evankeast,https://pbs.twimg.com/profile_images/1707616725624377344/jj5FiBaG_normal.jpg,5516.0,52673,,
stadium-live,Stadium Live,98029,thomas scaria,tomscaria,https://pbs.twimg.com/profile_images/1803967968570736640/therXRCX_normal.jpg,2096.0,2847,,
stadium-live,Stadium Live,98825,Steve,day25,https://pbs.twimg.com/profile_images/1894878621581418496/qLjEtkOo_normal.jpg,2320.0,23966,,
condense,Condense,815,Robert Scoble,Scobleizer,https://twitterscore.s3.amazonaws.com/media/profiles/13348.jpg,437.0,513266,,
condense,Condense,2573,✡️ Jon Shieber ✡️,jshieber,https://twitterscore.s3.amazonaws.com/media/profiles/30783608.jpg,166.0,18318,,
condense,Condense,5107,Ingrid,ingridlunden,https://twitterscore.s3.amazonaws.com/media/profiles/21662638.jpeg,128.0,34605,,
condense,Condense,9963,Shwaz,theycallmeshwaz,https://pbs.twimg.com/profile_images/1761095291288076288/WI_ibRRG_normal.jpg,2792.0,30448,,
condense,Condense,25648,Tom Blomfield,t_blom,https://pbs.twimg.com/profile_images/855132078660345856/RtT-rxFc_normal.jpg,978.0,62922,,
quasar,Quasar,524,fomosaurus 🦖,fomosaurus,https://pbs.twimg.com/profile_images/1480242622916669449/JL9iL_cJ_normal.jpg,8826.0,58291,fomosaurus,
quasar,Quasar,595,Ansem 🐂🀄️,blknoiz06,https://pbs.twimg.com/profile_images/1909437863592132608/R14kQm8j_normal.jpg,22604.0,724539,ansem,
quasar,Quasar,940,Bharat Krymo,krybharat,https://pbs.twimg.com/profile_images/1836051066091106305/PKQNE88w_normal.jpg,10080.0,124363,bharat-krymo,
quasar,Quasar,24344,blocmates.,blocmatesdotcom,https://pbs.twimg.com/profile_images/1841422073203208192/VHovXDGD_normal.jpg,8774.0,81739,,
quasar,Quasar,66043,Ignas | DeFi,DefiIgnas,https://pbs.twimg.com/profile_images/1572199012790603778/GF4NXSKr_normal.jpg,11982.0,141332,,
hashflow,Hashflow,526,Andrew Kang,Rewkang,https://pbs.twimg.com/profile_images/1786874758421983232/L06COzZ-_normal.jpg,22873.0,379942,andrew-kang,
hashflow,Hashflow,594,"smolting (wassie, verse)",inversebrah,https://pbs.twimg.com/profile_images/1812298915661623296/P0Yj0Xgq_normal.jpg,21840.0,357962,,
hashflow,Hashflow,596,loomdart - Holy War Arc,loomdart,https://pbs.twimg.com/profile_images/1890221706104508416/f_NKIFhr_normal.jpg,20440.0,321534,,
hashflow,Hashflow,1122,Jason Choi,mrjasonchoi,https://pbs.twimg.com/profile_images/1921591862701473793/7KV-mS7l_normal.jpg,17657.0,171726,jasonchoi,
hashflow,Hashflow,4235,Murad 💹🧲,MustStopMurad,https://pbs.twimg.com/profile_images/1687753484018307072/7-qv-T9c_normal.jpg,19483.0,712024,,
vee-friends,VeeFriends,595,Ansem 🐂🀄️,blknoiz06,https://pbs.twimg.com/profile_images/1909437863592132608/R14kQm8j_normal.jpg,22604.0,724539,ansem,
vee-friends,VeeFriends,605,6529,punk6529,https://pbs.twimg.com/profile_images/1784231403325943808/PBDWE07Y_normal.jpg,19236.0,488674,punk6529,
vee-friends,VeeFriends,644,Udi Wizardheimer,udiWertheimer,https://pbs.twimg.com/profile_images/1899559293159952384/xpng4kz2_normal.jpg,17289.0,218739,udi-wertheimer,
vee-friends,VeeFriends,889,Luca Netz 🐧✳️,LucaNetz,https://pbs.twimg.com/profile_images/1849498278255071232/drdvg74U_normal.jpg,17025.0,213669,luca-netz,
vee-friends,VeeFriends,10059,threadguy,notthreadguy,https://pbs.twimg.com/profile_images/1920651894982066176/ssOaEU8k_normal.jpg,17331.0,317518,threadguy,
hashflow,Hashflow,526,Andrew Kang,Rewkang,https://pbs.twimg.com/profile_images/1786874758421983232/L06COzZ-_normal.jpg,22873.0,379942,andrew-kang,
hashflow,Hashflow,594,"smolting (wassie, verse)",inversebrah,https://pbs.twimg.com/profile_images/1812298915661623296/P0Yj0Xgq_normal.jpg,21840.0,357962,,
hashflow,Hashflow,596,loomdart - Holy War Arc,loomdart,https://pbs.twimg.com/profile_images/1890221706104508416/f_NKIFhr_normal.jpg,20440.0,321534,,
hashflow,Hashflow,1122,Jason Choi,mrjasonchoi,https://pbs.twimg.com/profile_images/1921591862701473793/7KV-mS7l_normal.jpg,17657.0,171726,jasonchoi,
hashflow,Hashflow,4235,Murad 💹🧲,MustStopMurad,https://pbs.twimg.com/profile_images/1687753484018307072/7-qv-T9c_normal.jpg,19483.0,712024,,
