coinKey,coinName,raise,coinImage,fund_name,fund_key,fund_image,fund_tier,fund_type,fund_category,fund_category_slug,fund_totalInvestments
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,Fenbushi Capital,fenbushi-capital,https://img.cryptorank.io/funds/60x60.fenbushi capital1648564978976.png,2.0,NORMAL,Venture,venture,138
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,Genblock Capital,genblock-capital,https://img.cryptorank.io/funds/60x60.genblock capital1651505948632.png,2.0,NORMAL,Venture,venture,105
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,NGC Ventures,ngc-ventures,https://img.cryptorank.io/funds/60x60.ngc ventures1648569841497.png,3.0,NORMAL,Venture,venture,238
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,Token Metrics Ventures,token-metrics,https://img.cryptorank.io/funds/60x60.token_metrics1666278021085.png,3.0,NORMAL,Corporation,corporate,14
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,WWVentures,ww-ventures,https://img.cryptorank.io/funds/60x60.ww_ventures1666277806874.png,4.0,NORMAL,Venture,venture,17
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,Resolute Ventures,resolute-ventures,https://img.cryptorank.io/funds/60x60.resolute_ventures1663760842681.png,4.0,NORMAL,Venture,venture,8
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,Animal Ventures,animal-ventures,https://img.cryptorank.io/funds/60x60.animal_ventures1665068484234.png,4.0,NORMAL,Venture,venture,7
airstack,Airstack,3000000.0,https://img.cryptorank.io/coins/60x60.airstack1714750261301.png,Tensai Capital,tensai-capital,https://img.cryptorank.io/funds/60x60.tensai_capital1666277631917.png,,NORMAL,Angel Investor,angel-investor,2
blockmetrix,Blockmetrix,20000000.0,https://img.cryptorank.io/coins/60x60.blockmetrix1666276323052.png,CrossTower,cross-tower,https://img.cryptorank.io/funds/60x60.cross_tower1666276930283.png,4.0,NORMAL,Corporation,corporate,1
blockmetrix,Blockmetrix,20000000.0,https://img.cryptorank.io/coins/60x60.blockmetrix1666276323052.png,BankProv,bank-prov,https://img.cryptorank.io/funds/60x60.bank_prov1666277446944.png,5.0,NORMAL,Corporation,corporate,1
moonray,Moonray,4750000.0,https://img.cryptorank.io/coins/60x60.moonray1669093007937.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,NORMAL,Venture,venture,408
moonray,Moonray,4750000.0,https://img.cryptorank.io/coins/60x60.moonray1669093007937.png,P2 Ventures (Polygon Ventures),polygon-ventures,https://img.cryptorank.io/funds/60x60.p_2_ventures_polygon_ventures1715707296830.png,2.0,NORMAL,Venture,venture,148
moonray,Moonray,4750000.0,https://img.cryptorank.io/coins/60x60.moonray1669093007937.png,Cardano Foundation,cardano-foundation,https://img.cryptorank.io/funds/60x60.cardano_foundation1674735392214.png,2.0,NORMAL,Corporation,corporate,5
playmint,Playmint,4000000.0,https://img.cryptorank.io/coins/60x60.playmint1666277815693.png,Bitkraft Ventures,bitkraftventures,https://img.cryptorank.io/funds/60x60.bitkraft ventures1653929100699.png,3.0,LEAD,Venture,venture,62
playmint,Playmint,4000000.0,https://img.cryptorank.io/coins/60x60.playmint1666277815693.png,1kx,1kx,https://img.cryptorank.io/funds/60x60.1_kx1680104859372.png,2.0,NORMAL,Venture,venture,109
playmint,Playmint,4000000.0,https://img.cryptorank.io/coins/60x60.playmint1666277815693.png,Ethereal Ventures,ethereal-ventures,https://img.cryptorank.io/funds/60x60.ethereal_ventures1700054453619.png,3.0,NORMAL,Venture,venture,50
playmint,Playmint,4000000.0,https://img.cryptorank.io/coins/60x60.playmint1666277815693.png,Play Ventures,play-ventures,https://img.cryptorank.io/funds/60x60.play_ventures1658222238699.png,3.0,NORMAL,Venture,venture,37
playmint,Playmint,4000000.0,https://img.cryptorank.io/coins/60x60.playmint1666277815693.png,Cherry Ventures,cherry-ventures,https://img.cryptorank.io/funds/60x60.cherry_ventures1663321394907.png,4.0,NORMAL,Venture,venture,23
kurate-dao,DB DAO,6850000.0,https://img.cryptorank.io/coins/60x60.kurate_dao1730718539293.png,Polychain Capital,polychain-capital,https://img.cryptorank.io/funds/60x60.polychain_capital1680073683609.png,1.0,LEAD,Venture,venture,242
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Framework Ventures,framework-ventures,https://img.cryptorank.io/funds/60x60.framework ventures1648565125587.png,2.0,LEAD,Venture,venture,144
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Santiago R. Santos,santiago-santos,https://img.cryptorank.io/funds/60x60.santiago_r_santos1678783357863.png,1.0,NORMAL,Angel Investor,angel-investor,75
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Blizzard Fund,blizzard-fund,https://img.cryptorank.io/funds/60x60.blizzard fund1648751212578.png,3.0,NORMAL,Venture,venture,51
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Sky9 Capital,sky9-capital,https://img.cryptorank.io/funds/60x60.sky_9_capital1658324766995.png,3.0,NORMAL,Venture,venture,36
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Serafund,serafund,https://img.cryptorank.io/funds/60x60.serafund1662651588003.png,3.0,NORMAL,Venture,venture,7
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Stake Capital Group,stakecapital,https://img.cryptorank.io/funds/60x60.stake_capital_group1664795380288.png,4.0,NORMAL,Venture,venture,27
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,AppWorks,app-works,https://img.cryptorank.io/funds/60x60.appworks1665070554279.png,4.0,NORMAL,Venture,venture,14
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Batuhan Dasgin,batuhandasgin,https://img.cryptorank.io/funds/60x60.batuhan_dasgin1689608571922.png,4.0,NORMAL,Angel Investor,angel-investor,9
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Great Oaks Venture Capital,great-oaks-venture-capital,https://img.cryptorank.io/funds/60x60.great_oaks_venture_capital1666279964981.png,4.0,NORMAL,Venture,venture,6
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Fifth Wall,fifth-wall,https://img.cryptorank.io/funds/60x60.fifth_wall1665660056311.png,4.0,NORMAL,Venture,venture,4
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,InterVest,intervest,https://img.cryptorank.io/funds/60x60.inter_vest1666280385768.png,4.0,NORMAL,Venture,venture,3
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,AVIV Group,aviv-group,https://img.cryptorank.io/funds/60x60.aviv_group1666279800124.png,4.0,NORMAL,Corporation,corporate,1
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Contents Technologies,contents-technologies,https://img.cryptorank.io/funds/60x60.contents_technologies1666280874002.png,5.0,NORMAL,Corporation,corporate,1
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Sebastien Borget,sebastien-borget,https://img.cryptorank.io/funds/60x60.sebastien_borget1684920351192.png,,NORMAL,Angel Investor,angel-investor,52
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Kieran Warwick,kieran-warwick,https://img.cryptorank.io/funds/60x60.kieran_warwick1685626187255.png,,NORMAL,Angel Investor,angel-investor,12
parcel,Parcel,4000000.0,https://img.cryptorank.io/coins/60x60.parcel1666279332548.png,Aaron Wong,aaron-wong,https://img.cryptorank.io/funds/60x60.aaron_wong1666281027388.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Lightspeed Venture Partners,lightspeed-venture-partners,https://img.cryptorank.io/funds/60x60.lightspeed_venture_partners1657880471226.png,2.0,LEAD,Venture,venture,83
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Coinbase Ventures,coinbase-ventures,https://img.cryptorank.io/funds/60x60.coinbase ventures1648494875227.png,1.0,NORMAL,Venture,venture,407
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Balaji Srinivasan,balaji-srinivasan,https://img.cryptorank.io/funds/60x60.balaji_srinivasan1666791966754.png,1.0,NORMAL,Angel Investor,angel-investor,149
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Circle,circle,https://img.cryptorank.io/funds/60x60.circle1657897221100.png,1.0,NORMAL,Venture,venture,96
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Paul Veradittakit,paul-veradittakit,https://img.cryptorank.io/funds/60x60.paul_veradittakit1689777504426.png,1.0,NORMAL,Angel Investor,angel-investor,13
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Alliance DAO,alliance-dao,https://img.cryptorank.io/funds/60x60.alliance_dao1742829923924.png,2.0,NORMAL,Incubator,incubation,61
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Uniswap Labs Ventures,uniswap-labs-ventures,https://img.cryptorank.io/funds/60x60.uniswap_labs_ventures1657896020778.png,3.0,NORMAL,Venture,venture,25
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Canonical Crypto,canonical-crypto,https://img.cryptorank.io/funds/60x60.canonical_crypto1742819744303.png,3.0,NORMAL,Venture,venture,21
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Norwest,norwest,https://img.cryptorank.io/funds/60x60.norwest1742819661203.png,3.0,NORMAL,Venture,venture,6
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Khosla Ventures,khosla-ventures,https://img.cryptorank.io/funds/60x60.khosla_ventures1665752315257.png,4.0,NORMAL,Venture,venture,19
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Mischief,mischief,https://img.cryptorank.io/funds/60x60.mischief1665156894934.png,4.0,NORMAL,Venture,venture,9
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Terraform Capital,terraformcap,https://img.cryptorank.io/funds/60x60.terraform_capital1666280626020.png,4.0,NORMAL,Venture,venture,8
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Amber Atherton,amber-atherton,https://img.cryptorank.io/funds/60x60.amber_atherton1664812504410.png,,NORMAL,Angel Investor,angel-investor,2
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Elizabeth Yin,elizabeth-yin,https://img.cryptorank.io/funds/60x60.elizabeth_yin1666281091487.png,,NORMAL,Angel Investor,angel-investor,2
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Abir Liben,abir-liben,https://img.cryptorank.io/funds/60x60.abir_liben1666282121494.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Cassandra Aaron,cassandra-aaron,https://img.cryptorank.io/funds/60x60.cassandra_aaron1666281996706.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Clayton Gardner,clayton-gardner,https://img.cryptorank.io/funds/60x60.clayton_gardner1666280922772.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Deepak Chhugani,dchhugani,https://img.cryptorank.io/funds/60x60.deepak_chhugani1666282056987.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Ezra Kebrab,ezrakebrab,https://img.cryptorank.io/funds/60x60.ezra_kebrab1666281601879.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Fazal Yameen,fazal-yameen,https://img.cryptorank.io/funds/60x60.fazal_yameen1666281496734.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Jeth Soetoyo,jethsoetoyo,https://img.cryptorank.io/funds/60x60.jeth_soetoyo1666280870738.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Shrisha Radhakrishna,shrisharadha,https://img.cryptorank.io/funds/60x60.shrisha_radhakrishna1666280802601.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Stanley Tang,stanley-tang,https://img.cryptorank.io/funds/60x60.stanley_tang1666281004297.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Walter Chen,walter-chen,https://img.cryptorank.io/funds/60x60.walter_chen1666281162480.png,,NORMAL,Angel Investor,angel-investor,1
raincards,Rain,6000000.0,https://img.cryptorank.io/coins/60x60.rain1666279415124.png,Yunas Reguero,yunas-reguero,https://img.cryptorank.io/funds/60x60.yunas_reguero1666281669266.png,,NORMAL,Angel Investor,angel-investor,1
cega,Cega,4300000.0,https://img.cryptorank.io/coins/60x60.cega1666279626543.png,DragonFly Capital,dragon-fly-capital,https://img.cryptorank.io/funds/60x60.dragon_fly_capital1660640000289.png,1.0,LEAD,Venture,venture,184
cega,Cega,4300000.0,https://img.cryptorank.io/coins/60x60.cega1666279626543.png,Coinbase Ventures,coinbase-ventures,https://img.cryptorank.io/funds/60x60.coinbase ventures1648494875227.png,1.0,NORMAL,Venture,venture,407
cega,Cega,4300000.0,https://img.cryptorank.io/coins/60x60.cega1666279626543.png,Pantera Capital,pantera-capital,https://img.cryptorank.io/funds/60x60.pantera capital1648480190185.png,1.0,NORMAL,Venture,venture,209
cega,Cega,4300000.0,https://img.cryptorank.io/coins/60x60.cega1666279626543.png,Solana Ventures,solana-ventures,https://img.cryptorank.io/funds/60x60.solana ventures1649333560224.png,2.0,NORMAL,Venture,venture,133
cega,Cega,4300000.0,https://img.cryptorank.io/coins/60x60.cega1666279626543.png,Alameda Research,alameda-research,https://img.cryptorank.io/funds/60x60.alameda research1649323483008.png,,NORMAL,Venture,venture,196
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,x21 Digital,x-21-digital,https://img.cryptorank.io/funds/60x60.x21 digital1648590504774.png,3.0,NORMAL,Venture,venture,113
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,MV Global,master-ventures,https://img.cryptorank.io/funds/60x60.mv_global1734948952798.png,3.0,NORMAL,Venture,venture,72
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,Titans Ventures,titans-ventures,https://img.cryptorank.io/funds/60x60.titans ventures1648590025842.png,3.0,NORMAL,Venture,venture,32
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,Tenzor Capital,tenzor-capital,https://img.cryptorank.io/funds/60x60.tenzor_capital1658932355289.png,3.0,NORMAL,Venture,venture,25
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,Peech Capital,peech-capital,https://img.cryptorank.io/funds/60x60.peech_capital1666270271571.png,3.0,NORMAL,Venture,venture,11
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,Three M Capital,three-m-capital,https://img.cryptorank.io/funds/60x60.three_m_capital1666274532829.png,3.0,NORMAL,Venture,venture,7
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,Wings Ventures,wings-ventures,https://img.cryptorank.io/funds/60x60.wings ventures1648567443665.png,3.0,NORMAL,Venture,venture,7
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,BMW Capital,bmw-capital,https://img.cryptorank.io/funds/60x60.bmw_capital1666338778053.png,4.0,NORMAL,Venture,venture,8
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,Sky Ventures,sky-ventures,https://img.cryptorank.io/funds/60x60.sky_ventures1666338697321.png,4.0,NORMAL,Venture,venture,8
milc,MILC Platform,4275000.0,https://img.cryptorank.io/coins/60x60.milc_platform1699445480960.png,MoonBoots Capital,moon-boots-capital,https://img.cryptorank.io/funds/60x60.moon_boots_capital1666106382277.png,4.0,NORMAL,Venture,venture,5
ottr-finance,Ottr Finance,3100000.0,https://img.cryptorank.io/coins/60x60.ottr_finance1666340114436.png,Race Capital,race-capital,https://img.cryptorank.io/funds/60x60.race_capital1663393519067.png,3.0,LEAD,Venture,venture,21
ottr-finance,Ottr Finance,3100000.0,https://img.cryptorank.io/coins/60x60.ottr_finance1666340114436.png,Circle,circle,https://img.cryptorank.io/funds/60x60.circle1657897221100.png,1.0,NORMAL,Venture,venture,96
ottr-finance,Ottr Finance,3100000.0,https://img.cryptorank.io/coins/60x60.ottr_finance1666340114436.png,Slow Ventures,slowventures,https://img.cryptorank.io/funds/60x60.slow ventures1653978377547.png,2.0,NORMAL,Venture,venture,58
ottr-finance,Ottr Finance,3100000.0,https://img.cryptorank.io/coins/60x60.ottr_finance1666340114436.png,Kamal Ravikant,kamal-ravikant,https://img.cryptorank.io/funds/60x60.kamal_ravikant1666340495921.png,,NORMAL,Angel Investor,angel-investor,2
authena,Authena,,https://img.cryptorank.io/coins/60x60.authena1666339564924.png,MassChallenge,mass-challenge,https://img.cryptorank.io/funds/60x60.mass_challenge1666339854499.png,4.0,LEAD,Venture,venture,6
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,LEAD,Venture,venture,408
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Polygon Studios,polygon-studios,https://img.cryptorank.io/funds/60x60.polygon_studios1657882464643.png,2.0,LEAD,Venture,venture,43
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Sandeep Nailwal,sandeep-nailwal,https://img.cryptorank.io/funds/60x60.sandeep_nailwal1684920130244.png,1.0,NORMAL,Angel Investor,angel-investor,129
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Bitscale Capital,bitscale-capital,https://img.cryptorank.io/funds/60x60.bitscale capital1651067008397.png,2.0,NORMAL,Venture,venture,70
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,OrangeDAO,orangedao,https://img.cryptorank.io/funds/60x60.orange_dao1658319055390.png,3.0,NORMAL,DAO,dao,57
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Finality Capital Partners,finality-capital-partners,https://img.cryptorank.io/funds/60x60.finality_capital_partners1664298698724.png,3.0,NORMAL,Venture,venture,30
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Global Coin Research,global-coin-research,https://img.cryptorank.io/funds/60x60.global_coin_research1658929744400.png,3.0,NORMAL,Corporation,corporate,30
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Infinite Capital,infinite-capital,https://img.cryptorank.io/funds/60x60.infinite_capital1666252540545.png,3.0,NORMAL,Venture,venture,19
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Goodwater Capital,goodwater-capital,https://img.cryptorank.io/funds/60x60.goodwater_capital1664463396075.png,4.0,NORMAL,Venture,venture,25
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Future Perfect Ventures,future-perfect-ventures,https://img.cryptorank.io/funds/60x60.future_perfect_ventures1666333738076.png,4.0,NORMAL,Venture,venture,22
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Nalu Capital,nalu-capital,https://img.cryptorank.io/funds/60x60.nalu_capital1666256175569.png,4.0,NORMAL,Venture,venture,5
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,HanDAO,han-dao,https://img.cryptorank.io/funds/60x60.han_dao1666333998257.png,4.0,NORMAL,DAO,dao,3
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Arcanum Capital,arcanum-capital,https://img.cryptorank.io/funds/60x60.arcanum_capital1664805989513.png,5.0,NORMAL,Venture,venture,23
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,RED DAO,red-dao,https://img.cryptorank.io/funds/60x60.red_dao1666281155012.png,5.0,NORMAL,DAO,dao,6
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,TLF Ventures,tlf-ventures,https://img.cryptorank.io/funds/60x60.tlf_ventures1666281415675.png,5.0,NORMAL,Venture,venture,3
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Gabby Dizon,gabby-dizon,https://img.cryptorank.io/funds/60x60.gabby_dizon1689763923701.png,,NORMAL,Angel Investor,angel-investor,43
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,gmoney,gmoney,https://img.cryptorank.io/funds/60x60.gmoney1684920233426.png,,NORMAL,Angel Investor,angel-investor,39
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Jaynti Kanani,jaynti-kanani,https://img.cryptorank.io/funds/60x60.jaynti_kanani1684920976904.png,,NORMAL,Angel Investor,angel-investor,32
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Aniket Jindal,aniket-jindal,https://img.cryptorank.io/funds/60x60.aniket_jindal1689596474528.png,,NORMAL,Angel Investor,angel-investor,22
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Cooper Turley,cooper-turley,https://img.cryptorank.io/funds/60x60.cooper_turley1731491771375.png,,NORMAL,Angel Investor,angel-investor,22
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Jeff Zirlin,jeff-zirlin,https://img.cryptorank.io/funds/60x60.jeff_zirlin1664265965515.png,,NORMAL,Angel Investor,angel-investor,16
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Marc Weinstein,marc-weinstein,https://img.cryptorank.io/funds/60x60.marc_weinstein1734078048707.png,,NORMAL,Angel Investor,angel-investor,16
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Eden Holdings,eden-holdings,https://img.cryptorank.io/funds/60x60.eden_holdings1666105956205.png,,NORMAL,Angel Investor,angel-investor,9
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Punk6529,punk6529,https://img.cryptorank.io/funds/60x60.punk_65291663255850710.png,,NORMAL,Angel Investor,angel-investor,6
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Megan Kaspar,megan_kaspar,https://img.cryptorank.io/funds/60x60.megan_kaspar1664381049405.png,,NORMAL,Angel Investor,angel-investor,3
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Barthazian,barthazian,https://img.cryptorank.io/funds/60x60.barthazian1666334286541.png,,NORMAL,Angel Investor,angel-investor,2
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Daniel Maegaard,daniel-maegaard,https://img.cryptorank.io/funds/60x60.daniel_maegaard1666334341479.png,,NORMAL,Angel Investor,angel-investor,2
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Tom Yi,tom-yi,https://img.cryptorank.io/funds/60x60.tom_yi1666334695289.png,,NORMAL,Angel Investor,angel-investor,2
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Jeff Holmberg,jeff-holmberg,https://img.cryptorank.io/funds/60x60.jeff_holmberg1666334431464.png,,NORMAL,Angel Investor,angel-investor,1
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Jordan Lazaro Gustave,jordan-lazaro-gustave,https://img.cryptorank.io/funds/60x60.jordan_lazaro_gustave1666334509805.png,,NORMAL,Angel Investor,angel-investor,1
unxd,UNXD,4000000.0,https://img.cryptorank.io/coins/60x60.unxd1666338401009.png,Suzy Ryoo,suzy-ryoo,https://img.cryptorank.io/funds/60x60.suzy_ryoo1666334638049.png,,NORMAL,Angel Investor,angel-investor,1
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,LEAD,Venture,venture,408
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,Krust,krustuniverse,https://img.cryptorank.io/funds/60x60.krust1665479251888.png,4.0,LEAD,Venture,venture,8
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,Shima Capital,shima-capital,https://img.cryptorank.io/funds/60x60.shima capital1649326068961.png,2.0,NORMAL,Venture,venture,200
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,GSR,gsr,https://img.cryptorank.io/funds/60x60.gsr1657871732754.png,2.0,NORMAL,Venture,venture,177
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,NGC Ventures,ngc-ventures,https://img.cryptorank.io/funds/60x60.ngc ventures1648569841497.png,3.0,NORMAL,Venture,venture,238
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,Nexo,nexocorp,https://img.cryptorank.io/funds/60x60.nexo1732615663715.png,3.0,NORMAL,Corporation,corporate,22
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,Algorand Foundation,algorand-foundation,https://img.cryptorank.io/funds/60x60.algorand_foundation1663327889539.png,4.0,NORMAL,Corporation,corporate,36
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,Everse Capital,eversecapital,https://img.cryptorank.io/funds/60x60.everse_capital1666341869793.png,4.0,NORMAL,Venture,venture,16
teamdao,T.E.A.M DAO,5000000.0,https://img.cryptorank.io/coins/60x60.t_e_a_m_dao1666341007067.png,GSG | Great South Gate,great-south-gate,https://img.cryptorank.io/funds/60x60.gsg_great_south_gate1664870720368.png,4.0,NORMAL,Venture,venture,10
