coinKey,coinName,raise,coinImage,fund_name,fund_key,fund_image,fund_tier,fund_type,fund_category,fund_category_slug,fund_totalInvestments
galoy,Galoy,4000000.0,https://img.cryptorank.io/coins/60x60.galoy1664289389481.png,El Zonte Capital,el-zonte-capital,https://img.cryptorank.io/funds/60x60.el_zonte_capital1664290204386.png,4.0,NORMAL,Venture,venture,2
galoy,Galoy,4000000.0,https://img.cryptorank.io/coins/60x60.galoy1664289389481.png,AlphaPoint,alpha-point,https://img.cryptorank.io/funds/60x60.alpha_point1664290469012.png,4.0,NORMAL,Corporation,corporate,1
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Hashed Fund,hashed-fund,https://img.cryptorank.io/funds/60x60.hashed fund1648560102651.png,2.0,LEAD,Venture,venture,158
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,BEENEXT,beenext,https://img.cryptorank.io/funds/60x60.beenext1663849555449.png,3.0,LEAD,Venture,venture,12
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Square Peg,squarepeg,https://img.cryptorank.io/funds/60x60.square_peg1664291067226.png,4.0,LEAD,Venture,venture,4
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Balaji Srinivasan,balaji-srinivasan,https://img.cryptorank.io/funds/60x60.balaji_srinivasan1666791966754.png,1.0,NORMAL,Angel Investor,angel-investor,149
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Paul Veradittakit,paul-veradittakit,https://img.cryptorank.io/funds/60x60.paul_veradittakit1689777504426.png,1.0,NORMAL,Angel Investor,angel-investor,13
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Tiger Global Management,tiger-global-management,https://img.cryptorank.io/funds/60x60.tiger_global_management1657715555653.png,2.0,NORMAL,Venture,venture,72
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Better,better,https://img.cryptorank.io/funds/60x60.better1663850351202.png,3.0,NORMAL,Venture,venture,6
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Bobby Ong,bobby-ong,https://img.cryptorank.io/funds/60x60.bobby_ong1678783618092.png,,NORMAL,Angel Investor,angel-investor,12
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,TM Lee,tm-lee,https://img.cryptorank.io/funds/60x60.tm_lee1664291648541.png,,NORMAL,Angel Investor,angel-investor,4
lysto,Lysto,12000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Binny Bansal,binny-bansal,https://img.cryptorank.io/funds/60x60.binny_bansal1664291335484.png,,NORMAL,Angel Investor,angel-investor,3
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,BEENEXT,beenext,https://img.cryptorank.io/funds/60x60.beenext1663849555449.png,3.0,LEAD,Venture,venture,12
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Better,better,https://img.cryptorank.io/funds/60x60.better1663850351202.png,3.0,LEAD,Venture,venture,6
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Cloud Capital,cloud-capital,https://img.cryptorank.io/funds/60x60.cloud_capital1664291883037.png,5.0,LEAD,Venture,venture,3
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Sandeep Nailwal,sandeep-nailwal,https://img.cryptorank.io/funds/60x60.sandeep_nailwal1684920130244.png,1.0,NORMAL,Angel Investor,angel-investor,129
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Jaynti Kanani,jaynti-kanani,https://img.cryptorank.io/funds/60x60.jaynti_kanani1684920976904.png,,NORMAL,Angel Investor,angel-investor,32
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Kunal Shah,kunal-shah,https://img.cryptorank.io/funds/60x60.kunal_shah1664294127389.png,,NORMAL,Angel Investor,angel-investor,7
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Binny Bansal,binny-bansal,https://img.cryptorank.io/funds/60x60.binny_bansal1664291335484.png,,NORMAL,Angel Investor,angel-investor,3
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Nitish Mittersain,nitish-mittersain,https://img.cryptorank.io/funds/60x60.nitish_mittersain1664294031446.png,,NORMAL,Angel Investor,angel-investor,3
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Anupam Mittal,anupammittal,https://img.cryptorank.io/funds/60x60.anupam_mittal1664294433462.png,,NORMAL,Angel Investor,angel-investor,2
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Ashish Gupta,ashish-gupta,https://img.cryptorank.io/funds/60x60.ashish_gupta1664294531268.png,,NORMAL,Angel Investor,angel-investor,1
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Ashish Hemrajani,ashish-hemrajani,https://img.cryptorank.io/funds/60x60.ashish_hemrajani1664294272378.png,,NORMAL,Angel Investor,angel-investor,1
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Kumar Sudarsan,kumar-sudarsan,https://img.cryptorank.io/funds/60x60.kumar_sudarsan1664294596352.png,,NORMAL,Angel Investor,angel-investor,1
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Parikshit Dhar,parikshit-dhar,https://img.cryptorank.io/funds/60x60.parikshit_dhar1664294374324.png,,NORMAL,Angel Investor,angel-investor,1
lysto,Lysto,3000000.0,https://img.cryptorank.io/coins/60x60.lysto1664290744138.png,Pradyumna Agarwal,pradyumna-agarwal,https://img.cryptorank.io/funds/60x60.pradyumna_agarwal1664293961477.png,,NORMAL,Angel Investor,angel-investor,1
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,M12,m12,https://img.cryptorank.io/funds/60x60.m_121724768860652.png,3.0,LEAD,Venture,venture,7
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,HashKey Capital,hash-key-capital,https://img.cryptorank.io/funds/60x60.hashkey capital1648749705706.png,1.0,NORMAL,Venture,venture,224
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,P2 Ventures (Polygon Ventures),polygon-ventures,https://img.cryptorank.io/funds/60x60.p_2_ventures_polygon_ventures1715707296830.png,2.0,NORMAL,Venture,venture,148
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,Framework Ventures,framework-ventures,https://img.cryptorank.io/funds/60x60.framework ventures1648565125587.png,2.0,NORMAL,Venture,venture,144
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,SevenX Ventures,7xvc,https://img.cryptorank.io/funds/60x60.seven_x_ventures1699983862047.png,3.0,NORMAL,Venture,venture,120
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,Foresight Ventures,foresight-ventures,https://img.cryptorank.io/funds/60x60.foresight_ventures1700472525214.png,3.0,NORMAL,Venture,venture,101
space-and-time,Space and Time,20000000.0,https://img.cryptorank.io/coins/60x60.space_and_time1664291742317.png,Blizzard Fund,blizzard-fund,https://img.cryptorank.io/funds/60x60.blizzard fund1648751212578.png,3.0,NORMAL,Venture,venture,51
bitquery,Bitquery,8500000.0,https://img.cryptorank.io/coins/60x60.bitquery1664294326969.png,YZi Labs (Prev. Binance Labs),binance-labs,https://img.cryptorank.io/funds/60x60.y_zi_labs_prev_binance_labs1737641288277.png,1.0,LEAD,Incubator,incubation,208
bitquery,Bitquery,8500000.0,https://img.cryptorank.io/coins/60x60.bitquery1664294326969.png,dao5,dao5,https://img.cryptorank.io/funds/60x60.dao_51663923999211.png,3.0,LEAD,DAO,dao,49
bitquery,Bitquery,8500000.0,https://img.cryptorank.io/coins/60x60.bitquery1664294326969.png,Susquehanna International Group,susquehanna-international-group,https://img.cryptorank.io/funds/60x60.susquehanna_international_group1663661772254.png,2.0,NORMAL,Corporation,corporate,45
bitquery,Bitquery,8500000.0,https://img.cryptorank.io/coins/60x60.bitquery1664294326969.png,DHVC,dhvc,https://img.cryptorank.io/funds/60x60.dhvc1657791840672.png,2.0,NORMAL,Venture,venture,32
bitquery,Bitquery,8500000.0,https://img.cryptorank.io/coins/60x60.bitquery1664294326969.png,INCE Capital,ince-capital,https://img.cryptorank.io/funds/60x60.ince_capital1664294497181.png,4.0,NORMAL,Venture,venture,12
strike-app,Strike,80000000.0,https://img.cryptorank.io/coins/60x60.strike1664295351445.png,Ten31,ten31,https://img.cryptorank.io/funds/60x60.ten_311664296008512.png,4.0,LEAD,Venture,venture,12
strike-app,Strike,80000000.0,https://img.cryptorank.io/coins/60x60.strike1664295351445.png,The University of Wyoming,the-university-of-wyoming,https://img.cryptorank.io/funds/60x60.the_university_of_wyoming1664296333332.png,4.0,NORMAL,Corporation,corporate,2
strike-app,Strike,80000000.0,https://img.cryptorank.io/coins/60x60.strike1664295351445.png,Washington University in St. Louis,washington-university-in-st-louis,https://img.cryptorank.io/funds/60x60.washington_university_in_st_louis1664296209639.png,4.0,NORMAL,Corporation,corporate,1
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Mechanism Capital,mechanism-capital,https://img.cryptorank.io/funds/60x60.mechanism capital1648587856980.png,2.0,LEAD,Venture,venture,118
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,gumi Cryptos,gumi-cryptos,https://img.cryptorank.io/funds/60x60.gumi_cryptos1658153437437.png,3.0,LEAD,Venture,venture,70
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,NORMAL,Venture,venture,408
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Genblock Capital,genblock-capital,https://img.cryptorank.io/funds/60x60.genblock capital1651505948632.png,2.0,NORMAL,Venture,venture,105
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Sfermion,sfermion,https://img.cryptorank.io/funds/60x60.sfermion1653660022577.png,2.0,NORMAL,Venture,venture,94
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,LongHash Ventures,longhashvc,https://img.cryptorank.io/funds/60x60.longhash ventures1649418223202.png,3.0,NORMAL,Venture,venture,99
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,SkyVision Capital,skyvisioncapital,https://img.cryptorank.io/funds/60x60.skyvision capital1652106729968.png,3.0,NORMAL,Venture,venture,97
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Morningstar Ventures,morningstar-ventures,https://img.cryptorank.io/funds/60x60.morningstar_ventures1676058802247.png,3.0,NORMAL,Venture,venture,79
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Lattice,lattice,https://img.cryptorank.io/funds/60x60.lattice1663919712998.png,3.0,NORMAL,Venture,venture,64
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Daedalus,daedalus,https://img.cryptorank.io/funds/60x60.daedalus1662629319327.png,3.0,NORMAL,Venture,venture,48
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Gemini,gemini,https://img.cryptorank.io/funds/60x60.gemini1660554585962.png,3.0,NORMAL,Exchange,exchange,36
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Inception capital,op-crypto,https://img.cryptorank.io/funds/60x60.op_crypti1659449267232.png,3.0,NORMAL,Venture,venture,36
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,OpenSea Ventures,opensea-ventures,https://img.cryptorank.io/funds/60x60.open_sea_ventures1663394926333.png,3.0,NORMAL,Venture,venture,32
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,GuildFi,guildfi,https://img.cryptorank.io/funds/60x60.guild_fi1664211112327.png,3.0,NORMAL,Guild,guild,23
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Sparkle Ventures,sparkle-ventures,https://img.cryptorank.io/funds/60x60.sparkle_ventures1663766628960.png,4.0,NORMAL,Venture,venture,15
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Emoote,emoote,https://img.cryptorank.io/funds/60x60.emoote1664296860624.png,4.0,NORMAL,Venture,venture,10
renft,reNFT,5000000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,MetaStreet,metastreet,https://img.cryptorank.io/funds/60x60.meta_street1664296516564.png,4.0,NORMAL,Corporation,corporate,2
mpch-labs,MPCH Labs,40000000.0,https://img.cryptorank.io/coins/60x60.mpch_labs1664297138209.png,Liberty City Ventures,liberty-city-ventures,https://img.cryptorank.io/funds/60x60.liberty_city_ventures1664297342094.png,4.0,LEAD,Venture,venture,47
mpch-labs,MPCH Labs,40000000.0,https://img.cryptorank.io/coins/60x60.mpch_labs1664297138209.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,NORMAL,Venture,venture,408
mpch-labs,MPCH Labs,40000000.0,https://img.cryptorank.io/coins/60x60.mpch_labs1664297138209.png,QCP Capital,qcp-capital,https://img.cryptorank.io/funds/60x60.qcp_capital1658488529962.png,2.0,NORMAL,Venture,venture,45
mpch-labs,MPCH Labs,40000000.0,https://img.cryptorank.io/coins/60x60.mpch_labs1664297138209.png,LedgerPrime,ledger-prime,https://img.cryptorank.io/funds/60x60.ledgerprime1648568986502.png,3.0,NORMAL,Hedge Fund,hedge,59
mpch-labs,MPCH Labs,40000000.0,https://img.cryptorank.io/coins/60x60.mpch_labs1664297138209.png,Human Capital,human-capital,https://img.cryptorank.io/funds/60x60.human_capital1663838380995.png,4.0,NORMAL,Venture,venture,8
mpch-labs,MPCH Labs,40000000.0,https://img.cryptorank.io/coins/60x60.mpch_labs1664297138209.png,Oak HC/FT,oak-hc-ft,https://img.cryptorank.io/funds/60x60.oak_hc_ft1664297495956.png,4.0,NORMAL,Venture,venture,2
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,LEAD,Venture,venture,408
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,LongHash Ventures,longhashvc,https://img.cryptorank.io/funds/60x60.longhash ventures1649418223202.png,3.0,NORMAL,Venture,venture,99
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,SkyVision Capital,skyvisioncapital,https://img.cryptorank.io/funds/60x60.skyvision capital1652106729968.png,3.0,NORMAL,Venture,venture,97
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Lattice,lattice,https://img.cryptorank.io/funds/60x60.lattice1663919712998.png,3.0,NORMAL,Venture,venture,64
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,MetaCartel Ventures,metacartel-ventures,https://img.cryptorank.io/funds/60x60.meta_cartel_ventures1658317605069.png,3.0,NORMAL,DAO,dao,36
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Scalar Capital,scalar-capital,https://img.cryptorank.io/funds/60x60.scalar_capital1654680994681.png,3.0,NORMAL,Venture,venture,35
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Maeve Ventures,maeve-ventures,https://img.cryptorank.io/funds/60x60.maeve_ventures1664353981068.png,4.0,NORMAL,Venture,venture,3
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Play Future Fund,playfuturefund,https://img.cryptorank.io/funds/60x60.play_future_fund1664352999982.png,5.0,NORMAL,Venture,venture,3
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Fedora Capital,fedoracapital,https://img.cryptorank.io/funds/60x60.fedora_capital1664353477661.png,5.0,NORMAL,Venture,venture,2
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Sebastien Borget,sebastien-borget,https://img.cryptorank.io/funds/60x60.sebastien_borget1684920351192.png,,NORMAL,Angel Investor,angel-investor,52
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Gabby Dizon,gabby-dizon,https://img.cryptorank.io/funds/60x60.gabby_dizon1689763923701.png,,NORMAL,Angel Investor,angel-investor,43
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Bharat Krymo,bharat-krymo,https://img.cryptorank.io/funds/60x60.bharat_krymo1663923767298.png,,NORMAL,Angel Investor,angel-investor,13
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Ben Lakoff,ben-lakoff,https://img.cryptorank.io/funds/60x60.ben_lakoff1733844917827.png,,NORMAL,Angel Investor,angel-investor,9
renft,reNFT,1500000.0,https://img.cryptorank.io/coins/60x60.re_nft1664296054424.png,Eric Arsenault,eric-arsenault,https://img.cryptorank.io/funds/60x60.eric_arsenault1664354250023.png,,NORMAL,Angel Investor,angel-investor,4
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,Framework Ventures,framework-ventures,https://img.cryptorank.io/funds/60x60.framework ventures1648565125587.png,2.0,LEAD,Venture,venture,144
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,HashKey Capital,hash-key-capital,https://img.cryptorank.io/funds/60x60.hashkey capital1648749705706.png,1.0,NORMAL,Venture,venture,224
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,GSR,gsr,https://img.cryptorank.io/funds/60x60.gsr1657871732754.png,2.0,NORMAL,Venture,venture,177
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,MEXC,mexc,https://img.cryptorank.io/funds/60x60.mexc1669214096149.png,2.0,NORMAL,Exchange,exchange,67
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,SamsungNext,samsungnext,https://img.cryptorank.io/funds/60x60.samsung_next1658147611097.png,2.0,NORMAL,Venture,venture,66
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,Foresight Ventures,foresight-ventures,https://img.cryptorank.io/funds/60x60.foresight_ventures1700472525214.png,3.0,NORMAL,Venture,venture,101
krypton-exchange,Krypton,7000000.0,https://img.cryptorank.io/coins/60x60.krypton1664298501862.png,Finality Capital Partners,finality-capital-partners,https://img.cryptorank.io/funds/60x60.finality_capital_partners1664298698724.png,3.0,NORMAL,Venture,venture,30
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,HashKey Capital,hash-key-capital,https://img.cryptorank.io/funds/60x60.hashkey capital1648749705706.png,1.0,NORMAL,Venture,venture,224
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,No Limit Holdings,no-limit-holdings,https://img.cryptorank.io/funds/60x60.no_limit_holdings1681300059999.png,3.0,NORMAL,Venture,venture,29
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,w3.fund,w3-fund,https://img.cryptorank.io/funds/60x60.w_3_fund1702569322705.png,4.0,NORMAL,Venture,venture,2
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,T Capital,t-capital,https://img.cryptorank.io/funds/60x60.t_capital1729162242274.png,4.0,NORMAL,Venture,venture,1
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,Verda Ventures,verda-ventures,https://img.cryptorank.io/funds/60x60.verda_ventures1729162375752.png,4.0,NORMAL,Venture,venture,1
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,Flori Ventures,flori-ventures,https://img.cryptorank.io/funds/60x60.flori_ventures1663238013485.png,5.0,NORMAL,Venture,venture,20
mento,Mento,10000000.0,https://img.cryptorank.io/coins/60x60.mento1729152035508.png,Richard Parsons,richard-parsons,https://img.cryptorank.io/funds/60x60.richard_parsons1676441361769.png,,NORMAL,Angel Investor,angel-investor,3
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,DragonFly Capital,dragon-fly-capital,https://img.cryptorank.io/funds/60x60.dragon_fly_capital1660640000289.png,1.0,LEAD,Venture,venture,184
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Ribbit Capital,ribbit-capital,https://img.cryptorank.io/funds/60x60.ribbit_capital1658134061665.png,2.0,LEAD,Venture,venture,64
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Coinbase Ventures,coinbase-ventures,https://img.cryptorank.io/funds/60x60.coinbase ventures1648494875227.png,1.0,NORMAL,Venture,venture,407
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Santiago R. Santos,santiago-santos,https://img.cryptorank.io/funds/60x60.santiago_r_santos1678783357863.png,1.0,NORMAL,Angel Investor,angel-investor,75
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Framework Ventures,framework-ventures,https://img.cryptorank.io/funds/60x60.framework ventures1648565125587.png,2.0,NORMAL,Venture,venture,144
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Folius Ventures,folius-ventures,https://img.cryptorank.io/funds/60x60.folius_ventures1658824329647.png,3.0,NORMAL,Venture,venture,67
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Ethereal Ventures,ethereal-ventures,https://img.cryptorank.io/funds/60x60.ethereal_ventures1700054453619.png,3.0,NORMAL,Venture,venture,50
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Sky9 Capital,sky9-capital,https://img.cryptorank.io/funds/60x60.sky_9_capital1658324766995.png,3.0,NORMAL,Venture,venture,36
onekey,OneKey,20000000.0,https://img.cryptorank.io/coins/60x60.one_key1664352255194.png,Feng Liu,feng-liu,https://img.cryptorank.io/funds/60x60.feng_liu1664352479840.png,,NORMAL,Angel Investor,angel-investor,2
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Polychain Capital,polychain-capital,https://img.cryptorank.io/funds/60x60.polychain_capital1680073683609.png,1.0,LEAD,Venture,venture,242
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,P2 Ventures (Polygon Ventures),polygon-ventures,https://img.cryptorank.io/funds/60x60.p_2_ventures_polygon_ventures1715707296830.png,2.0,NORMAL,Venture,venture,148
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Tribe Capital,tribecapital,https://img.cryptorank.io/funds/60x60.tribe capital1653657912700.png,2.0,NORMAL,Venture,venture,61
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Accel,accel,https://img.cryptorank.io/funds/60x60.accel1663849954559.png,2.0,NORMAL,Venture,venture,52
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Galileo,galileo,https://img.cryptorank.io/funds/60x60.galileo1663860715587.png,4.0,NORMAL,Venture,venture,11
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,The House Fund,the-house-fund,https://img.cryptorank.io/funds/60x60.the_house_fund1664354249794.png,4.0,NORMAL,Venture,venture,2
eclipse-fnd,Eclipse,6000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Tabiya,tabiya,https://img.cryptorank.io/funds/60x60.tabiya1664354164207.png,5.0,NORMAL,Venture,venture,2
wyden,Wyden,3300000.0,https://img.cryptorank.io/coins/60x60.wyden1670224283406.png,Blockchain Valley Ventures,blockchainvv,https://img.cryptorank.io/funds/60x60.blockchain_valley_ventures1666624981350.png,4.0,NORMAL,Venture,venture,5
wyden,Wyden,3300000.0,https://img.cryptorank.io/coins/60x60.wyden1670224283406.png,Neue Capital,neue-capital,https://img.cryptorank.io/funds/60x60.neue_capital1670224011434.png,5.0,NORMAL,Venture,venture,4
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Andreessen Horowitz (a16z),andreessen-horowitz,https://img.cryptorank.io/funds/60x60.andreessen horowitz (a16z)1648484432797.png,1.0,LEAD,Venture,venture,236
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Raj Gokal,raj-gokal,https://img.cryptorank.io/funds/60x60.raj_gokal1689760915140.png,1.0,NORMAL,Angel Investor,angel-investor,25
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,The a16z Cultural Leadership Fund,the-a16z-cultural-leadership-fund,https://img.cryptorank.io/funds/60x60.the_a_16_z_cultural_leadership_fund1664871310392.png,2.0,NORMAL,Venture,venture,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Protocol Labs,protocol-labs,https://img.cryptorank.io/funds/60x60.protocol_labs1662643032114.png,3.0,NORMAL,Corporation,corporate,83
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,OpenSea Ventures,opensea-ventures,https://img.cryptorank.io/funds/60x60.open_sea_ventures1663394926333.png,3.0,NORMAL,Venture,venture,32
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,FalconX,falcon-x,https://img.cryptorank.io/funds/60x60.falcon_x1664873268320.png,3.0,NORMAL,Corporation,corporate,11
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,DCVC,dcvc,https://img.cryptorank.io/funds/60x60.dcvc1664872506353.png,3.0,NORMAL,Venture,venture,10
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Xoogler,xoogler,https://img.cryptorank.io/funds/60x60.xoogler1664447740732.png,4.0,NORMAL,Venture,venture,9
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Socii Capital,socii-capital,https://img.cryptorank.io/funds/60x60.socii_capital1664873102765.png,4.0,NORMAL,Venture,venture,7
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,MVP Ventures,mvp-ventures,https://img.cryptorank.io/funds/60x60.mvp_ventures1664872752357.png,4.0,NORMAL,Venture,venture,3
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Harpoon Ventures,harpoon-ventures,https://img.cryptorank.io/funds/60x60.harpoon_ventures1664873861751.png,4.0,NORMAL,Venture,venture,2
