fund_slug,country,count
0xb1,Netherlands,1
0xb1,Singapore,1
0xb1,United States,1
kinsa-durst,Canada,1
kinsa-durst,United States,1
branson-bollinger,United States,1
jason-zhao,United States,1
keith-nunziata,United States,1
marcoai,Singapore,1
misbah-ashraf,India,1
nilay-arora,India,1
paavan-nanda,India,1
ravish-naresh,India,1
vivekananda-hallekere,India,1
chun-wang,Canada,1
chun-wang,United States,1
sillytuna,Netherlands,1
sillytuna,Switzerland,1
daniel-wu,United States,1
shari-glazer,Netherlands,1
stefano-rosso,Netherlands,1
sunil-kumar,India,1
ullas-naik,United States,1
wojciech-cichocki,India,1
plan-b-ventures,United States,3
plan-b-ventures,United Kingdom,1
mimesis-capital,United States,3
greg-foss,United States,1
icba-thinktech,United States,1
jay-gould,United States,1
shop-yourway,United States,1
gerard-pique,France,1
gerard-pique,Sweden,1
matt-batsinelas,Canada,1
matt-batsinelas,United States,1
galen-law-kun,Canada,1
jonathan-caras,Canada,1
phani-kishan,Canada,1
roth-martin,United States,1
sriharsha-majety,Canada,1
yash-kanchan,Canada,1
tundra-angels,United States,1
do-kwon,United States,8
do-kwon,Singapore,3
do-kwon,United Kingdom,3
do-kwon,China,1
do-kwon,Estonia,1
do-kwon,Germany,1
kristian-segerstrale,United States,2
kristian-segerstrale,United Kingdom,1
raaid-hossain,United States,2
alex-price,United States,1
chris-smalling,United Kingdom,1
crypt0x,United Kingdom,1
kenny-carvalho,United States,1
nico-wittenborn,United Kingdom,1
nicolas-cardyn,United Kingdom,1
sam-huber,United Kingdom,1
sam-zappi,United Kingdom,1
token-insight,United States,4
token-insight,Germany,1
token-insight,Singapore,1
justin-sun,Canada,1
justin-sun,Hong Kong,1
justin-sun,United States,1
alastair-band,Germany,1
deepak-jain,Canada,1
john-terry,Singapore,1
ruby-lu,Hong Kong,1
tiger-fang,Hong Kong,1
andrey-balysnikov,Lithuania,1
david-ng,Singapore,2
david-osojnik,Germany,1
marcus-john,Singapore,1
michael-patent,Singapore,1
rob-gilby,Singapore,2
mithil-thakore,India,2
avinash-shekhar,India,1
ledger-status,United States,1
raj-kansara,India,1
rajat-gahlot,India,1
parsiq,United States,2
parsiq,Australia,1
parsiq,Spain,1
parsiq,Vietnam,1
cristiano-ronaldo,United States,1
mike-ruzic,Norway,1
wei-zhou,South Korea,1
harrison-hines,Bulgaria,1
harrison-hines,Singapore,1
jonah-weinstein,Singapore,1
jonah-weinstein,United States,1
matt-lockyer,United States,2
ayush-menon,United States,1
danijel,Singapore,1
gorazd-ocvirk,Singapore,1
hilmar-maximilian-orth,Singapore,1
kyle-lu,Singapore,1
nodar-janashia,Singapore,1
nope,United States,1
peter-mitchell,United States,1
rudy-lee,Singapore,1
ryan-chow,Singapore,1
wanseob-lim,Singapore,1
yaroslav-artyukh,Singapore,1
liontree,United States,5
liontree,France,1
justin-david-blau,United States,2
andy-smith,Nigeria,1
atlas-benjelloun,United States,1
colin-kaepernick,United States,1
dez-bryant,United States,1
jeff-tand,Nigeria,1
sergio-giavanni-kitchens,United States,1
timothy-mosley,United States,1
larry-eiben,United States,1
celsius-network,United States,4
celsius-network,India,1
celsius-network,Russia,1
nitesh-banta,United States,4
anjan-vinod,United States,2
hans-tung,United States,1
james-simpson,Singapore,4
arnold-poernomo,Indonesia,1
binh-tran,Singapore,2
cj-hetherington,South Africa,1
eddie-thai,Singapore,2
gengmo-qi,South Africa,1
ian-lam,Indonesia,1
ivan-lam,Indonesia,1
nyanqueen-wengie,Indonesia,1
quentin-vanoekel,Singapore,1
ron-hose,Singapore,2
seref-beverli,South Africa,1
sergei-chan,United Kingdom,2
sergei-chan,Israel,1
sergei-chan,Lithuania,1
sergei-chan,Netherlands,1
sergei-chan,Nicaragua,1
farid-rached,India,1
farid-rached,Nicaragua,1
farid-rached,United Kingdom,1
phillip-liu-jr,Hong Kong,1
phillip-liu-jr,Nicaragua,1
adam-cader,Nicaragua,1
joe-ferrara,Nicaragua,1
mark-stanwyck,Nicaragua,1
samneet-chepal,Nicaragua,1
nas,United States,3
nas,Germany,1
nas,New Zealand,1
baby-keem,New Zealand,1
peter-m-muhlmann,Denmark,2
will-ferrell,Denmark,1
miss-bitcoin,United States,2
miss-bitcoin,Hong Kong,1
miss-bitcoin,United Kingdom,1
andrew-steinthal,United States,2
jaeson-ma,United States,2
kipp-bodner,United States,2
ricky-engelberg,United States,2
sidney-powell,Netherlands,1
sidney-powell,United States,1
brandon-millman,Hong Kong,1
chris-stan,United States,1
chris-stang,United States,1
dan-ciporin,United States,1
david-breger,United States,1
ian-andrews,United States,1
javier-villamizar,United States,1
joshua-siegel,United States,1
julian-jung,United States,1
laura-gaviria-halaby,United States,1
li-ning,United States,1
mags-kala,United States,1
marcy-simon,United States,1
paul-sethi,United States,1
peter-yard,United States,1
rishi-khanna,United States,1
sam-kassoumeh,United States,1
taryn-fixel,United States,1
alex-salnikov,Switzerland,1
alex-salnikov,United States,1
daniel-maegaard,Norway,1
daniel-maegaard,United States,1
flucas-ventures,United States,2
tom-yi,United States,2
alex-harley,Switzerland,1
bruno-barbieri,Switzerland,1
christian-baroni,Switzerland,1
dillon-hattab,United States,1
han-hua,Switzerland,1
jeff-holmberg,United States,1
jin-chung,Switzerland,1
joel-thorstensson,Switzerland,1
jordan-lazaro-gustave,United States,1
mike-demarais,Switzerland,1
suzy-ryoo,United States,1
vishal-rao,United States,1
wayne-chang,Switzerland,1
nicolas-cary,Sweden,1
nicolas-cary,United Kingdom,1
jon-reynolds,United Kingdom,1
peter-gabriel,United Kingdom,2
bryce-baker,United States,1
chauncey-st-john,Nicaragua,1
daniel-kim,Nicaragua,1
john-tabatabai,United States,1
kevin-chiao,Nicaragua,1
nate-mitchell,United States,1
bekar-goletiani,Singapore,1
loren-roosendaal,Puerto Rico,1
nick-button-brown,United Kingdom,1
priyanka-gill,Singapore,1
richmond-teo,Singapore,1
sarutobi-sasuke,Singapore,1
waleed-rassuli,Singapore,1
coin-united-capital,United States,3
coin-united-capital,Hong Kong,1
andrew-masanto,United States,2
eric-ries,Serbia,1
jaron-varsano,Israel,1
martin-mao,United States,1
matthew-kalish,United States,1
ronny-shibley,France,1
ryan-harwood,United States,1
tihomir-bajic,Serbia,1
haobo-zhao,United States,1
helix-fund,Hong Kong,2
helix-fund,United States,1
blockin,Hong Kong,1
matcha,Canada,1
nvc,Hong Kong,1
philip-arthur-moore,Hong Kong,1
unblock-ventures,Hong Kong,1
colborn,United Kingdom,1
happy-walters,United States,1
ninja4,United States,1
yin-cao,United Kingdom,1
neo-eco-fund,Singapore,2
neo-eco-fund,China,1
neo-eco-fund,Portugal,1
neo-eco-fund,United States,1
rohnjobinson,United States,2
rohnjobinson,Vietnam,1
etienne,Romania,1
etienne,United States,1
ganesh-swami,India,1
ganesh-swami,Romania,1
a-plus-capital,United States,1
ampl-capital,Singapore,1
aneel-ranadive,United States,1
aurel-iancu,Romania,1
delroy-bosco,Romania,1
dux-games,Singapore,1
erik-ashdown,Romania,1
jeff-pan,United States,1
wengie-huang,United States,1
ian-wilson,Singapore,1
michael-zhang,Singapore,1
peter-hlavnick,Singapore,1
taiyang-zhang,United Kingdom,1
taiyang-zhang,United States,1
anna-vladi,United States,1
doug-petkanics,United States,1
eric-tang,United States,1
nathan-montone,United States,1
alex-masmej,United States,5
brian-flynn,United States,5
jenil-thakker,United States,3
julia-rosenberg,United States,2
julia-rosenberg,Germany,1
patrick-rivera,United States,3
cecilia-li,China,1
cecilia-li,United States,1
nima-asghari,Germany,1
nima-asghari,United States,1
sari-azout,United States,2
aessio-fanelli,United States,1
alisha-eth,United States,1
ariel-arrieta,Brazil,1
bhaumik-patel,United States,1
blake-jennelle,United States,1
daniel-heyman,United States,1
daniel-nadler,United States,1
erik-schluntz,United States,1
jeremy-sklaroff,United States,1
jihad-esmail,United States,1
jonathan-zhou,United States,1
louisalbiverse,United States,1
marcelo-sampaio,Brazil,1
mason-nystrom,United States,1
nathaniel-herman,United States,1
oaksprout,United States,1
oliver-jung,Brazil,1
paulo-silveira,Brazil,1
rob-toews,United States,1
sean-li,United States,1
spencer-kier,United States,1
tokenangels,United States,1
tom-white,United States,1
zach-frankel,United States,1
table-management,United States,3
brian-tubergen,Russia,1
cpt-n3mo,Singapore,1
kimbal-musk,United States,1
kiran-bhatraju,United States,1
lyndon-rive,United States,1
mark-joseph,United States,1
michael-cena,United States,1
nikita-bier,United States,1
paul-holland,Russia,1
peter-rive,United States,1
ro-gupta,United States,1
tosca-musk,United States,1
lucas-he,Australia,1
lucas-he,Singapore,1
mr-beast,United States,2
mr-beast,Hong Kong,1
mr-beast,Spain,1
jeffrey-katzenberg,United States,2
andrew-farkas,United States,1
anthony-saleh,United States,1
brad-koenig,United States,1
chang-han-kim,Vietnam,1
david-grider,United States,1
ebonie-ward,United States,1
fara-leff,United States,1
gene-simmons,United States,1
gunna,United States,1
jonathan-cohen,United States,1
lil-baby,United States,1
michael-rubin,United States,2
gowri-narayanan,Canada,1
alex-moukas,Hong Kong,1
bill-foley,United States,1
josh-jones,United States,1
michael-blend,United States,1
jun-gong,India,1
kevin-oleary,India,1
trevor-owens,India,1
austin-rief,United States,3
austin-rief,Canada,1
greg-isenberg,Canada,1
julien-smith,Canada,1
adam-white,United States,2
adam-white,United Kingdom,1
bernard-kim,United States,1
mike-verdu,United States,1
gft-ventures,United States,1
jary-ngan,China,1
oaktree-capital,United States,1
penske-media,United States,1
primary-wave,United States,1
alex-bouaziz,United States,2
charles-goldstuck,Sweden,1
claire-johnson,United States,1
jeremy-liew,United States,1
mark-carnegie,Australia,1
pablo-rodriguez-fraile,United States,2
pablo-rodriguez-fraile,United Kingdom,1
adam-lindemann,United Kingdom,1
jennifer-zeng,United Kingdom,1
katsunori-sago,Hong Kong,1
loic-gouzer,United Kingdom,1
olivia-wang,United Kingdom,1
svetlana-kuzmicheva-uspenskaya,United Kingdom,1
thankyoux,United States,2
nitin-gupta,Singapore,1
ville-vesterinen,Finland,1
ryan-hoover,United States,4
tushar-aggarwal,India,2
tushar-aggarwal,United States,1
mohak-agarwal,India,2
abhishek-singh,India,1
clark-valberg,United States,1
roberto-talamas,India,1
taro-kawamura,United States,1
baron-davis,United States,3
rovida-advisors,United Kingdom,1
rovida-advisors,United States,1
akshay-chaturvedi,India,1
amitabh-singhal,India,1
ashish-chand,India,1
kanwaljit-bombra,India,1
rakesh-kaul,India,1
sohil-chand,India,1
stephen-pagliuca,United States,1
taj-haslani,India,1
anaandrianova,United Kingdom,3
anaandrianova,United States,2
anaandrianova,Estonia,1
siddharth-jain,India,3
siddharth-jain,United States,2
tony-sheng,United States,4
tony-sheng,Canada,1
bored-elon,United States,3
bored-elon,India,1
morgan-beller,United States,4
sebastien-audet,United States,3
sebastien-audet,United Kingdom,1
beryl-li,United States,2
beryl-li,Taiwan,1
ian-lee,United States,3
immad-akhund,United States,3
immad-akhund,Bermuda,1
joey-krug,United States,3
krishna-sriram,United States,2
krishna-sriram,Switzerland,1
sahil-lavingia,United States,3
vlad-tenev,United States,2
vlad-tenev,Australia,1
adam-kornfield,United States,1
adam-kornfield,Vietnam,1
ayesha-kiani,United States,2
baek-kim,United States,2
brian-ma,India,1
brian-ma,United States,1
celia-wan,South Korea,1
celia-wan,United States,1
christy-choi,United States,2
edward-moncada,United States,1
gavin-mcdermott,United States,2
harsh-patel,United States,2
jeremy-allaire,United States,2
sowmay-jain,India,1
sowmay-jain,United States,1
abhijeet-dwivedi,United States,1
alex-mesmaj,United States,1
alex-telnov,United States,1
alex-wearn,United States,1
alexander-beasant,United States,1
amit-mukherjee,United States,1
andy-bromberg,United States,1
anil-dharni,United States,1
artia-moghbel,United States,1
asiff-hirji,United States,1
b-sol,United States,1
bor4,United States,1
brad-koeppen,United States,1
brian-barnes,United States,1
brian-melville,United States,1
cameron-winklevoss,United States,1
chkim,United States,1
chris-ye,United States,1
christian-oestlien,United States,1
cyrus-ismoney-eth,United States,1
danny-shader,United States,1
david-finzer,United States,1
david-goldberg,United States,1
david-j-rodriguez,United States,1
defidollar-finance,United States,1
dennis-fong,United States,1
derek-edws,United States,1
diane-dai,United States,1
digital-humanism,China,1
eden-chen,United States,1
edward-wu,United States,1
gary-marino,United States,1
greg-sands,United States,1
guy-gal,United States,1
harry-hurst,United States,1
jake-dwyer,United States,1
jason-chapman,United States,1
jason-rosenthal,United States,1
jeremiah-smith,United States,1
jerry-zhou,United States,1
joao-de-paula,United States,1
john-l,United States,1
john-morrow,United States,1
jonathan-chu,United States,1
joseph-gerber,United States,1
kaan-eryilmaz,United States,1
karan-shah,United States,1
katie-mitic,United States,1
keith-ryu,United States,1
kenshi-arasaki,United States,1
liu-jie,United States,1
mark-britto,United States,1
mark-selcow,United States,1
nick-de-bontin,United States,1
nik-milanovic,United States,1
nolan-romero,United States,1
omar-bohsali,United States,1
peter-johnson,United States,1
raviraj-jain,United States,1
renaissance,United States,1
rex-salisbury,United States,1
rico-mallozzi,United States,1
ronan-sandford,United States,1
ryan-youngjoon-yi,United States,1
sam-mallene,United States,1
sam-mcIngvale,United States,1
sam-zou,United States,1
sarah-tavel,United States,1
simon-taylor,United States,1
soona-amhaz,United States,1
stephen-mckeon,United States,1
sunny-he,United States,1
thiago-peres,United States,1
tiffany-kosolcharoen,United States,1
tom-walton-pocock,United States,1
tor-bair,United States,1
tushar-jain,United States,1
tyler-winklevoss,United States,1
vignesh-sundaresan,United States,1
wilkins-chung,United States,1
winston-robson,United States,1
yitong-zhang,United States,1
yury-oparin,United States,1
zak-prince,United States,1
zane-salim,United States,1
maya-zehavi,United States,2
maya-zehavi,Germany,1
cassidy-daly,Germany,1
cassidy-daly,United States,1
alexa-von-tobel,Indonesia,1
andy-ho,Indonesia,1
daniela-binatti,Indonesia,1
henry-de-valence,United States,1
jannick-malling,Indonesia,1
leif-abraham,Indonesia,1
raghu-yarlagadda,Indonesia,1
rene-lubov,United States,1
sergio-jimenez,Indonesia,1
sujata-bhatia,Indonesia,1
damo-labs,Russia,1
damo-labs,Spain,1
archana-priyadarshini,India,1
brandon-potts,Canada,1
dermot-mcgrath,Canada,1
kuberan-marimuthu,India,1
kumar-srivatsan,India,1
madhusudhan-ramakrishnan,India,1
origin-ventures,Spain,1
prabhu-rangarajan,India,2
sailesh-ramakrishnan,India,2
steve-harvey,Canada,1
adam-cochran,Indonesia,1
derek-waltchack,Indonesia,1
0x-650d,Germany,1
john-sterlacci,Germany,1
r-i-rtti,Germany,1
randall-kaplan,United States,2
greg-tseng,United States,1
maritime-blue,United States,1
stephen-wang,United States,1
gamee-studio,Vietnam,1
solscan,Vietnam,1
wartull,Canada,1
nitish-mittersain,India,3
siddhanth-jayaram,India,2
tokocrypto,Singapore,1
dharamveer-singh-chouhan,India,1
hitters-xu,Singapore,1
tony-dibenedetto,United States,1
nick-molnar,United States,1
alex-zhu,Singapore,1
derek-hsue,United States,4
svperfecta,Estonia,1
svperfecta,United States,1
garrett-macdonald,United States,2
adrian-tavares,United States,1
artur-sychov,Estonia,1
auryn-mcmillan,United States,1
billy-luedtke,United States,1
cameron-hejazi,United States,1
dima-buterin,United States,1
dragos-rizescu,United States,1
eric-juta,United States,1
forester-music,United States,1
jason-williams,United States,1
jenil-thakkar,United States,1
joachim-hedenius,Estonia,1
joseph-bender,United States,1
kaarel-kotkas,Estonia,1
khaled-helioui,Estonia,1
marvin-liao,Estonia,1
mathemphetamine,United States,1
neil-harounian,United States,1
niftynaut,Estonia,1
pet3r-pan,United States,1
robert-keenan,United States,1
sam-feldt,United States,1
stefano-corazza,Estonia,1
tom-preston-werner,Estonia,1
yehuda-duenas,United States,1
andrew-green,United States,1
ben-beath,United States,1
jake-becker,United States,1
kavin-stewart,United States,1
lili-feyerabend,United States,1
sando,United States,1
jai-bhavnani,United States,3
jai-bhavnani,Israel,1
bill-lee,United States,6
bill-lee,Switzerland,1
gamefi-labs,Singapore,1
james-moreau,Singapore,1
the9,Singapore,1
jaycen-joshua,United States,1
savvas-f,United Kingdom,2
steve-miller,United States,1
anastasia-andrianova,United Kingdom,1
anastasia-andrianova,United States,1
marc-debevoise,United States,1
michael-kassan,United States,1
ryan-rabaglia,United Kingdom,1
nine-realms,United States,2
21-savage,United States,1
charlie-christie,United States,1
conor-ambrose,United States,1
dj-drama,United States,1
jesse-coren,United States,1
lonzo-ball,United States,1
steve-klebanoff,United States,1
stevo-dingle,United States,1
trevor-patterson,United States,1
tunde-balogun,United States,1
angel-corcostegui,Spain,1
arthur-madrid,United States,1
juan-roig,Spain,1
amazon,United States,1
jason-derulo,Germany,1
jason-derulo,United States,1
sk-networks,South Korea,1
sk-networks,United States,1
alap-bharadwaj,Singapore,1
frank-slootman,United States,1
michael-scarpelli,United States,1
thorney-investment,United States,2
value-internet-fund,United States,1
taavet-hinrikus,United Kingdom,3
taavet-hinrikus,Estonia,1
taavet-hinrikus,Germany,1
taavet-hinrikus,Singapore,1
francesco-simoneschi,United Kingdom,2
francesco-simoneschi,Estonia,1
tin-nguyen,Netherlands,1
tin-nguyen,Singapore,1
tin-nguyen,United States,1
seeds-capital,Singapore,2
alan-seid,Singapore,1
antonny-liem,Singapore,1
armando-aguilar,Singapore,1
capital-sb,United States,1
carmen-fliciano,Singapore,1
chavamon-vinijtrongjit,Singapore,1
chris-gonsalves,Singapore,1
george-chu,Singapore,1
grayson-allen,United States,1
ken-berger,Singapore,1
kimiko-doan,Singapore,1
kola-aina,Nigeria,1
michael-ugwu,Nigeria,1
oluwatobi-soyombo,Nigeria,1
parinya-narkprasert,Singapore,1
steven-bryson-haynes,Singapore,1
willow-li,Singapore,1
wraya,United States,1
fred-ehrsam,United States,7
fred-ehrsam,Germany,1
joe-lonsdale,United States,2
daniel-james,United States,1
dukakis-tejada,United States,1
jeff-weiner,United States,1
nick-myers,United States,1
richard-craib,United States,1
sunny-gar,United States,1
drew-austin,United States,1
hcm-capital,United States,5
hcm-capital,Netherlands,1
matthew-dellavedova,United States,2
austin-hill,United States,1
gcw-capital,Estonia,1
paid-network,Switzerland,1
shishir-mehrotra,India,1
chris-nguyen,Canada,1
eric-diep,Canada,1
richard-chen,Canada,1
david-waslen,Switzerland,1
shreyansh-singh,Switzerland,1
joel-john,Singapore,1
joel-john,United Kingdom,1
marc-woodward,Singapore,1
marc-woodward,United States,1
bassjackers,United States,1
rahul-vohra,United States,3
todd-goldberg,United States,4
jeff-fagnan,United States,2
julian-shapiro,United States,2
kelvin-beachum-jr,United States,2
larry-fitzgerald,United States,3
alex-morgan,United States,1
candace-parker,United States,1
giannis-ante,United States,1
marlon-humphrey,United States,1
tom-brady,United States,1
ashish-gupta,India,1
ashish-hemrajani,India,1
eric-dadoun,Canada,1
kumar-sudarsan,India,1
oliver-blakey,Canada,1
parikshit-dhar,India,1
pradyumna-agarwal,India,1
delingpole,United States,1
robert-wolf,United States,2
david-levy,United States,1
ryan-schinman,United States,1
nebulas,Singapore,1
nebulas,UAE,1
chatchaval-jiaravanon,Hong Kong,1
chatchaval-jiaravanon,Thailand,1
tridbodi-arunanondchai,Thailand,1
yunjangjuan,United States,1
encrypt-club,Singapore,2
richard-entrup,United States,1
hassan-bassiri,South Korea,1
peyton-manning,United States,1
phil-chen,Taiwan,1
justin-timberlake,United States,2
redcave-ventures,Norway,1
redcave-ventures,Sweden,1
black-anthem-ltd,Hong Kong,1
chandan-choudhary,India,1
chirdeep-singh-chhabra,India,1
defiboost,United Kingdom,1
dunsten-teo,India,1
scott-littlewood,India,1
steven-enamakel,India,1
kevin-hu,United Kingdom,2
kevin-hu,United States,1
patrick-lavecchia,Portugal,1
zachary-cole,Portugal,1
ben-edgington,United States,1
jim-mcdonald,United States,1
jonny-ray,United States,1
melanie-strong,United States,1
johannes-pfeffer,United States,1
lawrence-diao,United States,1
ryan-phua,United States,1
t-j-kelly,United States,1
bfa-group,Vietnam,1
chip-group,Vietnam,1
nft-stars,Panama,1
nishal-shetty,India,1
rob-salha,Australia,1
suniel-shetty,UAE,1
alexis-bonillo,France,2
danny-zuckerman,United States,2
alex-gausman,United States,1
bill-block,United States,1
carlos-diaz-padron,United States,1
gail-wilson,United States,1
gaurav-munjal,India,1
kunal-kapoor,India,1
roman-saini,India,1
scott-genie,United States,1
stefen-delev,United States,1
sujeet-kumar,India,1
tomer-ben-david,United States,1
zego-studio,Vietnam,1
isaac-lidsky,Netherlands,1
isaac-lidsky,United States,1
crypto-daily,Singapore,1
cryptochecker,Singapore,1
danny-wilson,Netherlands,1
mandy-ico-research,Singapore,1
nirbhik-jangid,United States,2
caleb-parker,United States,1
samson-mow,United Kingdom,1
larry-sukernik,United States,3
larry-sukernik,India,2
felix-feng,United States,2
felix-feng,Netherlands,1
ethan-bloch,United States,1
jason-gardner,United States,1
kalpesh-kapadia,United States,1
kinjal-shah,United States,1
rosario-bifulco,Italy,1
safelaunch,Singapore,2
safelaunch,New Zealand,1
safelaunch,Saint Kitts and Nevis,1
griff-green,Canada,1
griff-green,Germany,1
griff-green,Switzerland,1
typto,Switzerland,1
ash-kalb,Switzerland,1
chainboost,Singapore,1
frank-wang,Switzerland,1
heco,Singapore,1
hutch,Germany,1
jehan-chu,Switzerland,1
jordan-ellis,Switzerland,1
leigh-travers,Germany,1
marcus-lim,Switzerland,1
martin-best,Switzerland,1
mateo-alcocer,Switzerland,1
mike-miglio,Switzerland,1
paul-tan,Switzerland,1
pnetwork,Singapore,1
ruitao-su,Germany,1
stephan-farias,Switzerland,1
zett-eth,Switzerland,1
alexandra-botez,United States,1
robin-bade,United Kingdom,1
stelios-gerogiannakis,United Kingdom,1
saehan-venture-capital,South Korea,3
wendy-o,United Kingdom,1
ocean-crest-investments,Singapore,1
patrick-vizzone,Singapore,1
pt-great-giant-pineapple,Singapore,1
marcos-galperin,Argentina,2
martin-migoya,Argentina,1
kevin-chou,United States,2
kevin-chou,Taiwan,1
james-waugh,United States,1
jp-richardson,United States,1
katy-perry,Germany,1
min-h-kim,United States,1
pusha-t,Germany,1
samantha-yap,United States,1
crypto-avengers,United Kingdom,1
dan-rubin,United States,1
qinwen-wang,United States,1
luna-fastlaner,United Kingdom,1
nick-flammel,United Kingdom,1
startup-yard,Georgia,1
wolf-of-defi,United Kingdom,1
tim-kang,Australia,1
tim-kang,Bulgaria,1
tyler-reynolds,Bulgaria,1
tyler-reynolds,United States,1
aaron-mcdonald,Bulgaria,1
algernon-homes,Bulgaria,1
ivan-manchev,Bulgaria,1
john-patrick-mullin,Bulgaria,1
jon-callaghan,Bulgaria,1
marc-smith,Bulgaria,1
mark-ward,Bulgaria,1
matt-hunter,Bulgaria,1
nick-ward,Bulgaria,1
ryan-shtirmer,Bulgaria,1
guanrui-technology,China,1
teao-technology,China,1
xuan-ying,China,1
john-salter,United States,1
timo-soininen,United States,1
top-traders,Spain,1
leighton-cusack,United States,3
leighton-cusack,India,1
bitflyer,Japan,1
lyn-alden,United States,1
mike-alfred,United States,1
mixi,Japan,1
epsilon-trading,United States,1
mapleleafcap,United States,2
mapleleafcap,China,1
mapleleafcap,Hong Kong,1
mapleleafcap,Singapore,1
ric-burton,Netherlands,1
ric-burton,United Kingdom,1
ric-burton,United States,1
alice-lloyd-george,United States,2
bertelsmann-india-investments,Hong Kong,1
bertelsmann-india-investments,United States,1
kayvon-beykpour,United States,2
aaron-batalion,United States,1
fiona-kelly,United States,1
jalak-jobanputra,United States,1
jason-warner,United States,1
joe-stump,United States,1
jon-choi,United States,1
jonathan-glick,United States,1
jordan-messina,United States,1
josh-march,United States,1
justin-boreta,United States,1
kris-cheng,United States,1
maaria-bajwa,United States,1
martin-green,United States,1
maxwell-krohn,United States,1
michael-dunworth,United States,1
michael-mignano,United States,1
mitch-evans,Portugal,1
narendra-rocherolle,United States,1
nat-eliason,United States,1
paul-stamitou,United States,1
ryan-junee,United States,1
tyler-willis,United States,1
lark-davis,United States,1
matthew-cantieri,Singapore,1
matthew-cantieri,United States,1
danilo-s-carlucci,Singapore,1
danilo-s-carlucci,United Kingdom,1
aditya-agarwal,India,2
aditya-agarwal,United States,1
sean-rad,India,1
sean-rad,United States,1
bhavin-turakhia,India,1
rajeev-misra,India,1
john-fontein,United States,1
rac,United States,2
rac,Australia,1
blake-billiet,Australia,1
dee-goens,Australia,1
jacob,Australia,1
jonathan-perkins,Australia,1
jordan-jackson,Australia,1
joshua-levine,Australia,1
max-garnick,Australia,1
max-webster,Australia,1
pasquale-lavecchia,Australia,1
9unicorns,France,2
all-star-capital,United States,1
jesseclayburgh,Germany,1
jesseclayburgh,United States,1
molly-mackinlay,Germany,1
jp-thieriot,Argentina,1
rRowan-trollope,United States,1
corey-petty,Canada,1
jeff-issis,Canada,1
jonathan-boateng,Canada,1
pedar-muller,Canada,1
shahar-abrams,Canada,1
Wot_is_going_on,Canada,1
anand-chandrasekaran,United States,1
anjali-bansal,United States,1
rudy-karsan,United Kingdom,2
eminem,United States,1
sathvik-vishwanath,India,1
sharan-nair,India,1
jon-staenberg,United States,1
karl-muth,United States,1
ivan-bjelajac,Serbia,1
milos-stojanovic,Serbia,1
mirko-novakovich,Serbia,1
nicolas-dessaigne,Serbia,1
roxana-danila,Serbia,1
gabriel-leydon,United States,2
casey-neistat,United States,3
melody-he,United Kingdom,1
rezo,Estonia,1
rezo,India,1
davidnamdar,United States,1
lesley-silverman,United States,1
paul-nattapatsiri,South Korea,1
sfleyshman,United States,1
adam-knight,United Kingdom,1
alok-sama,United Kingdom,1
hank-uberoi,United Kingdom,2
paul-rippon,United Kingdom,1
alana-podrx,United States,1
alexis-gauba,United States,1
ameer-suhayb-carter,United States,1
blake-west,United States,1
courtney-chow,United States,1
dave-kim,United States,1
driss-benamour,United States,1
erik-syvertsen,United States,1
erikan-obotetukudo,United States,1
james-foley,United States,1
nathaniel-whittemore,United States,1
nitya-subramanian,United States,1
patrick-chang,United States,1
ramon-recuero,United States,1
robbie-bent,United States,1
sebastian-delgado,United States,1
steve-blank,United States,1
steve-weinstein,United States,1
thibauld-favre,United States,1
tom-bedecarre,United States,1
vanessa-slavich,United States,1
xochitl-cazador,United States,1
jeremy-kerbal,United Kingdom,1
llamas,Norway,1
yonatan-ben-shimon,United Kingdom,1
garri-zmudze,Hong Kong,1
ilya-suharenko,Hong Kong,1
rustam-gilfanov,Hong Kong,1
max-ciociola,Italy,1
pietro-invernizzi,Italy,1
jonny-rhea,United States,1
paul-j-martin,United States,1
ricky-li,Germany,1
ricky-li,United States,1
adam-dangelo,India,1
david-mccormick,United States,1
henry-kravis,United States,1
nadeem-meghji,United States,1
stanley-druckenmiller,United States,1
wayne-lin,United States,1
hodl-capital,United States,1
dpo,United States,1
werner-geissler,Germany,1
andrey-shirben,Israel,1
blue-helix,Israel,1
jemma-xu,Israel,1
kolektivo-labs,Israel,1
vishal-kankani,Israel,1
box-mining,UAE,1
carl-moon,UAE,1
hodl-global,UAE,1
inclusion-crypto-fund,UAE,1
carsten-thoma,Switzerland,1
rasool-rayani,Canada,1
andrew-unger,United States,1
dasheng-capital,Singapore,1
delane-parnell,United States,1
harry-stebbings,United States,1
luke-pappas,United States,1
lyle-owerko,United States,1
max-cutler,United States,1
ryan-morris,United States,1
steadfast-venture-capital,United States,1
sunny-madra,Switzerland,1
jerry-yang,United States,3
jerry-yang,Georgia,1
jerry-yang,Gibraltar,1
john-hennessy,United States,3
ramtin-naimi,United States,2
ali-partovi,United States,1
ani-banerjee,United States,1
bert-kaufman,United States,1
beth-turner,United States,1
david-petersen,United States,1
dego-finance,Cyprus,1
eddie-fishman,United States,1
eugene-marinelli,United States,1
guy-podjarny,United States,1
jenny-wang,United States,1
josh-manchester,United States,1
julia-hartz,United States,1
keller-rinaudo,United States,1
michael-callahan,United States,1
bill-tai,Netherlands,2
bill-tai,United States,1
suna-said,United States,2
chandler-song,Estonia,1
