fund_slug,tag,count,percent
robin-chan,Governance,1,14.29
robin-chan,Layer 1 (L1),1,14.29
robin-chan,Marketplace,1,14.29
robin-chan,Metaverse,1,14.29
robin-chan,NFT elements,1,14.29
robin-chan,Security,1,14.29
ryan-spoon,Advertising,1,14.29
ryan-spoon,API,1,14.29
ryan-spoon,Data Service,1,14.29
ryan-spoon,Marketplace,1,14.29
ryan-spoon,Metaverse,1,14.29
ryan-spoon,NFT elements,1,14.29
ryan-spoon,Sports,1,14.29
aj-vaynerchuk,Privacy,1,50.0
aj-vaynerchuk,Security,1,50.0
anand-deshpande,Data Service,1,33.33
anand-deshpande,Privacy,1,33.33
anand-deshpande,Social Network,1,33.33
cooper-kunz,Privacy,1,50.0
cooper-kunz,Security,1,50.0
dinesh-agarwal,Data Service,1,33.33
dinesh-agarwal,Privacy,1,33.33
dinesh-agarwal,Social Network,1,33.33
dinesh-gulati,Data Service,1,33.33
dinesh-gulati,Privacy,1,33.33
dinesh-gulati,Social Network,1,33.33
erica-wenger,Privacy,1,50.0
erica-wenger,Security,1,50.0
gaurav-kapur,Data Service,1,33.33
gaurav-kapur,Privacy,1,33.33
gaurav-kapur,Social Network,1,33.33
henry-zitou,Data Service,1,33.33
henry-zitou,Privacy,1,33.33
henry-zitou,Social Network,1,33.33
rashid-mayes,Data Service,1,33.33
rashid-mayes,Privacy,1,33.33
rashid-mayes,Social Network,1,33.33
rei-wang,Privacy,1,50.0
rei-wang,Security,1,50.0
subhash-ghai,Marketplace,1,50.0
subhash-ghai,NFT elements,1,50.0
0x-d24,Lending,1,50.0
0x-d24,Options,1,50.0
phil-huang,Lending,1,50.0
phil-huang,Options,1,50.0
alex-potapenko,Metaverse,1,33.33
alex-potapenko,NFT elements,1,33.33
alex-potapenko,Play to Earn (P2E),1,33.33
fedor-drozdovski,Metaverse,1,33.33
fedor-drozdovski,NFT elements,1,33.33
fedor-drozdovski,Play to Earn (P2E),1,33.33
vinor-zukhubaia,Metaverse,1,33.33
vinor-zukhubaia,NFT elements,1,33.33
vinor-zukhubaia,Play to Earn (P2E),1,33.33
joseph-eagan,Trading Strategies,2,25.0
joseph-eagan,Cross-Chain,1,12.5
joseph-eagan,Data Service,1,12.5
joseph-eagan,Digital Identity,1,12.5
joseph-eagan,Index,1,12.5
joseph-eagan,NFT elements,1,12.5
joseph-eagan,Wallet,1,12.5
brian-o-hagan,NFT elements,2,33.33
brian-o-hagan,Marketplace,1,16.67
brian-o-hagan,Metaverse,1,16.67
brian-o-hagan,Real Estate,1,16.67
brian-o-hagan,Sports,1,16.67
gprincen,NFT elements,1,50.0
gprincen,Payments,1,50.0
iris-foundation,Collectibles,1,25.0
iris-foundation,Marketplace,1,25.0
iris-foundation,Mobile,1,25.0
iris-foundation,NFT elements,1,25.0
camille-tyan,NFT elements,1,100.0
marianne-gosset,NFT elements,1,100.0
united-states-air-force,API,1,50.0
united-states-air-force,Cloud Services,1,50.0
ashleigh-schap,Bridge,1,25.0
ashleigh-schap,Cross-Chain,1,25.0
ashleigh-schap,Layer 1 (L1),1,25.0
ashleigh-schap,Metaverse,1,25.0
steven-waterhouse,Bridge,1,50.0
steven-waterhouse,Cross-Chain,1,50.0
tamlyn-rudolph,Bridge,1,50.0
tamlyn-rudolph,Cross-Chain,1,50.0
wingvasiksiri,Collectibles,1,25.0
wingvasiksiri,Lending,1,25.0
wingvasiksiri,Marketplace,1,25.0
wingvasiksiri,Wallet,1,25.0
sega-corporation,Developer Tools,1,25.0
sega-corporation,Gaming Guild,1,25.0
sega-corporation,NFT elements,1,25.0
sega-corporation,Play to Earn (P2E),1,25.0
days,Gaming Guild,2,50.0
days,Play to Earn (P2E),2,50.0
joe-betts-lacroix,Binance Alpha,1,20.0
joe-betts-lacroix,Charity,1,20.0
joe-betts-lacroix,DAO,1,20.0
joe-betts-lacroix,DeSci,1,20.0
joe-betts-lacroix,Governance,1,20.0
serkan-toto,Collectibles,1,100.0
jeremy-clover,Data Service,1,100.0
mike-borozdin,Data Service,1,100.0
mike-dinsdale,Data Service,1,100.0
jude-gomila,API,2,66.67
jude-gomila,Metaverse,1,33.33
lloyd-braun,Social Media,1,100.0
richard-spanton,Decentralized Application (dApp),1,100.0
alex-zhang,DAO,2,22.22
alex-zhang,NFT elements,2,22.22
alex-zhang,Launchpad,1,11.11
alex-zhang,Mobile,1,11.11
alex-zhang,Social Network,1,11.11
alex-zhang,Wallet,1,11.11
alex-zhang,Watch to Earn,1,11.11
brandon-kumar,Data Service,1,33.33
brandon-kumar,Tax & Accounting,1,33.33
brandon-kumar,Wallet,1,33.33
raz,Wallet,1,100.0
arnav-pagidyala,Wallet,1,100.0
can-gurel,Wallet,1,100.0
vasanth-thiruvadi,Wallet,1,100.0
leore-avidar,Cross-Chain,1,16.67
leore-avidar,Data Service,1,16.67
leore-avidar,Mobile,1,16.67
leore-avidar,NFT elements,1,16.67
leore-avidar,Payments,1,16.67
leore-avidar,Wallet,1,16.67
eric-feldman,Cross-Chain,1,25.0
eric-feldman,Mobile,1,25.0
eric-feldman,Payments,1,25.0
eric-feldman,Wallet,1,25.0
splinterlands,Layer 1 (L1),1,50.0
splinterlands,Smart Contract Platform,1,50.0
john-crain,Marketplace,2,33.33
john-crain,Metaverse,1,16.67
john-crain,Music,1,16.67
john-crain,NFT elements,1,16.67
john-crain,Real Estate,1,16.67
kazutaka-mori,Data Service,1,20.0
kazutaka-mori,Decentralized Application (dApp),1,20.0
kazutaka-mori,Gaming Guild,1,20.0
kazutaka-mori,Play to Earn (P2E),1,20.0
kazutaka-mori,Smart Contract Platform,1,20.0
cem-kansu,Collectibles,1,33.33
cem-kansu,Mobile,1,33.33
cem-kansu,NFT elements,1,33.33
justin-melillo,Collectibles,1,33.33
justin-melillo,Mobile,1,33.33
justin-melillo,NFT elements,1,33.33
kotaro-tamura,Data Service,1,33.33
kotaro-tamura,Decentralized Application (dApp),1,33.33
kotaro-tamura,Smart Contract Platform,1,33.33
mikko-salovaara,CEX,1,50.0
mikko-salovaara,Trading Strategies,1,50.0
willard-ahdritz,CEX,1,50.0
willard-ahdritz,Trading Strategies,1,50.0
esteban-ordano,Lending,2,100.0
marcin-wenus,Data Service,1,50.0
marcin-wenus,Tax & Accounting,1,50.0
andreas-bjaroy,Trading Strategies,1,100.0
ketil-widerberg,Trading Strategies,1,100.0
kristian-lundkvist,Trading Strategies,1,100.0
morten-klein,Trading Strategies,1,100.0
clive-mayhew,Marketplace,1,25.0
clive-mayhew,Metaverse,1,25.0
clive-mayhew,NFT elements,1,25.0
clive-mayhew,Sports,1,25.0
chandresh-aharwar,Decentralized Application (dApp),1,25.0
chandresh-aharwar,Payments,1,25.0
chandresh-aharwar,Trading Strategies,1,25.0
chandresh-aharwar,Yield Farming,1,25.0
banpu,Energy Solutions,1,100.0
jay-kurahashi-sofue,Decentralized Application (dApp),1,50.0
jay-kurahashi-sofue,Payments,1,50.0
marco-robustelli,Decentralized Application (dApp),1,50.0
marco-robustelli,Payments,1,50.0
baiyu,Education,1,100.0
hu-donghai,Education,1,100.0
jiawei-zhu,Education,1,100.0
tang-han,Education,1,100.0
zhixian,Education,1,100.0
easycoins,Play to Earn (P2E),1,100.0
calvin-ayre,Payments,1,50.0
calvin-ayre,Wallet,1,50.0
bharat-verma,Decentralized Application (dApp),1,50.0
bharat-verma,Developer Tools,1,50.0
prasoon-agrawal,Decentralized Application (dApp),1,50.0
prasoon-agrawal,Developer Tools,1,50.0
dbank,Trading Strategies,1,100.0
mohamed-bin,Marketplace,1,50.0
mohamed-bin,NFT elements,1,50.0
trevor-mc-fedries,NFT elements,8,33.33
trevor-mc-fedries,Marketplace,5,20.83
trevor-mc-fedries,Music,3,12.5
trevor-mc-fedries,Art,2,8.33
trevor-mc-fedries,Data Service,2,8.33
trevor-mc-fedries,Metaverse,2,8.33
trevor-mc-fedries,Social Media,2,8.33
cuy-sheffield,NFT elements,3,60.0
cuy-sheffield,DAO,1,20.0
cuy-sheffield,Social Network,1,20.0
kygo,API,1,14.29
kygo,Bridge,1,14.29
kygo,DEX,1,14.29
kygo,Exchange Aggregator,1,14.29
kygo,Marketplace,1,14.29
kygo,Music,1,14.29
kygo,NFT elements,1,14.29
ian-lapham,API,1,20.0
ian-lapham,Bridge,1,20.0
ian-lapham,DEX,1,20.0
ian-lapham,Exchange Aggregator,1,20.0
ian-lapham,NFT elements,1,20.0
ilya-fushman,API,1,20.0
ilya-fushman,Bridge,1,20.0
ilya-fushman,DEX,1,20.0
ilya-fushman,Exchange Aggregator,1,20.0
ilya-fushman,NFT elements,1,20.0
maya-bakhai,NFT elements,1,100.0
wesley-fei,Digital Identity,1,100.0
ewald-hesse,Layer 1 (L1),1,25.0
ewald-hesse,Modular,1,25.0
ewald-hesse,Proof of Stake (PoS),1,25.0
ewald-hesse,Staking,1,25.0
david-roebuck,Insurance,1,100.0
patrick-mcdonald,Insurance,1,100.0
paris-hilton,NFT elements,3,30.0
paris-hilton,Metaverse,2,20.0
paris-hilton,Advertising,1,10.0
paris-hilton,Gaming Studio,1,10.0
paris-hilton,Marketplace,1,10.0
paris-hilton,Payments,1,10.0
paris-hilton,Watch to Earn,1,10.0
mark-yusko,Marketplace,2,22.22
mark-yusko,NFT elements,2,22.22
mark-yusko,Charity,1,11.11
mark-yusko,DAO,1,11.11
mark-yusko,Governance,1,11.11
mark-yusko,Lending,1,11.11
mark-yusko,Metaverse,1,11.11
freddie-andrewes,Charity,1,33.33
freddie-andrewes,Marketplace,1,33.33
freddie-andrewes,NFT elements,1,33.33
joe-tsai,Marketplace,1,50.0
joe-tsai,NFT elements,1,50.0
net-jacobsson,Charity,1,33.33
net-jacobsson,Marketplace,1,33.33
net-jacobsson,NFT elements,1,33.33
strong-block,Data Service,1,100.0
wax,Data Service,1,100.0
furqan-rydhan,Advertising,1,16.67
furqan-rydhan,Data Service,1,16.67
furqan-rydhan,NFT elements,1,16.67
furqan-rydhan,Payments,1,16.67
furqan-rydhan,Social Network,1,16.67
furqan-rydhan,Wallet,1,16.67
prasanna-sankar,DAO,2,66.67
prasanna-sankar,Wallet,1,33.33
mahin-gupta,Security,1,50.0
mahin-gupta,Wallet,1,50.0
caseycaruso,Binance Launchpool,1,25.0
caseycaruso,DAO,1,25.0
caseycaruso,Data Service,1,25.0
caseycaruso,Layer 1 (L1),1,25.0
reid-hoffman,Smart Contract Platform,4,25.0
reid-hoffman,Decentralized Application (dApp),2,12.5
reid-hoffman,EVM,2,12.5
reid-hoffman,Layer 2 (L2),2,12.5
reid-hoffman,NFT elements,2,12.5
reid-hoffman,Superchain,2,12.5
reid-hoffman,zk-Proofs (ZKP),2,12.5
itamar-lesuisse,Decentralized Application (dApp),1,14.29
itamar-lesuisse,DEX,1,14.29
itamar-lesuisse,Exchange Aggregator,1,14.29
itamar-lesuisse,Governance,1,14.29
itamar-lesuisse,NFT elements,1,14.29
itamar-lesuisse,Payments,1,14.29
itamar-lesuisse,Sports,1,14.29
alex-adelman,NFT elements,2,40.0
alex-adelman,API,1,20.0
alex-adelman,Developer Tools,1,20.0
alex-adelman,Watch to Earn,1,20.0
rahillazafar,NFT elements,3,30.0
rahillazafar,Metaverse,2,20.0
rahillazafar,DAO,1,10.0
rahillazafar,Governance,1,10.0
rahillazafar,Lending,1,10.0
rahillazafar,Social Media,1,10.0
rahillazafar,Staking,1,10.0
asteroid-labs,Play to Earn (P2E),1,100.0
brenner-spear,API,1,50.0
brenner-spear,Developer Tools,1,50.0
gwyneth-paltrow,Art,1,50.0
gwyneth-paltrow,NFT elements,1,50.0
jonathan-wu,API,1,50.0
jonathan-wu,Developer Tools,1,50.0
nick-beattie,API,1,50.0
nick-beattie,Developer Tools,1,50.0
serafin-lion-engel,API,1,50.0
serafin-lion-engel,Developer Tools,1,50.0
ashton-kutcher,NFT elements,5,31.25
ashton-kutcher,Marketplace,4,25.0
ashton-kutcher,Data Service,2,12.5
ashton-kutcher,Social Network,2,12.5
ashton-kutcher,Art,1,6.25
ashton-kutcher,Payments,1,6.25
ashton-kutcher,Security,1,6.25
beatfunk,DEX,1,33.33
beatfunk,NFT elements,1,33.33
beatfunk,Perpetuals,1,33.33
camron-miraftab,DEX,1,33.33
camron-miraftab,NFT elements,1,33.33
camron-miraftab,Perpetuals,1,33.33
aliaksandr-hudzilin,DAO,2,50.0
aliaksandr-hudzilin,Data Service,1,25.0
aliaksandr-hudzilin,Digital Identity,1,25.0
holdem-capital,VR/AR,1,100.0
lorens-huculak,NFT elements,1,100.0
andrew-izyumov,Data Service,1,100.0
flinks-technologies-inc,Data Service,1,100.0
jonathan-lai,NFT elements,2,66.67
jonathan-lai,Play to Earn (P2E),1,33.33
george-strompolos,NFT elements,1,100.0
kaz-firpo,NFT elements,1,100.0
ryan-firpo,NFT elements,1,100.0
steve-arhancet,NFT elements,1,100.0
wolfgang-hammer,NFT elements,1,100.0
randi-zuckerberg,Advertising,2,33.33
randi-zuckerberg,Artificial Intelligence (AI),1,16.67
randi-zuckerberg,Mobile,1,16.67
randi-zuckerberg,NFT elements,1,16.67
randi-zuckerberg,Watch to Earn,1,16.67
carolyn-everson,Advertising,1,33.33
carolyn-everson,Artificial Intelligence (AI),1,33.33
carolyn-everson,Mobile,1,33.33
nikki-farb,Advertising,1,33.33
nikki-farb,Artificial Intelligence (AI),1,33.33
nikki-farb,Mobile,1,33.33
nuseir-yassin,Advertising,1,33.33
nuseir-yassin,Artificial Intelligence (AI),1,33.33
nuseir-yassin,Mobile,1,33.33
stacy-brown-philpot,Advertising,1,33.33
stacy-brown-philpot,Artificial Intelligence (AI),1,33.33
stacy-brown-philpot,Mobile,1,33.33
ftx-ventures,Data Service,4,21.05
ftx-ventures,NFT elements,4,21.05
ftx-ventures,Social Network,3,15.79
ftx-ventures,Layer 1 (L1),2,10.53
ftx-ventures,Layer 2 (L2),2,10.53
ftx-ventures,Smart Contract Platform,2,10.53
ftx-ventures,Wallet,2,10.53
arcan-llc,Carbon Credit,1,50.0
arcan-llc,Marketplace,1,50.0
andre-iguodala,Collectibles,1,14.29
andre-iguodala,Data Service,1,14.29
andre-iguodala,Education,1,14.29
andre-iguodala,Gaming Studio,1,14.29
andre-iguodala,NFT elements,1,14.29
andre-iguodala,Sports,1,14.29
andre-iguodala,Wallet,1,14.29
nick-ducoff,Education,1,33.33
nick-ducoff,Lending,1,33.33
nick-ducoff,NFT elements,1,33.33
romain-huet,Data Service,2,33.33
romain-huet,NFT elements,2,33.33
romain-huet,API,1,16.67
romain-huet,Education,1,16.67
nicolas-chinot,API,1,25.0
nicolas-chinot,Data Service,1,25.0
nicolas-chinot,Education,1,25.0
nicolas-chinot,NFT elements,1,25.0
ben-levy,Education,1,50.0
ben-levy,NFT elements,1,50.0
catherine-wu,Education,1,50.0
catherine-wu,NFT elements,1,50.0
charlie-holtz,Education,1,50.0
charlie-holtz,NFT elements,1,50.0
chris-lu,Education,1,50.0
chris-lu,NFT elements,1,50.0
dan-sommer,Education,1,50.0
dan-sommer,NFT elements,1,50.0
dave-nemetz,Education,1,50.0
dave-nemetz,NFT elements,1,50.0
david-berger,Education,1,50.0
david-berger,NFT elements,1,50.0
john-andrew-entwistle,Education,1,50.0
john-andrew-entwistle,NFT elements,1,50.0
john-danner,Education,1,50.0
john-danner,NFT elements,1,50.0
nu-dao,Education,1,50.0
nu-dao,NFT elements,1,50.0
paul-yacoubian,Education,1,50.0
paul-yacoubian,NFT elements,1,50.0
qasim-munye,Education,1,50.0
qasim-munye,NFT elements,1,50.0
sherwin-gandhi,Education,1,50.0
sherwin-gandhi,NFT elements,1,50.0
sieva-kozinsky,Education,1,50.0
sieva-kozinsky,NFT elements,1,50.0
tobenna-arodiogbu,Education,1,50.0
tobenna-arodiogbu,NFT elements,1,50.0
badri-raghavan,NFT elements,1,100.0
karn-nagpal,NFT elements,1,100.0
cogito-capital,Payments,1,100.0
alameda-research,DAO,3,15.79
alameda-research,DEX,3,15.79
alameda-research,Payments,3,15.79
alameda-research,Perpetuals,3,15.79
alameda-research,Smart Contract Platform,3,15.79
alameda-research,Decentralized Application (dApp),2,10.53
alameda-research,NFT elements,2,10.53
apompliano,Data Service,3,21.43
apompliano,API,2,14.29
apompliano,NFT elements,2,14.29
apompliano,Portfolio Management,2,14.29
apompliano,Tax & Accounting,2,14.29
apompliano,Trading Strategies,2,14.29
apompliano,Messenger,1,7.14
chris-lee,Play to Earn (P2E),2,28.57
chris-lee,API,1,14.29
chris-lee,Gaming Guild,1,14.29
chris-lee,Mobile,1,14.29
chris-lee,NFT elements,1,14.29
chris-lee,Sports,1,14.29
mason-borda,Artificial Intelligence (AI),1,14.29
mason-borda,Data Service,1,14.29
mason-borda,DePIN,1,14.29
mason-borda,Governance,1,14.29
mason-borda,Internet of Things (IoT),1,14.29
mason-borda,Lending,1,14.29
mason-borda,NFT elements,1,14.29
nader-al-naji,Mobile,1,50.0
nader-al-naji,Social Media,1,50.0
ben-holmes,Play to Earn (P2E),1,100.0
tristan-frizza,Lending,2,25.0
tristan-frizza,DAO,1,12.5
tristan-frizza,Decentralized Application (dApp),1,12.5
tristan-frizza,Governance,1,12.5
tristan-frizza,Privacy,1,12.5
tristan-frizza,Staking,1,12.5
tristan-frizza,Yield Farming,1,12.5
vidor-solrise,Privacy,1,100.0
devin-finzer,DAO,2,22.22
devin-finzer,NFT elements,2,22.22
devin-finzer,Collectibles,1,11.11
devin-finzer,Data Service,1,11.11
devin-finzer,Launchpad,1,11.11
devin-finzer,Mobile,1,11.11
devin-finzer,Social Network,1,11.11
varun-alagh,Education,1,100.0
vidit-aatrey,Education,1,50.0
vidit-aatrey,Payments,1,50.0
rajesh-yabaji,Education,1,100.0
sanjeev-barnwal,Education,1,100.0
dcinvestor,NFT elements,3,37.5
dcinvestor,Marketplace,2,25.0
dcinvestor,Art,1,12.5
dcinvestor,Collectibles,1,12.5
dcinvestor,Lending,1,12.5
james-young,DAO,1,33.33
james-young,Lending,1,33.33
james-young,NFT elements,1,33.33
cyrus-younessi,AMM,1,25.0
cyrus-younessi,Lending,1,25.0
cyrus-younessi,NFT elements,1,25.0
cyrus-younessi,Yield Farming,1,25.0
brendan-forster,Lending,1,50.0
brendan-forster,NFT elements,1,50.0
james-duncan,Lending,1,50.0
james-duncan,NFT elements,1,50.0
avidity-services,Education,1,50.0
avidity-services,Marketplace,1,50.0
hemant-wadhwa,Education,1,50.0
hemant-wadhwa,Marketplace,1,50.0
rajeev-gupta,Education,1,50.0
rajeev-gupta,Marketplace,1,50.0
rajesh-bansal,Education,1,50.0
rajesh-bansal,Marketplace,1,50.0
sergio-oliveira,Collectibles,1,25.0
sergio-oliveira,Marketplace,1,25.0
sergio-oliveira,NFT elements,1,25.0
sergio-oliveira,Sports,1,25.0
zach-xbt,Stablecoin Protocol,1,33.33
zach-xbt,Wrapped Token,1,33.33
zach-xbt,Yield Farming,1,33.33
mark-pincus,Metaverse,4,28.57
mark-pincus,NFT elements,3,21.43
mark-pincus,VR/AR,3,21.43
mark-pincus,Data Service,1,7.14
mark-pincus,Gaming Studio,1,7.14
mark-pincus,Marketplace,1,7.14
mark-pincus,Play to Earn (P2E),1,7.14
ryan-mckillen,DAO,2,50.0
ryan-mckillen,DePIN,1,25.0
ryan-mckillen,Mobile,1,25.0
jake-paul,Art,1,20.0
jake-paul,DePIN,1,20.0
jake-paul,Metaverse,1,20.0
jake-paul,Mobile,1,20.0
jake-paul,NFT elements,1,20.0
michael-pennington,Marketplace,1,25.0
michael-pennington,Music,1,25.0
michael-pennington,NFT elements,1,25.0
michael-pennington,Portfolio Management,1,25.0
ryan-petersen,DAO,1,33.33
ryan-petersen,DePIN,1,33.33
ryan-petersen,Mobile,1,33.33
sanjay-mandava,Data Service,1,33.33
sanjay-mandava,Digital Identity,1,33.33
sanjay-mandava,Privacy,1,33.33
chase-adam,Digital Identity,1,50.0
chase-adam,Privacy,1,50.0
common-metal,DePIN,1,50.0
common-metal,Mobile,1,50.0
crest-group,NFT lending,1,100.0
daniel-soons,Payments,1,100.0
eric-barbier,Payments,1,100.0
freddy-kelly,Portfolio Management,1,100.0
john-graham,Payments,1,100.0
marnix-geraerts,Payments,1,100.0
michael-kent,Portfolio Management,1,100.0
owen-colegrove,Digital Identity,1,50.0
owen-colegrove,Privacy,1,50.0
ricky-knox,Portfolio Management,1,100.0
will-neale,Portfolio Management,1,100.0
pfeffer-capital,Trading Strategies,2,33.33
pfeffer-capital,DEX,1,16.67
pfeffer-capital,Exchange Aggregator,1,16.67
pfeffer-capital,Perpetuals,1,16.67
pfeffer-capital,Wallet,1,16.67
abacus-ventures,Payments,1,100.0
dan-holzmann,Marketplace,1,50.0
dan-holzmann,Metaverse,1,50.0
finneas-o-connell,Artificial Intelligence (AI),1,50.0
finneas-o-connell,Metaverse,1,50.0
jimmy-iovine,Artificial Intelligence (AI),1,50.0
jimmy-iovine,Metaverse,1,50.0
justin-lubliner,Artificial Intelligence (AI),1,50.0
justin-lubliner,Metaverse,1,50.0
maverick-carter,Artificial Intelligence (AI),1,50.0
maverick-carter,Metaverse,1,50.0
paul-wachter,Artificial Intelligence (AI),1,50.0
paul-wachter,Metaverse,1,50.0
kamal-ravikant,DAO,1,14.29
kamal-ravikant,Governance,1,14.29
kamal-ravikant,Metaverse,1,14.29
kamal-ravikant,Mobile,1,14.29
kamal-ravikant,NFT elements,1,14.29
kamal-ravikant,Play to Earn (P2E),1,14.29
kamal-ravikant,Staking,1,14.29
arjunsethi,DAO,2,28.57
arjunsethi,Advertising,1,14.29
arjunsethi,Data Service,1,14.29
arjunsethi,Marketplace,1,14.29
arjunsethi,NFT elements,1,14.29
arjunsethi,Play to Earn (P2E),1,14.29
jeff-morris-jr,Advertising,1,25.0
jeff-morris-jr,DAO,1,25.0
jeff-morris-jr,Data Service,1,25.0
jeff-morris-jr,Social Network,1,25.0
eric-seufert,Advertising,1,50.0
eric-seufert,Data Service,1,50.0
fabrice-grinda,Advertising,1,50.0
fabrice-grinda,Data Service,1,50.0
junaid-hussain,Advertising,1,50.0
junaid-hussain,Data Service,1,50.0
fabio-berger,Digital Identity,1,33.33
fabio-berger,Layer 2 (L2),1,33.33
fabio-berger,Oracle,1,33.33
felix-xu,Digital Identity,1,50.0
felix-xu,Oracle,1,50.0
orca-capital,DAO,1,50.0
orca-capital,Real Estate,1,50.0
xin-yan,Digital Identity,1,50.0
xin-yan,Oracle,1,50.0
mario-gabriele,DAO,1,100.0
richard-branson,Payments,3,42.86
richard-branson,CEX,2,28.57
richard-branson,Wallet,2,28.57
maex-ament,NFT elements,2,33.33
maex-ament,DAO,1,16.67
maex-ament,Decentralized Application (dApp),1,16.67
maex-ament,Music,1,16.67
maex-ament,Payments,1,16.67
farid-ahsan,Mobile,2,40.0
farid-ahsan,Collectibles,1,20.0
farid-ahsan,NFT elements,1,20.0
farid-ahsan,Social Network,1,20.0
mario-goetze,NFT elements,2,25.0
mario-goetze,Advertising,1,12.5
mario-goetze,DAO,1,12.5
mario-goetze,Decentralized Application (dApp),1,12.5
mario-goetze,Metaverse,1,12.5
mario-goetze,VR/AR,1,12.5
mario-goetze,Watch to Earn,1,12.5
quickrider,Marketplace,2,28.57
quickrider,DAO,1,14.29
quickrider,Decentralized Application (dApp),1,14.29
quickrider,Music,1,14.29
quickrider,NFT elements,1,14.29
quickrider,NFT lending,1,14.29
suhas-motwani,DAO,1,25.0
suhas-motwani,Mobile,1,25.0
suhas-motwani,Staking,1,25.0
suhas-motwani,Wallet,1,25.0
eylon-aviv,DAO,1,33.33
eylon-aviv,Decentralized Application (dApp),1,33.33
eylon-aviv,NFT elements,1,33.33
paul-finney,Mobile,1,33.33
paul-finney,Staking,1,33.33
paul-finney,Wallet,1,33.33
sarah-drinkwater,DAO,1,33.33
sarah-drinkwater,Decentralized Application (dApp),1,33.33
sarah-drinkwater,NFT elements,1,33.33
scottfits,DAO,2,50.0
scottfits,Decentralized Application (dApp),1,25.0
scottfits,NFT elements,1,25.0
abbey-titcomb,DAO,1,33.33
abbey-titcomb,Decentralized Application (dApp),1,33.33
abbey-titcomb,NFT elements,1,33.33
brijesh-bharadwaj,Mobile,1,100.0
fabien,DAO,1,33.33
fabien,Decentralized Application (dApp),1,33.33
fabien,NFT elements,1,33.33
kush-taneja,Mobile,2,100.0
mike-rosengarten,Mobile,1,100.0
mukund-jha,Mobile,2,100.0
nima,DAO,1,33.33
nima,Decentralized Application (dApp),1,33.33
nima,NFT elements,1,33.33
peter-grosskopf,DAO,1,33.33
peter-grosskopf,Decentralized Application (dApp),1,33.33
peter-grosskopf,NFT elements,1,33.33
philip-stehlik,DAO,1,33.33
philip-stehlik,Decentralized Application (dApp),1,33.33
philip-stehlik,NFT elements,1,33.33
sambhav-jain,Mobile,2,100.0
gil-weisblum,Social Media,1,100.0
micah-johnson,DAO,1,50.0
micah-johnson,Social Media,1,50.0
carylyne-chan,Data Service,1,50.0
carylyne-chan,NFT elements,1,50.0
damian-manning,Social Media,1,100.0
jonathan-strauss,Social Media,1,100.0
lvrn-studios,Social Media,1,100.0
sam-evitt,Social Media,1,100.0
summer-watson,Social Media,1,100.0
anand-agarawala,NFT elements,2,66.67
anand-agarawala,Sports,1,33.33
james-beshara,Data Service,1,33.33
james-beshara,Marketplace,1,33.33
james-beshara,NFT elements,1,33.33
javale-mc-gee,Collectibles,1,20.0
javale-mc-gee,Data Service,1,20.0
javale-mc-gee,Gaming Studio,1,20.0
javale-mc-gee,Sports,1,20.0
javale-mc-gee,Wallet,1,20.0
dominic-thiem,NFT elements,1,50.0
dominic-thiem,Sports,1,50.0
electric-ant,Data Service,1,100.0
lucas-von-cranach,NFT elements,1,50.0
lucas-von-cranach,Sports,1,50.0
joakim-achren,NFT elements,2,100.0
abdelmounaim-derraz,NFT elements,1,50.0
abdelmounaim-derraz,Play to Earn (P2E),1,50.0
odell-beckham-jr,NFT elements,1,50.0
odell-beckham-jr,RWA,1,50.0
tianwei,Governance,1,25.0
tianwei,Mobile,1,25.0
tianwei,Payments,1,25.0
tianwei,Staking,1,25.0
kyler-murray,NFT elements,1,50.0
kyler-murray,RWA,1,50.0
snowsledge,Payments,2,100.0
sriram-krishnan,DAO,3,33.33
sriram-krishnan,Data Service,1,11.11
sriram-krishnan,Gaming Guild,1,11.11
sriram-krishnan,Messenger,1,11.11
sriram-krishnan,NFT elements,1,11.11
sriram-krishnan,Payments,1,11.11
sriram-krishnan,Sports,1,11.11
chandan-lodha,Data Service,1,100.0
soso-sazesh,Data Service,1,100.0
michael-amar,Metaverse,2,66.67
michael-amar,NFT elements,1,33.33
michael-arnold,NFT elements,2,25.0
michael-arnold,Collectibles,1,12.5
michael-arnold,DAO,1,12.5
michael-arnold,Gaming Studio,1,12.5
michael-arnold,Marketplace,1,12.5
michael-arnold,Metaverse,1,12.5
michael-arnold,Staking,1,12.5
joel-hazan,Metaverse,1,50.0
joel-hazan,NFT elements,1,50.0
jonathan-bordereau,Metaverse,1,50.0
jonathan-bordereau,NFT elements,1,50.0
sebastien-lalevee,Metaverse,1,50.0
sebastien-lalevee,NFT elements,1,50.0
sentiment-capital,NFT elements,1,100.0
the-xchange-company,NFT elements,2,100.0
thibault-renouf,Metaverse,1,50.0
thibault-renouf,NFT elements,1,50.0
unicorn-partners,NFT elements,1,100.0
wei-guo,Data Service,1,100.0
amirteymour-moazami,Data Service,1,100.0
avlok-kohli,Data Service,1,100.0
bastian-lehmann,Data Service,1,100.0
khaled-naim,Data Service,1,100.0
maryanna-saenko,Data Service,1,100.0
matt-bellamy,Data Service,1,100.0
michael-seibel,Data Service,1,100.0
neal-dempsey,Data Service,2,100.0
sridhar-ramaswamy,Data Service,1,100.0
raymond-tonsing,Creator Economy,1,33.33
raymond-tonsing,Security,1,33.33
