fund_slug,tag,count,percent
hash-key-capital,Artificial Intelligence (AI),3,18.75
hash-key-capital,Perpetuals,3,18.75
hash-key-capital,Data Service,2,12.5
hash-key-capital,DEX,2,12.5
hash-key-capital,Lending,2,12.5
hash-key-capital,RWA,2,12.5
hash-key-capital,Social Network,2,12.5
coinbase-ventures,API,4,19.05
coinbase-ventures,Data Service,4,19.05
coinbase-ventures,Payments,4,19.05
coinbase-ventures,Wallet,3,14.29
coinbase-ventures,DEX,2,9.52
coinbase-ventures,NFT elements,2,9.52
coinbase-ventures,Social Network,2,9.52
delphi-ventures,Artificial Intelligence (AI),5,21.74
delphi-ventures,Layer 1 (L1),4,17.39
delphi-ventures,Data Service,3,13.04
delphi-ventures,DePIN,3,13.04
delphi-ventures,Developer Tools,3,13.04
delphi-ventures,Play to Earn (P2E),3,13.04
delphi-ventures,DEX,2,8.7
circle,RWA,4,22.22
circle,Layer 1 (L1),3,16.67
circle,Payments,3,16.67
circle,Account Abstraction,2,11.11
circle,Artificial Intelligence (AI),2,11.11
circle,Developer Tools,2,11.11
circle,Lending,2,11.11
a16z-csx,Artificial Intelligence (AI),11,36.67
a16z-csx,Data Service,4,13.33
a16z-csx,Layer 1 (L1),4,13.33
a16z-csx,API,3,10.0
a16z-csx,Art,3,10.0
a16z-csx,Intellectual property,3,10.0
a16z-csx,RWA,2,6.67
polychain-capital,Stablecoin Protocol,4,19.05
polychain-capital,Artificial Intelligence (AI),3,14.29
polychain-capital,Bitcoin Scaling,3,14.29
polychain-capital,Layer 2 (L2),3,14.29
polychain-capital,LSDfi,3,14.29
polychain-capital,Yield Farming,3,14.29
polychain-capital,Security,2,9.52
sandeep-nailwal,Artificial Intelligence (AI),4,23.53
sandeep-nailwal,Layer 2 (L2),3,17.65
sandeep-nailwal,Cloud Services,2,11.76
sandeep-nailwal,Developer Tools,2,11.76
sandeep-nailwal,EVM,2,11.76
sandeep-nailwal,Layer 1 (L1),2,11.76
sandeep-nailwal,Security,2,11.76
spartan-group,Developer Tools,4,20.0
spartan-group,Data Service,3,15.0
spartan-group,DePIN,3,15.0
spartan-group,EVM,3,15.0
spartan-group,Play to Earn (P2E),3,15.0
spartan-group,Artificial Intelligence (AI),2,10.0
spartan-group,Mobile,2,10.0
galaxy-digital,Payments,5,25.0
galaxy-digital,Layer 1 (L1),3,15.0
galaxy-digital,Lending,3,15.0
galaxy-digital,RWA,3,15.0
galaxy-digital,Binance Launchpool,2,10.0
galaxy-digital,Data Service,2,10.0
galaxy-digital,Stablecoin Protocol,2,10.0
stani-kulechov,Layer 2 (L2),3,17.65
stani-kulechov,NFT elements,3,17.65
stani-kulechov,Social Network,3,17.65
stani-kulechov,Binance Launchpool,2,11.76
stani-kulechov,DAO,2,11.76
stani-kulechov,DEX,2,11.76
stani-kulechov,Perpetuals,2,11.76
andreessen-horowitz,Social Network,4,22.22
andreessen-horowitz,EVM,3,16.67
andreessen-horowitz,NFT elements,3,16.67
andreessen-horowitz,DAO,2,11.11
andreessen-horowitz,Layer 1 (L1),2,11.11
andreessen-horowitz,Layer 2 (L2),2,11.11
andreessen-horowitz,Payments,2,11.11
vaneck,CEX,2,20.0
vaneck,Data Service,2,20.0
vaneck,DePIN,2,20.0
vaneck,Binance Launchpool,1,10.0
vaneck,Exchange Aggregator,1,10.0
vaneck,Play to Earn (P2E),1,10.0
vaneck,Staking,1,10.0
dragon-fly-capital,Developer Tools,3,15.0
dragon-fly-capital,DEX,3,15.0
dragon-fly-capital,EVM,3,15.0
dragon-fly-capital,Perpetuals,3,15.0
dragon-fly-capital,Stablecoin Protocol,3,15.0
dragon-fly-capital,Yield Farming,3,15.0
dragon-fly-capital,Layer 2 (L2),2,10.0
balaji-srinivasan,Artificial Intelligence (AI),7,35.0
balaji-srinivasan,Cloud Services,3,15.0
balaji-srinivasan,DEX,3,15.0
balaji-srinivasan,Yield Farming,2,10.0
balaji-srinivasan,zk-Proofs (ZKP),2,10.0
balaji-srinivasan,ZK-Rollup,2,10.0
balaji-srinivasan,Layer 2 (L2),1,5.0
paradigm,Developer Tools,7,35.0
paradigm,Data Service,3,15.0
paradigm,API,2,10.0
paradigm,DEX,2,10.0
paradigm,Layer 2 (L2),2,10.0
paradigm,Restaking,2,10.0
paradigm,zk-Proofs (ZKP),2,10.0
sequoia-capital,API,6,26.09
sequoia-capital,Artificial Intelligence (AI),4,17.39
sequoia-capital,Data Service,4,17.39
sequoia-capital,Developer Tools,3,13.04
sequoia-capital,Payments,2,8.7
sequoia-capital,Rollups-as-a-Service (RaaS),2,8.7
sequoia-capital,Wallet,2,8.7
binance-labs,Artificial Intelligence (AI),3,16.67
binance-labs,Binance Launchpool,3,16.67
binance-labs,DEX,3,16.67
binance-labs,LSDfi,3,16.67
binance-labs,AMM,2,11.11
binance-labs,Decentralized Application (dApp),2,11.11
binance-labs,Yield Farming,2,11.11
santiago-santos,DePIN,5,27.78
santiago-santos,Artificial Intelligence (AI),3,16.67
santiago-santos,Healthcare,2,11.11
santiago-santos,Layer 2 (L2),2,11.11
santiago-santos,Modular,2,11.11
santiago-santos,Play to Earn (P2E),2,11.11
santiago-santos,RWA,2,11.11
bryan-pellegrino,Card Games,2,16.67
bryan-pellegrino,DEX,2,16.67
bryan-pellegrino,Layer 2 (L2),2,16.67
bryan-pellegrino,NFT elements,2,16.67
bryan-pellegrino,Yield Aggregator,2,16.67
bryan-pellegrino,Marketplace,1,8.33
bryan-pellegrino,Staking,1,8.33
consensys,LSDfi,4,23.53
consensys,Restaking,3,17.65
consensys,Binance Launchpool,2,11.76
consensys,DAO,2,11.76
consensys,Perpetuals,2,11.76
consensys,Wallet,2,11.76
consensys,Yield Farming,2,11.76
multicoin-capital,DePIN,5,25.0
multicoin-capital,Artificial Intelligence (AI),4,20.0
multicoin-capital,Payments,3,15.0
multicoin-capital,Bitcoin Scaling,2,10.0
multicoin-capital,Data Service,2,10.0
multicoin-capital,Privacy,2,10.0
multicoin-capital,US Coins,2,10.0
black-rock,CEX,1,16.67
black-rock,Coins Alleged as Securities by SEC,1,16.67
black-rock,Exchange Token,1,16.67
black-rock,Payments,1,16.67
black-rock,Portfolio Management,1,16.67
black-rock,RWA,1,16.67
raj-gokal,Payments,4,25.0
raj-gokal,DEX,3,18.75
raj-gokal,Marketplace,3,18.75
raj-gokal,Data Service,2,12.5
raj-gokal,DePIN,2,12.5
raj-gokal,Decentralized Application (dApp),1,6.25
raj-gokal,Smart Contract Platform,1,6.25
pantera-capital,LSDfi,4,22.22
pantera-capital,Artificial Intelligence (AI),3,16.67
pantera-capital,Developer Tools,3,16.67
pantera-capital,Cross-Chain,2,11.11
pantera-capital,DEX,2,11.11
pantera-capital,NFT elements,2,11.11
pantera-capital,Yield Farming,2,11.11
paul-veradittakit,DEX,2,22.22
paul-veradittakit,Payments,2,22.22
paul-veradittakit,AMM,1,11.11
paul-veradittakit,Decentralized Application (dApp),1,11.11
paul-veradittakit,Governance,1,11.11
paul-veradittakit,Launchpad,1,11.11
paul-veradittakit,Lending,1,11.11
vitalik-buterin,Layer 2 (L2),5,26.32
vitalik-buterin,Smart Contract Platform,3,15.79
vitalik-buterin,zk-Proofs (ZKP),3,15.79
vitalik-buterin,ZK-Rollup,3,15.79
vitalik-buterin,Modular,2,10.53
vitalik-buterin,Privacy,2,10.53
vitalik-buterin,Verification,1,5.26
blockchain-capital,Bitcoin Scaling,3,17.65
blockchain-capital,Restaking,3,17.65
blockchain-capital,zk-Proofs (ZKP),3,17.65
blockchain-capital,Data Service,2,11.76
blockchain-capital,DEX,2,11.76
blockchain-capital,Layer 2 (L2),2,11.76
blockchain-capital,Social Network,2,11.76
alex-svanevik,NFT elements,4,22.22
alex-svanevik,Payments,4,22.22
alex-svanevik,Card Games,2,11.11
alex-svanevik,Data Service,2,11.11
alex-svanevik,Developer Tools,2,11.11
alex-svanevik,Perpetuals,2,11.11
alex-svanevik,Racing,2,11.11
y-combinator,Payments,7,30.43
y-combinator,NFT elements,4,17.39
y-combinator,API,3,13.04
y-combinator,Data Service,3,13.04
y-combinator,Artificial Intelligence (AI),2,8.7
y-combinator,DEX,2,8.7
y-combinator,Privacy,2,8.7
arthur-hayes,NFT elements,4,22.22
arthur-hayes,LSDfi,3,16.67
arthur-hayes,Marketplace,3,16.67
arthur-hayes,Bridge,2,11.11
arthur-hayes,DEX,2,11.11
arthur-hayes,Perpetuals,2,11.11
arthur-hayes,Yield Aggregator,2,11.11
animoca-brands,Artificial Intelligence (AI),6,22.22
animoca-brands,NFT elements,6,22.22
animoca-brands,Play to Earn (P2E),4,14.81
animoca-brands,DePIN,3,11.11
animoca-brands,Developer Tools,3,11.11
animoca-brands,LSDfi,3,11.11
animoca-brands,Lending,2,7.41
quantstamp,LSDfi,3,18.75
quantstamp,Security,3,18.75
quantstamp,Cross-Chain,2,12.5
quantstamp,DAO,2,12.5
quantstamp,DEX,2,12.5
quantstamp,Payments,2,12.5
quantstamp,Yield Farming,2,12.5
jump-crypto,Payments,3,18.75
jump-crypto,Wallet,3,18.75
jump-crypto,Artificial Intelligence (AI),2,12.5
jump-crypto,Developer Tools,2,12.5
jump-crypto,DEX,2,12.5
jump-crypto,Digital Identity,2,12.5
jump-crypto,Trading Strategies,2,12.5
amber-group,Artificial Intelligence (AI),4,25.0
amber-group,Developer Tools,3,18.75
amber-group,DePIN,2,12.5
amber-group,Layer 1 (L1),2,12.5
amber-group,LSDfi,2,12.5
amber-group,Play to Earn (P2E),2,12.5
amber-group,Launchpad,1,6.25
greenfield-one,DAO,3,20.0
greenfield-one,Quest Platform,3,20.0
greenfield-one,Yield Farming,3,20.0
greenfield-one,DEX,2,13.33
greenfield-one,Digital Identity,2,13.33
greenfield-one,Lending,1,6.67
greenfield-one,NFT elements,1,6.67
tether,Payments,7,36.84
tether,Mining Solutions,4,21.05
tether,Mobile,2,10.53
tether,Social Media,2,10.53
tether,Wallet,2,10.53
tether,Cloud Services,1,5.26
tether,Developer Tools,1,5.26
polygon-ventures,Artificial Intelligence (AI),5,26.32
polygon-ventures,EVM,3,15.79
polygon-ventures,Layer 2 (L2),3,15.79
polygon-ventures,Cloud Services,2,10.53
polygon-ventures,Metaverse,2,10.53
polygon-ventures,NFT elements,2,10.53
polygon-ventures,Play to Earn (P2E),2,10.53
mh-ventures,Artificial Intelligence (AI),8,30.77
mh-ventures,Bitcoin Scaling,4,15.38
mh-ventures,Developer Tools,4,15.38
mh-ventures,DePIN,3,11.54
mh-ventures,Layer 2 (L2),3,11.54
mh-ventures,Data Service,2,7.69
mh-ventures,Lending,2,7.69
fenbushi-capital,DAO,3,20.0
fenbushi-capital,Developer Tools,3,20.0
fenbushi-capital,Cross-Chain,2,13.33
fenbushi-capital,Data Service,2,13.33
fenbushi-capital,Lending,2,13.33
fenbushi-capital,RWA,2,13.33
fenbushi-capital,Payments,1,6.67
robot-ventures,Developer Tools,4,19.05
robot-ventures,DEX,4,19.05
robot-ventures,Lending,3,14.29
robot-ventures,LSDfi,3,14.29
robot-ventures,Perpetuals,3,14.29
robot-ventures,Security,2,9.52
robot-ventures,Yield Aggregator,2,9.52
infinity-ventures-crypto,Artificial Intelligence (AI),3,17.65
infinity-ventures-crypto,Lending,3,17.65
infinity-ventures-crypto,LSDfi,3,17.65
infinity-ventures-crypto,Governance,2,11.76
infinity-ventures-crypto,Metaverse,2,11.76
infinity-ventures-crypto,NFT elements,2,11.76
infinity-ventures-crypto,Play to Earn (P2E),2,11.76
6th-man-ventures,Developer Tools,3,20.0
6th-man-ventures,Artificial Intelligence (AI),2,13.33
6th-man-ventures,Data Service,2,13.33
6th-man-ventures,Lending,2,13.33
6th-man-ventures,Payments,2,13.33
6th-man-ventures,Perpetuals,2,13.33
6th-man-ventures,Yield Farming,2,13.33
immutable,NFT elements,4,36.36
immutable,Metaverse,2,18.18
immutable,DAO,1,9.09
immutable,Lending,1,9.09
immutable,Play to Earn (P2E),1,9.09
immutable,Social Network,1,9.09
immutable,Sports,1,9.09
hypersphereventures,Artificial Intelligence (AI),4,20.0
hypersphereventures,EVM,3,15.0
hypersphereventures,LSDfi,3,15.0
hypersphereventures,Restaking,3,15.0
hypersphereventures,Trading Strategies,3,15.0
hypersphereventures,Binance Launchpool,2,10.0
hypersphereventures,Layer 2 (L2),2,10.0
lightspeed-venture-partners,Data Service,4,20.0
lightspeed-venture-partners,Payments,3,15.0
lightspeed-venture-partners,Smart Contract Platform,3,15.0
lightspeed-venture-partners,Wallet,3,15.0
lightspeed-venture-partners,zk-Proofs (ZKP),3,15.0
lightspeed-venture-partners,Layer 2 (L2),2,10.0
lightspeed-venture-partners,Security,2,10.0
rockaway-blockchain-fund,DAO,2,15.38
rockaway-blockchain-fund,DePIN,2,15.38
rockaway-blockchain-fund,DEX,2,15.38
rockaway-blockchain-fund,LSDfi,2,15.38
rockaway-blockchain-fund,Restaking,2,15.38
rockaway-blockchain-fund,Yield Aggregator,2,15.38
rockaway-blockchain-fund,Lending,1,7.69
alliance-dao,Bitcoin Scaling,3,20.0
alliance-dao,DEX,2,13.33
alliance-dao,Lending,2,13.33
alliance-dao,NFT elements,2,13.33
alliance-dao,RWA,2,13.33
alliance-dao,Smart Contract Platform,2,13.33
alliance-dao,Yield Farming,2,13.33
framework-ventures,DePIN,4,21.05
framework-ventures,API,3,15.79
framework-ventures,Data Service,3,15.79
framework-ventures,Perpetuals,3,15.79
framework-ventures,DEX,2,10.53
framework-ventures,Energy Solutions,2,10.53
framework-ventures,Lending,2,10.53
mirana-ventures,Bitcoin Scaling,4,19.05
mirana-ventures,Layer 2 (L2),4,19.05
mirana-ventures,LSDfi,4,19.05
mirana-ventures,Play to Earn (P2E),3,14.29
mirana-ventures,Developer Tools,2,9.52
mirana-ventures,Lending,2,9.52
mirana-ventures,ZK-Rollup,2,9.52
electric-capital,DEX,5,27.78
electric-capital,Perpetuals,3,16.67
electric-capital,Yield Aggregator,3,16.67
electric-capital,Cross-Chain,2,11.11
electric-capital,Restaking,2,11.11
electric-capital,Staking,2,11.11
electric-capital,Index,1,5.56
standard-crypto,DAO,3,17.65
standard-crypto,NFT elements,3,17.65
standard-crypto,Social Network,3,17.65
standard-crypto,Collectibles,2,11.76
standard-crypto,Decentralized Application (dApp),2,11.76
standard-crypto,Governance,2,11.76
standard-crypto,Smart Contract Platform,2,11.76
stellardf,Payments,13,46.43
stellardf,Wallet,4,14.29
stellardf,Lending,3,10.71
stellardf,Governance,2,7.14
stellardf,Mobile,2,7.14
stellardf,RWA,2,7.14
stellardf,Staking,2,7.14
coin-fund,Artificial Intelligence (AI),5,25.0
coin-fund,Binance Launchpool,3,15.0
coin-fund,Data Service,3,15.0
coin-fund,DePIN,3,15.0
coin-fund,LSDfi,2,10.0
coin-fund,Smart Contract Platform,2,10.0
coin-fund,Staking,2,10.0
variant,Artificial Intelligence (AI),5,27.78
variant,API,3,16.67
variant,DAO,2,11.11
variant,Developer Tools,2,11.11
variant,LSDfi,2,11.11
variant,Social Network,2,11.11
variant,Wallet,2,11.11
unionsquare,Developer Tools,6,18.18
unionsquare,NFT elements,6,18.18
unionsquare,Social Network,6,18.18
unionsquare,API,4,12.12
unionsquare,Data Service,4,12.12
unionsquare,Payments,4,12.12
unionsquare,Decentralized Application (dApp),3,9.09
ribbit-capital,Payments,6,26.09
ribbit-capital,Data Service,4,17.39
ribbit-capital,Wallet,4,17.39
ribbit-capital,Privacy,3,13.04
ribbit-capital,CEX,2,8.7
ribbit-capital,Layer 2 (L2),2,8.7
ribbit-capital,Security,2,8.7
cmt-digital,Artificial Intelligence (AI),3,17.65
cmt-digital,LSDfi,3,17.65
cmt-digital,Payments,3,17.65
cmt-digital,Cross-Chain,2,11.76
cmt-digital,Lending,2,11.76
cmt-digital,Social Media,2,11.76
cmt-digital,Yield Aggregator,2,11.76
paul-taylor,Restaking,4,23.53
paul-taylor,Bitcoin Scaling,3,17.65
paul-taylor,Artificial Intelligence (AI),2,11.76
paul-taylor,Developer Tools,2,11.76
paul-taylor,DEX,2,11.76
paul-taylor,Digital Identity,2,11.76
paul-taylor,LSDfi,2,11.76
dcg-group,Artificial Intelligence (AI),7,29.17
dcg-group,Developer Tools,4,16.67
dcg-group,Payments,4,16.67
dcg-group,zk-Proofs (ZKP),3,12.5
dcg-group,Digital Identity,2,8.33
dcg-group,LSDfi,2,8.33
dcg-group,Privacy,2,8.33
sfermion,NFT elements,6,30.0
sfermion,Artificial Intelligence (AI),3,15.0
sfermion,Mobile,3,15.0
sfermion,Play to Earn (P2E),3,15.0
sfermion,Gaming Studio,2,10.0
sfermion,Social Network,2,10.0
sfermion,Social Media,1,5.0
kucoin-labs,NFT elements,7,29.17
kucoin-labs,Artificial Intelligence (AI),3,12.5
kucoin-labs,DePIN,3,12.5
kucoin-labs,Layer 2 (L2),3,12.5
kucoin-labs,Play to Earn (P2E),3,12.5
kucoin-labs,Privacy,3,12.5
kucoin-labs,Security,2,8.33
okx-ventures,Artificial Intelligence (AI),3,17.65
okx-ventures,Layer 2 (L2),3,17.65
okx-ventures,Yield Farming,3,17.65
okx-ventures,LSDfi,2,11.76
okx-ventures,Mini App,2,11.76
okx-ventures,Play to Earn (P2E),2,11.76
okx-ventures,RWA,2,11.76
kenetic-capital,Data Service,5,23.81
kenetic-capital,AMM,4,19.05
kenetic-capital,DEX,4,19.05
kenetic-capital,Cross-Chain,2,9.52
kenetic-capital,Lending,2,9.52
kenetic-capital,Oracle,2,9.52
kenetic-capital,Smart Contract Platform,2,9.52
accel,Metaverse,3,18.75
accel,Mobile,3,18.75
accel,API,2,12.5
accel,Artificial Intelligence (AI),2,12.5
accel,NFT elements,2,12.5
accel,Payments,2,12.5
accel,Wallet,2,12.5
sequoia-capital-china,Data Service,3,16.67
sequoia-capital-china,Layer 2 (L2),3,16.67
sequoia-capital-china,Payments,3,16.67
sequoia-capital-china,ZK-Rollup,3,16.67
sequoia-capital-china,Artificial Intelligence (AI),2,11.11
sequoia-capital-china,Smart Contract Platform,2,11.11
sequoia-capital-china,zk-Proofs (ZKP),2,11.11
gsr,Artificial Intelligence (AI),3,18.75
gsr,DePIN,3,18.75
gsr,DEX,2,12.5
gsr,Payments,2,12.5
gsr,Perpetuals,2,12.5
gsr,RWA,2,12.5
gsr,Yield Aggregator,2,12.5
jane-street-capital,DEX,7,28.0
jane-street-capital,Lending,5,20.0
jane-street-capital,Perpetuals,4,16.0
jane-street-capital,Yield Farming,3,12.0
jane-street-capital,Decentralized Application (dApp),2,8.0
jane-street-capital,Smart Contract Platform,2,8.0
jane-street-capital,Staking,2,8.0
mgx,CEX,1,100.0
arrington-xrp-capital,Artificial Intelligence (AI),3,17.65
arrington-xrp-capital,Data Service,3,17.65
arrington-xrp-capital,Developer Tools,3,17.65
arrington-xrp-capital,Cross-Chain,2,11.76
arrington-xrp-capital,DEX,2,11.76
arrington-xrp-capital,Layer 1 (L1),2,11.76
arrington-xrp-capital,Security,2,11.76
republic,NFT elements,4,22.22
republic,Artificial Intelligence (AI),3,16.67
republic,Metaverse,3,16.67
republic,CEX,2,11.11
republic,Layer 2 (L2),2,11.11
republic,Play to Earn (P2E),2,11.11
republic,Privacy,2,11.11
distributedglobal,Cross-Chain,4,25.0
distributedglobal,Artificial Intelligence (AI),2,12.5
distributedglobal,Data Service,2,12.5
distributedglobal,Layer 1 (L1),2,12.5
distributedglobal,Layer 2 (L2),2,12.5
distributedglobal,Lending,2,12.5
distributedglobal,Social Network,2,12.5
slowventures,Data Service,3,18.75
slowventures,NFT elements,3,18.75
slowventures,Privacy,3,18.75
slowventures,Developer Tools,2,12.5
slowventures,Security,2,12.5
slowventures,Wallet,2,12.5
slowventures,DEX,1,6.25
csquared,CEX,2,15.38
csquared,DEX,2,15.38
csquared,Marketplace,2,15.38
csquared,Perpetuals,2,15.38
csquared,Play to Earn (P2E),2,15.38
csquared,Trading Strategies,2,15.38
csquared,AMM,1,7.69
1kx,Developer Tools,8,36.36
1kx,Layer 1 (L1),4,18.18
1kx,Data Service,3,13.64
1kx,API,2,9.09
1kx,NFT elements,2,9.09
1kx,Smart Contract Platform,2,9.09
1kx,Metaverse,1,4.55
maven11,Developer Tools,6,31.58
maven11,Modular,3,15.79
maven11,DEX,2,10.53
maven11,Layer 2 (L2),2,10.53
maven11,Payments,2,10.53
maven11,Perpetuals,2,10.53
maven11,Smart Contract Platform,2,10.53
wintermute,Data Service,3,17.65
wintermute,DEX,3,17.65
wintermute,Payments,3,17.65
wintermute,Artificial Intelligence (AI),2,11.76
wintermute,Developer Tools,2,11.76
wintermute,Perpetuals,2,11.76
wintermute,Security,2,11.76
boost-vc,NFT elements,5,20.83
boost-vc,Wallet,4,16.67
boost-vc,Artificial Intelligence (AI),3,12.5
boost-vc,Data Service,3,12.5
boost-vc,Mobile,3,12.5
boost-vc,Payments,3,12.5
boost-vc,Verification,3,12.5
ripple,CEX,3,33.33
ripple,Artificial Intelligence (AI),1,11.11
ripple,Layer 2 (L2),1,11.11
ripple,Lending,1,11.11
ripple,Marketplace,1,11.11
ripple,Payments,1,11.11
ripple,Perpetuals,1,11.11
mask-network,Data Service,5,20.83
mask-network,API,4,16.67
mask-network,Artificial Intelligence (AI),4,16.67
mask-network,Developer Tools,4,16.67
mask-network,Play to Earn (P2E),3,12.5
mask-network,Digital Identity,2,8.33
mask-network,Governance,2,8.33
kucoinventures,Artificial Intelligence (AI),4,18.18
kucoinventures,Layer 1 (L1),4,18.18
kucoinventures,Developer Tools,3,13.64
kucoinventures,EVM,3,13.64
kucoinventures,Modular,3,13.64
kucoinventures,Play to Earn (P2E),3,13.64
kucoinventures,DEX,2,9.09
iosg,Artificial Intelligence (AI),7,28.0
iosg,DAO,4,16.0
iosg,RWA,4,16.0
iosg,Binance Launchpool,3,12.0
iosg,Layer 2 (L2),3,12.0
iosg,Data Service,2,8.0
iosg,Lending,2,8.0
hack-vc,Layer 1 (L1),7,30.43
hack-vc,Artificial Intelligence (AI),4,17.39
hack-vc,DEX,3,13.04
hack-vc,Layer 2 (L2),3,13.04
hack-vc,Modular,2,8.7
hack-vc,Perpetuals,2,8.7
hack-vc,Proof of Stake (PoS),2,8.7
blockchain-com,Decentralized Application (dApp),4,18.18
blockchain-com,Yield Farming,4,18.18
blockchain-com,DEX,3,13.64
blockchain-com,Layer 1 (L1),3,13.64
blockchain-com,Proof of Stake (PoS),3,13.64
blockchain-com,Smart Contract Platform,3,13.64
blockchain-com,Data Service,2,9.09
a16z-speedrun,Gaming Studio,1,50.0
a16z-speedrun,Play to Earn (P2E),1,50.0
ethereum-foundation,Account Abstraction,8,25.81
ethereum-foundation,Wallet,7,22.58
ethereum-foundation,Smart Contract Platform,5,16.13
ethereum-foundation,Decentralized Application (dApp),4,12.9
ethereum-foundation,Cross-Chain,3,9.68
ethereum-foundation,Digital Identity,2,6.45
ethereum-foundation,Security,2,6.45
bnb-chain,Staking,3,21.43
bnb-chain,Cross-Chain,2,14.29
bnb-chain,DEX,2,14.29
bnb-chain,Marketplace,2,14.29
bnb-chain,NFT elements,2,14.29
bnb-chain,Yield Farming,2,14.29
bnb-chain,AMM,1,7.14
web3-foundation,zk-Proofs (ZKP),2,25.0
web3-foundation,Cross-Chain,1,12.5
web3-foundation,Data Service,1,12.5
web3-foundation,Developer Tools,1,12.5
web3-foundation,NFT elements,1,12.5
web3-foundation,Node,1,12.5
web3-foundation,Payments,1,12.5
mexc,DEX,4,23.53
mexc,NFT elements,3,17.65
mexc,Cross-Chain,2,11.76
mexc,Decentralized Application (dApp),2,11.76
mexc,Governance,2,11.76
mexc,Play to Earn (P2E),2,11.76
mexc,Synthetic Assets,2,11.76
nascent,Developer Tools,4,22.22
nascent,Security,4,22.22
nascent,API,3,16.67
nascent,DEX,2,11.11
nascent,LSDfi,2,11.11
nascent,zk-Proofs (ZKP),2,11.11
nascent,Layer 2 (L2),1,5.56
mexc-ventures,Restaking,2,25.0
mexc-ventures,AMM,1,12.5
mexc-ventures,Binance Launchpool,1,12.5
mexc-ventures,Governance,1,12.5
mexc-ventures,Launchpad,1,12.5
mexc-ventures,Metaverse,1,12.5
mexc-ventures,Synthetic Assets,1,12.5
paraficapital,RWA,5,27.78
paraficapital,DePIN,3,16.67
paraficapital,AMM,2,11.11
paraficapital,Data Service,2,11.11
paraficapital,Digital Identity,2,11.11
paraficapital,Layer 2 (L2),2,11.11
paraficapital,Lending,2,11.11
highland-capital-partners,Data Service,4,44.44
highland-capital-partners,Index,1,11.11
highland-capital-partners,Lending,1,11.11
highland-capital-partners,Marketplace,1,11.11
highland-capital-partners,NFT elements,1,11.11
highland-capital-partners,Payments,1,11.11
shima-capital,Play to Earn (P2E),3,18.75
shima-capital,Security,3,18.75
shima-capital,AMM,2,12.5
shima-capital,Cross-Chain,2,12.5
shima-capital,DEX,2,12.5
shima-capital,Governance,2,12.5
shima-capital,NFT elements,2,12.5
draper-dragon,Bitcoin Scaling,4,21.05
draper-dragon,Digital Identity,3,15.79
draper-dragon,LSDfi,3,15.79
draper-dragon,Restaking,3,15.79
draper-dragon,Binance Launchpool,2,10.53
draper-dragon,DAO,2,10.53
draper-dragon,Layer 1 (L1),2,10.53
samsungnext,Artificial Intelligence (AI),6,27.27
samsungnext,Layer 1 (L1),4,18.18
samsungnext,Developer Tools,3,13.64
samsungnext,EVM,3,13.64
samsungnext,Data Service,2,9.09
samsungnext,Mobile,2,9.09
samsungnext,Security,2,9.09
alchemy,API,5,23.81
alchemy,Marketplace,4,19.05
alchemy,Data Service,3,14.29
alchemy,Developer Tools,3,14.29
alchemy,Cross-Chain,2,9.52
alchemy,NFT elements,2,9.52
alchemy,Social Network,2,9.52
avalanche-foundation,NFT elements,7,28.0
avalanche-foundation,Marketplace,4,16.0
avalanche-foundation,Play to Earn (P2E),4,16.0
avalanche-foundation,DAO,3,12.0
avalanche-foundation,Metaverse,3,12.0
avalanche-foundation,Cross-Chain,2,8.0
avalanche-foundation,Staking,2,8.0
cms-holdings,Bitcoin Scaling,4,19.05
cms-holdings,DEX,4,19.05
cms-holdings,Lending,3,14.29
cms-holdings,LSDfi,3,14.29
cms-holdings,Stablecoin Protocol,3,14.29
cms-holdings,Governance,2,9.52
cms-holdings,Oracle,2,9.52
gv,Payments,8,32.0
gv,Wallet,5,20.0
gv,CEX,3,12.0
gv,DePIN,3,12.0
gv,Collectibles,2,8.0
gv,Metaverse,2,8.0
gv,Sports,2,8.0
egirlcapital,Cross-Chain,3,17.65
egirlcapital,Governance,3,17.65
egirlcapital,NFT elements,3,17.65
egirlcapital,Collectibles,2,11.76
egirlcapital,Decentralized Application (dApp),2,11.76
egirlcapital,Marketplace,2,11.76
egirlcapital,Yield Aggregator,2,11.76
solana-ventures,DePIN,5,25.0
solana-ventures,Payments,4,20.0
solana-ventures,DEX,3,15.0
solana-ventures,Data Service,2,10.0
solana-ventures,Marketplace,2,10.0
solana-ventures,NFT elements,2,10.0
solana-ventures,Play to Earn (P2E),2,10.0
fabric-ventures,Payments,3,21.43
fabric-ventures,API,2,14.29
fabric-ventures,Artificial Intelligence (AI),2,14.29
fabric-ventures,Developer Tools,2,14.29
fabric-ventures,Perpetuals,2,14.29
fabric-ventures,Social Network,2,14.29
fabric-ventures,DEX,1,7.14
mechanism-capital,Artificial Intelligence (AI),4,21.05
mechanism-capital,DEX,4,21.05
mechanism-capital,Cross-Chain,3,15.79
mechanism-capital,AMM,2,10.53
mechanism-capital,Governance,2,10.53
mechanism-capital,Lending,2,10.53
mechanism-capital,Yield Aggregator,2,10.53
dwf-labs,Artificial Intelligence (AI),3,14.29
dwf-labs,DePIN,3,14.29
dwf-labs,DEX,3,14.29
dwf-labs,Marketplace,3,14.29
dwf-labs,Metaverse,3,14.29
dwf-labs,NFT elements,3,14.29
