range,percentage,min,max,fund_slug
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,inovabra-ventures
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,inovabra-ventures
"$50,000,000+",0.0,50000000,,inovabra-ventures
"$0 - $1,000,000",0.0,0,1000000.0,kptl
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kptl
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,kptl
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kptl
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,kptl
"$50,000,000+",0.0,50000000,,kptl
"$0 - $1,000,000",0.0,0,1000000.0,molecular-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,molecular-group
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,molecular-group
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,molecular-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,molecular-group
"$50,000,000+",0.0,50000000,,molecular-group
"$0 - $1,000,000",0.0,0,1000000.0,shamrock-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,shamrock-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,shamrock-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,shamrock-capital
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,shamrock-capital
"$50,000,000+",0.0,50000000,,shamrock-capital
"$0 - $1,000,000",0.0,0,1000000.0,sweet-farm
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sweet-farm
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,sweet-farm
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sweet-farm
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sweet-farm
"$50,000,000+",0.0,50000000,,sweet-farm
"$0 - $1,000,000",0.0,0,1000000.0,xiaohongshu
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,xiaohongshu
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,xiaohongshu
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,xiaohongshu
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,xiaohongshu
"$50,000,000+",0.0,50000000,,xiaohongshu
"$0 - $1,000,000",18.18,0,1000000.0,prometeus-labs
"$1,000,000 - $3,000,000",45.45,1000000,3000000.0,prometeus-labs
"$3,000,000 - $10,000,000",27.27,3000000,10000000.0,prometeus-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,prometeus-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,prometeus-labs
"$50,000,000+",9.09,50000000,,prometeus-labs
"$0 - $1,000,000",0.0,0,1000000.0,company-k-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,company-k-partners
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,company-k-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,company-k-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,company-k-partners
"$50,000,000+",0.0,50000000,,company-k-partners
"$0 - $1,000,000",100.0,0,1000000.0,demium-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,demium-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,demium-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,demium-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,demium-capital
"$50,000,000+",0.0,50000000,,demium-capital
"$0 - $1,000,000",0.0,0,1000000.0,iq-protocol
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,iq-protocol
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,iq-protocol
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,iq-protocol
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,iq-protocol
"$50,000,000+",0.0,50000000,,iq-protocol
"$0 - $1,000,000",0.0,0,1000000.0,rendezvous-equity
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,rendezvous-equity
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,rendezvous-equity
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,rendezvous-equity
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rendezvous-equity
"$50,000,000+",0.0,50000000,,rendezvous-equity
"$0 - $1,000,000",0.0,0,1000000.0,sterling-vc
"$1,000,000 - $3,000,000",11.11,1000000,3000000.0,sterling-vc
"$3,000,000 - $10,000,000",44.44,3000000,10000000.0,sterling-vc
"$10,000,000 - $20,000,000",22.22,10000000,20000000.0,sterling-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sterling-vc
"$50,000,000+",22.22,50000000,,sterling-vc
"$0 - $1,000,000",0.0,0,1000000.0,unusual-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,unusual-ventures
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,unusual-ventures
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,unusual-ventures
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,unusual-ventures
"$50,000,000+",20.0,50000000,,unusual-ventures
"$0 - $1,000,000",0.0,0,1000000.0,bbq-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bbq-capital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,bbq-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bbq-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bbq-capital
"$50,000,000+",66.67,50000000,,bbq-capital
"$0 - $1,000,000",0.0,0,1000000.0,london-venture-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,london-venture-partners
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,london-venture-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,london-venture-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,london-venture-partners
"$50,000,000+",0.0,50000000,,london-venture-partners
"$0 - $1,000,000",0.0,0,1000000.0,moon-holdings
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,moon-holdings
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,moon-holdings
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,moon-holdings
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,moon-holdings
"$50,000,000+",0.0,50000000,,moon-holdings
"$0 - $1,000,000",0.0,0,1000000.0,aleph-one
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,aleph-one
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,aleph-one
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aleph-one
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aleph-one
"$50,000,000+",0.0,50000000,,aleph-one
"$0 - $1,000,000",0.0,0,1000000.0,operate-vc
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,operate-vc
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,operate-vc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,operate-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,operate-vc
"$50,000,000+",0.0,50000000,,operate-vc
"$0 - $1,000,000",0.0,0,1000000.0,pdax
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,pdax
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,pdax
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pdax
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pdax
"$50,000,000+",0.0,50000000,,pdax
"$0 - $1,000,000",0.0,0,1000000.0,sogal-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sogal-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,sogal-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sogal-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sogal-ventures
"$50,000,000+",0.0,50000000,,sogal-ventures
"$0 - $1,000,000",0.0,0,1000000.0,jafco
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,jafco
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,jafco
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,jafco
"$20,000,000 - $50,000,000",26.67,20000000,50000000.0,jafco
"$50,000,000+",0.0,50000000,,jafco
"$0 - $1,000,000",12.5,0,1000000.0,nft-tech
"$1,000,000 - $3,000,000",75.0,1000000,3000000.0,nft-tech
"$3,000,000 - $10,000,000",12.5,3000000,10000000.0,nft-tech
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,nft-tech
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nft-tech
"$50,000,000+",0.0,50000000,,nft-tech
"$0 - $1,000,000",0.0,0,1000000.0,nfr-ventures
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,nfr-ventures
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,nfr-ventures
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,nfr-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nfr-ventures
"$50,000,000+",0.0,50000000,,nfr-ventures
"$0 - $1,000,000",0.0,0,1000000.0,panache-ventures
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,panache-ventures
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,panache-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,panache-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,panache-ventures
"$50,000,000+",0.0,50000000,,panache-ventures
"$0 - $1,000,000",0.0,0,1000000.0,connecticut-innovations
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,connecticut-innovations
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,connecticut-innovations
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,connecticut-innovations
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,connecticut-innovations
"$50,000,000+",0.0,50000000,,connecticut-innovations
"$0 - $1,000,000",0.0,0,1000000.0,leonis-vc
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,leonis-vc
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,leonis-vc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,leonis-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,leonis-vc
"$50,000,000+",0.0,50000000,,leonis-vc
"$0 - $1,000,000",0.0,0,1000000.0,pace-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,pace-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,pace-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pace-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pace-capital
"$50,000,000+",0.0,50000000,,pace-capital
"$0 - $1,000,000",0.0,0,1000000.0,2am-vc
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,2am-vc
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,2am-vc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,2am-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,2am-vc
"$50,000,000+",0.0,50000000,,2am-vc
"$0 - $1,000,000",0.0,0,1000000.0,aua-capital-management
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,aua-capital-management
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,aua-capital-management
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aua-capital-management
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aua-capital-management
"$50,000,000+",0.0,50000000,,aua-capital-management
"$0 - $1,000,000",0.0,0,1000000.0,crypto-nord
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,crypto-nord
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,crypto-nord
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,crypto-nord
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,crypto-nord
"$50,000,000+",0.0,50000000,,crypto-nord
"$0 - $1,000,000",0.0,0,1000000.0,embedded-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,embedded-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,embedded-capital
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,embedded-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,embedded-capital
"$50,000,000+",0.0,50000000,,embedded-capital
"$0 - $1,000,000",0.0,0,1000000.0,le-fonds
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,le-fonds
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,le-fonds
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,le-fonds
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,le-fonds
"$50,000,000+",0.0,50000000,,le-fonds
"$0 - $1,000,000",0.0,0,1000000.0,niantic
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,niantic
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,niantic
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,niantic
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,niantic
"$50,000,000+",0.0,50000000,,niantic
"$0 - $1,000,000",0.0,0,1000000.0,play-park
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,play-park
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,play-park
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,play-park
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,play-park
"$50,000,000+",0.0,50000000,,play-park
"$0 - $1,000,000",0.0,0,1000000.0,sage-venture-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sage-venture-partners
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,sage-venture-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sage-venture-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sage-venture-partners
"$50,000,000+",0.0,50000000,,sage-venture-partners
"$0 - $1,000,000",0.0,0,1000000.0,sino-ag
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,sino-ag
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,sino-ag
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,sino-ag
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sino-ag
"$50,000,000+",0.0,50000000,,sino-ag
"$0 - $1,000,000",0.0,0,1000000.0,sparrow-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sparrow-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,sparrow-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sparrow-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sparrow-capital
"$50,000,000+",0.0,50000000,,sparrow-capital
"$0 - $1,000,000",0.0,0,1000000.0,tian-ge-interactive
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tian-ge-interactive
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,tian-ge-interactive
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,tian-ge-interactive
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tian-ge-interactive
"$50,000,000+",0.0,50000000,,tian-ge-interactive
"$0 - $1,000,000",0.0,0,1000000.0,valud
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,valud
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,valud
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,valud
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,valud
"$50,000,000+",0.0,50000000,,valud
"$0 - $1,000,000",0.0,0,1000000.0,webster-bank
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,webster-bank
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,webster-bank
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,webster-bank
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,webster-bank
"$50,000,000+",0.0,50000000,,webster-bank
"$0 - $1,000,000",0.0,0,1000000.0,neotribe-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,neotribe-ventures
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,neotribe-ventures
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,neotribe-ventures
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,neotribe-ventures
"$50,000,000+",0.0,50000000,,neotribe-ventures
"$0 - $1,000,000",0.0,0,1000000.0,goldfinch-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,goldfinch-partners
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,goldfinch-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,goldfinch-partners
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,goldfinch-partners
"$50,000,000+",66.67,50000000,,goldfinch-partners
"$0 - $1,000,000",0.0,0,1000000.0,llama-ventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,llama-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,llama-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,llama-ventures
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,llama-ventures
"$50,000,000+",0.0,50000000,,llama-ventures
"$0 - $1,000,000",0.0,0,1000000.0,mirrorxyz
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,mirrorxyz
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mirrorxyz
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mirrorxyz
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,mirrorxyz
"$50,000,000+",0.0,50000000,,mirrorxyz
"$0 - $1,000,000",0.0,0,1000000.0,friends-with-benefits
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,friends-with-benefits
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,friends-with-benefits
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,friends-with-benefits
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,friends-with-benefits
"$50,000,000+",0.0,50000000,,friends-with-benefits
"$0 - $1,000,000",0.0,0,1000000.0,gusto
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,gusto
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,gusto
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,gusto
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,gusto
"$50,000,000+",0.0,50000000,,gusto
"$0 - $1,000,000",0.0,0,1000000.0,index-coop
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,index-coop
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,index-coop
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,index-coop
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,index-coop
"$50,000,000+",0.0,50000000,,index-coop
"$0 - $1,000,000",0.0,0,1000000.0,newview-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,newview-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,newview-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,newview-capital
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,newview-capital
"$50,000,000+",0.0,50000000,,newview-capital
"$0 - $1,000,000",0.0,0,1000000.0,paragons
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,paragons
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,paragons
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,paragons
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,paragons
"$50,000,000+",0.0,50000000,,paragons
"$0 - $1,000,000",0.0,0,1000000.0,playstudios
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,playstudios
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,playstudios
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,playstudios
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,playstudios
"$50,000,000+",0.0,50000000,,playstudios
"$0 - $1,000,000",0.0,0,1000000.0,tal-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tal-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,tal-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tal-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tal-ventures
"$50,000,000+",0.0,50000000,,tal-ventures
"$0 - $1,000,000",100.0,0,1000000.0,xtech-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,xtech-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,xtech-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,xtech-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,xtech-ventures
"$50,000,000+",0.0,50000000,,xtech-ventures
"$0 - $1,000,000",33.33,0,1000000.0,adara-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,adara-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,adara-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,adara-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,adara-ventures
"$50,000,000+",0.0,50000000,,adara-ventures
"$0 - $1,000,000",0.0,0,1000000.0,crypto-league
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,crypto-league
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,crypto-league
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,crypto-league
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,crypto-league
"$50,000,000+",0.0,50000000,,crypto-league
"$0 - $1,000,000",0.0,0,1000000.0,devlabs
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,devlabs
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,devlabs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,devlabs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,devlabs
"$50,000,000+",0.0,50000000,,devlabs
"$0 - $1,000,000",0.0,0,1000000.0,founders-factory-africa
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,founders-factory-africa
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,founders-factory-africa
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,founders-factory-africa
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,founders-factory-africa
"$50,000,000+",0.0,50000000,,founders-factory-africa
"$0 - $1,000,000",0.0,0,1000000.0,nogle
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,nogle
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,nogle
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,nogle
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nogle
"$50,000,000+",0.0,50000000,,nogle
"$0 - $1,000,000",0.0,0,1000000.0,nfventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,nfventures
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,nfventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,nfventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nfventures
"$50,000,000+",0.0,50000000,,nfventures
"$0 - $1,000,000",0.0,0,1000000.0,hafen-ventures
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,hafen-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hafen-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hafen-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hafen-ventures
"$50,000,000+",0.0,50000000,,hafen-ventures
"$0 - $1,000,000",100.0,0,1000000.0,platanus-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,platanus-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,platanus-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,platanus-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,platanus-ventures
"$50,000,000+",0.0,50000000,,platanus-ventures
"$0 - $1,000,000",14.29,0,1000000.0,movecapital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,movecapital
"$3,000,000 - $10,000,000",85.71,3000000,10000000.0,movecapital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,movecapital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,movecapital
"$50,000,000+",0.0,50000000,,movecapital
"$0 - $1,000,000",0.0,0,1000000.0,lytical-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,lytical-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,lytical-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,lytical-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,lytical-ventures
"$50,000,000+",0.0,50000000,,lytical-ventures
"$0 - $1,000,000",0.0,0,1000000.0,nanban-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,nanban-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,nanban-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,nanban-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,nanban-ventures
"$50,000,000+",0.0,50000000,,nanban-ventures
"$0 - $1,000,000",0.0,0,1000000.0,jeneration-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,jeneration-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,jeneration-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,jeneration-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,jeneration-capital
"$50,000,000+",100.0,50000000,,jeneration-capital
"$0 - $1,000,000",0.0,0,1000000.0,tyr-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tyr-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,tyr-capital
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,tyr-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tyr-capital
"$50,000,000+",0.0,50000000,,tyr-capital
"$0 - $1,000,000",0.0,0,1000000.0,gapminder-vc
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,gapminder-vc
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,gapminder-vc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,gapminder-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gapminder-vc
"$50,000,000+",0.0,50000000,,gapminder-vc
"$0 - $1,000,000",0.0,0,1000000.0,mainstreet-invest
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mainstreet-invest
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mainstreet-invest
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,mainstreet-invest
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mainstreet-invest
"$50,000,000+",0.0,50000000,,mainstreet-invest
"$0 - $1,000,000",0.0,0,1000000.0,krungsri-finnovate
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,krungsri-finnovate
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,krungsri-finnovate
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,krungsri-finnovate
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,krungsri-finnovate
"$50,000,000+",33.33,50000000,,krungsri-finnovate
"$0 - $1,000,000",0.0,0,1000000.0,set
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,set
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,set
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,set
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,set
"$50,000,000+",100.0,50000000,,set
"$0 - $1,000,000",0.0,0,1000000.0,cryptoslate
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,cryptoslate
