name,code,normal,lead,categories,fund_slug
Singapore,SG,2,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}, {'name': 'CeFi', 'count': 1, 'percent': 33.33}]",k3-ventures
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",k3-ventures
Hong Kong,HK,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",k3-ventures
United Kingdom,GB,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",k3-ventures
United States,US,4,1,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 60.0}, {'name': 'Social', 'count': 1, 'percent': 20.0}, {'name': 'DeFi', 'count': 1, 'percent': 20.0}]",chainforest
Thailand,TH,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",mindworks-capital
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}]",mindworks-capital
Hong Kong,HK,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",mindworks-capital
Taiwan,TW,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",mindworks-capital
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",byu-cougar-capital
United States,US,11,5,"[{'name': 'Blockchain Service', 'count': 7, 'percent': 43.75}, {'name': 'Blockchain Infrastructure', 'count': 2, 'percent': 12.5}, {'name': 'DeFi', 'count': 2, 'percent': 12.5}, {'name': 'NFT', 'count': 2, 'percent': 12.5}, {'name': 'CeFi', 'count': 2, 'percent': 12.5}, {'name': 'Others', 'count': 1, 'percent': 6.25}]",craft-ventures
United States,US,4,0,"[{'name': 'NFT', 'count': 2, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 25.0}, {'name': 'Chain', 'count': 1, 'percent': 25.0}]",day-one-ventures
Canada,CA,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",day-one-ventures
Kenya,KE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",day-one-ventures
Israel,IL,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",disruptive-ai
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",napster
Switzerland,CH,0,3,"[{'name': 'CeFi', 'count': 3, 'percent': 100.0}]",credit-suisse
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",credit-suisse
Switzerland,CH,1,1,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",arab-bank
Bahrain,BH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",arab-bank
Switzerland,CH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",cedar-mundi-ventures
Switzerland,CH,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",investis
United States,US,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",c-squared-ventures
Finland,FI,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",agnitio-capital
South Korea,KR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",agnitio-capital
United States,US,8,2,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 30.0}, {'name': 'NFT', 'count': 3, 'percent': 30.0}, {'name': 'Blockchain Infrastructure', 'count': 2, 'percent': 20.0}, {'name': 'GameFi', 'count': 1, 'percent': 10.0}, {'name': 'DeFi', 'count': 1, 'percent': 10.0}]",wavefinancial
United Kingdom,GB,2,0,"[{'name': 'DeFi', 'count': 1, 'percent': 50.0}, {'name': 'Chain', 'count': 1, 'percent': 50.0}]",wavefinancial
France,FR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",wavefinancial
Russia,RU,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",wavefinancial
Bulgaria,BG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",wavefinancial
Switzerland,CH,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",wavefinancial
Seychelles,SC,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",wavefinancial
Canada,CA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",wavefinancial
United States,US,4,4,"[{'name': 'GameFi', 'count': 4, 'percent': 50.0}, {'name': 'Blockchain Service', 'count': 2, 'percent': 25.0}, {'name': 'Social', 'count': 2, 'percent': 25.0}]",konvoy-ventures
South Africa,ZA,2,1,"[{'name': 'GameFi', 'count': 3, 'percent': 100.0}]",konvoy-ventures
Estonia,EE,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",konvoy-ventures
Vietnam,VN,1,1,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",konvoy-ventures
Canada,CA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",konvoy-ventures
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",alleycorp
Canada,CA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",earlgreycapital
Israel,IL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",earlgreycapital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",earlgreycapital
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",starlaunch
United Kingdom,GB,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",starlaunch
India,IN,0,2,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",inflection-point-ventures
Japan,JP,5,1,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 83.33}, {'name': 'Social', 'count': 1, 'percent': 16.67}]",smbc-venture-capital
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",smbc-venture-capital
United Kingdom,GB,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",1414ventures
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",1414ventures
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",itau
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",itau
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",abies-ventures
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",pendrell
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",twin-ventures
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",wheelhouse-digital-studios
United States,US,7,0,"[{'name': 'CeFi', 'count': 4, 'percent': 57.14}, {'name': 'Blockchain Service', 'count': 1, 'percent': 14.29}, {'name': 'Social', 'count': 1, 'percent': 14.29}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 14.29}]",dreamers-vc
India,IN,2,0,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 50.0}]",eximius-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",eximius-ventures
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",behind-genius-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",arka-venture-labs
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",fortytwo
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",gsf-fund
India,IN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",mafatlal-family-office
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",miraise
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",together-fund
United States,US,5,1,"[{'name': 'CeFi', 'count': 4, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 16.67}, {'name': 'DeFi', 'count': 1, 'percent': 16.67}]",ulu-ventures
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",ulu-ventures
United States,US,4,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}, {'name': 'CeFi', 'count': 1, 'percent': 25.0}]",underscore-vc
France,FR,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",underscore-vc
Singapore,SG,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",underscore-vc
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",collective-spark
Singapore,SG,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",truth-ventures
Ukraine,UA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",blackshield-capital
Ukraine,UA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",nika-tech-family
Ukraine,UA,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",social-discovery-group
Ukraine,UA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",wannabiz
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",fuse
Canada,CA,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",haru-invest
France,FR,1,2,"[{'name': 'CeFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",axeleo-capital
France,FR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",3founders
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",palsar-ventures
Belgium,BE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",encode-club
France,FR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",encode-club
Netherlands,NL,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",encode-club
South Africa,ZA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",encode-club
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",encode-club
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",starbloom-ventures
Switzerland,CH,0,1,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",venom-ventures
United Kingdom,GB,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",athabasca-capital
Japan,JP,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",adways-ventures
China,CN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",eastern-bell-capital
Japan,JP,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",enish
Japan,JP,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",forn-gaming-guild
Singapore,SG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",gems-esports
United States,US,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",plaintext-capital
United States,US,4,3,"[{'name': 'Social', 'count': 4, 'percent': 57.14}, {'name': 'Blockchain Service', 'count': 2, 'percent': 28.57}, {'name': 'NFT', 'count': 1, 'percent': 14.29}]",offline-ventures
Germany,DE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",offline-ventures
Germany,DE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",climate-capital
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",climate-capital
Germany,DE,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",obvious-ventures
France,FR,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",sgh-capital
United Kingdom,GB,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",sgh-capital
Netherlands,NL,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",sgh-capital
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",sgh-capital
United Kingdom,GB,6,0,"[{'name': 'Blockchain Infrastructure', 'count': 2, 'percent': 33.33}, {'name': 'DeFi', 'count': 2, 'percent': 33.33}, {'name': 'Blockchain Service', 'count': 1, 'percent': 16.67}, {'name': 'GameFi', 'count': 1, 'percent': 16.67}]",netzerocapital
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",netzerocapital
Germany,DE,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",netzerocapital
United States,US,7,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 28.57}, {'name': 'DeFi', 'count': 2, 'percent': 28.57}, {'name': 'CeFi', 'count': 2, 'percent': 28.57}, {'name': 'NFT', 'count': 1, 'percent': 14.29}]",3kvc
France,FR,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",3kvc
Finland,FI,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",3kvc
India,IN,0,1,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",3kvc
United States,US,2,0,"[{'name': 'DeFi', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",motivatevc
United States,US,7,3,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 50.0}, {'name': 'CeFi', 'count': 5, 'percent': 50.0}]",ttvcapital
South Africa,ZA,3,0,"[{'name': 'GameFi', 'count': 3, 'percent': 100.0}]",ttvcapital
