name,code,normal,lead,categories,fund_slug
Hong Kong,HK,2,0,"[{'name': 'Others', 'count': 2, 'percent': 100.0}]",mirae-asset
Australia,AU,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",mirae-asset
United States,US,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",atlas-capital
South Korea,KR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",atlas-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",atlas-capital
United Kingdom,GB,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",atlas-capital
Brazil,BR,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",tag-ventures
UAE,AE,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",tag-ventures
United Kingdom,GB,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",tag-ventures
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",tag-ventures
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",astrov-ventures
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",bap-ventures
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",do-ventures
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",permanens-capital-partners
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",santa-clara-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",showme
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",tradecoin-viet-nam
United Kingdom,GB,3,0,"[{'name': 'DeFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 33.33}]",decentral-park-capital
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",decentral-park-capital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",decentral-park-capital
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",miami-angels
United States,US,1,1,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",ocean-azul-partners
United Kingdom,GB,3,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",creandum
Sweden,SE,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",creandum
Germany,DE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",creandum
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",blackbird-ventures
United Kingdom,GB,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",blackbird-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",lowercarbon-capital
United Kingdom,GB,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",vandelay-investments
Poland,PL,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",level2-ventures
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",metaplex
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 50.0}]",Indigg
Argentina,AR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",Indigg
India,IN,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",Indigg
South Africa,ZA,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",Indigg
United States,US,2,0,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",moonchain-capital
Hong Kong,HK,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",moonchain-capital
Portugal,PT,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",moonchain-capital
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",milk-road
Spain,ES,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",founders-future
France,FR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",founders-future
France,FR,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",station-f
Denmark,DK,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",dreamcraft-ventures
Germany,DE,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",dreamcraft-ventures
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",profluent-trading
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",profluent-trading
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",profluent-trading
France,FR,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",shift-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",shift-capital
United States,US,2,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",p2p-capital
Liechtenstein,LI,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",p2p-capital
New Zealand,NZ,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",p2p-capital
China,CN,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",p2p-capital
Switzerland,CH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",p2p-capital
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",p2p-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",p2p-capital
United States,US,1,2,"[{'name': 'Blockchain Infrastructure', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",commonwealth-asset-management
Australia,AU,2,0,"[{'name': 'CeFi', 'count': 2, 'percent': 100.0}]",commonwealth-asset-management
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",commonwealth-asset-management
United Kingdom,GB,9,1,"[{'name': 'Blockchain Service', 'count': 5, 'percent': 50.0}, {'name': 'CeFi', 'count': 4, 'percent': 40.0}, {'name': 'NFT', 'count': 1, 'percent': 10.0}]",firstminute-capital
Germany,DE,3,0,"[{'name': 'GameFi', 'count': 3, 'percent': 100.0}]",firstminute-capital
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'GameFi', 'count': 1, 'percent': 33.33}]",firstminute-capital
United States,US,2,1,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",intel-capital
Canada,CA,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",intel-capital
Hong Kong,HK,0,1,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",intel-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",endeavor-catalyst
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",endeavor-catalyst
Estonia,EE,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",nordicninjavc
Lithuania,LT,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",nordicninjavc
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",dameilio-family
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",first-spark-ventures
Estonia,EE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",harbeat-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",ntt-docomo-ventures
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",oanda
Singapore,SG,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",touchstone-parters
Hong Kong,HK,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",shata-capital
Singapore,SG,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",shata-capital
UAE,AE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",11-11ventures
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",11-11ventures
India,IN,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",audacity-venture-capital
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",audacity-venture-capital
India,IN,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",daol-ventures
Canada,CA,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",serum
United Kingdom,GB,2,0,"[{'name': 'Social', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",serum
United States,US,2,0,"[{'name': 'GameFi', 'count': 1, 'percent': 50.0}, {'name': 'DeFi', 'count': 1, 'percent': 50.0}]",serum
Ukraine,UA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",serum
United States,US,4,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 75.0}, {'name': 'GameFi', 'count': 1, 'percent': 25.0}]",poap
Singapore,SG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",bkex
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",bkex
Mexico,MX,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",g2-venture
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",g2-venture
Mexico,MX,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",kalonia-venture-partners
South Africa,ZA,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",kalonia-venture-partners
Singapore,SG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",startup-ignition-ventures
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",startup-ignition-ventures
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",ab-initio-capital
Singapore,SG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",blockpulse
Israel,IL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",heroicventures
Mexico,MX,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",innogen-venture-capital
China,CN,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",cmb-international
Hong Kong,HK,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",cmb-international
Singapore,SG,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",cmb-international
South Korea,KR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",alchemic-investments
South Korea,KR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",bci
South Korea,KR,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",finngram
Singapore,SG,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",qingsong-fund
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Social', 'count': 1, 'percent': 50.0}]",75andsunny
United States,US,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",schusterman-fi
United States,US,2,2,"[{'name': 'Chain', 'count': 4, 'percent': 100.0}]",saudi-aramco-ev
China,CN,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",saudi-aramco-ev
Saudi Arabia,SA,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",saudi-aramco-ev
United Kingdom,GB,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",saudi-aramco-ev
United States,US,1,3,"[{'name': 'Chain', 'count': 4, 'percent': 100.0}]",equinor-ventures
Switzerland,CH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",equinor-ventures
Turkey,TR,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",gelisim-group
United States,US,1,3,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 75.0}, {'name': 'CeFi', 'count': 1, 'percent': 25.0}]",ayon-capital
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",wonderventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",soaringinvestmentmanagement
Philippines,PH,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 50.0}]",emfarsis
Taiwan,TW,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",emfarsis
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",emfarsis
British Virgin Islands,VG,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",emfarsis
Germany,DE,2,0,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",newlifevc
Germany,DE,3,1,"[{'name': 'GameFi', 'count': 4, 'percent': 100.0}]",novatorvc
United States,US,4,0,"[{'name': 'GameFi', 'count': 4, 'percent': 100.0}]",unix-gaming
Singapore,SG,3,0,"[{'name': 'GameFi', 'count': 2, 'percent': 66.67}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}]",unix-gaming
Thailand,TH,2,0,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",unix-gaming
Vietnam,VN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",unix-gaming
India,IN,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 50.0}]",immersion-partners
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",immersion-partners
United States,US,2,1,"[{'name': 'Social', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",foundry
Canada,CA,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",omers
United States,US,0,1,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",omers
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",matchstick-ventures
Canada,CA,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",wittington-ventures
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'Social', 'count': 1, 'percent': 33.33}]",hannah-grey
Canada,CA,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",el-zonte-capital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",el-zonte-capital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",alpha-point
UAE,AE,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",springwind-ventures
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",springwind-ventures
United States,US,3,0,"[{'name': 'DeFi', 'count': 2, 'percent': 66.67}, {'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}]",azdag
Vietnam,VN,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",azdag
Belgium,BE,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockrocket-vc
Luxembourg,LU,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockrocket-vc
Netherlands,NL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockrocket-vc
Nigeria,NG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",nestcoin
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",nestcoin
United Kingdom,GB,0,2,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",working-capital-fund
Netherlands,NL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",working-capital-fund
Netherlands,NL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",advaita-capital
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",founders-committee
Netherlands,NL,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",oxford-angel-fund
United States,US,7,0,"[{'name': 'DeFi', 'count': 3, 'percent': 42.86}, {'name': 'CeFi', 'count': 2, 'percent': 28.57}, {'name': 'GameFi', 'count': 1, 'percent': 14.29}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 14.29}]",consensus-lab
Singapore,SG,4,0,"[{'name': 'Social', 'count': 1, 'percent': 25.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}, {'name': 'DeFi', 'count': 1, 'percent': 25.0}, {'name': 'NFT', 'count': 1, 'percent': 25.0}]",consensus-lab
China,CN,4,0,"[{'name': 'DeFi', 'count': 3, 'percent': 75.0}, {'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 25.0}]",consensus-lab
Hong Kong,HK,2,0,"[{'name': 'DeFi', 'count': 1, 'percent': 50.0}, {'name': 'CeFi', 'count': 1, 'percent': 50.0}]",consensus-lab
United Kingdom,GB,2,0,"[{'name': 'DeFi', 'count': 2, 'percent': 100.0}]",consensus-lab
Malaysia,MY,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",consensus-lab
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",consensus-lab
Ukraine,UA,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",consensus-lab
Luxembourg,LU,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",consensus-lab
Estonia,EE,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",consensus-lab
France,FR,1,0,[],consensus-lab
Ireland,IE,1,0,[],consensus-lab
Canada,CA,1,0,[],consensus-lab
United States,US,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",snow-hill-partners
Singapore,SG,0,1,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",jasmy-foundation
United States,US,6,1,"[{'name': 'NFT', 'count': 3, 'percent': 42.86}, {'name': 'CeFi', 'count': 2, 'percent': 28.57}, {'name': 'Others', 'count': 2, 'percent': 28.57}]",thrivecapital
Germany,DE,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",thrivecapital
United Kingdom,GB,1,2,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'Social', 'count': 1, 'percent': 33.33}, {'name': 'CeFi', 'count': 1, 'percent': 33.33}]",7-percent-ventures
Austria,AT,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",deeptech-labs
United Kingdom,GB,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",deeptech-labs
Canada,CA,0,1,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",kb-partners
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",kb-partners
Canada,CA,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",position-ventures
United States,US,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",position-ventures
Canada,CA,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",breakout-capital
Spain,ES,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",evmos
Singapore,SG,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",game-sparks
China,CN,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",kyoko
Canada,CA,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",origins
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",stardust
Singapore,SG,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",xs-games
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'Others', 'count': 1, 'percent': 50.0}]",menaifingroup
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",menaifingroup
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",menaifingroup
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",babelfin
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",babelfin
United States,US,2,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 50.0}, {'name': 'NFT', 'count': 1, 'percent': 50.0}]",metastreet
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",huashancap
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",januarycapital
Singapore,SG,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",nft1global
China,CN,0,1,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",shanghai-pudong-investment-holdings
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",soundmediavc
Switzerland,CH,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",txventures
Australia,AU,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",mh-carnegie-co
Puerto Rico,PR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",mh-carnegie-co
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",mh-carnegie-co
Portugal,PT,0,2,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",alchemistaccelerator
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",alchemistaccelerator
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blue-field-capital
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",chain-reaction-innovations
United Kingdom,GB,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",hexit-capital
United Kingdom,GB,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",vlg-digital
South Korea,KR,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",koreadb
United Kingdom,GB,0,1,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",sosgameguild
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",ovalventures
Portugal,PT,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",uniwhalesio
United States,US,3,0,"[{'name': 'GameFi', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}, {'name': 'CeFi', 'count': 1, 'percent': 33.33}]",solanium-ventures
Netherlands,NL,1,0,"[{'name': 'GameFi', 'count': 1, 'percent': 100.0}]",solanium-ventures
Serbia,RS,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",solanium-ventures
Singapore,SG,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",solanium-ventures
United Kingdom,GB,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",solanium-ventures
United States,US,4,0,"[{'name': 'GameFi', 'count': 2, 'percent': 50.0}, {'name': 'Social', 'count': 2, 'percent': 50.0}]",therainegroup
South Africa,ZA,2,0,"[{'name': 'GameFi', 'count': 2, 'percent': 100.0}]",therainegroup
Canada,CA,1,1,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 100.0}]",dvtrading
United States,US,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",dvtrading
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 33.33}, {'name': 'DeFi', 'count': 1, 'percent': 33.33}, {'name': 'NFT', 'count': 1, 'percent': 33.33}]",fenwickwest
Philippines,PH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",sparqone
United Kingdom,GB,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",sparqone
Canada,CA,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",tokenscom
United States,US,1,0,"[{'name': 'Social', 'count': 1, 'percent': 100.0}]",tokenscom
Philippines,PH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",trusttoken
United States,US,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",trusttoken
Philippines,PH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",advanceai
Philippines,PH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",berkeleyedu
Philippines,PH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",integrapartners
United States,US,0,1,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",summitpartners
Philippines,PH,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",tokensuite
Canada,CA,0,1,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",eaglecap
United States,US,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",eastlinkcapital
Canada,CA,0,1,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",goldenbridgecap
Canada,CA,1,0,"[{'name': 'Chain', 'count': 1, 'percent': 100.0}]",tdbank
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 3, 'percent': 100.0}]",tappanhillventures
China,CN,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",gbahomeland
China,CN,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",securitycapitalcn
United States,US,8,0,"[{'name': 'Blockchain Service', 'count': 4, 'percent': 50.0}, {'name': 'GameFi', 'count': 1, 'percent': 12.5}, {'name': 'Social', 'count': 1, 'percent': 12.5}, {'name': 'NFT', 'count': 1, 'percent': 12.5}, {'name': 'CeFi', 'count': 1, 'percent': 12.5}]",blockfi
Brazil,BR,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",blockfi
Hong Kong,HK,1,0,"[{'name': 'Blockchain Service', 'count': 1, 'percent': 100.0}]",blockfi
United Kingdom,GB,1,0,"[{'name': 'CeFi', 'count': 1, 'percent': 100.0}]",blockfi
China,CN,1,0,"[{'name': 'Others', 'count': 1, 'percent': 100.0}]",block-venture
India,IN,1,0,"[{'name': 'NFT', 'count': 1, 'percent': 100.0}]",block-venture
Portugal,PT,1,0,"[{'name': 'DeFi', 'count': 1, 'percent': 100.0}]",block-venture
United States,US,1,0,"[{'name': 'Blockchain Infrastructure', 'count': 1, 'percent': 100.0}]",block-venture
United States,US,3,0,"[{'name': 'Blockchain Service', 'count': 2, 'percent': 66.67}, {'name': 'NFT', 'count': 1, 'percent': 33.33}]",crossbeam
